task,controller,base_slew_weight,filter,filter_kind,filter_width,filter_sigma,eval_strength,seed,final_fidelity,tail_infidelity_mean,tail_stability_range,segments,horizon_steps,beam_width,design_seconds,pulse_energy,rms_slew,max_step,total_variation,high_frequency_fraction
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,17,0.9937974636170507,0.003814000981528859,0.0035921569216410543,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,18,0.9933964028621597,0.004665408972861555,0.004017116707894508,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,19,0.9964265572569158,0.0060153248700443715,0.004663824019073948,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,20,0.9955705015912977,0.006397366833072511,0.0075608596952148055,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,21,0.9938594491098883,0.0038209971268696654,0.00314849709179732,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,22,0.9973560943259474,0.00675279680300501,0.009586367894859338,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,23,0.9949385537826394,0.0038912511492663103,0.002178377070782944,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,24,0.9931294016226031,0.004084291742045805,0.004310145034482904,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,25,0.9930117650682265,0.0048793609114388126,0.004388626846647092,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,26,0.9937413838331786,0.0051427600690646495,0.002794711300012187,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,27,0.9970619230208381,0.005048114884499,0.006173889093289198,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,28,0.9958165589062219,0.003890781914353897,0.00132818645746835,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,29,0.9964921205340069,0.004029863761289622,0.0022862153910012672,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,30,0.9935392368012677,0.003856073769952587,0.003698497537260037,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,31,0.9933500731154314,0.0053433027697176085,0.004339283332491339,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,32,0.9953635309667848,0.004601785217688956,0.0011366288927464607,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,33,0.9950444746286535,0.0036358776233340264,0.0035957858189432645,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,34,0.9930324596480005,0.0038785803571429723,0.004543318484421022,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,35,0.9939037307025829,0.005142413745584833,0.0031634832977397442,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,36,0.9957689811548254,0.004777071888746116,0.0019950303433087235,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,37,0.993974686069526,0.005663876269208808,0.0052699864162663035,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,38,0.9958466574549756,0.0036469218481665323,0.0025339440259042334,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,39,0.9969724160674907,0.0067119497518046516,0.007976545739926344,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,40,0.9968944600519336,0.006715719721506872,0.00774987337553279,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,41,0.9952925246266938,0.0037416457460336307,0.00217399053341627,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,42,0.994544039413708,0.004095896968323576,0.004026710352566187,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,43,0.9939444804490147,0.003950220578492019,0.0031534246530686705,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,44,0.9959454916534137,0.0036324396224296338,0.002513433477309923,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,45,0.9942354483781743,0.005506298469278705,0.0017798405798793437,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,46,0.996290980993252,0.00446999052638866,0.0021118969960435274,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,47,0.9960366952823363,0.005042604175392049,0.008241834222504019,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,48,0.9966037045088774,0.005736901903660479,0.0033858148220762274,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,49,0.9964757841109497,0.005968161907103082,0.0040011110167502695,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,50,0.9952917347240233,0.0035067534238157807,0.003120254990481297,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,51,0.994461436806498,0.005554063958178983,0.001018688473688023,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,52,0.9956287390095734,0.003690966244204542,0.0020883129899305075,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,53,0.9937158349777669,0.003834748527789439,0.003955183447392097,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,54,0.9918286138984719,0.004332135513425099,0.005428173145540005,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,55,0.9962710706769413,0.006446218509913397,0.004777845765463584,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,56,0.9926120950853619,0.005110059987977063,0.004491817259157926,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,57,0.9954642854724483,0.005480703882434362,0.008249557680007902,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,58,0.9957088564257617,0.005112237339562018,0.008311369019268877,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,none,none,1,0.0,0.08,59,0.9949247591539699,0.006029777287671101,0.005737415497534926,60,4,6,36.74245105590671,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,10,0.9971201451882195,0.009600555280759383,0.017000442468500188,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,11,0.9968049017416247,0.005903373947549439,0.012440960402881562,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,12,0.9967223675723923,0.005873822858932855,0.011924854725082756,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,13,0.9914744340595653,0.008991165965239087,0.0065902182269134135,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,14,0.9921120999596513,0.010865621122193204,0.010389767320751142,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,15,0.9955861575926805,0.007207243838258181,0.007284736268103553,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,16,0.9972659172537298,0.004755002863389086,0.012234761387902249,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,17,0.98924664800477,0.005206525753049063,0.00804326816401646,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,18,0.9936608787024932,0.008076701466713056,0.0031350831900633924,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,19,0.9972510800234318,0.004972271892947833,0.010938362479934627,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,20,0.9972992055674046,0.0054250483452533355,0.013116063382455079,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,21,0.992494262945928,0.004170271156414713,0.0057801770555497844,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,22,0.9969482549762698,0.010391426976704725,0.018145529285974238,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,23,0.9896508965982938,0.005014393157619619,0.008221913036469686,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,24,0.9893648846396548,0.005809255845969833,0.0072062176531113575,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,25,0.9899953763920704,0.007424050792093543,0.0067320263120049795,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,26,0.9943454545737415,0.008585206600363455,0.004918086756758311,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,27,0.9929435789024323,0.005912983578864195,0.0048202679808099225,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,28,0.9977350915703609,0.004922610336490518,0.010679503796836798,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,29,0.9978630479521698,0.005299810099961277,0.012023120181855362,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,30,0.9894624467221271,0.0049262407094183575,0.007945969347503468,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,31,0.9969950792516995,0.004546445974167124,0.01143615510139473,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,32,0.9907508158409829,0.004958421473028154,0.006295254221597157,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,33,0.9921493285381406,0.006962527698024959,0.005693777441540981,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,34,0.9940056909622104,0.005652904098085976,0.002751946254383242,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,35,0.9973587568837772,0.004350585005961347,0.011285323579582451,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,36,0.997234783439918,0.006883537353594337,0.012218511687297484,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,37,0.9905702766704925,0.009089527645211502,0.006915056396225139,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,38,0.9899525453646343,0.005603593820688125,0.007785755507734526,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,39,0.9963169771349669,0.005966304754520766,0.01106731800169991,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,40,0.9966764335851417,0.01038292048881777,0.01634057992488125,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,41,0.9976931471559265,0.004269251368602609,0.009630194234711342,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,42,0.992364906098526,0.007817684009167363,0.00549911453458074,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,43,0.9921158651613864,0.003944362482070777,0.005758939149711706,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,44,0.9900578481962803,0.00565901800799328,0.007619639638154707,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,45,0.9947647432305036,0.009030769273441024,0.006724023625004905,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,46,0.9963959363221377,0.0036593775098097392,0.006745568124152834,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,47,0.9955140065421234,0.007473906056469701,0.015917309543370006,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,48,0.9964286078524576,0.004730555421745864,0.008296374752975066,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,49,0.9936244534156976,0.005487033044906233,0.0051858282548904455,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,50,0.9922758195072449,0.006492532421502521,0.005131950354727244,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,51,0.9952260579262333,0.008910774611494622,0.008183553853171599,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,52,0.9978219664092485,0.004122219843910539,0.009709183064207205,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,53,0.9930696567855803,0.006785299380165118,0.0035390539445118163,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,54,0.9956731181732043,0.004702256402888998,0.007601395135217848,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,55,0.9926324793790763,0.011283283249922688,0.005601486015725632,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,56,0.9963632810503709,0.004598530256246928,0.010382207520006514,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,57,0.9959366678713624,0.005482801149411713,0.010183029660700837,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,58,0.9950405598548471,0.007604768437147875,0.015683012211042624,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar3,boxcar,3,0.0,0.08,59,0.9974614054867463,0.004993810786731121,0.012736231478916449,60,4,6,36.74245105590671,0.7051979114747541,0.4715634995960501,3.0,14.404095152545382,0.032302669854314174
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,10,0.9409632721260167,0.08671558996526442,0.07715688080911454,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,11,0.8815748461155307,0.11731088948107465,0.06492394551955194,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,12,0.8847135788442413,0.11256305101070674,0.06562778562477933,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,13,0.8832944157624834,0.12164117672459182,0.016548136660216484,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,14,0.9308996346093996,0.08388804711506691,0.05019993572735526,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,15,0.9152228093766311,0.11204122360211964,0.0734544228399423,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,16,0.8925213247258676,0.12123776129949668,0.07968544427828006,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,17,0.9079739130711332,0.07716412853152109,0.025728713930403102,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,18,0.8930621222467948,0.12867930158288055,0.04970089553274448,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,19,0.9002187847750422,0.10091126378793,0.07527141879350951,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,20,0.8860365644874161,0.12014203237668876,0.07294757359361093,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,21,0.9363386564636667,0.05986571687350441,0.05299750549664406,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,22,0.9412562013826958,0.08667640896570522,0.07589817707402491,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,23,0.8906550813395799,0.08777599565934964,0.03235999867442374,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,24,0.919654301110587,0.07231023033439682,0.03294633855229678,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,25,0.9299368275340034,0.07208081446827017,0.042896651309694334,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
Z,bandwidth_filtered_beam_horizon,0.005,boxcar7,boxcar,7,0.0,0.08,26,0.9043599043589199,0.12092907988034465,0.05874168303459315,60,4,6,36.74245105590671,0.5777576601478758,0.3795417557084051,2.6956730906761583,9.932874285203816,0.028163681066824185
