task,pulse_type,training_strength,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,training_objective
Z,polished_open_loop,0.08,0.08,22,0.9999064568738654,9.3543126134632e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,23,0.9999278917565018,7.210824349823675e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,24,0.9999157940989312,8.420590106883452e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,25,0.9999848392307457,1.5160769254340956e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,26,0.9999713473961211,2.865260387885371e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,27,0.9999985072306884,1.4927693116062457e-06,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,28,0.9999473674393184,5.263256068155364e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,29,0.9999273747118902,7.262528810980662e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,30,0.9998909211426052,0.00010907885739475098,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,31,0.9999831256919143,1.6874308085723655e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,32,0.9999573748924054,4.262510759456273e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,33,0.9999969158111339,3.0841888660759764e-06,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,34,0.9999996406838848,3.593161151949076e-07,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,35,0.9999717147557166,2.828524428344359e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,36,0.9999385917953251,6.140820467492869e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,37,0.9999869776320734,1.3022367926551759e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,38,0.9999746347711548,2.5365228845219967e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,39,0.9999958608521031,4.139147896875528e-06,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,40,0.9999377736922141,6.222630778585092e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,41,0.999958995232478,4.100476752200155e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,42,0.9999915395625801,8.460437419866018e-06,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,43,0.999985356379637,1.4643620362964072e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,44,0.9999793398622184,2.066013778156961e-05,0.19052792956931994,2.504765485985131e-05
Z,polished_open_loop,0.08,0.08,45,0.9999721225624914,2.7877437508649905e-05,0.19052792956931994,2.504765485985131e-05
