task,pulse_type,train_noise_case,eval_noise_case,disorder_strength,gamma_phi,gamma_relax,seed,final_fidelity,final_infidelity,final_purity,pulse_energy
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,19,0.9990908867188842,0.0009091132811157587,0.9992581065285929,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,20,0.9983506765509154,0.0016493234490846387,0.9992919102297046,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,21,0.9985344468697515,0.0014655531302485425,0.9992775292411157,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,22,0.9993730358541939,0.000626964145806097,0.9993989880150006,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,23,0.9988819762345386,0.00111802376546144,0.9993219035011902,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,24,0.9993813941847915,0.0006186058152084506,0.9993203010431466,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,25,0.9995913586827174,0.00040864131728257647,0.9993405768412174,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,26,0.9969186014076266,0.003081398592373441,0.9994036375348231,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,27,0.9980513664605477,0.0019486335394522936,0.9993426143196046,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,28,0.9996290335805658,0.0003709664194342377,0.9993221300849767,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,29,0.9996553993120154,0.00034460068798458643,0.9993295133612743,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,30,0.9991445710276692,0.0008554289723308184,0.9993043989776604,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,31,0.9979555540123914,0.0020444459876085563,0.9992988321277908,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,32,0.99881465569808,0.001185344301919966,0.9992975850536336,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,33,0.9948252866692594,0.005174713330740599,0.9994054865335065,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,34,0.9951858221222255,0.004814177877774495,0.9993818854097487,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,35,0.9984862963684568,0.0015137036315432395,0.9992842410041314,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,36,0.9995043729753936,0.000495627024606371,0.9993595578474601,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,37,0.9996345975085497,0.00036540249145033954,0.9993695836300628,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,38,0.9981498275797465,0.0018501724202535375,0.9993595390311942,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,39,0.9987842847089686,0.0012157152910313718,0.999283120999513,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,40,0.9991553705143643,0.000844629485635684,0.9994027488319631,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,41,0.9995202984149467,0.00047970158505328264,0.999304640666124,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,42,0.9947492407544561,0.005250759245543857,0.9994110524089117,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,43,0.9985034739613046,0.0014965260386954338,0.9992668473963271,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,44,0.9980188913761454,0.0019811086238545883,0.9993629562819475,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,45,0.9974595474131926,0.0025404525868073513,0.999404737466167,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,46,0.9990430515338165,0.0009569484661835492,0.9992514205528575,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,47,0.9993001190210614,0.0006998809789385829,0.9993501664553085,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,48,0.9991028666790767,0.0008971333209233379,0.9992505450451192,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,49,0.9988344831897548,0.0011655168102452373,0.9992733898680886,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,50,0.995034871286512,0.004965128713487976,0.9994008277482928,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,51,0.9979612095081953,0.002038790491804665,0.9993999690854873,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,52,0.999571702161239,0.0004282978387609715,0.999300305210159,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,53,0.9948059855754539,0.005194014424546145,0.9993998172044729,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,54,0.997196985156148,0.0028030148438520364,0.9993349660901959,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,55,0.9965098316898022,0.003490168310197772,0.9994274482308503,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,56,0.9972768489461912,0.0027231510538088255,0.9993194031154061,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,57,0.9970024510337385,0.0029975489662614763,0.9993455121502594,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,58,0.9992961061761171,0.0007038938238829173,0.9993498955155338,5.6075
H,closed_trained,closed_static,static_only,0.08,0.0,0.0,59,0.9984221450725673,0.0015778549274326759,0.9992846127775274,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,10,0.9616357421076508,0.03836425789234921,0.9266364939729275,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,11,0.9607560873902794,0.0392439126097206,0.92657294489166,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,12,0.9609513890386074,0.03904861096139256,0.9265568428741776,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,13,0.9579357093705767,0.042064290629423295,0.9267135627139167,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,14,0.961678454425009,0.03832154557499101,0.9266795454502674,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,15,0.9605273284934692,0.039472671506530776,0.9266803482111868,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,16,0.9604069457732667,0.039593054226733315,0.9266457399799786,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,17,0.9614477916388837,0.03855220836111628,0.926627957915752,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,18,0.958403836814915,0.04159616318508497,0.9267496661164564,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,19,0.9612957795576255,0.03870422044237454,0.9265481612394604,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,20,0.9605867852069276,0.03941321479307236,0.9266055101163095,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,21,0.9608498164676931,0.039150183532306926,0.9266409207666888,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,22,0.9615841179470688,0.03841588205293123,0.9266433183680811,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,23,0.9611301737287564,0.03886982627124358,0.926591152295154,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,24,0.9616149774325302,0.038385022567469784,0.9266554860499314,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,25,0.9618092603030446,0.03819073969695541,0.9266796940155251,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,26,0.9593242791573129,0.04067572084268711,0.9267168448853502,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,27,0.9603248377894229,0.0396751622105771,0.9265767213349514,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,28,0.9618039039002471,0.03819609609975294,0.9266006836686353,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,29,0.9618353928314539,0.03816460716854608,0.9265989206931877,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,30,0.9613938057913246,0.03860619420867539,0.9266317361198504,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,31,0.9602247746493497,0.039775225350650256,0.9266695144426852,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,32,0.9610673372320677,0.03893266276793228,0.9265682606315293,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,33,0.9573822468262163,0.04261775317378369,0.9267458071214514,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,34,0.9577047264426406,0.0422952735573594,0.9267851603881471,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,35,0.9607172259211467,0.03928277407885328,0.9266389095664138,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,36,0.9616924474340112,0.038307552565988834,0.926622428581665,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,37,0.961846657227714,0.03815334277228599,0.926678270813988,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,38,0.9604403349097438,0.03955966509025621,0.9265990368393194,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,39,0.9610022665933386,0.03899773340666135,0.9265468852802912,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,40,0.9613835844227372,0.03861641557726281,0.9266448561279856,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,41,0.9616973561098796,0.03830264389012039,0.9266007425951099,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,42,0.9573216227314265,0.042678377268573486,0.9267587065656774,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,43,0.9608217503749901,0.03917824962500993,0.9266249547409416,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,44,0.9603180384352742,0.03968196156472581,0.926601561661104,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,45,0.9598228551935871,0.04017714480641288,0.9266965873321894,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,46,0.961297057370744,0.038702942629256,0.9265489732502039,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,47,0.9615281308991526,0.03847186910084743,0.9266580160230478,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,48,0.9613293607868373,0.038670639213162716,0.9265330216388401,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,49,0.9610802514791499,0.03891974852085012,0.9265345797795381,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,50,0.9575687413319095,0.0424312586680905,0.9267350402315919,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,51,0.9602826653443056,0.03971733465569438,0.9266813505065377,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,52,0.9617481839694193,0.0382518160305807,0.9265922375744124,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,53,0.9573672895584131,0.042632710441586896,0.9267791208832553,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,54,0.9595436884796898,0.04045631152031015,0.9267332640994306,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,55,0.9589602960037822,0.04103970399621781,0.9266940932708301,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,56,0.9596027451488169,0.04039725485118306,0.926711526517189,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,57,0.9593443041783415,0.04065569582165851,0.9266705484207479,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,58,0.9615258003933912,0.038474199606608805,0.9266640470049571,5.6075
H,closed_trained,closed_static,deph_0.005,0.08,0.005,0.0,59,0.9606539605546938,0.039346039445306236,0.9266165670096855,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,10,0.995063745407228,0.004936254592772027,0.9907264977599588,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,11,0.9945956000904056,0.005404399909594404,0.9913964074617105,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,12,0.9947658482472224,0.005234151752777638,0.9913209774220049,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,13,0.9913372898883898,0.008662710111610239,0.9912859527287982,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,14,0.994993398388778,0.005006601611222017,0.9905338893898208,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,15,0.9941318725392648,0.005868127460735173,0.9912103570105971,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,16,0.9942518022609924,0.005748197739007588,0.9914570243765785,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,17,0.9948902987933228,0.005109701206677197,0.9906811682474883,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,18,0.9919231613560564,0.008076838643943596,0.9914318140089318,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,19,0.9950369085852444,0.004963091414755594,0.9911356774276687,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,20,0.9944413686999587,0.005558631300041306,0.9914423810226582,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,21,0.9940999860125975,0.005900013987402475,0.9903973243820177,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,22,0.9949825600730632,0.0050174399269368175,0.9906927538631978,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,23,0.9946832210260939,0.005316778973906144,0.9909103308903899,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,24,0.994984829611242,0.0050151703887579835,0.9905365935474977,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,25,0.9951230617360394,0.0048769382639606285,0.9904332657193743,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,26,0.9928512590150083,0.007148740984991742,0.9913095892358784,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,27,0.9940855397645303,0.0059144602354697096,0.9913780807316128,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,28,0.9953674029510559,0.004632597048944143,0.9908360172725968,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,29,0.9953248970263904,0.004675102973609624,0.990708998119647,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,30,0.9948060694493157,0.005193930550684289,0.9906216853015422,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,31,0.9940591488813046,0.005940851118695356,0.9914790204431904,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,32,0.9946442931546005,0.005355706845399544,0.9909330867517956,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,33,0.990898900819451,0.009101099180549022,0.9915314972477007,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,34,0.9913460219942228,0.008653978005777163,0.9916718296934677,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,35,0.9945318549264353,0.005468145073564745,0.9913576063985224,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,36,0.995232503346075,0.004767496653924952,0.990870703971406,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,37,0.9951759953280337,0.004824004671966309,0.9905003761047209,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,38,0.9940509635620508,0.0059490364379491956,0.9911471549466775,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,39,0.9947985645011066,0.005201435498893403,0.9912857932657319,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,40,0.9948145235224571,0.005185476477542861,0.9907966669104178,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,41,0.99532271132151,0.004677288678490044,0.9909358925170487,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,42,0.9907916769440219,0.009208323055978074,0.9914898242136374,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,43,0.9941142281396611,0.005885771860338895,0.9904706193699195,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,44,0.9939337629135978,0.006066237086402193,0.9911770697849331,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,45,0.9933411611686371,0.006658838831362868,0.9912196042465036,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,46,0.9947858996961029,0.005214100303897129,0.9907332115465843,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,47,0.9947883857969637,0.0052116142030362855,0.9903641005381179,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,48,0.9949690605592388,0.005030939440761162,0.9909709699130493,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,49,0.9947223974769791,0.005277602523020897,0.991024390678997,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,50,0.9911276227855007,0.008872377214499294,0.9915580869886542,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,51,0.9938120534512868,0.006187946548713241,0.9911584054384011,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,52,0.9953494166325565,0.004650583367443506,0.9908815413046757,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,53,0.9909093009037759,0.009090699096224064,0.9915897089294484,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,54,0.9933007332344657,0.00669926676553434,0.9915279596618345,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,55,0.9923040998519941,0.007695900148005919,0.9910620652090292,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,56,0.9934230382569254,0.00657696174307465,0.9915794027650373,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,57,0.9931762551292286,0.00682374487077142,0.9916479742805793,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,58,0.9947778335488795,0.005222166451120502,0.990350073446149,5.6075
H,closed_trained,closed_static,relax_0.002,0.08,0.0,0.002,59,0.994497988295537,0.005502011704462961,0.9914093247090539,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,10,0.9575901896283231,0.042409810371676904,0.9192197730406733,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,11,0.957130396704676,0.042869603295323966,0.9198400780999889,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,12,0.9572923803802604,0.04270761961973957,0.9197659762311998,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,13,0.9541758426898603,0.04582415731013967,0.9197716968706249,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,14,0.9575438936449391,0.04245610635506092,0.9190916270924728,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,15,0.9567349433003383,0.04326505669966174,0.9197061296925132,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,16,0.9568098622146823,0.04319013778531766,0.9199657866707799,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,17,0.9574517285535542,0.042548271446445796,0.9192373528027624,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,18,0.954715631651218,0.04528436834878202,0.9199483531072917,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,19,0.9575536646252056,0.042446335374794364,0.9196142221259098,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,20,0.9569843238367475,0.043015676163252525,0.9199140874430027,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,21,0.9567404106375805,0.04325958936241947,0.9190328453486635,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,22,0.9575172871789568,0.04248271282104321,0.9191904367546171,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,23,0.9572489763451897,0.042751023654810316,0.9194015130196478,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,24,0.9575430109650588,0.04245698903494122,0.9191337791562851,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,25,0.9576681462814428,0.04233185371855719,0.9190478975455978,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,26,0.9555682114792627,0.04443178852073726,0.9198077229841322,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,27,0.9566681795617966,0.04333182043820338,0.9197852433856168,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,28,0.957861094614718,0.04213890538528198,0.9193416419262286,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,29,0.9578261849339148,0.042173815066085196,0.9192207462480826,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,30,0.9573777370409731,0.042622262959026935,0.9192000726091414,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,31,0.9566343720225186,0.04336562797748145,0.9200028018529651,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,32,0.9572133808522316,0.04278661914776838,0.9194206779719343,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,33,0.9537621349015055,0.04623786509849448,0.9200330905823502,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,34,0.954168083826867,0.04583191617313298,0.920216799127066,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,35,0.9570708771136153,0.04292912288638473,0.9198770897189351,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,36,0.9577397634137219,0.04226023658627809,0.9193614690818376,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,37,0.9577149634722117,0.042285036527788256,0.9190808421302757,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,38,0.9566553625121287,0.04334463748787132,0.9195868538707521,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,39,0.9573262684400294,0.04267373155997056,0.9197254351210297,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,40,0.9573644900820761,0.042635509917923864,0.9192810350538366,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,41,0.9578163086238194,0.04218369137618061,0.9194457147881505,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,42,0.9536712164870136,0.046328783512986416,0.9200038401381295,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,43,0.9567559823583647,0.043244017641635324,0.9190918431493622,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,44,0.9565462757812286,0.04345372421877136,0.919612951839786,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,45,0.9560176960072628,0.04398230399273717,0.9197066297293325,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,46,0.9573585396953821,0.042641460304617906,0.9192629766930995,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,47,0.9573444618877741,0.04265553811222589,0.9189557031827752,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,48,0.9575101304852073,0.04248986951479272,0.9194598100004725,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,49,0.9572822933098064,0.04271770669019359,0.9194898695082592,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,50,0.9539672545646568,0.04603274543534319,0.9200501838846369,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,51,0.9564479498144329,0.04355205018556707,0.919641095433415,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,52,0.957843321500383,0.04215667849961702,0.9193928677912455,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,53,0.9537755911239721,0.046224408876027856,0.9201223822533345,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,54,0.9559529524393697,0.04404704756063027,0.9200773812072078,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,55,0.9550711429781055,0.04492885702189453,0.9195456532963951,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,56,0.956053255773184,0.04394674422681599,0.9201157249293462,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,57,0.9558218413839124,0.04417815861608765,0.9201147102938434,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,58,0.9573358751820038,0.042664124817996196,0.9189495253067815,5.6075
H,closed_trained,closed_static,combined,0.08,0.005,0.002,59,0.9570370513303198,0.0429629486696802,0.9199015023840496,5.6075
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,10,0.9878372320373638,0.012162767962636156,0.9779104383215927,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,11,0.9893404399823272,0.010659560017672765,0.9819193687693062,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,12,0.9897712655569384,0.010228734443061605,0.9820600024548714,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,13,0.9882676058393896,0.011732394160610449,0.9788232887681436,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,14,0.9866449516811373,0.013355048318862695,0.9791867661090637,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,15,0.9884877008353916,0.011512299164608386,0.9785012096412666,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,16,0.9884814876583743,0.011518512341625708,0.9814149319331598,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,17,0.9890962753400782,0.010903724659921843,0.9810967392729397,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,18,0.9881954944462938,0.011804505553706157,0.978470141570638,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,19,0.9902753548071657,0.009724645192834336,0.9821468799639703,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,20,0.9888941047550379,0.011105895244962083,0.9817582378089555,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,21,0.9888835368239837,0.011116463176016333,0.9815667905654405,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,22,0.9876407834079627,0.012359216592037314,0.9778121358842639,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,23,0.9896887916275192,0.010311208372480785,0.9811800524290992,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,24,0.9883507220911261,0.011649277908873934,0.9809668824900242,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,25,0.9871305852486176,0.012869414751382369,0.9804702821189754,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,26,0.9885239361969539,0.01147606380304611,0.9782008165029148,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,27,0.9890732857080184,0.010926714291981554,0.9811894633999622,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,28,0.9884749233058747,0.01152507669412528,0.9795515296603793,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,29,0.9882129505078812,0.01178704949211884,0.9794260833735946,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,30,0.9892227553010132,0.010777244698986777,0.98129643735212,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,31,0.9881937107360971,0.011806289263902925,0.9811531573571282,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,32,0.9903643625256282,0.009635637474371794,0.981672082756703,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,33,0.9875370918493712,0.012462908150628782,0.9792439187164629,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,34,0.9868245985367395,0.013175401463260461,0.9795864239135152,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,35,0.9887452338643765,0.011254766135623484,0.9812554076821101,3.75
