task,pulse_type,train_noise_case,eval_noise_case,disorder_strength,gamma_phi,gamma_relax,seed,final_fidelity,final_infidelity,final_purity,pulse_energy
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,36,0.9883126720642061,0.011687327935793856,0.9785918257602212,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,37,0.9868959204568982,0.013104079543101776,0.9798979928065997,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,38,0.9890349547039511,0.010965045296048914,0.9806084342263992,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,39,0.9899853056868488,0.010014694313151162,0.9821067762776434,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,40,0.988070912585717,0.011929087414283002,0.9777017787773846,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,41,0.9887272107954922,0.011272789204507805,0.9800274069001256,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,42,0.9878235105496032,0.012176489450396843,0.9788507660927999,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,43,0.989652259249095,0.010347740750905055,0.9818492237498618,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,44,0.9889562148430461,0.011043785156953922,0.9805550445744586,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,45,0.9886533503642994,0.011346649635700645,0.9780229826471247,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,46,0.9904192547445183,0.009580745255481693,0.98201953054394,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,47,0.9863429983978512,0.013657001602148777,0.979487232948616,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,48,0.9907691688073492,0.009230831192650779,0.982301940712015,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,49,0.9908709198932408,0.009129080106759169,0.9822099701462417,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,50,0.9874000337789222,0.01259996622107784,0.9794784754639795,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,51,0.9886575077277947,0.011342492272205296,0.9779986912421349,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,52,0.9887779563364949,0.011222043663505099,0.9801559227575811,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,53,0.9873622570026288,0.012637742997371193,0.9790945545616736,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,54,0.9875718480378104,0.012428151962189604,0.9800949129324965,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,55,0.9884616602373897,0.011538339762610317,0.97830928476155,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,56,0.9875161449983413,0.012483855001658717,0.9808118328883902,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,57,0.9873484820596454,0.012651517940354573,0.9809901452274054,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,58,0.9862239515860982,0.013776048413901787,0.9795548071475797,3.75
Z,open_trained,trained_combined,static_only,0.08,0.0,0.0,59,0.9889055079837462,0.011094492016253787,0.9816659014155826,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,10,0.9522594772801589,0.04774052271984108,0.9107375178034987,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,11,0.9531952919779372,0.046804708022062824,0.913144974750898,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,12,0.9536241234749225,0.046375876525077464,0.9133282813932997,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,13,0.9518602987201059,0.04813970127989409,0.9101989542774307,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,14,0.9505605568288749,0.04943944317112514,0.9107611665669079,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,15,0.9526397366494209,0.04736026335057908,0.9111638356318825,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,16,0.9523086434036752,0.04769135659632484,0.9127894895366544,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,17,0.952871940869868,0.04712805913013196,0.9127941886537227,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,18,0.952085894276127,0.047914105723873,0.9106136352969736,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,19,0.9541183896928032,0.04588161030719684,0.9136052166965088,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,20,0.9527298927384428,0.047270107261557226,0.9129959546120927,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,21,0.9528906888556343,0.04710931114436567,0.9136756542277298,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,22,0.9520521319207892,0.04794786807921081,0.9105391127440035,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,23,0.9534750129924784,0.04652498700752161,0.9128156335617813,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,24,0.9521566074726607,0.04784339252733927,0.9126926208670194,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,25,0.9510050073623788,0.04899499263762119,0.9121789488126039,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,26,0.9525509661994258,0.04744903380057419,0.9106289184583602,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,27,0.9529258762347899,0.04707412376521014,0.9125435542901728,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,28,0.9527149036329776,0.04728509636702238,0.9122168659166703,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,29,0.9525198122932415,0.04748018770675855,0.9121612534179317,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,30,0.9530351438383737,0.04696485616162627,0.9130685433776344,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,31,0.9520264762402193,0.0479735237597807,0.9126178371411702,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,32,0.9542134471340353,0.04578655286596467,0.913335555862029,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,33,0.9511810024227597,0.048818997577240286,0.910637326104949,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,34,0.95059582219294,0.04940417780705997,0.9111635604342961,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,35,0.952591870189098,0.04740812981090203,0.9128272065939971,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,36,0.9526508334597684,0.04734916654023158,0.9114624035607161,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,37,0.9507319494397967,0.049268050560203336,0.9114451196326099,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,38,0.9527595388637728,0.04724046113622715,0.9120597761536011,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,39,0.9538453442978011,0.0461546557021989,0.9133999141904401,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,40,0.9524509427867804,0.04754905721321956,0.9104708285538108,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,41,0.9528606298853328,0.04713937011466718,0.9124884179304951,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,42,0.9514979998416824,0.048502000158317626,0.9104257665701956,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,43,0.953604352664273,0.046395647335726986,0.9138762035908131,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,44,0.952676785880772,0.04732321411922802,0.9119872703013481,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,45,0.9527604651449664,0.04723953485503363,0.9105824536245388,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,46,0.9543611766436664,0.045638823356333624,0.9139422973858913,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,47,0.9506679956976712,0.04933200430232876,0.9119159663091312,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,48,0.9546343643237445,0.04536563567625551,0.913891002416861,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,49,0.9547496646921585,0.045250335307841505,0.913751820210199,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,50,0.9510589855772877,0.04894101442271226,0.9108186613771857,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,51,0.9528318178003525,0.04716818219964747,0.9106723270463104,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,52,0.9529160699010432,0.04708393009895684,0.9126085809564981,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,53,0.951088674620346,0.048911325379654036,0.9107308942053878,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,54,0.9514500470528039,0.04854995294719611,0.9119427245652519,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,55,0.9521928572500293,0.047807142749970666,0.9098664726826103,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,56,0.9513483494608772,0.04865165053912279,0.9122843905963798,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,57,0.9511967777769006,0.04880322222309941,0.9121875457245479,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,58,0.9505255840369866,0.049474415963013385,0.9119221919257819,3.75
Z,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,59,0.952732256918356,0.047267743081644054,0.9129900455502343,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,10,0.9835547277618624,0.01644527223813763,0.969608746064148,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,11,0.9854375442415341,0.014562455758465931,0.9743014228822036,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,12,0.9858352271471919,0.01416477285280815,0.9743855415235727,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,13,0.9839248804804529,0.0160751195195471,0.9702462484228616,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,14,0.9818318685485223,0.018168131451477665,0.9697013728848731,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,15,0.9845847745980106,0.015415225401989363,0.9709053221492273,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,16,0.9847636333577539,0.015236366642246146,0.9741603592429877,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,17,0.9843133508216875,0.01568664917831253,0.971627700380431,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,18,0.9842430601674469,0.015756939832553107,0.9707135165764591,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,19,0.9863463181585819,0.01365368184141813,0.9745053744863125,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,20,0.9850912609438814,0.014908739056118558,0.9743380370985119,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,21,0.9842363557615363,0.01576364423846366,0.9724204969200828,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,22,0.9832882820012845,0.016711717998715514,0.9693690062503669,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,23,0.985061850335623,0.01493814966437701,0.9720374400635657,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,24,0.9834986735354698,0.016501326464530175,0.9713543530212643,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,25,0.9822469470694302,0.017753052930569835,0.9707985296191133,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,26,0.9845465983450908,0.01545340165490916,0.9704321683392658,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,27,0.9848657005406595,0.015134299459340528,0.9729052571355625,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,28,0.9844709755467768,0.015529024453223239,0.971777317194777,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,29,0.9840965012158389,0.015903498784161085,0.9714311084652111,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,30,0.9844436649104179,0.015556335089582096,0.9718420998608965,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,31,0.9845041502478323,0.015495849752167667,0.9739478787226429,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,32,0.9858501910213395,0.014149808978660472,0.9727863465095353,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,33,0.9834303359109824,0.01656966408901761,0.9711061484225614,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,34,0.9830023272123166,0.016997672787683382,0.972024909308149,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,35,0.9850297571990586,0.014970242800941391,0.9740177244029483,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,36,0.9842566692524117,0.01574333074758827,0.9707271253546151,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,37,0.9820193685618102,0.017980631438189842,0.9702511089692735,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,38,0.9845232204821418,0.015476779517858197,0.9716798583149411,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,39,0.9859993460518247,0.01400065394817529,0.9743327325355233,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,40,0.9837916321215515,0.016208367878448482,0.9694067748965416,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,41,0.9848142189934734,0.015185781006526566,0.9724258833393418,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,42,0.9837367017579148,0.016263298242085167,0.9707741765216534,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,43,0.9850270132643606,0.014972986735639404,0.972750150017096,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,44,0.9844655709581767,0.015534429041823339,0.9716673124425635,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,45,0.9846329380866878,0.015367061913312163,0.970189981341493,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,46,0.9862430260459287,0.013756973954071272,0.9738792668338997,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,47,0.9817600437850279,0.018239956214972097,0.9705116481026586,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,48,0.98670189807213,0.013298101927869954,0.9743844143163244,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,49,0.9866035561328503,0.013396443867149666,0.973864417045363,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,50,0.9833020668343071,0.016697933165692902,0.9713523046858866,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,51,0.9846327506642668,0.01536724933573319,0.9701706952194247,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,52,0.9848303977551356,0.01516960224486441,0.9724864049382823,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,53,0.9834165662302975,0.016583433769702505,0.9712913093985123,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,54,0.9838937539039279,0.01610624609607214,0.9728875196552252,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,55,0.984002860212152,0.015997139787848003,0.969555425080667,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,56,0.9838417234989592,0.016158276501040847,0.9736106192680191,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,57,0.983503620052043,0.01649637994795705,0.9734204844512684,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,58,0.9816054551605895,0.018394544839410498,0.9704992220264503,3.75
Z,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,59,0.9851448190589881,0.014855180941011903,0.9743355434054647,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,10,0.9482893858947069,0.051710614105293096,0.9036104494373172,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,11,0.9495959773774607,0.05040402262253929,0.9066423416451044,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,12,0.9499925435683894,0.05000745643161064,0.906774018945566,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,13,0.9478401074606319,0.05215989253936815,0.9028413602932792,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,14,0.9460834556268874,0.05391654437311255,0.902592024602781,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,15,0.9490391656297174,0.05096083437028265,0.9046676643457268,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,16,0.9488894603167985,0.05111053968320145,0.9066149517867894,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,17,0.948423732015371,0.051576267984629,0.9046253974589341,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,18,0.9484402074828193,0.05155979251718068,0.9039793775748358,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,19,0.950493578055552,0.04950642194444799,0.9070796986120753,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,20,0.9492279402501331,0.05077205974986687,0.9066725339889027,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,21,0.9485712310751477,0.051428768924852264,0.9057934011551358,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,22,0.9480145895035312,0.051985410496468765,0.9032873362206663,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,23,0.9491767915683424,0.05082320843165755,0.9049377429034041,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,24,0.9476418314168724,0.052358168583127584,0.9043974406672739,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,25,0.9464597321883574,0.05354026781164256,0.9038353359311946,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,26,0.9488797391869582,0.051120260813041773,0.9039803776405315,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,27,0.9490320817473333,0.050967918252666666,0.9054389545082338,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,28,0.9490153316535899,0.050984668346410134,0.9055628148087342,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,29,0.9487108988357582,0.05128910116424179,0.9053089983385265,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,30,0.9485901603901231,0.051409839609876884,0.9049115557666471,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,31,0.9486348819166579,0.0513651180833421,0.9064870349168102,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,32,0.9500229602207586,0.049977039779241395,0.9056859016046109,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,33,0.9473884568034843,0.05261154319651573,0.903671002047004,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,34,0.9470774440688792,0.05292255593112083,0.9047113127302651,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,35,0.9491747812420483,0.05082521875795165,0.9066661319164451,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,36,0.9489002655567724,0.051099734443227574,0.9047246436637191,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,37,0.9461941662358018,0.05380583376419823,0.9031287127511424,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,38,0.9485735815722165,0.051426418427783505,0.9043778682058402,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,39,0.9501652639395171,0.04983473606048294,0.906755206791999,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,40,0.9484843604900203,0.05151563950997973,0.9033501192632126,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,41,0.9492498835902894,0.05075011640971061,0.9059913164542754,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,42,0.9477245062197986,0.052275493780201354,0.9035125927584156,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,43,0.9493061878641781,0.050693812135821914,0.9060351995305638,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,44,0.9485112805988676,0.05148871940113242,0.9043424167934588,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,45,0.9490467386612499,0.05095326133875011,0.9038748992890585,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,46,0.9504964352195393,0.049503564780460696,0.9069640386458405,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,47,0.9464088365972196,0.05359116340278036,0.904191087307111,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,48,0.9508753745647996,0.04912462543520035,0.907114983830626,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,49,0.95079690463049,0.04920309536950995,0.9065885486589506,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,50,0.9472747163106526,0.05272528368934737,0.9038627651753385,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,51,0.9491132037486019,0.050886796251398136,0.903968057723482,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,52,0.9492717673961275,0.05072823260387249,0.9060506256828825,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,53,0.9474512663483815,0.052548733651618496,0.9040613604591674,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,54,0.9480697889703718,0.05193021102962825,0.9058056430648745,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,55,0.948059205875443,0.05194079412455699,0.9023505525560376,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,56,0.9479718284221275,0.05202817157787254,0.9061572099158588,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,57,0.9476548343785496,0.05234516562145042,0.9057303240513775,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,58,0.9462323752638468,0.05376762473615315,0.9041263994159079,3.75
Z,open_trained,trained_combined,combined,0.08,0.005,0.002,59,0.9492713023901084,0.050728697609891626,0.9067473075802885,3.75
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,10,0.9686404834932627,0.031359516506737295,0.9911859097822586,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,11,0.9926047087996395,0.007395291200360532,0.9962681292861255,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,12,0.9899754505474178,0.010024549452582243,0.996577741483742,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,13,0.9922181242856033,0.007781875714396702,0.9978512762899907,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,14,0.9933186336919311,0.006681366308068926,0.9923248701771145,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,15,0.9831569804584517,0.01684301954154832,0.9970019626354164,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,16,0.9891168827366195,0.010883117263380537,0.9971298046879242,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,17,0.9955394016309778,0.0044605983690222395,0.9969256314053158,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,18,0.9930324034601241,0.0069675965398758866,0.9979287206360372,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,19,0.9763152085900187,0.023684791409981254,0.997145633420931,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,20,0.9913732549987334,0.00862674500126659,0.9965500975386093,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,21,0.964124994160521,0.035875005839479,0.9917888688477174,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,22,0.9718696838816503,0.028130316118349707,0.9907943835422386,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,23,0.9967918934454315,0.0032081065545684906,0.9975452734326626,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,24,0.9930266441548593,0.006973355845140694,0.9953557143036644,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,25,0.9900573834253392,0.009942616574660779,0.9928993714006049,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,26,0.9911081792584355,0.008891820741564471,0.9976266664913314,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,27,0.9970709536605723,0.002929046339427699,0.9955350531141314,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,28,0.9534581685977032,0.04654183140229684,0.9936155725156061,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,29,0.9479245083404313,0.05207549165956871,0.9917767255086526,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,30,0.9930254677954831,0.006974532204516937,0.9963986345606697,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,31,0.9893069957113605,0.010693004288639507,0.9972935528750667,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,32,0.9945681554629033,0.005431844537096664,0.9972180962073127,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,33,0.9906409213288591,0.009359078671140941,0.996595766625271,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,34,0.9937720684953079,0.006227931504692141,0.996218710625903,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,35,0.9828394790610364,0.017160520938963586,0.9976766229015457,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,36,0.9631974898238121,0.03680251017618785,0.9934207334405087,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,37,0.9939956960562499,0.006004303943750067,0.9932244217766104,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,38,0.9959765440525208,0.004023455947479215,0.9971966941041923,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,39,0.9900903065990054,0.009909693400994568,0.9965639118116925,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,40,0.9758683964591695,0.02413160354083055,0.9922118879753693,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,41,0.9572261196222132,0.042773880377786844,0.9951609998350455,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,42,0.9916880470842828,0.00831195291571718,0.9973658772053582,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,43,0.9695319140325149,0.03046808596748507,0.993426346717321,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,44,0.9956467961800686,0.004353203819931428,0.9970841382501366,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,45,0.9892131964584909,0.010786803541509071,0.9970601162149616,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,46,0.9539065934058468,0.046093406594153175,0.9947633814901266,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,47,0.9554591509316055,0.044540849068394506,0.9874507324493591,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,48,0.9705056358547182,0.029494364145281837,0.9966799809574594,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,49,0.9880704012866076,0.011929598713392386,0.9968522219242619,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,50,0.9906322104352568,0.009367789564743156,0.9960737599081643,2.466666666666667
