task,method,net_index,coeff_x,coeff_y,coeff_z,coeff_norm,ball_radius,points_per_axis,grid_spacing,covering_radius,final_fidelity,final_infidelity,pulse_energy,design_seconds,time_horizon
Z,terminal_value_shifted,56,-0.06666666666667,-0.01333333333333,0.0,0.06798692684790641,0.08,13,0.013333333333333336,0.011547005383792518,0.9986015454537611,0.0013984545462388809,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,57,-0.06666666666667,-0.01333333333333,0.01333333333333,0.06928203230275702,0.08,13,0.013333333333333336,0.011547005383792518,0.9984659697561686,0.0015340302438313635,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,58,-0.06666666666667,-0.01333333333333,0.02666666666667,0.0730296743340258,0.08,13,0.013333333333333336,0.011547005383792518,0.9983140888913717,0.0016859111086282574,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,59,-0.06666666666667,-0.01333333333333,0.04,0.07888106377466379,0.08,13,0.013333333333333336,0.011547005383792518,0.9981477747768724,0.001852225223127557,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,60,-0.06666666666667,0.0,-0.04,0.07774602526460686,0.08,13,0.013333333333333336,0.011547005383792518,0.9990832411122758,0.000916758887724245,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,61,-0.06666666666667,0.0,-0.02666666666667,0.07180219742846439,0.08,13,0.013333333333333336,0.011547005383792518,0.9990787814954569,0.0009212185045430754,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,62,-0.06666666666667,0.0,-0.01333333333333,0.06798692684790641,0.08,13,0.013333333333333336,0.011547005383792518,0.9990544050581409,0.0009455949418590848,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,63,-0.06666666666667,0.0,0.0,0.06666666666667,0.08,13,0.013333333333333336,0.011547005383792518,0.9990096520585857,0.0009903479414142824,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,64,-0.06666666666667,0.0,0.01333333333333,0.06798692684790641,0.08,13,0.013333333333333336,0.011547005383792518,0.9989446320654328,0.0010553679345671751,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,65,-0.06666666666667,0.0,0.02666666666667,0.07180219742846439,0.08,13,0.013333333333333336,0.011547005383792518,0.9988600329456307,0.0011399670543692508,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,66,-0.06666666666667,0.0,0.04,0.07774602526460686,0.08,13,0.013333333333333336,0.011547005383792518,0.9987571182179066,0.001242881782093419,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,67,-0.06666666666667,0.01333333333333,-0.04,0.07888106377466379,0.08,13,0.013333333333333336,0.011547005383792518,0.9988827081545648,0.0011172918454351866,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,68,-0.06666666666667,0.01333333333333,-0.02666666666667,0.0730296743340258,0.08,13,0.013333333333333336,0.011547005383792518,0.998966841803514,0.0010331581964859726,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,69,-0.06666666666667,0.01333333333333,-0.01333333333333,0.06928203230275702,0.08,13,0.013333333333333336,0.011547005383792518,0.9990299241350906,0.000970075864909381,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,70,-0.06666666666667,0.01333333333333,0.0,0.06798692684790641,0.08,13,0.013333333333333336,0.011547005383792518,0.9990707297290499,0.0009292702709501333,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,71,-0.06666666666667,0.01333333333333,0.01333333333333,0.06928203230275702,0.08,13,0.013333333333333336,0.011547005383792518,0.9990886417157916,0.0009113582842084078,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,72,-0.06666666666667,0.01333333333333,0.02666666666667,0.0730296743340258,0.08,13,0.013333333333333336,0.011547005383792518,0.9990836629104712,0.0009163370895287626,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,73,-0.06666666666667,0.01333333333333,0.04,0.07888106377466379,0.08,13,0.013333333333333336,0.011547005383792518,0.9990564150729109,0.000943584927089125,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,74,-0.06666666666667,0.02666666666667,-0.02666666666667,0.07659416862051227,0.08,13,0.013333333333333336,0.011547005383792518,0.9984845638041719,0.0015154361958280571,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,75,-0.06666666666667,0.02666666666667,-0.01333333333333,0.0730296743340258,0.08,13,0.013333333333333336,0.011547005383792518,0.9986467788161325,0.0013532211838674923,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,76,-0.06666666666667,0.02666666666667,0.0,0.07180219742846439,0.08,13,0.013333333333333336,0.011547005383792518,0.998784853788614,0.0012151462113859646,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,77,-0.06666666666667,0.02666666666667,0.01333333333333,0.0730296743340258,0.08,13,0.013333333333333336,0.011547005383792518,0.9988974197080969,0.0011025802919031324,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,78,-0.06666666666667,0.02666666666667,0.02666666666667,0.07659416862051227,0.08,13,0.013333333333333336,0.011547005383792518,0.99898376504288,0.0010162349571199991,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,79,-0.06666666666667,0.04,-0.01333333333333,0.07888106377466379,0.08,13,0.013333333333333336,0.011547005383792518,0.9979066496860852,0.002093350313914777,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,80,-0.06666666666667,0.04,0.0,0.07774602526460686,0.08,13,0.013333333333333336,0.011547005383792518,0.9981529811044412,0.0018470188955588274,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,81,-0.06666666666667,0.04,0.01333333333333,0.07888106377466379,0.08,13,0.013333333333333336,0.011547005383792518,0.998371212408093,0.0016287875919069883,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,82,-0.06656402354703,-0.04437601569802,0.0,0.08000000000000301,0.08,13,0.013333333333333336,0.011547005383792518,0.996313883645946,0.0036861163540540254,4.705,272.2985820590984,8.0
