system,eval_strength,seed,tail_infidelity_mean,tail_stability_range,final_fidelity,pulse_energy
three_level_chain,0.03,14,0.0008988220801150667,0.0006312096899893094,0.99897484814633,3.478125
three_level_chain,0.03,15,0.001413028302722614,0.0013756214221402052,0.9981780181668327,3.478125
three_level_chain,0.03,16,0.003444538378431806,0.0008858390739634459,0.9959429204699778,3.478125
three_level_chain,0.03,17,0.0016191466390269452,0.0010919165228657768,0.9990056710507228,3.478125
three_level_chain,0.03,18,0.001692015222542985,0.00017634478696804123,0.9983939292456439,3.478125
three_level_chain,0.03,19,0.006711764280734546,0.0025129380560037218,0.9925918200145041,3.478125
three_level_chain,0.03,20,0.0018844712055042267,0.0005062990119790722,0.9983459384023264,3.478125
three_level_chain,0.03,21,0.0015864791963954882,0.0006718960286667963,0.9988263204456678,3.478125
three_level_chain,0.03,22,0.004011298217387405,0.002148510769165779,0.9966582363602092,3.478125
three_level_chain,0.03,23,0.00318705880627957,0.0009026319271046024,0.9963844486696886,3.478125
three_level_chain,0.03,24,0.005589820461165113,0.002179712590282157,0.9948088261453751,3.478125
three_level_chain,0.03,25,0.0018934229461019067,0.0009950255944740638,0.9977959985090871,3.478125
three_level_chain,0.03,26,0.002644392538277157,0.00046688046157383756,0.9972514329644414,3.478125
three_level_chain,0.03,27,0.0010904654447787608,0.000972595873357629,0.9993105515467925,3.478125
three_level_chain,0.03,28,0.003677273750895216,0.0014976150735088734,0.9964442959861621,3.478125
three_level_chain,0.03,29,0.00198675453411196,0.000531592673230441,0.9977055979147296,3.478125
three_level_chain,0.03,30,0.0010097205536915483,0.0005339413633105305,0.9989461209315867,3.478125
three_level_chain,0.03,31,0.0007743414264584652,0.0007813804741002572,0.9991737287122607,3.478125
three_level_chain,0.03,32,0.004049857946498945,0.0008831185295493649,0.9959715723690935,3.478125
three_level_chain,0.03,33,0.003100412653272263,0.0008576372486656103,0.9964888133494684,3.478125
three_level_chain,0.03,34,0.0012720602527433553,0.0006505307632984625,0.9983427653305185,3.478125
three_level_chain,0.03,35,0.004544879642345029,0.0011893419024914254,0.9947214765265282,3.478125
three_level_chain,0.03,36,0.0027373155121049285,0.0015401711593745482,0.997397844970946,3.478125
three_level_chain,0.03,37,0.002564059329660633,0.0013462424045748156,0.9983861346485908,3.478125
three_level_chain,0.03,38,0.0016356297382479018,0.0009881034118822685,0.9988411329715038,3.478125
three_level_chain,0.03,39,0.0007802102608394548,0.0007311926604034458,0.999655071136112,3.478125
three_level_chain,0.03,40,0.0006170287255533917,0.0008653235421534067,0.9996392977085344,3.478125
three_level_chain,0.03,41,0.0023080973294677103,0.0014494505792977952,0.997453876548116,3.478125
three_level_chain,0.03,42,0.0022671026810255576,0.001825948609755823,0.9980364064100402,3.478125
three_level_chain,0.03,43,0.0006306398355462382,0.00034885616539470643,0.9994330040000835,3.478125
three_level_chain,0.03,44,0.002562883757555116,0.0009226101255331853,0.9972835257832582,3.478125
three_level_chain,0.03,45,0.00027727724195177294,0.00010204426768478658,0.9996927913429311,3.478125
three_level_chain,0.03,46,0.0030962500259845835,0.0010457349259058724,0.9962363364413608,3.478125
three_level_chain,0.03,47,0.002067189559475125,0.001868234533216162,0.9989380662000691,3.478125
three_level_chain,0.03,48,0.0022914004197589423,0.0004280274915320348,0.997467279759356,3.478125
three_level_chain,0.03,49,0.006271474145108764,0.0007457608450730513,0.9934167823529916,3.478125
three_level_chain,0.03,50,0.0009748837544771065,0.0002805508446432903,0.9990429854647829,3.478125
three_level_chain,0.03,51,0.0006822588686269132,0.0005741468156563734,0.9994320971915532,3.478125
three_level_chain,0.03,52,0.004489050134005697,0.002772259282393774,0.9965395434272037,3.478125
three_level_chain,0.03,53,0.0012167862948690073,0.00013826511499026584,0.9988219295282424,3.478125
three_level_chain,0.03,54,0.0018934109071205786,0.001446040124230552,0.9973949929832064,3.478125
three_level_chain,0.03,55,0.0015467976195847415,0.0016928235078244036,0.9987741467254438,3.478125
three_level_chain,0.03,56,0.002189580389721619,0.0005639404275589177,0.9974216399795443,3.478125
three_level_chain,0.03,57,0.0017579458082778558,0.0012672005169328537,0.9980899380463388,3.478125
three_level_chain,0.03,58,0.0019441601979322118,0.0002121516462011419,0.9980565158699739,3.478125
three_level_chain,0.03,59,0.0032671442149562646,0.001105035791347575,0.9959364661272098,3.478125
three_level_chain,0.05,10,0.0007690795098021475,0.00027419054394794973,0.9991482634644399,3.478125
three_level_chain,0.05,11,0.003366434913785619,0.002348337348319296,0.9953188740952837,3.478125
three_level_chain,0.05,12,0.0045022844198864724,0.0017454146066077092,0.9963573100060151,3.478125
three_level_chain,0.05,13,0.0030889631363972955,0.003047528543168476,0.9972294389428672,3.478125
three_level_chain,0.05,14,0.0010261562324834967,0.0008539153124476062,0.9987309158403881,3.478125
three_level_chain,0.05,15,0.001856639831812723,0.001709544547238373,0.997553815290616,3.478125
three_level_chain,0.05,16,0.004945076128009501,0.001558528161733408,0.9940718811038978,3.478125
three_level_chain,0.05,17,0.002000376273852672,0.0018131495227595718,0.998993830127426,3.478125
three_level_chain,0.05,18,0.0017327089153702905,0.0003402782693359141,0.9983921981623599,3.478125
three_level_chain,0.05,19,0.011912634464619471,0.005304509883105157,0.9865157593768754,3.478125
three_level_chain,0.05,20,0.002487411645512119,0.0005063058407727139,0.9975783112521406,3.478125
three_level_chain,0.05,21,0.0017638215787944393,0.0015980722557815685,0.999114928120023,3.478125
three_level_chain,0.05,22,0.006182888110148881,0.004511702127076522,0.9953166288408019,3.478125
three_level_chain,0.05,23,0.00464124233268113,0.0018476778162588303,0.9944543929260704,3.478125
three_level_chain,0.05,24,0.00970810295728478,0.004533113961828206,0.9913546299498636,3.478125
three_level_chain,0.05,25,0.002168863453678178,0.0014779787191624427,0.9974734904466708,3.478125
three_level_chain,0.05,26,0.003745950411221042,0.0008147676969249007,0.9957791452696234,3.478125
three_level_chain,0.05,27,0.0011412875329932972,0.0017480578113676648,0.9996203609054127,3.478125
three_level_chain,0.05,28,0.005552830703615015,0.00274480366455232,0.9947749504379907,3.478125
three_level_chain,0.05,29,0.00240500758250069,0.0009297234740890392,0.9969581153884763,3.478125
three_level_chain,0.05,30,0.0016381837939487293,0.000786479958573949,0.9980783638635897,3.478125
three_level_chain,0.05,31,0.0009837233577610317,0.0013927859720929137,0.9980552518728072,3.478125
three_level_chain,0.05,32,0.006019859597872075,0.0020396732884296886,0.9944507250781514,3.478125
three_level_chain,0.05,33,0.00472740525184312,0.001519893330439559,0.9946281632112552,3.478125
three_level_chain,0.05,34,0.0014334381599213043,0.0018807275446290905,0.9971720171061166,3.478125
three_level_chain,0.05,35,0.007158799175663389,0.0024802101113715613,0.9912983231636011,3.478125
three_level_chain,0.05,36,0.0035931969213160867,0.0030558111687596368,0.9966506176501136,3.478125
three_level_chain,0.05,37,0.0038500220563898978,0.0025245307185489674,0.9978620475450132,3.478125
three_level_chain,0.05,38,0.002620297302124038,0.002062743254899413,0.9982791199420284,3.478125
three_level_chain,0.05,39,0.0016588094807846602,0.0022428647460176476,0.9995951799054359,3.478125
three_level_chain,0.05,40,0.0011026031812265168,0.0019471566929859518,0.9982171517087728,3.478125
three_level_chain,0.05,41,0.0029198025915996295,0.0026012407227230527,0.9967146944557739,3.478125
three_level_chain,0.05,42,0.0030073596758072242,0.0031229784728107335,0.9972761257483622,3.478125
three_level_chain,0.05,43,0.0008509875157427058,0.0004274737668735762,0.9993067291679906,3.478125
three_level_chain,0.05,44,0.003227985428879803,0.001746198368081986,0.9964607536830036,3.478125
three_level_chain,0.05,45,0.00037882106258225285,0.0009006489046642363,0.9990050456921072,3.478125
three_level_chain,0.05,46,0.004446434447922972,0.00177514299368009,0.9943851804961836,3.478125
three_level_chain,0.05,47,0.00267171628653189,0.0038464080284413837,0.9992959892396646,3.478125
three_level_chain,0.05,48,0.0034403074138780972,0.0006619889527204048,0.9962355458865662,3.478125
three_level_chain,0.05,49,0.010562500668932292,0.0014211226516585018,0.9887763631985935,3.478125
three_level_chain,0.05,50,0.000812159071069123,0.0008426229717038991,0.9987466428235167,3.478125
three_level_chain,0.05,51,0.0010541324260564206,0.001654945105547423,0.9980088270467972,3.478125
three_level_chain,0.05,52,0.00762617446176279,0.006060616646437755,0.9948365109303748,3.478125
three_level_chain,0.05,53,0.001206327673116687,0.00040555493050697944,0.9988940692524177,3.478125
three_level_chain,0.05,54,0.0025268499472729834,0.0022425493185573853,0.9963802564900153,3.478125
three_level_chain,0.05,55,0.0018637787156761578,0.0025678946171827643,0.9980869390353536,3.478125
three_level_chain,0.05,56,0.003060582415793355,0.0009149179934802021,0.9967107380955637,3.478125
three_level_chain,0.05,57,0.0021408479786108503,0.0019907021248737333,0.9977771226167721,3.478125
three_level_chain,0.05,58,0.002299118220510595,0.0005198782944141334,0.9974811158644932,3.478125
three_level_chain,0.05,59,0.0051327802396799686,0.002383781438467958,0.9931037804128581,3.478125
three_level_chain,0.08,10,0.00308961492564263,0.0010687614421838187,0.9965001942628922,3.478125
three_level_chain,0.08,11,0.007085630403859599,0.004943763040195837,0.9903819804419393,3.478125
three_level_chain,0.08,12,0.008800656976121299,0.004779935840111271,0.9935626616806937,3.478125
three_level_chain,0.08,13,0.004378408924840447,0.006791716260369118,0.9971321133253123,3.478125
three_level_chain,0.08,14,0.0025178258638484563,0.0012882347676635986,0.9969152590074869,3.478125
three_level_chain,0.08,15,0.0036183830567116347,0.0020478222212664265,0.9955450660270766,3.478125
three_level_chain,0.08,16,0.007688346301002491,0.0025695941483654394,0.9909003202925872,3.478125
three_level_chain,0.08,17,0.003340681730847065,0.0030300336707280717,0.9982250381596601,3.478125
three_level_chain,0.08,18,0.002002830270878677,0.0007311695570176857,0.9981780763952997,3.478125
three_level_chain,0.08,19,0.02282025135401172,0.010741695527174078,0.9736126394799631,3.478125
three_level_chain,0.08,20,0.003876437832363584,0.0012031771854340567,0.9953949080985854,3.478125
three_level_chain,0.08,21,0.002420292364958443,0.0036393708700549476,0.9994009467596329,3.478125
three_level_chain,0.08,22,0.010550455701202317,0.009499182211793022,0.9928156226309243,3.478125
three_level_chain,0.08,23,0.0076599394303179195,0.003870221436484078,0.9904261477096251,3.478125
three_level_chain,0.08,24,0.018396010710300576,0.009399943815823097,0.9844176856554371,3.478125
three_level_chain,0.08,25,0.0028011568447329936,0.001827148909718801,0.9970069189260446,3.478125
three_level_chain,0.08,26,0.006433805399661587,0.0020955265638989973,0.9920827679230824,3.478125
three_level_chain,0.08,27,0.0022231762028713143,0.0029124323818051634,0.9990719055539898,3.478125
three_level_chain,0.08,28,0.009535533733304749,0.004821397300471264,0.9914106023672438,3.478125
three_level_chain,0.08,29,0.003451486832560181,0.0018242215437872522,0.9953384492203181,3.478125
three_level_chain,0.08,30,0.0040734159026104885,0.0031948433947796007,0.9950853314677236,3.478125
three_level_chain,0.08,31,0.00311544757935139,0.005299534707430498,0.9932154350567238,3.478125
three_level_chain,0.08,32,0.00988935726460335,0.005277498962304894,0.9922889236375972,3.478125
three_level_chain,0.08,33,0.008463965902561899,0.0027268808899434394,0.9905966506889387,3.478125
three_level_chain,0.08,34,0.002569393269136143,0.005506786899935556,0.9933033589134053,3.478125
three_level_chain,0.08,35,0.012303841725546478,0.005227706746346428,0.9844699234634858,3.478125
three_level_chain,0.08,36,0.005292909328912119,0.0062551387399050196,0.9951917239043964,3.478125
three_level_chain,0.08,37,0.007038138637270717,0.004759806943396505,0.9960034308390003,3.478125
three_level_chain,0.08,38,0.0058278462250800946,0.004325788874899206,0.9957712142153866,3.478125
three_level_chain,0.08,39,0.005511643256981842,0.006236373547271579,0.9977728639573693,3.478125
three_level_chain,0.08,40,0.003934382043097079,0.006495355287599702,0.9921257593380612,3.478125
three_level_chain,0.08,41,0.004306679517544076,0.0045659099474884,0.9952349556302111,3.478125
three_level_chain,0.08,42,0.004833429457906376,0.0051858145444576564,0.995032243594943,3.478125
three_level_chain,0.08,43,0.0027790638784231936,0.0016379778013654311,0.9975924812177821,3.478125
three_level_chain,0.08,44,0.0044827831325994286,0.0033883012680463453,0.9949235822131142,3.478125
three_level_chain,0.08,45,0.002288955810959402,0.0034745676178717932,0.9954303062872185,3.478125
three_level_chain,0.08,46,0.007142180117020241,0.0032738145808908214,0.9908338009445836,3.478125
three_level_chain,0.08,47,0.004322105968615995,0.007894670805089654,0.9995080610497566,3.478125
three_level_chain,0.08,48,0.006455876956102463,0.00187175025225772,0.9932169107140463,3.478125
three_level_chain,0.08,49,0.01842459317737449,0.0028290157523291892,0.9801406895370999,3.478125
three_level_chain,0.08,50,0.0010627186722154843,0.002819898412231625,0.9971056890001988,3.478125
three_level_chain,0.08,51,0.003387238080775907,0.00670771249593205,0.992304452591055,3.478125
three_level_chain,0.08,52,0.014441175704485762,0.013185637371025183,0.991299798019238,3.478125
three_level_chain,0.08,53,0.0016810389496300746,0.001148242957040857,0.9985973330918494,3.478125
three_level_chain,0.08,54,0.004325151235438771,0.0032998329727184084,0.9939975670459147,3.478125
three_level_chain,0.08,55,0.0031630268980584286,0.00387553872935098,0.9951657400592803,3.478125
three_level_chain,0.08,56,0.005131358348820751,0.003473150999857677,0.9954541838214476,3.478125
three_level_chain,0.08,57,0.0033574694358008677,0.00298217613738061,0.9969778833707618,3.478125
three_level_chain,0.08,58,0.0033486120758282286,0.0018581915200980292,0.995754015026156,3.478125
three_level_chain,0.08,59,0.00954099575475051,0.005614434136185786,0.9868697635838691,3.478125
