task,method,net_index,coeff_x,coeff_y,coeff_z,coeff_norm,ball_radius,points_per_axis,grid_spacing,covering_radius,final_fidelity,final_infidelity,grad_x,grad_y,grad_z,gradient_norm,pulse_energy,design_seconds,time_horizon,score_mode,worst_weight,train_net_points,base_train_points,hard_points_requested,hard_points_used
Z,selected_hard_augmented_mean_worst,38,-0.06857142857143,-0.03428571428571,0.02285714285714,0.07999999999999857,0.08,13,0.013333333333333336,0.011547005383792518,0.9986754588558939,0.0013245411441060728,-0.0015121436123023968,-0.025404205557682108,0.004536396743703375,0.02585032173373237,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,39,-0.06857142857143,-0.02285714285714,-0.03428571428571,0.07999999999999857,0.08,13,0.013333333333333336,0.011547005383792518,0.9982263643232299,0.0017736356767701356,-0.009024992444384344,-0.019252328470375113,-0.029195179876543964,0.03611732504181571,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,40,-0.06857142857143,-0.02285714285714,0.03428571428571,0.07999999999999857,0.08,13,0.013333333333333336,0.011547005383792518,0.9988357929038493,0.0011642070961507267,-0.000719360500997579,-0.01844190321583644,0.011287430695775758,0.021633940128063005,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,41,-0.06857142857143,0.02285714285714,-0.03428571428571,0.07999999999999857,0.08,13,0.013333333333333336,0.011547005383792518,0.9983583174005382,0.0016416825994618467,-0.0035829351996699427,0.015055639070910565,-0.029763230993644196,0.03354638000827489,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,42,-0.06857142857143,0.02285714285714,0.03428571428571,0.07999999999999857,0.08,13,0.013333333333333336,0.011547005383792518,0.9989851507842253,0.0010148492157746603,0.0013929116300458178,0.012677366426670944,0.010760619220432921,0.016686723714748528,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,43,-0.06857142857143,0.03428571428571,-0.02285714285714,0.07999999999999857,0.08,13,0.013333333333333336,0.011547005383792518,0.9984375566241004,0.0015624433758996137,-0.0007610074782374437,0.024091138137886436,-0.023307667699218826,0.03352923265954454,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,44,-0.06857142857143,0.03428571428571,0.02285714285714,0.07999999999999857,0.08,13,0.013333333333333336,0.011547005383792518,0.9988734863251918,0.001126513674808205,0.0019354569444816339,0.021609553257254832,0.0038467423253923383,0.02203443242019272,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,45,-0.06666666666667,-0.04,-0.01333333333333,0.07888106377466379,0.08,13,0.013333333333333336,0.011547005383792518,0.9983049935828361,0.0016950064171639134,-0.005580749142891417,-0.029115079874603156,-0.016737040455043706,0.034043518623875745,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,46,-0.06666666666667,-0.04,0.0,0.07774602526460686,0.08,13,0.013333333333333336,0.011547005383792518,0.9984756562624233,0.0015243437375767055,-0.0036907134725640556,-0.02899275633156423,-0.008850900321372035,0.030537513358767233,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,47,-0.06666666666667,-0.04,0.01333333333333,0.07888106377466379,0.08,13,0.013333333333333336,0.011547005383792518,0.9985409348656832,0.001459065134316817,-0.002042922309650308,-0.028832438870611377,-0.0009461327714775924,0.02892020452922269,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,48,-0.06666666666667,-0.02666666666667,-0.02666666666667,0.07659416862051227,0.08,13,0.013333333333333336,0.011547005383792518,0.9983691128492096,0.0016308871507904055,-0.007770465623007997,-0.021529438886214225,-0.024466391139468135,0.03350374859837369,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,49,-0.06666666666667,-0.02666666666667,-0.01333333333333,0.0730296743340258,0.08,13,0.013333333333333336,0.011547005383792518,0.9986431104951348,0.001356889504865233,-0.005790634866814345,-0.021424114074474865,-0.016611990175563363,0.02772151391302235,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
