task,baseline,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,basis_count,segments,refreshes,frequency_seed_path,training_objective,optimizer_success_all,optimization_seconds
Z,dcrab_large,0.08,24,0.9998126404275705,0.00018735957242954626,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,25,0.9998740032444422,0.0001259967555578001,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,26,0.9982012370895701,0.0017987629104299074,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,27,0.9997260658831116,0.00027393411688836355,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,28,0.9950690015576973,0.004930998442302714,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,29,0.9953859488269159,0.0046140511730841105,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,30,0.9997676548100044,0.0002323451899955975,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,31,0.9982288041723884,0.001771195827611649,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,32,0.9997788352870293,0.00022116471297073392,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,33,0.9999278577626054,7.214223739460124e-05,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,34,0.9996982391188217,0.00030176088117828126,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,35,0.9978697252052088,0.0021302747947912204,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,36,0.994864200393494,0.0051357996065060085,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,37,0.9997751563483055,0.00022484365169450626,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
