task,method,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,design_seconds,resource_profile,training_strengths
Z,beam_horizon,0.1,45,0.9936910517875798,0.006308948212420229,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,46,0.9941030654744027,0.005896934525597253,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,47,0.99898116432916,0.001018835670840046,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,48,0.994495264306928,0.0055047356930719715,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,49,0.9956022886291,0.004397711370899948,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,50,0.9961207838509958,0.0038792161490042165,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,51,0.9944681815377887,0.005531818462211291,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,52,0.9983072795517804,0.0016927204482195535,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,53,0.9945175188303514,0.0054824811696485565,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,54,0.9978105137704455,0.0021894862295545048,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,55,0.9914817683906717,0.008518231609328297,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,56,0.998369963472892,0.0016300365271080253,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,57,0.9988806195152904,0.001119380484709609,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,58,0.9989197484786851,0.0010802515213148567,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.1,59,0.9977555326279695,0.0022444673720305452,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,10,0.9965287184055389,0.003471281594461084,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,11,0.9967540381851698,0.003245961814830167,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,12,0.9959007898604113,0.004099210139588694,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,13,0.9911136166817901,0.0088863833182099,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,14,0.9950633713336413,0.004936628666358689,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,15,0.9952670320815062,0.004732967918493758,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,16,0.9976092127297376,0.002390787270262429,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,17,0.9972609344479069,0.002739065552093134,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,18,0.9911398281964018,0.008860171803598216,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,19,0.9940149448810451,0.005985055118954863,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,20,0.9971714051800081,0.00282859481999187,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,21,0.9937975676573951,0.006202432342604869,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,22,0.9957613174158151,0.004238682584184916,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,23,0.997682694865532,0.0023173051344680395,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,24,0.9971833154427254,0.0028166845572745736,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
