task,controller,step,value_depth,terminal_weight,control_stage_weight,audit_stride,candidate_count,beam_width,residual_threshold,terminal_outside_residual,tail_phi,phi,current_value,best_fixed_successor_value,best_fixed_depth_margin,best_fallback_norm,best_fallback_amp,best_fallback_index,scheduled_stage_margin
H,terminal_value_shifted,40,1,1.0,0.0,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0008744007998032072,0.0010609201189870701,-0.00018651931918386294,0.24999999999999994,0.49999999999999994,5,0.0
H,terminal_value_shifted,40,1,1.0,0.0001,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0008994007998032071,0.0010609201189870701,-0.00016151931918386298,0.24999999999999994,0.49999999999999994,5,0.0
H,terminal_value_shifted,40,1,1.0,0.0005,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0009719447691015903,0.0010609201189870701,-8.897534988547978e-05,0.24999999999999994,0.49999999999999994,5,0.0
H,terminal_value_shifted,40,1,1.0,0.001,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0009719447691015903,0.0010609201189870701,-8.897534988547978e-05,0.24999999999999994,0.49999999999999994,5,0.0
H,terminal_value_shifted,40,1,1.0,0.002,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0009719447691015903,0.0010609201189870701,-8.897534988547978e-05,0.24999999999999994,0.49999999999999994,5,0.0
H,terminal_value_shifted,50,1,0.0,0.0,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.0012172414973929827,0.0014592397425430914,-0.00024199824515010876,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,50,1,0.0,0.0001,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.0012172414973929827,0.0014592397425430914,-0.00024199824515010876,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,50,1,0.0,0.0005,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.0012172414973929827,0.0014592397425430914,-0.00024199824515010876,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,50,1,0.0,0.001,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.0012172414973929827,0.0014592397425430914,-0.00024199824515010876,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,50,1,0.0,0.002,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.0012172414973929827,0.0014592397425430914,-0.00024199824515010876,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,50,1,1.0,0.0,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.003676481239936074,0.004240823708550925,-0.0005643424686148507,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,50,1,1.0,0.0001,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.003676481239936074,0.004240823708550925,-0.0005643424686148507,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,50,1,1.0,0.0005,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.003676481239936074,0.004240823708550925,-0.0005643424686148507,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,50,1,1.0,0.001,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.003676481239936074,0.004240823708550925,-0.0005643424686148507,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,50,1,1.0,0.002,10,41,8,0.001,1,0.002217241497393087,0.002217241497393087,0.003676481239936074,0.004240823708550925,-0.0005643424686148507,0.0,0.0,0,0.0012172414973930868
H,terminal_value_shifted,60,1,0.0,0.0,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.0024109404019824554,0.0026024744634725533,-0.00019153406149009788,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,60,1,0.0,0.0001,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.0024109404019824554,0.0026024744634725533,-0.00019153406149009788,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,60,1,0.0,0.0005,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.0024109404019824554,0.0026024744634725533,-0.00019153406149009788,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,60,1,0.0,0.001,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.0024109404019824554,0.0026024744634725533,-0.00019153406149009788,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,60,1,0.0,0.002,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.0024109404019824554,0.0026024744634725533,-0.00019153406149009788,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,60,1,1.0,0.0,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.006013414865455009,0.006453231295124672,-0.00043981642966966356,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,60,1,1.0,0.0001,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.006013414865455009,0.006453231295124672,-0.00043981642966966356,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,60,1,1.0,0.0005,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.006013414865455009,0.006453231295124672,-0.00043981642966966356,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,60,1,1.0,0.001,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.006013414865455009,0.006453231295124672,-0.00043981642966966356,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,60,1,1.0,0.002,10,41,8,0.001,1,0.0034109404019825734,0.0034109404019825734,0.006013414865455009,0.006453231295124672,-0.00043981642966966356,0.0,0.0,0,0.0024109404019825734
H,terminal_value_shifted,70,1,0.0,0.0,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.003969528306359994,0.004535979106166766,-0.0005664507998067725,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,70,1,0.0,0.0001,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.003969528306359994,0.004535979106166766,-0.0005664507998067725,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,70,1,0.0,0.0005,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.003969528306359994,0.004535979106166766,-0.0005664507998067725,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,70,1,0.0,0.001,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.003969528306359994,0.004535979106166766,-0.0005664507998067725,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,70,1,0.0,0.002,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.003969528306359994,0.004535979106166766,-0.0005664507998067725,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,70,1,1.0,0.0,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.009505507412526759,0.010723828413720153,-0.001218321001193394,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,70,1,1.0,0.0001,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.009505507412526759,0.010723828413720153,-0.001218321001193394,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,70,1,1.0,0.0005,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.009505507412526759,0.010723828413720153,-0.001218321001193394,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,70,1,1.0,0.001,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.009505507412526759,0.010723828413720153,-0.001218321001193394,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,70,1,1.0,0.002,10,41,8,0.001,1,0.004969528306360084,0.004969528306360084,0.009505507412526759,0.010723828413720153,-0.001218321001193394,0.0,0.0,0,0.003969528306360084
H,terminal_value_shifted,80,1,0.0,0.0,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.00034805941111509895,0.00037123332058398937,-2.317390946889042e-05,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,80,1,0.0,0.0001,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.00034805941111509895,0.00037123332058398937,-2.317390946889042e-05,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,80,1,0.0,0.0005,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.00034805941111509895,0.00037123332058398937,-2.317390946889042e-05,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,80,1,0.0,0.001,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.00034805941111509895,0.00037123332058398937,-2.317390946889042e-05,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,80,1,0.0,0.002,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.00034805941111509895,0.00037123332058398937,-2.317390946889042e-05,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,80,1,1.0,0.0,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.0017192927316990883,0.0018827734966100152,-0.00016348076491092683,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,80,1,1.0,0.0001,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.0017192927316990883,0.0018827734966100152,-0.00016348076491092683,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,80,1,1.0,0.0005,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.0017192927316990883,0.0018827734966100152,-0.00016348076491092683,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,80,1,1.0,0.001,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.0017192927316990883,0.0018827734966100152,-0.00016348076491092683,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,80,1,1.0,0.002,10,41,8,0.001,1,0.0013480594111151753,0.0013480594111151753,0.0017192927316990883,0.0018827734966100152,-0.00016348076491092683,0.0,0.0,0,0.0003480594111151753
H,terminal_value_shifted,90,1,0.0,0.0,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.0016305139244078984,0.0018998589155340912,-0.00026934499112619276,0.0,0.0,0,0.0016305139244080233
H,terminal_value_shifted,90,1,0.0,0.0001,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.0016305139244078984,0.0018998589155340912,-0.00026934499112619276,0.0,0.0,0,0.0016305139244080233
H,terminal_value_shifted,90,1,0.0,0.0005,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.0016305139244078984,0.0018998589155340912,-0.00026934499112619276,0.0,0.0,0,0.0016305139244080233
H,terminal_value_shifted,90,1,0.0,0.001,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.0016305139244078984,0.0018998589155340912,-0.00026934499112619276,0.0,0.0,0,0.0016305139244080233
H,terminal_value_shifted,90,1,0.0,0.002,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.0016305139244078984,0.0018998589155340912,-0.00026934499112619276,0.0,0.0,0,0.0016305139244080233
H,terminal_value_shifted,90,1,1.0,0.0,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.00453037283994199,0.005195135040240371,-0.0006647622002983813,0.0,0.0,0,0.0016305139244080233
H,terminal_value_shifted,90,1,1.0,0.0001,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.00453037283994199,0.005195135040240371,-0.0006647622002983813,0.0,0.0,0,0.0016305139244080233
H,terminal_value_shifted,90,1,1.0,0.0005,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.00453037283994199,0.005195135040240371,-0.0006647622002983813,0.0,0.0,0,0.0016305139244080233
H,terminal_value_shifted,90,1,1.0,0.001,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.00453037283994199,0.005195135040240371,-0.0006647622002983813,0.0,0.0,0,0.0016305139244080233
H,terminal_value_shifted,90,1,1.0,0.002,10,41,8,0.001,1,0.0026305139244080233,0.0026305139244080233,0.00453037283994199,0.005195135040240371,-0.0006647622002983813,0.0,0.0,0,0.0016305139244080233
