task,controller,step,value_depth,terminal_weight,control_stage_weight,audit_stride,candidate_count,beam_width,residual_threshold,terminal_outside_residual,tail_phi,phi,current_value,best_fixed_successor_value,best_fixed_depth_margin,best_fallback_norm,best_fallback_amp,best_fallback_index,scheduled_stage_margin
Z,terminal_value_shifted,30,1,1.0,0.0005,10,41,6,0.001,1,0.006004117145252542,0.006004117145252542,0.01172116733918891,0.013253755967277965,-0.0015325886280890544,0.0,0.0,0,0.005004117145252542
Z,terminal_value_shifted,30,1,1.0,0.001,10,41,6,0.001,1,0.006004117145252542,0.006004117145252542,0.01172116733918891,0.013253755967277965,-0.0015325886280890544,0.0,0.0,0,0.005004117145252542
Z,terminal_value_shifted,30,1,1.0,0.002,10,41,6,0.001,1,0.006004117145252542,0.006004117145252542,0.01172116733918891,0.013253755967277965,-0.0015325886280890544,0.0,0.0,0,0.005004117145252542
Z,terminal_value_shifted,40,1,0.0,0.0,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.005322628416410861,0.004473188444999853,0.0008494399714110076,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,40,1,0.0,0.0001,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.005322628416410861,0.004473188444999853,0.0008494399714110076,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,40,1,0.0,0.0005,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.005322628416410861,0.004473188444999853,0.0008494399714110076,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,40,1,0.0,0.001,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.005322628416410861,0.004473188444999853,0.0008494399714110076,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,40,1,0.0,0.002,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.005322628416410861,0.004473188444999853,0.0008494399714110076,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,40,1,1.0,0.0,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.010795816861410713,0.009711629944273617,0.0010841869171370963,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,40,1,1.0,0.0001,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.010895816861410714,0.009711629944273617,0.0011841869171370974,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,40,1,1.0,0.0005,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.011013948861267865,0.009711629944273617,0.0013023189169942481,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,40,1,1.0,0.001,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.011138948861267865,0.009711629944273617,0.0014273189169942482,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,40,1,1.0,0.002,10,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.011235788089505906,0.009711629944273617,0.0015241581452322892,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,50,1,0.0,0.0,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.004752835471305631,0.004716185177119255,3.665029418637583e-05,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,50,1,0.0,0.0001,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.004752835471305631,0.004716185177119255,3.665029418637583e-05,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,50,1,0.0,0.0005,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.004752835471305631,0.004716185177119255,3.665029418637583e-05,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,50,1,0.0,0.001,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.004752835471305631,0.004716185177119255,3.665029418637583e-05,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,50,1,0.0,0.002,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.004752835471305631,0.004716185177119255,3.665029418637583e-05,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,50,1,1.0,0.0,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.010469020648424886,0.01052378528816527,-5.476463974038448e-05,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,50,1,1.0,0.0001,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.01053092184528481,0.01052378528816527,7.1365571195393385e-06,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,50,1,1.0,0.0005,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.010630921845284809,0.01052378528816527,0.00010713655711953873,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,50,1,1.0,0.001,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.010667778829106841,0.01052378528816527,0.0001439935409415713,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,50,1,1.0,0.002,10,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.010667778829106841,0.01052378528816527,0.0001439935409415713,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,60,1,0.0,0.0,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.003591344431382642,0.003777094500953226,-0.00018575006957058382,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,60,1,0.0,0.0001,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.003591344431382642,0.003777094500953226,-0.00018575006957058382,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,60,1,0.0,0.0005,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.003591344431382642,0.003777094500953226,-0.00018575006957058382,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,60,1,0.0,0.001,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.003591344431382642,0.003777094500953226,-0.00018575006957058382,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,60,1,0.0,0.002,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.003591344431382642,0.003777094500953226,-0.00018575006957058382,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,60,1,1.0,0.0,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.008368438932335867,0.008878723340210878,-0.0005102844078750113,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,60,1,1.0,0.0001,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.008368438932335867,0.008878723340210878,-0.0005102844078750113,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,60,1,1.0,0.0005,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.008368438932335867,0.008878723340210878,-0.0005102844078750113,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,60,1,1.0,0.001,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.008368438932335867,0.008878723340210878,-0.0005102844078750113,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,60,1,1.0,0.002,10,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.008368438932335867,0.008878723340210878,-0.0005102844078750113,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,70,1,0.0,0.0,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0009948374770689253,0.000782869619715785,0.00021196785735314028,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,70,1,0.0,0.0001,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0009948374770689253,0.000782869619715785,0.00021196785735314028,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,70,1,0.0,0.0005,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0009948374770689253,0.000782869619715785,0.00021196785735314028,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,70,1,0.0,0.001,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0009948374770689253,0.000782869619715785,0.00021196785735314028,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,70,1,0.0,0.002,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0009948374770689253,0.000782869619715785,0.00021196785735314028,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,70,1,1.0,0.0,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0027777070967847104,0.002435028119789303,0.0003426789769954072,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,70,1,1.0,0.0001,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0027777070967847104,0.002435028119789303,0.0003426789769954072,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,70,1,1.0,0.0005,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0027777070967847104,0.002435028119789303,0.0003426789769954072,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,70,1,1.0,0.001,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0027777070967847104,0.002435028119789303,0.0003426789769954072,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,70,1,1.0,0.002,10,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0027777070967847104,0.002435028119789303,0.0003426789769954072,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,80,1,0.0,0.0,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.0014200467471504824,0.0017674011261293804,-0.000347354378978898,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,80,1,0.0,0.0001,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.0014200467471504824,0.0017674011261293804,-0.000347354378978898,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,80,1,0.0,0.0005,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.0014200467471504824,0.0017674011261293804,-0.000347354378978898,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,80,1,0.0,0.001,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.0014200467471504824,0.0017674011261293804,-0.000347354378978898,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,80,1,0.0,0.002,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.0014200467471504824,0.0017674011261293804,-0.000347354378978898,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,80,1,1.0,0.0,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.004187447873279863,0.004955849550087891,-0.0007684016768080282,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,80,1,1.0,0.0001,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.004187447873279863,0.004955849550087891,-0.0007684016768080282,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,80,1,1.0,0.0005,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.004187447873279863,0.004955849550087891,-0.0007684016768080282,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,80,1,1.0,0.001,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.004187447873279863,0.004955849550087891,-0.0007684016768080282,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,80,1,1.0,0.002,10,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.004187447873279863,0.004955849550087891,-0.0007684016768080282,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,90,1,0.0,0.0,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.00339737338091558,0.0038964878050620983,-0.0004991144241465184,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,90,1,0.0,0.0001,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.00339737338091558,0.0038964878050620983,-0.0004991144241465184,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,90,1,0.0,0.0005,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.00339737338091558,0.0038964878050620983,-0.0004991144241465184,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,90,1,0.0,0.001,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.00339737338091558,0.0038964878050620983,-0.0004991144241465184,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,90,1,0.0,0.002,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.00339737338091558,0.0038964878050620983,-0.0004991144241465184,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,90,1,1.0,0.0,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.008293861185977677,0.009377760061146677,-0.0010838988751689996,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,90,1,1.0,0.0001,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.008293861185977677,0.009377760061146677,-0.0010838988751689996,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,90,1,1.0,0.0005,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.008293861185977677,0.009377760061146677,-0.0010838988751689996,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,90,1,1.0,0.001,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.008293861185977677,0.009377760061146677,-0.0010838988751689996,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,90,1,1.0,0.002,10,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.008293861185977677,0.009377760061146677,-0.0010838988751689996,0.0,0.0,0,0.003397373380915691
H,terminal_value_shifted,10,1,0.0,0.0,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0021299852094117744,0.002475214838370752,-0.00034522962895897763,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,10,1,0.0,0.0001,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0021299852094117744,0.002475214838370752,-0.00034522962895897763,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,10,1,0.0,0.0005,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0021299852094117744,0.002475214838370752,-0.00034522962895897763,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,10,1,0.0,0.001,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0021299852094117744,0.002475214838370752,-0.00034522962895897763,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,10,1,0.0,0.002,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0021299852094117744,0.002475214838370752,-0.00034522962895897763,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,10,1,1.0,0.0,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0056052000477825265,0.006335948290288087,-0.0007307482425055606,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,10,1,1.0,0.0001,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.005632872269849116,0.006335948290288087,-0.0007030760204389712,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,10,1,1.0,0.0005,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0056579751309333995,0.006335948290288087,-0.0006779731593546875,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,10,1,1.0,0.001,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0056579751309333995,0.006335948290288087,-0.0006779731593546875,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,10,1,1.0,0.002,10,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0056579751309333995,0.006335948290288087,-0.0006779731593546875,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,20,1,0.0,0.0,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.0014796918965811765,0.001665734579231728,-0.00018604268265055152,0.9999999999999998,0.9999999999999999,13,0.0014796918965813083
H,terminal_value_shifted,20,1,0.0,0.0001,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.0014796918965811765,0.001665734579231728,-0.00018604268265055152,0.9999999999999998,0.9999999999999999,13,0.0014796918965813083
H,terminal_value_shifted,20,1,0.0,0.0005,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.0014796918965811765,0.001665734579231728,-0.00018604268265055152,0.9999999999999998,0.9999999999999999,13,0.0014796918965813083
H,terminal_value_shifted,20,1,0.0,0.001,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.0014796918965811765,0.001665734579231728,-0.00018604268265055152,0.9999999999999998,0.9999999999999999,13,0.0014796918965813083
H,terminal_value_shifted,20,1,0.0,0.002,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.0014796918965811765,0.001665734579231728,-0.00018604268265055152,0.9999999999999998,0.9999999999999999,13,0.0014796918965813083
H,terminal_value_shifted,20,1,1.0,0.0,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.0041454264758129045,0.0045753296926038045,-0.00042990321679090004,3.999999999999999,1.9999999999999998,21,0.0014796918965813083
H,terminal_value_shifted,20,1,1.0,0.0001,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.004180230164606582,0.004595470239816491,-0.00041524007520990936,0.9999999999999998,0.9999999999999999,13,0.0014796918965813083
H,terminal_value_shifted,20,1,1.0,0.0005,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.004180265500182191,0.004595470239816491,-0.0004152047396343006,0.9999999999999998,0.9999999999999999,13,0.0014796918965813083
H,terminal_value_shifted,20,1,1.0,0.001,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.004180265500182191,0.004595470239816491,-0.0004152047396343006,0.9999999999999998,0.9999999999999999,13,0.0014796918965813083
H,terminal_value_shifted,20,1,1.0,0.002,10,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.004180265500182191,0.004595470239816491,-0.0004152047396343006,0.9999999999999998,0.9999999999999999,13,0.0014796918965813083
H,terminal_value_shifted,30,1,0.0,0.0,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.00185394158086303,0.0019957478399748327,-0.00014180625911180272,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,30,1,0.0,0.0001,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.00185394158086303,0.0019957478399748327,-0.00014180625911180272,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,30,1,0.0,0.0005,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.00185394158086303,0.0019957478399748327,-0.00014180625911180272,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,30,1,0.0,0.001,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.00185394158086303,0.0019957478399748327,-0.00014180625911180272,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,30,1,0.0,0.002,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.00185394158086303,0.0019957478399748327,-0.00014180625911180272,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,30,1,1.0,0.0,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.004849689420837863,0.005233313124624003,-0.0003836237037861401,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,30,1,1.0,0.0001,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.004849689420837863,0.005233313124624003,-0.0003836237037861401,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,30,1,1.0,0.0005,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.004849689420837863,0.005233313124624003,-0.0003836237037861401,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,30,1,1.0,0.001,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.004849689420837863,0.005233313124624003,-0.0003836237037861401,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,30,1,1.0,0.002,10,41,8,0.001,1,0.0028539415808631063,0.0028539415808631063,0.004849689420837863,0.005233313124624003,-0.0003836237037861401,0.0,0.0,0,0.0018539415808631063
H,terminal_value_shifted,40,1,0.0,0.0,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0,0.0,0.0,0.0,0.0,0,0.0
H,terminal_value_shifted,40,1,0.0,0.0001,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0,0.0,0.0,0.0,0.0,0,0.0
H,terminal_value_shifted,40,1,0.0,0.0005,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0,0.0,0.0,0.0,0.0,0,0.0
H,terminal_value_shifted,40,1,0.0,0.001,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0,0.0,0.0,0.0,0.0,0,0.0
H,terminal_value_shifted,40,1,0.0,0.002,10,41,8,0.001,0,0.000817895835042777,0.000817895835042777,0.0,0.0,0.0,0.0,0.0,0,0.0
