task,step,value_depth,candidate_count,previous_terminal_phi,tail_phi,tail_phi_abs_error,terminal_outside_residual,residual_threshold,phi,current_value,best_successor_value,best_value_margin,best_fallback_norm,best_fallback_amp,best_fallback_index,state_stage_cost,expected_stage_cost,bellman_gap
Z,54,1,41,0.005894165063018521,0.005894165063018521,0.0,1,0.001,0.005894165063018521,0.010448390657533724,0.005554225594515204,0.00489416506301852,16.0,4.0,34,0.004894165063018521,0.004894165063018521,8.673617379884035e-19
Z,54,2,41,0.005894165063018521,0.005894165063018521,0.0,1,0.001,0.005894165063018521,0.014717256365592991,0.009823091302574471,0.00489416506301852,16.0,4.0,34,0.004894165063018521,0.004894165063018521,8.673617379884035e-19
Z,55,1,41,0.005554225594515204,0.005554225594515204,0.0,1,0.001,0.005554225594515204,0.009823091302574471,0.0052688657080592685,0.004554225594515203,0.0,0.0,0,0.004554225594515204,0.004554225594515204,8.673617379884035e-19
Z,55,2,41,0.005554225594515204,0.005554225594515204,0.0,1,0.001,0.005554225594515204,0.01412954701463049,0.009575321420115288,0.004554225594515203,0.0,0.0,0,0.004554225594515204,0.004554225594515204,8.673617379884035e-19
Z,56,1,41,0.0052688657080592685,0.0052688657080592685,0.0,1,0.001,0.0052688657080592685,0.009575321420115288,0.00530645571205602,0.004268865708059268,0.0,0.0,0,0.0042688657080592685,0.0042688657080592685,8.673617379884035e-19
Z,56,2,41,0.0052688657080592685,0.0052688657080592685,0.0,1,0.001,0.0052688657080592685,0.014009373963669719,0.009740508255610451,0.004268865708059268,0.0,0.0,0,0.0042688657080592685,0.0042688657080592685,8.673617379884035e-19
Z,57,1,41,0.005047614256399352,0.005047614256399352,0.0,1,0.001,0.005047614256399352,0.009153645428762104,0.005106031172362753,0.004047614256399351,0.0,0.0,0,0.004047614256399352,0.004047614256399352,8.673617379884035e-19
Z,57,2,41,0.005047614256399352,0.005047614256399352,0.0,1,0.001,0.005047614256399352,0.013388143388683868,0.009340529132284517,0.004047614256399351,0.0,0.0,0,0.004047614256399352,0.004047614256399352,8.673617379884035e-19
Z,58,1,41,0.004934895816565928,0.004934895816565928,0.0,1,0.001,0.004934895816565928,0.009033492736234598,0.0050985969196686715,0.003934895816565927,0.0,0.0,0,0.003934895816565928,0.003934895816565928,8.673617379884035e-19
Z,58,2,41,0.004934895816565928,0.004934895816565928,0.0,1,0.001,0.004934895816565928,0.013098087086984005,0.009163191270418078,0.003934895816565927,0.24999999999999994,0.49999999999999994,8,0.003934895816565928,0.003934895816565928,8.673617379884035e-19
Z,59,1,41,0.004320207997395277,0.004320207997395277,0.0,1,0.001,0.004320207997395277,0.007748491559171588,0.004428283561776311,0.003320207997395277,0.9999999999999998,0.9999999999999999,16,0.003320207997395277,0.003320207997395277,0.0
Z,59,2,41,0.004320207997395277,0.004320207997395277,0.0,1,0.001,0.004320207997395277,0.011390714301891862,0.008070506304496586,0.003320207997395276,3.999999999999999,1.9999999999999998,24,0.003320207997395277,0.003320207997395277,8.673617379884035e-19
Z,60,1,41,0.004332642697693519,0.004332642697693519,0.0,1,0.001,0.004332642697693519,0.007772121593794674,0.004439478896101155,0.0033326426976935187,0.0,0.0,0,0.0033326426976935187,0.0033326426976935187,0.0
Z,60,2,41,0.004332642697693519,0.004332642697693519,0.0,1,0.001,0.004332642697693519,0.01143429582625425,0.008101653128560732,0.003332642697693518,0.0,0.0,0,0.0033326426976935187,0.0033326426976935187,8.673617379884035e-19
