task,step,score_mode,train_net_points,eval_net_points,train_points_per_axis,eval_points_per_axis,train_covering_radius,eval_covering_radius,beam_width,residual_threshold,train_phi,eval_phi,train_outside_residual,eval_outside_residual,train_scheduled_margin,eval_scheduled_margin,shifted_selected_fraction
Z,29,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007142118319967843,0.007142118319967843,1,1,0.006142118319967843,0.006142118319967843,0.14285714285714285
Z,30,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007522143234228507,0.007522143234228507,1,1,0.006522143234228507,0.006522143234228507,0.13793103448275862
Z,31,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007923732646058272,0.007923732646058272,1,1,0.006923732646058272,0.006923732646058272,0.13333333333333333
Z,32,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008384180957609916,0.008384180957609916,1,1,0.0073841809576099164,0.0073841809576099164,0.12903225806451613
Z,33,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009037228151951595,0.009037228151951595,1,1,0.008037228151951594,0.008037228151951594,0.15625
Z,34,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009762652418368715,0.009762652418368715,1,1,0.008762652418368714,0.008762652418368714,0.18181818181818182
Z,35,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009383138734644456,0.009383138734644456,1,1,0.008383138734644455,0.008383138734644455,0.17647058823529413
Z,36,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008755404229326413,0.008755404229326413,1,1,0.007755404229326413,0.007755404229326413,0.17142857142857143
Z,37,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.00884418376348308,0.00884418376348308,1,1,0.00784418376348308,0.00784418376348308,0.16666666666666666
Z,38,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.00832851247212508,0.00832851247212508,1,1,0.00732851247212508,0.00732851247212508,0.16216216216216217
Z,39,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008413589712616132,0.008413589712616132,1,1,0.007413589712616132,0.007413589712616132,0.15789473684210525
Z,40,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008634329074851631,0.008634329074851631,1,1,0.007634329074851631,0.007634329074851631,0.1794871794871795
Z,41,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007633397985692623,0.007633397985692623,1,1,0.006633397985692623,0.006633397985692623,0.175
Z,42,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007503726219994393,0.007503726219994393,1,1,0.006503726219994393,0.006503726219994393,0.17073170731707318
Z,43,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007625501824208359,0.007625501824208359,1,1,0.006625501824208359,0.006625501824208359,0.19047619047619047
Z,44,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007870161588713936,0.007870161588713936,1,1,0.006870161588713936,0.006870161588713936,0.18604651162790697
Z,45,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008037064288125177,0.008037064288125177,1,1,0.0070370642881251765,0.0070370642881251765,0.18181818181818182
Z,46,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.00820017756679177,0.00820017756679177,1,1,0.007200177566791769,0.007200177566791769,0.2
Z,47,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.00862244359857339,0.00862244359857339,1,1,0.007622443598573389,0.007622443598573389,0.21739130434782608
Z,48,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009140230121141093,0.009140230121141093,1,1,0.008140230121141092,0.008140230121141092,0.23404255319148937
Z,49,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009583354833831045,0.009583354833831045,1,1,0.008583354833831044,0.008583354833831044,0.22916666666666666
Z,50,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009956502595646795,0.009956502595646795,1,1,0.008956502595646794,0.008956502595646794,0.22448979591836735
Z,51,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009564316935252786,0.009564316935252786,1,1,0.008564316935252787,0.008564316935252787,0.22
Z,52,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009342030522596866,0.009342030522596866,1,1,0.008342030522596865,0.008342030522596865,0.21568627450980393
Z,53,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.00960148972555682,0.00960148972555682,1,1,0.00860148972555682,0.00860148972555682,0.21153846153846154
Z,54,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009596112603337176,0.009596112603337176,1,1,0.008596112603337175,0.008596112603337175,0.20754716981132076
Z,55,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.00949302566743699,0.00949302566743699,1,1,0.008493025667436989,0.008493025667436989,0.2037037037037037
Z,56,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009316315941822017,0.009316315941822017,1,1,0.008316315941822017,0.008316315941822017,0.2
Z,57,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008916456075488341,0.008916456075488341,1,1,0.00791645607548834,0.00791645607548834,0.19642857142857142
Z,58,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008901490400282795,0.008901490400282795,1,1,0.007901490400282794,0.007901490400282794,0.19298245614035087
Z,59,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008506303840530473,0.008506303840530473,1,1,0.007506303840530473,0.007506303840530473,0.1896551724137931
Z,60,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008356043940924863,0.008356043940924863,1,1,0.007356043940924863,0.007356043940924863,0.2033898305084746
Z,61,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007759541492505785,0.007759541492505785,1,1,0.006759541492505785,0.006759541492505785,0.2
Z,62,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.006523805576876758,0.006523805576876758,1,1,0.005523805576876758,0.005523805576876758,0.19672131147540983
Z,63,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.006238214772572105,0.006238214772572105,1,1,0.005238214772572105,0.005238214772572105,0.20967741935483872
Z,64,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.005207670706890752,0.005207670706890752,1,1,0.004207670706890752,0.004207670706890752,0.20634920634920634
Z,65,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.004743949307748566,0.004743949307748566,1,1,0.003743949307748566,0.003743949307748566,0.203125
Z,66,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.003954812615452467,0.003954812615452467,1,1,0.002954812615452467,0.002954812615452467,0.2
Z,67,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.003487385513236201,0.003487385513236201,1,1,0.002487385513236201,0.002487385513236201,0.21212121212121213
Z,68,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.003072154306769408,0.003072154306769408,1,1,0.002072154306769408,0.002072154306769408,0.208955223880597
Z,69,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0026484346188330767,0.0026484346188330767,1,1,0.0016484346188330766,0.0016484346188330766,0.20588235294117646
Z,70,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.002326336358957257,0.002326336358957257,1,1,0.0013263363589572572,0.0013263363589572572,0.2028985507246377
Z,71,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0020717291822344645,0.0020717291822344645,1,1,0.0010717291822344645,0.0010717291822344645,0.2
Z,72,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0018866113194456185,0.0018866113194456185,1,1,0.0008866113194456184,0.0008866113194456184,0.19718309859154928
Z,73,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0018341710912019031,0.0018341710912019031,1,1,0.0008341710912019031,0.0008341710912019031,0.19444444444444445
Z,74,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0018319883293352807,0.0018319883293352807,1,1,0.0008319883293352807,0.0008319883293352807,0.1917808219178082
Z,75,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0018786954666976938,0.0018786954666976938,1,1,0.0008786954666976938,0.0008786954666976938,0.1891891891891892
Z,76,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.001944299641449925,0.001944299641449925,1,1,0.0009442996414499251,0.0009442996414499251,0.18666666666666668
Z,77,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0020401424563349967,0.0020401424563349967,1,1,0.0010401424563349967,0.0010401424563349967,0.18421052631578946
Z,78,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0021845655001600764,0.0021845655001600764,1,1,0.0011845655001600764,0.0011845655001600764,0.18181818181818182
Z,79,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0022588367445415354,0.0022588367445415354,1,1,0.0012588367445415354,0.0012588367445415354,0.1794871794871795
Z,80,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0023958893964952533,0.0023958893964952533,1,1,0.0013958893964952533,0.0013958893964952533,0.17721518987341772
Z,81,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.002532955855382957,0.002532955855382957,1,1,0.001532955855382957,0.001532955855382957,0.175
Z,82,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0026796227469024067,0.0026796227469024067,1,1,0.0016796227469024066,0.0016796227469024066,0.1728395061728395
Z,83,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0028729894267498046,0.0028729894267498046,1,1,0.0018729894267498046,0.0018729894267498046,0.17073170731707318
Z,84,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0030109130813410377,0.0030109130813410377,1,1,0.0020109130813410377,0.0020109130813410377,0.1686746987951807
Z,85,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.003253878626027392,0.003253878626027392,1,1,0.0022538786260273918,0.0022538786260273918,0.16666666666666666
Z,86,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0035872135465210035,0.0035872135465210035,1,1,0.0025872135465210035,0.0025872135465210035,0.16470588235294117
Z,87,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.004001802625779495,0.004001802625779495,1,1,0.0030018026257794947,0.0030018026257794947,0.16279069767441862
Z,88,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.004430279928856114,0.004430279928856114,1,1,0.003430279928856114,0.003430279928856114,0.16091954022988506
Z,89,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.004797533761718655,0.004797533761718655,1,1,0.003797533761718655,0.003797533761718655,0.1590909090909091
Z,90,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.005251135285770957,0.005251135285770957,1,1,0.004251135285770957,0.004251135285770957,0.15730337078651685
Z,91,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.005688414920696085,0.005688414920696085,1,1,0.004688414920696085,0.004688414920696085,0.15555555555555556
Z,92,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.006222969922889749,0.006222969922889749,1,1,0.005222969922889749,0.005222969922889749,0.15384615384615385
Z,93,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.006827085123350408,0.006827085123350408,1,1,0.005827085123350408,0.005827085123350408,0.15217391304347827
Z,94,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007384933600977694,0.007384933600977694,1,1,0.006384933600977694,0.006384933600977694,0.15053763440860216
Z,95,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007895610142469566,0.007895610142469566,1,1,0.0068956101424695665,0.0068956101424695665,0.14893617021276595
Z,96,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008572868026427236,0.008572868026427236,1,1,0.007572868026427236,0.007572868026427236,0.15789473684210525
Z,97,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009245785837495154,0.009245785837495154,1,1,0.008245785837495155,0.008245785837495155,0.15625
Z,98,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009524364711518508,0.009524364711518508,1,1,0.008524364711518507,0.008524364711518507,0.15463917525773196
Z,99,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.010248618055884721,0.010248618055884721,1,1,0.00924861805588472,0.00924861805588472,0.15306122448979592
H,1,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0014237070602305811,0.0014237070602305811,1,1,0.0004237070602305811,0.0004237070602305811,0.0
H,2,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0017072080495652573,0.0017072080495652573,1,1,0.0007072080495652572,0.0007072080495652572,0.0
H,3,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0020311335393440504,0.0020311335393440504,1,1,0.0010311335393440504,0.0010311335393440504,0.0
H,4,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.002127447439374837,0.002127447439374837,1,1,0.001127447439374837,0.001127447439374837,0.0
H,5,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0024946579482520584,0.0024946579482520584,1,1,0.0014946579482520584,0.0014946579482520584,0.0
H,6,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.00308298295867408,0.00308298295867408,1,1,0.00208298295867408,0.00208298295867408,0.2
H,7,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0029764227753165213,0.0029764227753165213,1,1,0.0019764227753165213,0.0019764227753165213,0.16666666666666666
H,8,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.003112516161721907,0.003112516161721907,1,1,0.002112516161721907,0.002112516161721907,0.14285714285714285
H,9,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0033315710693278227,0.0033315710693278227,1,1,0.0023315710693278227,0.0023315710693278227,0.125
H,10,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.002727942820422577,0.002727942820422577,1,1,0.0017279428204225768,0.0017279428204225768,0.1111111111111111
H,11,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0029773669382678588,0.0029773669382678588,1,1,0.0019773669382678587,0.0019773669382678587,0.1
H,12,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0027905000980011137,0.0027905000980011137,1,1,0.0017905000980011137,0.0017905000980011137,0.09090909090909091
H,13,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.003067671532530178,0.003067671532530178,1,1,0.002067671532530178,0.002067671532530178,0.08333333333333333
H,14,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.003420380918047895,0.003420380918047895,1,1,0.002420380918047895,0.002420380918047895,0.07692307692307693
H,15,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.002909459689079721,0.002909459689079721,1,1,0.0019094596890797209,0.0019094596890797209,0.07142857142857142
H,16,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0031785214529190813,0.0031785214529190813,1,1,0.0021785214529190812,0.0021785214529190812,0.06666666666666667
H,17,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0028639117327464627,0.0028639117327464627,1,1,0.0018639117327464627,0.0018639117327464627,0.0625
H,18,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0031051326488096775,0.0031051326488096775,1,1,0.0021051326488096774,0.0021051326488096774,0.11764705882352941
H,19,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.003051886181181575,0.003051886181181575,1,1,0.002051886181181575,0.002051886181181575,0.1111111111111111
H,20,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0030804288225289448,0.0030804288225289448,1,1,0.0020804288225289447,0.0020804288225289447,0.10526315789473684
H,21,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0032579406331978626,0.0032579406331978626,1,1,0.0022579406331978626,0.0022579406331978626,0.1
H,22,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.002901024528864757,0.002901024528864757,1,1,0.001901024528864757,0.001901024528864757,0.09523809523809523
H,23,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0031389242707129516,0.0031389242707129516,1,1,0.0021389242707129516,0.0021389242707129516,0.13636363636363635
H,24,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.003386885807620177,0.003386885807620177,1,1,0.002386885807620177,0.002386885807620177,0.13043478260869565
H,25,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.002461259204074669,0.002461259204074669,1,1,0.001461259204074669,0.001461259204074669,0.125
H,26,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0026798669778564715,0.0026798669778564715,1,1,0.0016798669778564715,0.0016798669778564715,0.12
H,27,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0026523095597880985,0.0026523095597880985,1,1,0.0016523095597880985,0.0016523095597880985,0.11538461538461539
H,28,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0028243855621543413,0.0028243855621543413,1,1,0.0018243855621543413,0.0018243855621543413,0.1111111111111111
H,29,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0028194609463713096,0.0028194609463713096,1,1,0.0018194609463713096,0.0018194609463713096,0.10714285714285714
H,30,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0028794242967063372,0.0028794242967063372,1,1,0.0018794242967063372,0.0018794242967063372,0.10344827586206896
H,31,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.002863661953098397,0.002863661953098397,1,1,0.001863661953098397,0.001863661953098397,0.1
H,32,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0025222633586277085,0.0025222633586277085,1,1,0.0015222633586277085,0.0015222633586277085,0.0967741935483871
H,33,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.002054320344311254,0.002054320344311254,1,1,0.001054320344311254,0.001054320344311254,0.09375
H,34,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0016220453993257597,0.0016220453993257597,1,1,0.0006220453993257596,0.0006220453993257596,0.09090909090909091
H,35,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0016380686037635527,0.0016380686037635527,1,1,0.0006380686037635527,0.0006380686037635527,0.08823529411764706
H,36,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.000984660177677355,0.000984660177677355,0,0,0.0,0.0,0.08571428571428572
H,37,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0009223959958208023,0.0009223959958208023,0,0,0.0,0.0,0.08333333333333333
H,38,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0008384844784708359,0.0008384844784708359,0,0,0.0,0.0,0.08108108108108109
H,39,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0007311683441407292,0.0007311683441407292,0,0,0.0,0.0,0.07894736842105263
H,40,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0009813982258524451,0.0009813982258524451,0,0,0.0,0.0,0.10256410256410256
H,41,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0008519123199820998,0.0008519123199820998,0,0,0.0,0.0,0.125
H,42,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.000991871138753821,0.000991871138753821,0,0,0.0,0.0,0.14634146341463414
H,43,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0010441589055840746,0.0010441589055840746,1,1,4.415890558407461e-05,4.415890558407461e-05,0.14285714285714285
H,44,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0012722295075663593,0.0012722295075663593,1,1,0.0002722295075663593,0.0002722295075663593,0.16279069767441862
H,45,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0015262658028480883,0.0015262658028480883,1,1,0.0005262658028480883,0.0005262658028480883,0.1590909090909091
H,46,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0012748584916120417,0.0012748584916120417,1,1,0.00027485849161204166,0.00027485849161204166,0.15555555555555556
H,47,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0012844092207870076,0.0012844092207870076,1,1,0.0002844092207870076,0.0002844092207870076,0.15217391304347827
H,48,mean_worst,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0014041386886320239,0.0014041386886320239,1,1,0.00040413868863202387,0.00040413868863202387,0.14893617021276595
