task,controller,train_noise_case,eval_noise_case,disorder_strength,gamma_phi,gamma_relax,seed,final_fidelity,final_infidelity,final_purity,pulse_energy,segments,horizon_steps,reference_objective,reference_restart_seed,reference_iterations,reference_success,reference_seconds,horizon_objective,horizon_iterations,horizon_success,horizon_seconds
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,34,0.9823906818582206,0.01760931814177935,0.9670433497176207,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,35,0.9811970905381765,0.018802909461823503,0.9657452021133861,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,36,0.9772366611083056,0.02276333889169435,0.9665143001324221,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,37,0.9824270350351022,0.017572964964897797,0.9669680880903954,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,38,0.9805734738630456,0.019426526136954392,0.966697882933742,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,39,0.9816844961121078,0.01831550388789216,0.9652208739381761,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,40,0.9792640339645591,0.020735966035440923,0.9670030519661815,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,41,0.9771606880410304,0.0228393119589696,0.9659042576448216,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,42,0.9818530434925035,0.018146956507496537,0.9675054496819946,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,43,0.9765087590185542,0.023491240981445838,0.9655978949191854,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,44,0.9807002533886116,0.019299746611388446,0.9667254167700602,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,45,0.9795035367659571,0.02049646323404286,0.9674362429663479,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,46,0.9767808349132578,0.023219165086742155,0.9649723430270406,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,47,0.9794600704696252,0.020539929530374756,0.9662542859585371,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,48,0.9791989416421427,0.020801058357857283,0.964913893381081,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,49,0.9798170759720424,0.020182924027957627,0.9652495291389043,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,50,0.9822023751818465,0.0177976248181535,0.9672397617537085,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,51,0.9790560474301883,0.02094395256981174,0.9673324156906926,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,52,0.9768710255046351,0.023128974495364885,0.9657813435211815,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,53,0.9821028082737757,0.017897191726224282,0.9673342356876395,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,54,0.9814889126180197,0.018511087381980262,0.9665741449446085,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,55,0.9816738473333918,0.018326152666608198,0.9677245786936794,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,56,0.9821681294419785,0.01783187055802149,0.9661948956400576,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,57,0.9826784885395867,0.017321511460413275,0.9661600365389181,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,58,0.9797395582323073,0.020260441767692705,0.9662905995232024,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,static_only,0.08,0.0,0.0,59,0.981918403073631,0.018081596926369015,0.9655321510282596,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,10,0.9759100416010693,0.02408995839893069,0.9600910667026639,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,11,0.9790820847536453,0.020917915246354668,0.9594512624643237,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,12,0.978700320206755,0.021299679793244986,0.959174022100794,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,13,0.9790337636846822,0.0209662363153178,0.9623994975848207,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,14,0.9803791728226057,0.01962082717739433,0.9616867370340119,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,15,0.9759433423420905,0.02405665765790954,0.9605316443054814,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,16,0.9788876332535308,0.021112366746469213,0.9595848993930556,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,17,0.9764323561978243,0.023567643802175686,0.9609645396306244,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,18,0.9782068097367833,0.02179319026321669,0.9616938948685283,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,19,0.9772253258721675,0.022774674127832517,0.9584520978422894,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,20,0.9791412762850042,0.020858723714995753,0.9594920055368092,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,21,0.9738278926803131,0.026172107319686888,0.9593639295397359,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,22,0.9766967919824694,0.023303208017530608,0.9603182769791313,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,23,0.9765823080687713,0.023417691931228668,0.9608636990261442,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,24,0.9768969083852166,0.02310309161478341,0.9610022953015738,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,25,0.978281303592658,0.02171869640734203,0.961180734831935,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,26,0.9772136026118398,0.02278639738816024,0.9613572740145345,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,27,0.9788809804186024,0.021119019581397613,0.9607796916983715,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,28,0.9735496719951486,0.026450328004851364,0.9588319410057794,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,29,0.9734065657980074,0.02659343420199256,0.9587936626774842,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,30,0.9759208400817723,0.024079159918227733,0.9606818883052011,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,31,0.9788240773097778,0.02117592269022217,0.9597680248072259,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,32,0.9762379417504928,0.023762058249507167,0.9601609569812475,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,33,0.9795737139243978,0.02042628607560215,0.9622766339294642,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,34,0.9797777347910355,0.02022226520896453,0.9617660132839264,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,35,0.9780576598792592,0.02194234012074081,0.9592967274214734,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,36,0.9742235889310081,0.025776411068991867,0.9595213378218321,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,37,0.9796129962929621,0.020387003707037943,0.9616002244184744,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,38,0.9778570485803952,0.02214295141960476,0.9614880403418512,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,39,0.9785291604210458,0.021470839578954237,0.9591538112323857,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,40,0.9763218199884063,0.02367818001159372,0.9604453644800514,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,41,0.9740279413139514,0.02597205868604857,0.9587463096988014,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,42,0.9792871762249613,0.02071282377503869,0.9622428079480545,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,43,0.973605461768352,0.026394538231647946,0.9592950739979328,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,44,0.9779956365906832,0.022004363409316774,0.9615389045842534,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,45,0.9766888492350617,0.023311150764938282,0.9611805402861587,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,46,0.9735981936120797,0.026401806387920335,0.9579852691545612,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,47,0.9765165733690233,0.02348342663097669,0.9598188539887511,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,48,0.9759319859538211,0.024068014046178865,0.9582095472790861,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,49,0.9766851576042304,0.02331484239576964,0.9591357057121042,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,50,0.9796782523489638,0.020321747651036226,0.9622202074556181,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,51,0.9762032777199279,0.023796722280072125,0.9609246357864804,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,52,0.9737321067740771,0.026267893225922934,0.958581619075463,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,53,0.9795182413517344,0.020481758648265624,0.962056204930031,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,54,0.9785748977050786,0.02142510229492145,0.9605188186477576,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,55,0.9789999622458487,0.02100003775415127,0.9622490010971371,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,56,0.9792572696760141,0.02074273032398588,0.9603260971950438,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,57,0.9799370039083837,0.020062996091616325,0.9608725533502862,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,58,0.9768113355959979,0.023188664404002135,0.9599473841029376,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,deph_0.005,0.08,0.005,0.0,59,0.978802698149752,0.02119730185024804,0.9593394406434186,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,10,0.9790355404978559,0.020964459502144095,0.966938510051392,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,11,0.9822953962257012,0.017704603774298833,0.9656188079027517,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,12,0.9819784893924475,0.018021510607552527,0.965486277709479,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,13,0.9817112472300868,0.018288752769913152,0.9678134761109027,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,14,0.9833273966915899,0.01667260330841014,0.967335010478396,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,15,0.9790023904510524,0.020997609548947582,0.9672512097819033,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,16,0.9820867360615868,0.017913263938413193,0.9659483569733592,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,17,0.9793522093992629,0.02064779060073707,0.9666881503505749,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,18,0.9810383608369604,0.018961639163039612,0.9676626622322912,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,19,0.9806403299757755,0.01935967002422445,0.9652711156096238,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,20,0.9823448909752155,0.01765510902478451,0.9657283354809679,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,21,0.9768677965131392,0.023132203486860847,0.9659233668849595,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,22,0.9798071809755964,0.02019281902440362,0.9670271457861654,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,23,0.9795275499821713,0.020472450017828714,0.9665771089549542,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,24,0.9798099013947025,0.020190098605297524,0.9667346007307179,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,25,0.9811975826519136,0.01880241734808641,0.9668857726609598,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,26,0.980125754097972,0.01987424590202802,0.9676322059433454,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,27,0.9818262086259827,0.018173791374017312,0.9663395608813437,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,28,0.9768124323471102,0.023187567652889762,0.9661802065391535,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,29,0.9766499141532365,0.023350085846763458,0.9661328874710052,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,30,0.9788659787168443,0.02113402128315567,0.9665265494919884,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,31,0.9819924309601455,0.018007569039854454,0.9661250154460417,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,32,0.9793036455692234,0.020696354430776553,0.9661267899957506,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,33,0.9822121904596828,0.017787809540317223,0.9675598540845097,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,34,0.9825042206552725,0.017495779344727458,0.9672459507541193,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
Z,open_grape_reference,combined,relax_0.002,0.08,0.0,0.002,35,0.9813360457773747,0.018663954222625345,0.965955587017401,0.6396797321823602,40,0,0.005128298185613343,17,100,False,31.53718181909062,0.0,0,True,0.0
