task,baseline,eval_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,max_abs_control,segments,training_strengths,training_seed_count,krotov_iterations,lambda_a,terminal_info,optimization_seconds
H,ensemble_krotov,0.08,36,0.9805312726152894,0.3369924153612048,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,37,0.9911764406137489,0.4125773186624642,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,38,0.9862162839062272,0.3504598783931893,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,39,0.9946188888737155,0.40971153780696506,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,40,0.9790938746195591,0.35782560468758806,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,41,0.98454996385978,0.3351461624503278,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,42,0.9862909022869999,0.39650884009241105,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,43,0.9964703161114357,0.36974492206642834,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,44,0.9864300134637229,0.3543920087057559,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,45,0.9805401314422304,0.34151037622261754,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,46,0.9949599166886156,0.3335223443571689,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,47,0.9797495640616232,0.4461176343532611,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,48,0.9951199729543958,0.34981622582351896,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,49,0.9949253619409345,0.35293123444120056,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,50,0.9897803476870939,0.4284016742408015,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,51,0.9801183362022804,0.33688931827466534,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,52,0.9853658619405528,0.3336010800839489,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,53,0.9875308898805478,0.432679631664576,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,54,0.9827581850007665,0.4480951219987776,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,55,0.9823381197680601,0.3337480938531218,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,56,0.9842116770179716,0.47967248503349685,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,57,0.990719098512135,0.49679441129125346,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,58,0.9801198510647637,0.4512496867469769,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
H,ensemble_krotov,0.08,59,0.9885504493270216,0.44404864695740787,0.01926233277726671,0.2988313930475956,40,0.08,8,60,5.0,nan,52.47420743177645
