task,controller,slew_weight,eval_strength,seed,final_fidelity,tail_infidelity_mean,tail_stability_range,segments,horizon_steps,beam_width,design_seconds,pulse_energy,rms_slew,max_step,total_variation,high_frequency_fraction
Z,slew_constrained_beam_horizon,0.001,0.08,30,0.9933127835263078,0.006756735060780381,0.002190332378262827,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,31,0.9885255153753347,0.008268769411972837,0.005322829180714805,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,32,0.9914314940274149,0.006740554337576314,0.002803694675756696,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,33,0.9923739108258194,0.00977419595920277,0.007514582170466855,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,34,0.9927780891770212,0.009455935397540015,0.006437372108951345,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,35,0.988079183853793,0.008254057938733333,0.005992699721623196,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,36,0.9893986273849119,0.0084173531750376,0.004526712589273396,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,37,0.9902830585301491,0.008053038225851341,0.003074746913378612,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,38,0.9910160505389911,0.007703791945756783,0.004080591397776612,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,39,0.9869413418234925,0.00805836374386777,0.007537531520960927,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,40,0.9881431042805127,0.008341245494785475,0.00533082447844746,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,41,0.9893189795657196,0.008752871932556848,0.004968575181432788,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,42,0.9927663299036524,0.009369756369588837,0.006417785192180503,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,43,0.993974700664877,0.008121593030636035,0.005470813499196536,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,44,0.9909484350979445,0.00783203109742883,0.0042824774549583555,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,45,0.991185952500391,0.007478497561824171,0.0023533985672521407,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,46,0.9899833743235555,0.009119102725564342,0.006406328303061204,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,47,0.990298591736466,0.010494659783885018,0.006872700093453199,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,48,0.9881252464926876,0.008448772134068848,0.006359129382301765,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,49,0.9893390358695411,0.007325882503800661,0.00505168546475665,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,50,0.9920543372136829,0.009868774411941842,0.007858042203442106,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,51,0.9906957789397106,0.007446846101613733,0.0027459321001108705,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,52,0.9893058252242714,0.009000855669294205,0.005437775086025276,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,53,0.9931752963020735,0.009430273437872224,0.007101158344623104,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,54,0.9913097545240981,0.00795349628175298,0.0025818329810703977,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,55,0.9895591667339386,0.008435844518143481,0.0035426874584438828,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,56,0.9896721017967266,0.008398496153477045,0.003745637814314251,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,57,0.988782899614365,0.009099202190669585,0.005826375763540392,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,58,0.9904176241232342,0.010436789545639117,0.006663559017346277,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.001,0.08,59,0.9871484643313876,0.008382502691479674,0.00701184537072308,60,4,6,36.57036206219345,1.1541666666666666,0.8403326194115591,4.0,33.29215616229706,0.09423085679743318
Z,slew_constrained_beam_horizon,0.005,0.08,10,0.9970805311755208,0.006301692684301432,0.007973518719090467,60,4,6,36.62624777597375,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,slew_constrained_beam_horizon,0.005,0.08,11,0.9966019691385078,0.0066781187580593395,0.00871352231030964,60,4,6,36.62624777597375,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,slew_constrained_beam_horizon,0.005,0.08,12,0.9967692116936929,0.006703586803972565,0.008053681272690905,60,4,6,36.62624777597375,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,slew_constrained_beam_horizon,0.005,0.08,13,0.9956475574230919,0.004677146432660322,0.0036243122346896195,60,4,6,36.62624777597375,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
Z,slew_constrained_beam_horizon,0.005,0.08,14,0.9952633080845416,0.0067089558733043,0.0075056535405541025,60,4,6,36.62624777597375,0.8083333333333333,0.6165030888996683,3.0,19.186350889600973,0.04094263259604194
