task,design_label,step,score_mode,worst_weight,train_net_points,base_train_points,hard_points_requested,hard_points_used,eval_net_points,train_points_per_axis,eval_points_per_axis,train_covering_radius,eval_covering_radius,beam_width,residual_threshold,train_phi,eval_phi,train_outside_residual,eval_outside_residual,train_scheduled_margin,eval_scheduled_margin,shifted_selected_fraction
Z,coarse,22,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01297701654517451,0.012848290878591174,1,1,0.01197701654517451,0.011848290878591173,0.047619047619047616
Z,coarse,23,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013042217617109133,0.01290438587249701,1,1,0.012042217617109132,0.011904385872497009,0.045454545454545456
Z,coarse,24,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010780715284495935,0.010659969807229712,1,1,0.009780715284495936,0.009659969807229711,0.043478260869565216
Z,coarse,25,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01077405215819888,0.010705633116892661,1,1,0.00977405215819888,0.00970563311689266,0.08333333333333333
Z,coarse,26,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009943459220088904,0.00982468542050121,1,1,0.008943459220088903,0.008824685420501209,0.12
Z,coarse,27,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009894489787649272,0.009773842231098256,1,1,0.00889448978764927,0.008773842231098256,0.15384615384615385
Z,coarse,28,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009761261094084747,0.009634062809295876,1,1,0.008761261094084746,0.008634062809295875,0.14814814814814814
Z,coarse,29,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009955585661307182,0.009798762434183761,1,1,0.008955585661307181,0.00879876243418376,0.14285714285714285
Z,coarse,30,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009864286092705336,0.00977970180524174,1,1,0.008864286092705335,0.008779701805241739,0.13793103448275862
Z,coarse,31,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010405239075280237,0.010309558420203533,1,1,0.009405239075280236,0.009309558420203534,0.13333333333333333
Z,coarse,32,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01108948189249034,0.010915693744825504,1,1,0.01008948189249034,0.009915693744825503,0.16129032258064516
Z,coarse,33,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011860363309086595,0.011645535101333138,1,1,0.010860363309086594,0.010645535101333137,0.1875
Z,coarse,34,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012706877031535939,0.01248643061846391,1,1,0.011706877031535938,0.011486430618463911,0.18181818181818182
Z,coarse,35,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012072305022836478,0.011909330571409952,1,1,0.011072305022836477,0.010909330571409952,0.17647058823529413
Z,coarse,36,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011502077981807142,0.011311616764788951,1,1,0.010502077981807141,0.01031161676478895,0.2
Z,coarse,37,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011467770148618028,0.011256211353369905,1,1,0.010467770148618029,0.010256211353369904,0.2222222222222222
Z,coarse,38,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011372144965716629,0.011162886356730347,1,1,0.010372144965716628,0.010162886356730346,0.21621621621621623
Z,coarse,39,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011473854458747195,0.011267522110210777,1,1,0.010473854458747194,0.010267522110210776,0.23684210526315788
Z,coarse,40,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01163472425839103,0.0115186863699248,1,1,0.010634724258391029,0.010518686369924798,0.2564102564102564
Z,coarse,41,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010712518875112247,0.01058104741901646,1,1,0.009712518875112246,0.00958104741901646,0.25
Z,coarse,42,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010873870758463106,0.010745913062480919,1,1,0.009873870758463105,0.009745913062480918,0.2682926829268293
Z,coarse,43,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010956961199313314,0.01078974842335731,1,1,0.009956961199313313,0.009789748423357308,0.2619047619047619
Z,coarse,44,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011412238273080237,0.01125354566739771,1,1,0.010412238273080236,0.01025354566739771,0.2558139534883721
Z,coarse,45,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011976686671951148,0.011799265086992103,1,1,0.010976686671951147,0.010799265086992103,0.25
Z,coarse,46,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012394526462993051,0.01222519187715854,1,1,0.011394526462993052,0.01122519187715854,0.26666666666666666
Z,coarse,47,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012896381050012149,0.012752983732317917,1,1,0.011896381050012148,0.011752983732317916,0.2826086956521739
Z,coarse,48,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013617399521269682,0.01343487609161722,1,1,0.012617399521269682,0.012434876091617222,0.2978723404255319
Z,coarse,49,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014235597045106515,0.014038117912333684,1,1,0.013235597045106514,0.013038117912333683,0.2916666666666667
Z,coarse,50,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014672524259431306,0.014474548857286398,1,1,0.013672524259431305,0.013474548857286398,0.2857142857142857
Z,coarse,51,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014168733123379212,0.013974273083798672,1,1,0.013168733123379212,0.01297427308379867,0.28
Z,coarse,52,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014327935130118112,0.014123658362491204,1,1,0.013327935130118113,0.013123658362491204,0.29411764705882354
Z,coarse,53,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014000583165667737,0.013806937290849763,1,1,0.013000583165667736,0.012806937290849762,0.28846153846153844
Z,coarse,54,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013739196674716177,0.013678136908290013,1,1,0.012739196674716177,0.012678136908290012,0.2830188679245283
Z,coarse,55,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013909662389037427,0.01386905229099488,1,1,0.012909662389037426,0.01286905229099488,0.2962962962962963
Z,coarse,56,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013676009400995805,0.013552064613905518,1,1,0.012676009400995805,0.012552064613905518,0.3090909090909091
Z,coarse,57,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01270835426564925,0.012562765128108395,1,1,0.01170835426564925,0.011562765128108395,0.30357142857142855
Z,coarse,58,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012608020348466038,0.012428990103292148,1,1,0.011608020348466037,0.011428990103292149,0.2982456140350877
Z,coarse,59,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011843454254697709,0.011784103389366602,1,1,0.01084345425469771,0.010784103389366601,0.29310344827586204
Z,coarse,60,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012182963969227054,0.012107509973024348,1,1,0.011182963969227053,0.011107509973024347,0.3050847457627119
Z,coarse,61,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010393904070042818,0.010342506381341241,1,1,0.009393904070042817,0.00934250638134124,0.3
Z,coarse,62,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009277723674414082,0.009144936256849555,1,1,0.00827772367441408,0.008144936256849554,0.29508196721311475
Z,coarse,63,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008569350243601453,0.008545320340654793,1,1,0.007569350243601453,0.007545320340654793,0.2903225806451613
Z,coarse,64,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0074513858696478846,0.007398346562452144,1,1,0.0064513858696478845,0.006398346562452144,0.2857142857142857
Z,coarse,65,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006390581497215973,0.006377076134438096,1,1,0.005390581497215973,0.005377076134438096,0.28125
Z,coarse,66,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005612370533883413,0.005602835737022723,1,1,0.004612370533883413,0.004602835737022723,0.2923076923076923
Z,coarse,67,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004830776970237894,0.004781663448479791,1,1,0.0038307769702378936,0.003781663448479791,0.2878787878787879
Z,coarse,68,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004174431252311745,0.004158606214969034,1,1,0.0031744312523117454,0.0031586062149690343,0.2835820895522388
Z,coarse,69,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.003662379274803223,0.0036321381843469774,1,1,0.002662379274803223,0.0026321381843469774,0.27941176470588236
Z,coarse,70,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0031531641744895157,0.0031135743641632603,1,1,0.0021531641744895157,0.0021135743641632603,0.2753623188405797
Z,coarse,71,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002741996459761346,0.0027139288477557285,1,1,0.0017419964597613462,0.0017139288477557284,0.2714285714285714
Z,coarse,72,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002514276527303804,0.0024927733813456246,1,1,0.001514276527303804,0.0014927733813456245,0.2676056338028169
Z,coarse,73,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002423629007833747,0.002411829821979035,1,1,0.0014236290078337471,0.001411829821979035,0.2638888888888889
Z,coarse,74,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002426330200056034,0.0024155706574265985,1,1,0.0014263302000560338,0.0014155706574265985,0.2602739726027397
Z,coarse,75,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002420089715979257,0.0024067752878245683,1,1,0.001420089715979257,0.0014067752878245683,0.25675675675675674
Z,coarse,76,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002477395248321745,0.002465044663035704,1,1,0.001477395248321745,0.001465044663035704,0.25333333333333335
Z,coarse,77,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002571624045965378,0.002559304021719325,1,1,0.001571624045965378,0.0015593040217193252,0.25
Z,coarse,78,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0027185336265446976,0.002691917079869932,1,1,0.0017185336265446976,0.001691917079869932,0.24675324675324675
Z,coarse,79,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0025670346184960826,0.0025558798582797737,1,1,0.0015670346184960826,0.0015558798582797737,0.24358974358974358
Z,coarse,80,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002670062194694464,0.00265583159656417,1,1,0.001670062194694464,0.00165583159656417,0.24050632911392406
Z,coarse,81,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002814688036455717,0.0027837572780008164,1,1,0.001814688036455717,0.0017837572780008163,0.2375
Z,coarse,82,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002941073846541209,0.0029266315082626224,1,1,0.0019410738465412089,0.0019266315082626224,0.2345679012345679
Z,coarse,83,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.003144780150334481,0.0031030291807277437,1,1,0.002144780150334481,0.0021030291807277437,0.23170731707317074
Z,coarse,84,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0033608456267676897,0.0033367597932515477,1,1,0.0023608456267676897,0.0023367597932515477,0.2289156626506024
Z,coarse,85,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0037678946439895877,0.0037307945174274567,1,1,0.0027678946439895877,0.0027307945174274567,0.2261904761904762
Z,coarse,86,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00430891128224902,0.004277062760423276,1,1,0.0033089112822490196,0.0032770627604232763,0.2235294117647059
Z,coarse,87,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004915524399288206,0.004869179739458131,1,1,0.003915524399288206,0.0038691797394581314,0.22093023255813954
Z,coarse,88,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005555130577648104,0.005502346066483562,1,1,0.004555130577648104,0.004502346066483562,0.21839080459770116
Z,coarse,89,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006162975942403859,0.006103221272565533,1,1,0.005162975942403859,0.005103221272565533,0.2159090909090909
Z,coarse,90,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006900996226363469,0.006856330310882702,1,1,0.005900996226363469,0.005856330310882702,0.21348314606741572
Z,coarse,91,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007697052715604787,0.007605750949229415,1,1,0.006697052715604787,0.006605750949229415,0.2111111111111111
Z,coarse,92,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008478429018896632,0.008422890893705556,1,1,0.007478429018896632,0.007422890893705556,0.2087912087912088
Z,coarse,93,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009105952527536394,0.009092572776648024,1,1,0.008105952527536393,0.008092572776648023,0.20652173913043478
Z,coarse,94,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009705596812616032,0.009594903520140339,1,1,0.008705596812616033,0.008594903520140338,0.20430107526881722
Z,coarse,95,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010570062395486838,0.010422573323694975,1,1,0.009570062395486838,0.009422573323694974,0.20212765957446807
Z,coarse,96,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011514821828123667,0.011343587755503454,1,1,0.010514821828123667,0.010343587755503453,0.2
Z,coarse,97,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012267835674614994,0.012147721494186692,1,1,0.011267835674614993,0.011147721494186691,0.19791666666666666
Z,coarse,98,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01187654932217272,0.011730750486966382,1,1,0.010876549322172718,0.010730750486966381,0.1958762886597938
Z,coarse,99,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012749674635925499,0.012602969811925682,1,1,0.011749674635925498,0.01160296981192568,0.19387755102040816
Z,hard_augmented,1,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0029644907171229645,0.003032417709027278,1,1,0.0019644907171229645,0.0020324177090272778,0.0
Z,hard_augmented,2,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0030482184033257366,0.003085448241972935,1,1,0.0020482184033257366,0.002085448241972935,0.0
Z,hard_augmented,3,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.003513859743187157,0.0035440947561106483,1,1,0.002513859743187157,0.0025440947561106483,0.0
Z,hard_augmented,4,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0037982213074276598,0.0038999952506337207,1,1,0.0027982213074276598,0.0028999952506337206,0.0
Z,hard_augmented,5,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004324451957699035,0.004437951177516705,1,1,0.0033244519576990346,0.003437951177516705,0.0
Z,hard_augmented,6,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004753343556769107,0.004945681160783509,1,1,0.0037533435567691066,0.003945681160783509,0.0
Z,hard_augmented,7,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005292451965636576,0.005527799117202023,1,1,0.004292451965636576,0.004527799117202023,0.0
Z,hard_augmented,8,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005929406065362415,0.006153748620278751,1,1,0.004929406065362415,0.005153748620278751,0.14285714285714285
Z,hard_augmented,9,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006594875217215811,0.006800362594155937,1,1,0.005594875217215811,0.005800362594155937,0.125
Z,hard_augmented,10,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006149794616568826,0.006616346208512099,1,1,0.005149794616568826,0.005616346208512099,0.1111111111111111
Z,hard_augmented,11,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006398634326758513,0.006608053418672429,1,1,0.005398634326758513,0.005608053418672429,0.1
Z,hard_augmented,12,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006665830854986336,0.006990779497926912,1,1,0.005665830854986336,0.005990779497926912,0.09090909090909091
Z,hard_augmented,13,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007201672118534719,0.007572167772675774,1,1,0.006201672118534719,0.006572167772675774,0.08333333333333333
Z,hard_augmented,14,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007860233978002378,0.00829164761760053,1,1,0.006860233978002378,0.007291647617600531,0.07692307692307693
Z,hard_augmented,15,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008434104248316057,0.009035900988947871,1,1,0.0074341042483160565,0.00803590098894787,0.07142857142857142
Z,hard_augmented,16,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009044976464465703,0.009674956723691345,1,1,0.008044976464465704,0.008674956723691344,0.06666666666666667
Z,hard_augmented,17,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009415969230697986,0.010120342337316967,1,1,0.008415969230697987,0.009120342337316966,0.0625
Z,hard_augmented,18,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010367426532090085,0.011126120425356135,1,1,0.009367426532090085,0.010126120425356135,0.11764705882352941
Z,hard_augmented,19,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010700438430081569,0.01148343316217312,1,1,0.00970043843008157,0.010483433162173119,0.1111111111111111
Z,hard_augmented,20,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010228536390310398,0.010940935810265728,1,1,0.009228536390310398,0.009940935810265727,0.10526315789473684
Z,hard_augmented,21,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010518622878299496,0.011138081734034404,1,1,0.009518622878299497,0.010138081734034403,0.1
Z,hard_augmented,22,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01013125700670619,0.01075228738675876,1,1,0.009131257006706191,0.009752287386758759,0.09523809523809523
Z,hard_augmented,23,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010686005398744189,0.011317493853698108,1,1,0.009686005398744188,0.01031749385369811,0.09090909090909091
Z,hard_augmented,24,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007590982446053298,0.00790850123813032,1,1,0.006590982446053298,0.006908501238130319,0.08695652173913043
Z,hard_augmented,25,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007657283060685218,0.007901375420370602,1,1,0.006657283060685218,0.006901375420370602,0.08333333333333333
Z,hard_augmented,26,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007733199659971623,0.007859054462757024,1,1,0.006733199659971623,0.006859054462757024,0.08
Z,hard_augmented,27,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0076816270473776885,0.007752676710327113,1,1,0.0066816270473776885,0.006752676710327113,0.07692307692307693
Z,hard_augmented,28,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0075589638442345765,0.007580582698733273,1,1,0.0065589638442345765,0.006580582698733273,0.07407407407407407
