task,design_label,step,score_mode,worst_weight,train_net_points,base_train_points,hard_points_requested,hard_points_used,eval_net_points,train_points_per_axis,eval_points_per_axis,train_covering_radius,eval_covering_radius,beam_width,residual_threshold,train_phi,eval_phi,train_outside_residual,eval_outside_residual,train_scheduled_margin,eval_scheduled_margin,shifted_selected_fraction
Z,hard_augmented,29,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008005946176660641,0.008060072839032678,1,1,0.007005946176660641,0.007060072839032678,0.07142857142857142
Z,hard_augmented,30,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008273430997174785,0.008247011090174498,1,1,0.0072734309971747855,0.007247011090174498,0.06896551724137931
Z,hard_augmented,31,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009053497268094478,0.009009222960400607,1,1,0.008053497268094477,0.008009222960400606,0.06666666666666667
Z,hard_augmented,32,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009970027484768428,0.010021410239680225,1,1,0.008970027484768429,0.009021410239680224,0.06451612903225806
Z,hard_augmented,33,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011140285457332075,0.011147152448798773,1,1,0.010140285457332074,0.010147152448798772,0.0625
Z,hard_augmented,34,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011463204684525106,0.011525834316313264,1,1,0.010463204684525107,0.010525834316313265,0.06060606060606061
Z,hard_augmented,35,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00924475615357691,0.009758925462601927,1,1,0.00824475615357691,0.008758925462601926,0.058823529411764705
Z,hard_augmented,36,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009113287365853453,0.009737002396442563,1,1,0.008113287365853452,0.008737002396442563,0.08571428571428572
Z,hard_augmented,37,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009200666826327059,0.009846197572382948,1,1,0.008200666826327058,0.008846197572382947,0.1111111111111111
Z,hard_augmented,38,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00847613665121071,0.009262855494899778,1,1,0.007476136651210711,0.008262855494899777,0.10810810810810811
Z,hard_augmented,39,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008198094032107455,0.00905547293384279,1,1,0.007198094032107455,0.008055472933842789,0.10526315789473684
Z,hard_augmented,40,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007972546348658415,0.008812308075805013,1,1,0.006972546348658415,0.007812308075805013,0.10256410256410256
Z,hard_augmented,41,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006666422447890601,0.007278070829269978,1,1,0.005666422447890601,0.006278070829269978,0.1
Z,hard_augmented,42,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006287691511624574,0.006907794123183512,1,1,0.005287691511624574,0.005907794123183512,0.0975609756097561
Z,hard_augmented,43,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005901604974217314,0.006539703386686569,1,1,0.004901604974217314,0.005539703386686569,0.09523809523809523
Z,hard_augmented,44,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00512501162363865,0.005633442010609448,1,1,0.00412501162363865,0.004633442010609448,0.09302325581395349
Z,hard_augmented,45,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0051668292369188296,0.005620786545196191,1,1,0.0041668292369188295,0.004620786545196191,0.09090909090909091
Z,hard_augmented,46,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00473402591502199,0.004888527762911984,1,1,0.00373402591502199,0.0038885277629119837,0.08888888888888889
Z,hard_augmented,47,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004748588260360859,0.004852404933998175,1,1,0.0037485882603608594,0.003852404933998175,0.08695652173913043
Z,hard_augmented,48,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0049921090649528675,0.004874730273015248,1,1,0.0039921090649528675,0.0038747302730152483,0.0851063829787234
Z,hard_augmented,49,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005431407336205679,0.005181546352849337,1,1,0.004431407336205679,0.004181546352849337,0.08333333333333333
Z,hard_augmented,50,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005817004983813068,0.005421171289594282,1,1,0.004817004983813068,0.004421171289594282,0.08163265306122448
Z,hard_augmented,51,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005900525397030729,0.005362196394597965,1,1,0.004900525397030729,0.004362196394597965,0.08
Z,hard_augmented,52,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00545213240144371,0.004786371476729022,1,1,0.00445213240144371,0.003786371476729022,0.0784313725490196
Z,hard_augmented,53,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005700108005908627,0.0049827580588195025,1,1,0.004700108005908627,0.0039827580588195025,0.07692307692307693
Z,hard_augmented,54,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006055891894135206,0.005237154934877374,1,1,0.005055891894135206,0.004237154934877374,0.07547169811320754
Z,hard_augmented,55,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006501189594209502,0.005491781224620292,1,1,0.005501189594209502,0.004491781224620292,0.07407407407407407
Z,hard_augmented,56,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005847411987301395,0.005048042547579492,1,1,0.004847411987301395,0.004048042547579492,0.07272727272727272
Z,hard_augmented,57,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005718974687719283,0.00502097979634916,1,1,0.004718974687719283,0.00402097979634916,0.07142857142857142
Z,hard_augmented,58,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005792705610752138,0.005286647835542101,1,1,0.004792705610752138,0.004286647835542101,0.07017543859649122
Z,hard_augmented,59,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005659974280734055,0.00536284867572568,1,1,0.004659974280734055,0.00436284867572568,0.06896551724137931
Z,hard_augmented,60,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006154834404873382,0.0057942221499077615,1,1,0.005154834404873382,0.0047942221499077614,0.06779661016949153
Z,hard_augmented,61,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00624223551258244,0.005966093156927298,1,1,0.00524223551258244,0.004966093156927298,0.06666666666666667
Z,hard_augmented,62,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006731786371069159,0.006525900833610361,1,1,0.005731786371069159,0.005525900833610361,0.08196721311475409
Z,hard_augmented,63,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0073533443163783015,0.007178358902608984,1,1,0.0063533443163783015,0.006178358902608984,0.0967741935483871
Z,hard_augmented,64,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006814013157554496,0.006823458330195173,1,1,0.005814013157554496,0.005823458330195173,0.09523809523809523
Z,hard_augmented,65,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0072084206183400425,0.007170793210608188,1,1,0.0062084206183400424,0.006170793210608188,0.09375
Z,hard_augmented,66,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007344266791760519,0.007282216075847841,1,1,0.006344266791760519,0.006282216075847841,0.09230769230769231
Z,hard_augmented,67,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0069942066678096325,0.006910809111708134,1,1,0.005994206667809632,0.005910809111708134,0.09090909090909091
Z,hard_augmented,68,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00480795480894162,0.004873701295482638,1,1,0.00380795480894162,0.0038737012954826377,0.08955223880597014
Z,hard_augmented,69,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004552570477637897,0.004650891013632105,1,1,0.003552570477637897,0.003650891013632105,0.10294117647058823
Z,hard_augmented,70,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004187898974717787,0.004297578676928924,1,1,0.003187898974717787,0.003297578676928924,0.10144927536231885
Z,hard_augmented,71,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.003969375379984322,0.0041048547231850125,1,1,0.0029693753799843216,0.0031048547231850125,0.11428571428571428
Z,hard_augmented,72,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00346875749911199,0.003619410135766713,1,1,0.00246875749911199,0.002619410135766713,0.11267605633802817
Z,hard_augmented,73,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0034304923717649763,0.0035596504177765405,1,1,0.0024304923717649763,0.0025596504177765405,0.1111111111111111
Z,hard_augmented,74,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0034857543230867346,0.0035689347367851634,1,1,0.0024857543230867346,0.0025689347367851634,0.1095890410958904
Z,hard_augmented,75,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.003682913075339412,0.0037911766973732367,1,1,0.002682913075339412,0.0027911766973732367,0.10810810810810811
Z,hard_augmented,76,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004018529342630055,0.004128496260630409,1,1,0.0030185293426300552,0.0031284962606304093,0.10666666666666667
Z,hard_augmented,77,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004457602338669627,0.004533542618870064,1,1,0.003457602338669627,0.0035335426188700643,0.10526315789473684
Z,hard_augmented,78,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004953753039911529,0.004800889985944136,1,1,0.003953753039911529,0.0038008899859441362,0.1038961038961039
Z,hard_augmented,79,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004990678936597562,0.00474524634331178,1,1,0.003990678936597562,0.00374524634331178,0.10256410256410256
Z,hard_augmented,80,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005312233110903045,0.005143755174379311,1,1,0.004312233110903045,0.004143755174379311,0.10126582278481013
Z,hard_augmented,81,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005423287084984135,0.005057430586930301,1,1,0.004423287084984135,0.004057430586930301,0.1
Z,hard_augmented,82,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005712901294806514,0.005356152649739366,1,1,0.004712901294806514,0.004356152649739366,0.09876543209876543
Z,hard_augmented,83,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00620807301254922,0.005700455603276368,1,1,0.00520807301254922,0.004700455603276368,0.0975609756097561
Z,hard_augmented,84,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006767204796946631,0.00613396711833524,1,1,0.005767204796946631,0.00513396711833524,0.0963855421686747
Z,hard_augmented,85,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007179927975312194,0.006386763299326061,1,1,0.006179927975312194,0.005386763299326061,0.09523809523809523
Z,hard_augmented,86,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007849286562164205,0.0069737013505617,1,1,0.0068492865621642045,0.0059737013505617,0.09411764705882353
Z,hard_augmented,87,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008585086456039514,0.007581652077248605,1,1,0.007585086456039514,0.0065816520772486046,0.09302325581395349
Z,hard_augmented,88,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009571909568818458,0.008364410589518157,1,1,0.008571909568818457,0.007364410589518157,0.09195402298850575
Z,hard_augmented,89,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009539915522109064,0.008392901707926309,1,1,0.008539915522109063,0.007392901707926309,0.09090909090909091
Z,hard_augmented,90,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010164550810670334,0.008654530199977216,1,1,0.009164550810670333,0.007654530199977216,0.0898876404494382
Z,hard_augmented,91,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010507727805973062,0.008997278898532536,1,1,0.009507727805973063,0.007997278898532537,0.08888888888888889
Z,hard_augmented,92,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011491271185273853,0.009882418184595855,1,1,0.010491271185273852,0.008882418184595856,0.08791208791208792
Z,hard_augmented,93,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011401096932937393,0.010083551806016357,1,1,0.010401096932937393,0.009083551806016357,0.08695652173913043
Z,hard_augmented,94,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012166674854574554,0.010936532097412657,1,1,0.011166674854574555,0.009936532097412656,0.08602150537634409
Z,hard_augmented,95,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.011199777699942282,0.009935022337541418,1,1,0.010199777699942281,0.00893502233754142,0.0851063829787234
Z,hard_augmented,96,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0111728238517005,0.010536297790822649,1,1,0.0101728238517005,0.00953629779082265,0.08421052631578947
Z,hard_augmented,97,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009601910850542052,0.00887804745020256,1,1,0.00860191085054205,0.007878047450202558,0.08333333333333333
Z,hard_augmented,98,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009446573010313774,0.008872673434235156,1,1,0.008446573010313773,0.007872673434235155,0.09278350515463918
Z,hard_augmented,99,mean_worst,0.5,549,335,256,214,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009180770815389677,0.008647526662755818,1,1,0.008180770815389676,0.007647526662755818,0.09183673469387756
H,coarse,1,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.001883191378680389,0.0018597043390108513,1,1,0.0008831913786803889,0.0008597043390108513,0.0
H,coarse,2,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.002272753598503714,0.0022417122108074347,1,1,0.0012727535985037138,0.0012417122108074347,0.0
H,coarse,3,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.002733216644845032,0.002686205659284101,1,1,0.001733216644845032,0.001686205659284101,0.0
H,coarse,4,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0032465064336860815,0.0031905668836363452,1,1,0.0022465064336860815,0.002190566883636345,0.3333333333333333
H,coarse,5,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.003808147541536202,0.003745706280770436,1,1,0.002808147541536202,0.002745706280770436,0.25
H,coarse,6,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004411130180234599,0.004330118197354189,1,1,0.003411130180234599,0.0033301181973541894,0.2
H,coarse,7,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004500599416774772,0.0044403718942654866,1,1,0.003500599416774772,0.0034403718942654865,0.16666666666666666
H,coarse,8,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004920458252073372,0.004870744408514116,1,1,0.003920458252073372,0.0038707444085141164,0.14285714285714285
H,coarse,9,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004659340670776804,0.00458198865951008,1,1,0.0036593406707768044,0.0035819886595100797,0.125
H,coarse,10,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004628513108460209,0.004563919597531096,1,1,0.0036285131084602086,0.0035639195975310962,0.1111111111111111
H,coarse,11,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005103731377361325,0.005035435567152947,1,1,0.004103731377361325,0.004035435567152947,0.1
H,coarse,12,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.00514189404466377,0.005101714645943918,1,1,0.00414189404466377,0.004101714645943918,0.09090909090909091
H,coarse,13,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005740609508162933,0.005693473829994204,1,1,0.004740609508162933,0.004693473829994204,0.08333333333333333
H,coarse,14,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005802284684974755,0.005786851262259246,1,1,0.004802284684974755,0.004786851262259246,0.07692307692307693
H,coarse,15,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005009002995744359,0.0049542114911483495,1,1,0.004009002995744359,0.003954211491148349,0.07142857142857142
H,coarse,16,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005281265586554072,0.005233774109270559,1,1,0.004281265586554072,0.004233774109270559,0.06666666666666667
H,coarse,17,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005288156593856537,0.005328016728151861,1,1,0.004288156593856537,0.004328016728151861,0.125
H,coarse,18,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.00524197504189438,0.005169714671073457,1,1,0.00424197504189438,0.004169714671073457,0.17647058823529413
H,coarse,19,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005421238014029158,0.005442942453548802,1,1,0.004421238014029158,0.004442942453548802,0.2222222222222222
H,coarse,20,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005286781040861983,0.005241009146984523,1,1,0.004286781040861983,0.004241009146984523,0.21052631578947367
H,coarse,21,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005548641493072773,0.005546125303345395,1,1,0.004548641493072773,0.004546125303345395,0.25
H,coarse,22,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004991483487728139,0.0049497287128358065,1,1,0.003991483487728139,0.0039497287128358064,0.23809523809523808
H,coarse,23,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005344647380274351,0.005288562007813477,1,1,0.004344647380274351,0.004288562007813477,0.2727272727272727
H,coarse,24,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005663618447166146,0.005598432572612567,1,1,0.004663618447166146,0.004598432572612567,0.2608695652173913
H,coarse,25,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.00580333225303075,0.0057063760811469876,1,1,0.0048033322530307496,0.0047063760811469875,0.25
H,coarse,26,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005393373380421788,0.005313050290740571,1,1,0.004393373380421788,0.004313050290740571,0.24
H,coarse,27,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005893251799348749,0.005804556633322114,1,1,0.004893251799348749,0.004804556633322114,0.23076923076923078
H,coarse,28,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.006614726323864792,0.006491930690201942,1,1,0.005614726323864792,0.005491930690201942,0.2222222222222222
H,coarse,29,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.006747936705650739,0.006625426644802341,1,1,0.005747936705650739,0.005625426644802341,0.21428571428571427
H,coarse,30,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.007485960993602705,0.0073778432418654255,1,1,0.006485960993602705,0.0063778432418654255,0.20689655172413793
H,coarse,31,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005874405580467474,0.0058207693939222455,1,1,0.004874405580467474,0.0048207693939222454,0.2
H,coarse,32,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.005259745761432793,0.005197670758906,1,1,0.004259745761432793,0.004197670758906,0.1935483870967742
H,coarse,33,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0049820777995796435,0.0049412099671020384,1,1,0.0039820777995796435,0.003941209967102038,0.1875
H,coarse,34,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004829536252286224,0.00479975590442771,1,1,0.0038295362522862237,0.00379975590442771,0.21212121212121213
H,coarse,35,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.00380760371761256,0.003764045664516485,1,1,0.00280760371761256,0.002764045664516485,0.20588235294117646
H,coarse,36,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.00325529057389171,0.003201081364384341,1,1,0.00225529057389171,0.002201081364384341,0.2
H,coarse,37,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0030099369455460073,0.002960968341329014,1,1,0.0020099369455460073,0.001960968341329014,0.2222222222222222
H,coarse,38,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0026823964470560385,0.0026472258762852236,1,1,0.0016823964470560385,0.0016472258762852236,0.21621621621621623
H,coarse,39,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.002506094429780793,0.002472824251134643,1,1,0.001506094429780793,0.0014728242511346428,0.21052631578947367
H,coarse,40,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0020438729407039977,0.0020200051420528253,1,1,0.0010438729407039977,0.0010200051420528253,0.20512820512820512
H,coarse,41,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0019950130572517844,0.0019855398906093776,1,1,0.0009950130572517844,0.0009855398906093776,0.2
H,coarse,42,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0021694611104132004,0.0021870328884382255,1,1,0.0011694611104132004,0.0011870328884382255,0.21951219512195122
H,coarse,43,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.002484218678339897,0.002469679610822211,1,1,0.001484218678339897,0.0014696796108222112,0.21428571428571427
H,coarse,44,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0027729918569146207,0.002749428725150236,1,1,0.0017729918569146207,0.0017494287251502358,0.20930232558139536
H,coarse,45,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0031467427966909876,0.003108933344277914,1,1,0.0021467427966909876,0.002108933344277914,0.20454545454545456
H,coarse,46,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0032041798958102486,0.003179596435947421,1,1,0.0022041798958102486,0.002179596435947421,0.2
H,coarse,47,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0031044404793605746,0.003088299341672313,1,1,0.0021044404793605746,0.002088299341672313,0.1956521739130435
H,coarse,48,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0034823611115134996,0.003450909273386023,1,1,0.0024823611115134996,0.002450909273386023,0.2127659574468085
H,coarse,49,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.0039010168651736187,0.003864493863828664,1,1,0.0029010168651736187,0.002864493863828664,0.20833333333333334
H,coarse,50,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004200604856337845,0.0041948894848822735,1,1,0.0032006048563378454,0.0031948894848822735,0.20408163265306123
H,coarse,51,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.00411575011552935,0.004082686330829509,1,1,0.0031157501155293496,0.003082686330829509,0.2
H,coarse,52,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004106480183434013,0.0040476802787515805,1,1,0.0031064801834340128,0.0030476802787515805,0.19607843137254902
H,coarse,53,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004060207435387191,0.004003875924461483,1,1,0.0030602074353871913,0.0030038759244614827,0.19230769230769232
H,coarse,54,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004416493683951966,0.004355633495199325,1,1,0.003416493683951966,0.0033556334951993253,0.18867924528301888
H,coarse,55,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004923371978707024,0.004856519140014679,1,1,0.0039233719787070236,0.0038565191400146788,0.18518518518518517
H,coarse,56,mean_worst,0.5,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,8,0.001,0.004710063687440773,0.004643478559444715,1,1,0.003710063687440773,0.003643478559444715,0.18181818181818182
