task,baseline,train_noise_case,eval_noise_case,disorder_strength,gamma_phi,gamma_relax,seed,final_fidelity,final_infidelity,final_purity,pulse_energy,segments,training_objective,best_restart_seed,optimizer_iterations,optimizer_success,optimization_seconds
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,21,0.9767051869338333,0.023294813066166653,0.9656936994020606,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,22,0.9796669997152279,0.02033300028477214,0.9668665161810668,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,23,0.9794039256469802,0.0205960743530198,0.9663361491455135,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,24,0.9796879328464871,0.02031206715351286,0.9665020293396838,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,25,0.9810831336816224,0.018916866318377634,0.9666647375412869,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,26,0.9799979307412515,0.02000206925874848,0.9674644052641552,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,27,0.981710741933144,0.018289258066855996,0.9660992954148624,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,28,0.9766375895311363,0.02336241046886367,0.9660103014243954,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,29,0.9764729543842878,0.023527045615712172,0.965962107758146,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,30,0.9787365659639166,0.02126343403608344,0.9662873240245948,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,31,0.9818605460095474,0.01813945399045258,0.9659100317675879,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,32,0.9791740266804299,0.020825973319570146,0.9658815326095018,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,33,0.9821027178928126,0.01789728210718744,0.9673582060232923,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,34,0.9823906818582206,0.01760931814177935,0.9670433497176207,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,35,0.9811970905381765,0.018802909461823503,0.9657452021133861,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,36,0.9772366611083056,0.02276333889169435,0.9665143001324221,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,37,0.9824270350351022,0.017572964964897797,0.9669680880903954,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,38,0.9805734738630456,0.019426526136954392,0.966697882933742,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,39,0.9816844961121078,0.01831550388789216,0.9652208739381761,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,40,0.9792640339645591,0.020735966035440923,0.9670030519661815,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,41,0.9771606880410304,0.0228393119589696,0.9659042576448216,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,42,0.9818530434925035,0.018146956507496537,0.9675054496819946,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,43,0.9765087590185542,0.023491240981445838,0.9655978949191854,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,44,0.9807002533886116,0.019299746611388446,0.9667254167700602,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,45,0.9795035367659571,0.02049646323404286,0.9674362429663479,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,46,0.9767808349132578,0.023219165086742155,0.9649723430270406,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,47,0.9794600704696252,0.020539929530374756,0.9662542859585371,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,48,0.9791989416421427,0.020801058357857283,0.964913893381081,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,49,0.9798170759720424,0.020182924027957627,0.9652495291389043,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,50,0.9822023751818465,0.0177976248181535,0.9672397617537085,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
Z,open_system_grape,combined,static_only,0.08,0.0,0.0,51,0.9790560474301883,0.02094395256981174,0.9673324156906926,0.6396797321823602,40,0.005128298185613343,17,100,False,31.47841468406841
