task,design_label,disorder_strength,seed,score_mode,worst_weight,train_points_per_axis,train_net_points,base_train_points,hard_points_requested,hard_points_used,eval_points_per_axis,eval_net_points,final_fidelity,pulse_energy,shifted_selected_fraction,design_seconds
Z,coarse,0.05,52,mean_worst,0.5,7,335,335,256,0,13,2145,0.9982685942896852,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.05,53,mean_worst,0.5,7,335,335,256,0,13,2145,0.9982447435767158,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.05,54,mean_worst,0.5,7,335,335,256,0,13,2145,0.9967192654014603,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.05,55,mean_worst,0.5,7,335,335,256,0,13,2145,0.998533103896784,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.05,56,mean_worst,0.5,7,335,335,256,0,13,2145,0.9948789629372341,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.05,57,mean_worst,0.5,7,335,335,256,0,13,2145,0.9934862427114606,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.05,58,mean_worst,0.5,7,335,335,256,0,13,2145,0.9984976418406524,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.05,59,mean_worst,0.5,7,335,335,256,0,13,2145,0.9936660543830558,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,10,mean_worst,0.5,7,335,335,256,0,13,2145,0.9957125856545133,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,11,mean_worst,0.5,7,335,335,256,0,13,2145,0.9857423614584587,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,12,mean_worst,0.5,7,335,335,256,0,13,2145,0.9861829561043634,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,13,mean_worst,0.5,7,335,335,256,0,13,2145,0.9983849648582679,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,14,mean_worst,0.5,7,335,335,256,0,13,2145,0.9934821970907091,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,15,mean_worst,0.5,7,335,335,256,0,13,2145,0.998508243631322,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,16,mean_worst,0.5,7,335,335,256,0,13,2145,0.9883561906276386,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,17,mean_worst,0.5,7,335,335,256,0,13,2145,0.9974794432632423,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,18,mean_worst,0.5,7,335,335,256,0,13,2145,0.999096993835026,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,19,mean_worst,0.5,7,335,335,256,0,13,2145,0.98884717826402,3.66,0.1919191919191919,21.61595808598213
