task,baseline,objective_kind,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,training_objective,best_restart_seed,optimizer_iterations,optimizer_success,optimization_seconds
Z,ensemble_grape,state,0.08,57,0.9987342981330247,0.8161732734966739,0.4393424774309284,60,0.0005800429522016542,11,120,False,99.66621406399645
Z,ensemble_grape,state,0.08,58,0.9998749729808889,0.35191444363367846,0.4393424774309284,60,0.0005800429522016542,11,120,False,99.66621406399645
Z,ensemble_grape,state,0.08,59,0.9998850585351662,0.755106322096398,0.4393424774309284,60,0.0005800429522016542,11,120,False,99.66621406399645
Z,ensemble_grape,process,0.08,10,0.9988491830637007,0.9991839818779541,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,11,0.9986265929391085,0.996380778207738,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,12,0.998390740689401,0.9970082766550951,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,13,0.9987918024351035,0.9990724648062788,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,14,0.9994394593513063,0.9889567402605509,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,15,0.9991942221552336,0.9952386216152839,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,16,0.9987176471135357,0.9908875129902128,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,17,0.9992552226094746,0.9884516093868645,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,18,0.9994900252263259,0.9960703018614483,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,19,0.9975998842167625,0.996631287315469,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,20,0.9986037167458832,0.9937867474795258,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,21,0.9987481835210877,0.9910759446079619,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,22,0.9989465831837827,0.9989216887545537,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
Z,ensemble_grape,process,0.08,23,0.9992729097334377,0.9934692261873123,0.7012055419457385,60,0.006992642949236226,22,13,True,39.85651200101711
