task,controller,reference_type,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,horizon_steps,beam_width,reference_objective,reference_refreshes,reference_iterations,reference_success,reference_seconds,horizon_seconds
Z,dcrab_seeded_process_horizon,process_dcrab,0.08,59,0.9998904145632583,0.9997874987583216,10.094807667627897,40,4,6,0.0036359213850768327,3,54,False,65.85247833421454,4.7973032121080905
H,process_dcrab_reference,process_dcrab,0.08,10,0.995084479367638,0.9940437529162137,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,11,0.999285210533307,0.9995112637686897,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,12,0.999423987093962,0.9995369988759178,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,13,0.9990153638300676,0.9981012572390858,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,14,0.9991882742870624,0.9993778623590117,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,15,0.995147611578164,0.9958036751226661,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,16,0.999056401124027,0.9990200422334793,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,17,0.9980538570345672,0.9984388805675586,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,18,0.9992156636536105,0.9994340338483046,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,19,0.9993505149017605,0.9984360327385335,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
