task,controller,eval_strength,seed,state_fidelity,avg_gate_fidelity,pulse_energy,segments,horizon_steps,objective_mean,horizon_iterations,successful_steps,design_seconds
Z,standalone_process_adjoint,0.08,50,0.8784238670936897,0.917104829469367,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
Z,standalone_process_adjoint,0.08,51,0.9886479770019188,0.9922700683408833,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
Z,standalone_process_adjoint,0.08,52,0.9935619258921186,0.9919584337066182,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
Z,standalone_process_adjoint,0.08,53,0.8574944461163405,0.9033185940121434,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
Z,standalone_process_adjoint,0.08,54,0.8182967188730017,0.8784738731868216,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
Z,standalone_process_adjoint,0.08,55,0.9847360383541041,0.9865638806231319,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
Z,standalone_process_adjoint,0.08,56,0.7717324217976038,0.8467273329505653,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
Z,standalone_process_adjoint,0.08,57,0.7606170253340505,0.8399287352875721,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
Z,standalone_process_adjoint,0.08,58,0.6536630210467509,0.7682962209102895,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
Z,standalone_process_adjoint,0.08,59,0.8480294598404423,0.8950269807247201,1.9363390660950892,60,4,0.04436751129082603,464,10,39.63835142087191
H,finite_process_seed,0.08,10,0.8588745103709783,0.9056575317974137,0.9916666666666667,60,4,0.0,0,60,22.571469680871814
H,finite_process_seed,0.08,11,0.888632327324212,0.9211004344275612,0.9916666666666667,60,4,0.0,0,60,22.571469680871814
H,finite_process_seed,0.08,12,0.9192585470039248,0.940440798849222,0.9916666666666667,60,4,0.0,0,60,22.571469680871814
H,finite_process_seed,0.08,13,0.9838114553831234,0.9857612736291074,0.9916666666666667,60,4,0.0,0,60,22.571469680871814
H,finite_process_seed,0.08,14,0.7593908024893243,0.8384493893603263,0.9916666666666667,60,4,0.0,0,60,22.571469680871814
H,finite_process_seed,0.08,15,0.9910999483112881,0.9939506460552764,0.9916666666666667,60,4,0.0,0,60,22.571469680871814
H,finite_process_seed,0.08,16,0.8642892154227666,0.9064163715909045,0.9916666666666667,60,4,0.0,0,60,22.571469680871814
