task,step,score_mode,value_depth,net_points,ball_radius,points_per_axis,grid_spacing,covering_radius,beam_width,shifted_tail_length,residual_threshold,terminal_outside_residual,phi,best_value_margin,state_stage_cost,bellman_gap,mean_infidelity,worst_infidelity,mean_fidelity,worst_fidelity,shifted_selected_fraction,margin_source
Z,31,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.010009599488356336,0.009009599488356335,0.009009599488356335,0.0,0.004324588984559943,0.010009599488356336,0.9956754110154401,0.9899904005116437,0.03333333333333333,bellman_identity
Z,32,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.007413294862386427,0.006413294862386427,0.006413294862386427,0.0,0.004677701878472995,0.010942371935653727,0.9953222981215271,0.9890576280643463,0.03225806451612903,bellman_identity
Z,32,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.010942371935653727,0.009942371935653727,0.009942371935653727,0.0,0.004677701878472995,0.010942371935653727,0.9953222981215271,0.9890576280643463,0.03225806451612903,bellman_identity
Z,33,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.007936341480050516,0.006936341480050516,0.006936341480050516,0.0,0.005003803480491067,0.011730151998237792,0.9949961965195089,0.9882698480017622,0.03125,bellman_identity
Z,33,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.011730151998237792,0.010730151998237791,0.010730151998237791,0.0,0.005003803480491067,0.011730151998237792,0.9949961965195089,0.9882698480017622,0.03125,bellman_identity
Z,34,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.008444218647789931,0.007444218647789931,0.007444218647789931,0.0,0.005310815966878818,0.01253361072364445,0.9946891840331212,0.9874663892763555,0.030303030303030304,bellman_identity
Z,34,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.01253361072364445,0.01153361072364445,0.01153361072364445,0.0,0.005310815966878818,0.01253361072364445,0.9946891840331212,0.9874663892763555,0.030303030303030304,bellman_identity
Z,35,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.007637010715586359,0.006637010715586359,0.006637010715586359,0.0,0.0047352375328428755,0.011607092730973934,0.9952647624671571,0.9883929072690261,0.029411764705882353,bellman_identity
Z,35,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.011607092730973934,0.010607092730973933,0.010607092730973933,0.0,0.0047352375328428755,0.011607092730973934,0.9952647624671571,0.9883929072690261,0.029411764705882353,bellman_identity
Z,36,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.006901850599652403,0.005901850599652403,0.005901850599652403,0.0,0.0042930919529694574,0.010435034586731784,0.9957069080470305,0.9895649654132682,0.02857142857142857,bellman_identity
Z,36,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.010435034586731784,0.009435034586731783,0.009435034586731783,0.0,0.0042930919529694574,0.010435034586731784,0.9957069080470305,0.9895649654132682,0.02857142857142857,bellman_identity
Z,37,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.006837866442956505,0.005837866442956505,0.005837866442956505,0.0,0.004257328749343733,0.010322150774451089,0.9957426712506563,0.9896778492255489,0.05555555555555555,bellman_identity
Z,37,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.010322150774451089,0.009322150774451088,0.009322150774451088,0.0,0.004257328749343733,0.010322150774451089,0.9957426712506563,0.9896778492255489,0.05555555555555555,bellman_identity
Z,38,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.006868841053221565,0.005868841053221565,0.005868841053221565,0.0,0.00427971760765304,0.010356493782274101,0.995720282392347,0.9896435062177259,0.08108108108108109,bellman_identity
Z,38,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.010356493782274101,0.0093564937822741,0.0093564937822741,0.0,0.00427971760765304,0.010356493782274101,0.995720282392347,0.9896435062177259,0.08108108108108109,bellman_identity
Z,39,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.006372376814358599,0.005372376814358599,0.005372376814358599,0.0,0.0039439632872833915,0.009713654108300829,0.9960560367127166,0.9902863458916992,0.07894736842105263,bellman_identity
Z,39,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.009713654108300829,0.008713654108300828,0.008713654108300828,0.0,0.0039439632872833915,0.009713654108300829,0.9960560367127166,0.9902863458916992,0.07894736842105263,bellman_identity
Z,40,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.006564372180699142,0.005564372180699142,0.005564372180699142,0.0,0.0038917592081908828,0.010690451890033037,0.9961082407918092,0.989309548109967,0.10256410256410256,bellman_identity
Z,40,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.010690451890033037,0.009690451890033036,0.009690451890033036,0.0,0.0038917592081908828,0.010690451890033037,0.9961082407918092,0.989309548109967,0.10256410256410256,bellman_identity
Z,41,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.005596691016341079,0.004596691016341079,0.004596691016341079,0.0,0.0035227573372465476,0.008295734716378123,0.9964772426627535,0.9917042652836219,0.125,bellman_identity
Z,41,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.008295734716378123,0.0072957347163781225,0.0072957347163781225,0.0,0.0035227573372465476,0.008295734716378123,0.9964772426627535,0.9917042652836219,0.125,bellman_identity
Z,42,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.005375676950923098,0.004375676950923098,0.004375676950923098,0.0,0.0033703167836239673,0.008021440669196522,0.996629683216376,0.9919785593308035,0.14634146341463414,bellman_identity
Z,42,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.008021440669196522,0.007021440669196522,0.007021440669196522,0.0,0.0033703167836239673,0.008021440669196522,0.996629683216376,0.9919785593308035,0.14634146341463414,bellman_identity
Z,43,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.00531632006153537,0.00431632006153537,0.00431632006153537,0.0,0.0033046425127893596,0.008046710194984041,0.9966953574872106,0.991953289805016,0.16666666666666666,bellman_identity
Z,43,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.008046710194984041,0.007046710194984041,0.007046710194984041,0.0,0.0033046425127893596,0.008046710194984041,0.9966953574872106,0.991953289805016,0.16666666666666666,bellman_identity
Z,44,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.0054056411894550455,0.0044056411894550455,0.0044056411894550455,0.0,0.003325716861315186,0.008319697312559438,0.9966742831386848,0.9916803026874406,0.18604651162790697,bellman_identity
Z,44,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.008319697312559438,0.0073196973125594375,0.0073196973125594375,0.0,0.003325716861315186,0.008319697312559438,0.9966742831386848,0.9916803026874406,0.18604651162790697,bellman_identity
Z,45,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.005684128615868155,0.004684128615868155,0.004684128615868155,0.0,0.0034063978465067968,0.009110923077445432,0.9965936021534932,0.9908890769225546,0.20454545454545456,bellman_identity
Z,45,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.009110923077445432,0.008110923077445431,0.008110923077445431,0.0,0.0034063978465067968,0.009110923077445432,0.9965936021534932,0.9908890769225546,0.20454545454545456,bellman_identity
Z,46,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.005560670932301743,0.004560670932301743,0.004560670932301743,0.0,0.003296325136479473,0.00905738318328908,0.9967036748635205,0.9909426168167109,0.2,bellman_identity
Z,46,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.00905738318328908,0.00805738318328908,0.00805738318328908,0.0,0.003296325136479473,0.00905738318328908,0.9967036748635205,0.9909426168167109,0.2,bellman_identity
Z,47,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.005397326725872244,0.004397326725872244,0.004397326725872244,0.0,0.003094080181142169,0.009212986178920302,0.9969059198188578,0.9907870138210797,0.1956521739130435,bellman_identity
Z,47,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.009212986178920302,0.0082129861789203,0.0082129861789203,0.0,0.003094080181142169,0.009212986178920302,0.9969059198188578,0.9907870138210797,0.1956521739130435,bellman_identity
Z,48,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.005490962809894642,0.004490962809894642,0.004490962809894642,0.0,0.003156560028949931,0.009337611123778844,0.9968434399710501,0.9906623888762212,0.19148936170212766,bellman_identity
Z,48,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.009337611123778844,0.008337611123778843,0.008337611123778843,0.0,0.003156560028949931,0.009337611123778844,0.9968434399710501,0.9906623888762212,0.19148936170212766,bellman_identity
Z,49,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.005701636623711528,0.004701636623711528,0.004701636623711528,0.0,0.0032563367592695256,0.009781199457768008,0.9967436632407305,0.990218800542232,0.1875,bellman_identity
Z,49,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.009781199457768008,0.008781199457768007,0.008781199457768007,0.0,0.0032563367592695256,0.009781199457768008,0.9967436632407305,0.990218800542232,0.1875,bellman_identity
Z,50,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.0058942100010805475,0.0048942100010805475,0.0048942100010805475,0.0,0.003365711485307772,0.010113994063091103,0.9966342885146923,0.9898860059369089,0.1836734693877551,bellman_identity
Z,50,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.010113994063091103,0.009113994063091102,0.009113994063091102,0.0,0.003365711485307772,0.010113994063091103,0.9966342885146923,0.9898860059369089,0.1836734693877551,bellman_identity
Z,51,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.0054901480675190895,0.0044901480675190895,0.0044901480675190895,0.0,0.003142956917790833,0.009388764598913024,0.9968570430822091,0.990611235401087,0.18,bellman_identity
Z,51,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.009388764598913024,0.008388764598913023,0.008388764598913023,0.0,0.003142956917790833,0.009388764598913024,0.9968570430822091,0.990611235401087,0.18,bellman_identity
Z,52,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.004859077020988454,0.003859077020988454,0.003859077020988454,0.0,0.0027929771187702214,0.00826439960887293,0.9972070228812298,0.9917356003911271,0.17647058823529413,bellman_identity
Z,52,max_net,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.00826439960887293,0.00726439960887293,0.00726439960887293,0.0,0.0027929771187702214,0.00826439960887293,0.9972070228812298,0.9917356003911271,0.17647058823529413,bellman_identity
Z,53,mean_worst,1,2145,0.08,13,0.013333333333333336,0.011547005383792518,6,5,0.001,1,0.004878426262999543,0.003878426262999543,0.003878426262999543,0.0,0.002801448896028693,0.008307909467883401,0.9971985511039713,0.9916920905321166,0.17307692307692307,bellman_identity
