task,step,beta,previous_terminal_phi,tail_phi,tail_phi_abs_error,g_terminal,terminal_availability,best_successor_g,best_g_margin,best_successor_phi,best_successor_best_next_phi,best_fallback_norm,best_fallback_amp,terminal_outside_residual,residual_threshold,g_nonnegative
Z,28,0.0,0.0051619721348036135,0.0051619721348036135,0.0,0.0051619721348036135,0.0,0.005693982907959992,-0.0005320107731563786,0.005693982907959992,0.0063186973024508125,0.0,0.0,1,0.001,1
Z,28,0.25,0.0051619721348036135,0.0051619721348036135,0.0,0.0051619721348036135,0.0,0.005693982907959992,-0.0005320107731563786,0.005693982907959992,0.0063186973024508125,0.0,0.0,1,0.001,1
Z,28,0.5,0.0051619721348036135,0.0051619721348036135,0.0,0.0051619721348036135,0.0,0.005693982907959992,-0.0005320107731563786,0.005693982907959992,0.0063186973024508125,0.0,0.0,1,0.001,1
Z,28,0.75,0.0051619721348036135,0.0051619721348036135,0.0,0.0051619721348036135,0.0,0.005693982907959992,-0.0005320107731563786,0.005693982907959992,0.0063186973024508125,0.0,0.0,1,0.001,1
Z,28,1.0,0.0051619721348036135,0.0051619721348036135,0.0,0.0051619721348036135,0.0,0.005693982907959992,-0.0005320107731563786,0.005693982907959992,0.0063186973024508125,0.0,0.0,1,0.001,1
Z,32,0.0,0.007235077884662079,0.007235077884662079,0.0,0.007235077884662079,0.0,0.008115249126055192,-0.0008801712413931129,0.008115249126055192,0.009084301904141882,0.0,0.0,1,0.001,1
Z,32,0.25,0.007235077884662079,0.007235077884662079,0.0,0.007235077884662079,0.0,0.008115249126055192,-0.0008801712413931129,0.008115249126055192,0.009084301904141882,0.0,0.0,1,0.001,1
Z,32,0.5,0.007235077884662079,0.007235077884662079,0.0,0.007235077884662079,0.0,0.008115249126055192,-0.0008801712413931129,0.008115249126055192,0.009084301904141882,0.0,0.0,1,0.001,1
Z,32,0.75,0.007235077884662079,0.007235077884662079,0.0,0.007235077884662079,0.0,0.008115249126055192,-0.0008801712413931129,0.008115249126055192,0.009084301904141882,0.0,0.0,1,0.001,1
Z,32,1.0,0.007235077884662079,0.007235077884662079,0.0,0.007235077884662079,0.0,0.008115249126055192,-0.0008801712413931129,0.008115249126055192,0.009084301904141882,0.0,0.0,1,0.001,1
Z,36,0.0,0.006799122493903874,0.006799122493903874,0.0,0.006799122493903874,9.945984822751913e-05,0.006699662645676355,9.945984822751913e-05,0.006699662645676355,0.006709228372303554,0.0,0.0,1,0.001,1
Z,36,0.25,0.006799122493903874,0.006799122493903874,0.0,0.006774257531846994,9.945984822751913e-05,0.006699662645676355,7.459488617063935e-05,0.006699662645676355,0.006709228372303554,0.0,0.0,1,0.001,1
Z,36,0.5,0.006799122493903874,0.006799122493903874,0.0,0.006749392569790114,9.945984822751913e-05,0.006699662645676355,4.9729924113759566e-05,0.006699662645676355,0.006709228372303554,0.0,0.0,1,0.001,1
Z,36,0.75,0.006799122493903874,0.006799122493903874,0.0,0.0067245276077332345,9.945984822751913e-05,0.006699662645676355,2.4864962056879783e-05,0.006699662645676355,0.006709228372303554,0.0,0.0,1,0.001,1
Z,36,1.0,0.006799122493903874,0.006799122493903874,0.0,0.006699662645676355,9.945984822751913e-05,0.006455383382977263,0.00024427926269909167,0.008928251718832554,0.006455383382977263,0.9999999999999998,0.9999999999999999,1,0.001,1
Z,40,0.0,0.00606115499530064,0.00606115499530064,0.0,0.00606115499530064,0.00015405455779862742,0.005907100437502012,0.00015405455779862742,0.005907100437502012,0.005845117788065485,0.0,0.0,1,0.001,1
Z,40,0.25,0.00606115499530064,0.00606115499530064,0.0,0.006022641355850983,0.00015405455779862742,0.00589160477514288,0.00013103658070810244,0.005907100437502012,0.005845117788065485,0.0,0.0,1,0.001,1
Z,40,0.5,0.00606115499530064,0.00606115499530064,0.0,0.005984127716401326,0.00015405455779862742,0.0058761091127837485,0.00010801860361757745,0.005907100437502012,0.005845117788065485,0.0,0.0,1,0.001,1
Z,40,0.75,0.00606115499530064,0.00606115499530064,0.0,0.005945614076951669,0.00015405455779862742,0.005860613450424617,8.500062652705247e-05,0.005907100437502012,0.005845117788065485,0.0,0.0,1,0.001,1
Z,40,1.0,0.00606115499530064,0.00606115499530064,0.0,0.005907100437502012,0.00015405455779862742,0.005610604198271481,0.0002964962392305315,0.010058232417753471,0.005610604198271481,1.0,1.0,1,0.001,1
Z,44,0.0,0.005575308535733153,0.005575308535733153,0.0,0.005575308535733153,0.0,0.005659218767797729,-8.391023206457543e-05,0.005659218767797729,0.0058945836204561675,4.0,2.0,1,0.001,1
Z,44,0.25,0.005575308535733153,0.005575308535733153,0.0,0.005575308535733153,0.0,0.005659218767797729,-8.391023206457543e-05,0.005659218767797729,0.0058945836204561675,4.0,2.0,1,0.001,1
Z,44,0.5,0.005575308535733153,0.005575308535733153,0.0,0.005575308535733153,0.0,0.005659218767797729,-8.391023206457543e-05,0.005659218767797729,0.0058945836204561675,4.0,2.0,1,0.001,1
Z,44,0.75,0.005575308535733153,0.005575308535733153,0.0,0.005575308535733153,0.0,0.005659218767797729,-8.391023206457543e-05,0.005659218767797729,0.0058945836204561675,4.0,2.0,1,0.001,1
Z,44,1.0,0.005575308535733153,0.005575308535733153,0.0,0.005575308535733153,0.0,0.005659218767797729,-8.391023206457543e-05,0.005659218767797729,0.0058945836204561675,4.0,2.0,1,0.001,1
Z,48,0.0,0.006155870273861164,0.006155870273861164,0.0,0.006155870273861164,0.0,0.006606739042555286,-0.00045086876869412235,0.006606739042555286,0.007077406881794916,0.0,0.0,1,0.001,1
Z,48,0.25,0.006155870273861164,0.006155870273861164,0.0,0.006155870273861164,0.0,0.006606739042555286,-0.00045086876869412235,0.006606739042555286,0.007077406881794916,0.0,0.0,1,0.001,1
Z,48,0.5,0.006155870273861164,0.006155870273861164,0.0,0.006155870273861164,0.0,0.006606739042555286,-0.00045086876869412235,0.006606739042555286,0.007077406881794916,0.0,0.0,1,0.001,1
Z,48,0.75,0.006155870273861164,0.006155870273861164,0.0,0.006155870273861164,0.0,0.006606739042555286,-0.00045086876869412235,0.006606739042555286,0.007077406881794916,0.0,0.0,1,0.001,1
Z,48,1.0,0.006155870273861164,0.006155870273861164,0.0,0.006155870273861164,0.0,0.006606739042555286,-0.00045086876869412235,0.006606739042555286,0.007077406881794916,0.0,0.0,1,0.001,1
Z,52,0.0,0.006415730322728817,0.006415730322728817,0.0,0.006415730322728817,0.0,0.006523483466140359,-0.00010775314341154169,0.006523483466140359,0.0066219982539399355,0.0,0.0,1,0.001,1
Z,52,0.25,0.006415730322728817,0.006415730322728817,0.0,0.006415730322728817,0.0,0.006523483466140359,-0.00010775314341154169,0.006523483466140359,0.0066219982539399355,0.0,0.0,1,0.001,1
Z,52,0.5,0.006415730322728817,0.006415730322728817,0.0,0.006415730322728817,0.0,0.006523483466140359,-0.00010775314341154169,0.006523483466140359,0.0066219982539399355,0.0,0.0,1,0.001,1
Z,52,0.75,0.006415730322728817,0.006415730322728817,0.0,0.006415730322728817,0.0,0.006523483466140359,-0.00010775314341154169,0.006523483466140359,0.0066219982539399355,0.0,0.0,1,0.001,1
Z,52,1.0,0.006415730322728817,0.006415730322728817,0.0,0.006415730322728817,0.0,0.006479943562926194,-6.421324019737634e-05,0.006682617067111367,0.006479943562926194,0.24999999999999994,0.49999999999999994,1,0.001,1
Z,56,0.0,0.0052688657080592685,0.0052688657080592685,0.0,0.0052688657080592685,0.0,0.00530645571205602,-3.7590003996751387e-05,0.00530645571205602,0.005434052543554432,0.0,0.0,1,0.001,1
Z,56,0.25,0.0052688657080592685,0.0052688657080592685,0.0,0.0052688657080592685,0.0,0.00530645571205602,-3.7590003996751387e-05,0.00530645571205602,0.005434052543554432,0.0,0.0,1,0.001,1
Z,56,0.5,0.0052688657080592685,0.0052688657080592685,0.0,0.0052688657080592685,0.0,0.00530645571205602,-3.7590003996751387e-05,0.00530645571205602,0.005434052543554432,0.0,0.0,1,0.001,1
Z,56,0.75,0.0052688657080592685,0.0052688657080592685,0.0,0.0052688657080592685,0.0,0.00530645571205602,-3.7590003996751387e-05,0.00530645571205602,0.005434052543554432,0.0,0.0,1,0.001,1
Z,56,1.0,0.0052688657080592685,0.0052688657080592685,0.0,0.0052688657080592685,0.0,0.004943759252808599,0.0003251064552506691,0.012729696355383326,0.004943759252808599,3.999999999999999,1.9999999999999998,1,0.001,1
Z,60,0.0,0.004332642697693519,0.004332642697693519,0.0,0.004332642697693519,0.0,0.004439478896101155,-0.00010683619840763658,0.004439478896101155,0.0046621742324595775,0.0,0.0,1,0.001,1
Z,60,0.25,0.004332642697693519,0.004332642697693519,0.0,0.004332642697693519,0.0,0.004439478896101155,-0.00010683619840763658,0.004439478896101155,0.0046621742324595775,0.0,0.0,1,0.001,1
Z,60,0.5,0.004332642697693519,0.004332642697693519,0.0,0.004332642697693519,0.0,0.004439478896101155,-0.00010683619840763658,0.004439478896101155,0.0046621742324595775,0.0,0.0,1,0.001,1
Z,60,0.75,0.004332642697693519,0.004332642697693519,0.0,0.004332642697693519,0.0,0.004439478896101155,-0.00010683619840763658,0.004439478896101155,0.0046621742324595775,0.0,0.0,1,0.001,1
Z,60,1.0,0.004332642697693519,0.004332642697693519,0.0,0.004332642697693519,0.0,0.004439478896101155,-0.00010683619840763658,0.004439478896101155,0.0046621742324595775,0.0,0.0,1,0.001,1
Z,64,0.0,0.004683530625814149,0.004683530625814149,0.0,0.004683530625814149,0.0,0.005070437123319803,-0.0003869064975056541,0.005070437123319803,0.005548629722195747,0.0,0.0,1,0.001,1
Z,64,0.25,0.004683530625814149,0.004683530625814149,0.0,0.004683530625814149,0.0,0.005070437123319803,-0.0003869064975056541,0.005070437123319803,0.005548629722195747,0.0,0.0,1,0.001,1
Z,64,0.5,0.004683530625814149,0.004683530625814149,0.0,0.004683530625814149,0.0,0.005070437123319803,-0.0003869064975056541,0.005070437123319803,0.005548629722195747,0.0,0.0,1,0.001,1
Z,64,0.75,0.004683530625814149,0.004683530625814149,0.0,0.004683530625814149,0.0,0.005070437123319803,-0.0003869064975056541,0.005070437123319803,0.005548629722195747,0.0,0.0,1,0.001,1
Z,64,1.0,0.004683530625814149,0.004683530625814149,0.0,0.004683530625814149,0.0,0.005070437123319803,-0.0003869064975056541,0.005070437123319803,0.005548629722195747,0.0,0.0,1,0.001,1
Z,68,0.0,0.004177090293189696,0.004177090293189696,0.0,0.004177090293189696,7.753017496418824e-05,0.004099560118225508,7.753017496418824e-05,0.004099560118225508,0.004113931938111187,0.0,0.0,1,0.001,1
Z,68,0.25,0.004177090293189696,0.004177090293189696,0.0,0.004157707749448649,7.753017496418824e-05,0.004099560118225508,5.814763122314118e-05,0.004099560118225508,0.004113931938111187,0.0,0.0,1,0.001,1
Z,68,0.5,0.004177090293189696,0.004177090293189696,0.0,0.004138325205707602,7.753017496418824e-05,0.004099560118225508,3.876508748209412e-05,0.004099560118225508,0.004113931938111187,0.0,0.0,1,0.001,1
Z,68,0.75,0.004177090293189696,0.004177090293189696,0.0,0.004118942661966555,7.753017496418824e-05,0.004065742768335854,5.319989363070099e-05,0.004333509724064953,0.003976487116426154,0.9999999999999998,0.9999999999999999,1,0.001,1
Z,68,1.0,0.004177090293189696,0.004177090293189696,0.0,0.004099560118225508,7.753017496418824e-05,0.003913796626499266,0.00018576349172624157,0.004751855889120429,0.003913796626499266,3.999999999999999,1.9999999999999998,1,0.001,1
Z,72,0.0,0.0029383512274058082,0.0029383512274058082,0.0,0.0029383512274058082,6.138345768144648e-05,0.0028769677697243617,6.138345768144648e-05,0.0028769677697243617,0.002871332231685418,0.0,0.0,1,0.001,1
Z,72,0.25,0.0029383512274058082,0.0029383512274058082,0.0,0.0029230053629854466,6.138345768144648e-05,0.002875558885214626,4.744647777082077e-05,0.0028769677697243617,0.002871332231685418,0.0,0.0,1,0.001,1
Z,72,0.5,0.0029383512274058082,0.0029383512274058082,0.0,0.002907659498565085,6.138345768144648e-05,0.00287415000070489,3.350949786019505e-05,0.0028769677697243617,0.002871332231685418,0.0,0.0,1,0.001,1
Z,72,0.75,0.0029383512274058082,0.0029383512274058082,0.0,0.0028923136341447234,6.138345768144648e-05,0.0027503180784248914,0.00014199555571983193,0.0035010074334254487,0.0025000882934247057,0.24999999999999994,0.49999999999999994,1,0.001,1
Z,72,1.0,0.0029383512274058082,0.0029383512274058082,0.0,0.0028769677697243617,6.138345768144648e-05,0.002378640030154415,0.0004983277395699467,0.01198423378944851,0.002378640030154415,3.999999999999999,1.9999999999999998,1,0.001,1
Z,76,0.0,0.0012748431580721711,0.0012748431580721711,0.0,0.0012748431580721711,0.0,0.0013505501379404358,-7.570697986826469e-05,0.0013505501379404358,0.0014406509912094287,0.0,0.0,1,0.001,1
Z,76,0.25,0.0012748431580721711,0.0012748431580721711,0.0,0.0012748431580721711,0.0,0.0013505501379404358,-7.570697986826469e-05,0.0013505501379404358,0.0014406509912094287,0.0,0.0,1,0.001,1
Z,76,0.5,0.0012748431580721711,0.0012748431580721711,0.0,0.0012748431580721711,0.0,0.0013505501379404358,-7.570697986826469e-05,0.0013505501379404358,0.0014406509912094287,0.0,0.0,1,0.001,1
Z,76,0.75,0.0012748431580721711,0.0012748431580721711,0.0,0.0012748431580721711,0.0,0.0013505501379404358,-7.570697986826469e-05,0.0013505501379404358,0.0014406509912094287,0.0,0.0,1,0.001,1
Z,76,1.0,0.0012748431580721711,0.0012748431580721711,0.0,0.0012748431580721711,0.0,0.0013505501379404358,-7.570697986826469e-05,0.0013505501379404358,0.0014406509912094287,0.0,0.0,1,0.001,1
Z,80,0.0,0.0017535732154342482,0.0017535732154342482,0.0,0.0017535732154342482,0.0,0.002034092412689169,-0.00028051919725492064,0.002034092412689169,0.002358329932939572,0.0,0.0,1,0.001,1
Z,80,0.25,0.0017535732154342482,0.0017535732154342482,0.0,0.0017535732154342482,0.0,0.002034092412689169,-0.00028051919725492064,0.002034092412689169,0.002358329932939572,0.0,0.0,1,0.001,1
Z,80,0.5,0.0017535732154342482,0.0017535732154342482,0.0,0.0017535732154342482,0.0,0.002034092412689169,-0.00028051919725492064,0.002034092412689169,0.002358329932939572,0.0,0.0,1,0.001,1
Z,80,0.75,0.0017535732154342482,0.0017535732154342482,0.0,0.0017535732154342482,0.0,0.002034092412689169,-0.00028051919725492064,0.002034092412689169,0.002358329932939572,0.0,0.0,1,0.001,1
Z,80,1.0,0.0017535732154342482,0.0017535732154342482,0.0,0.0017535732154342482,0.0,0.002034092412689169,-0.00028051919725492064,0.002034092412689169,0.002358329932939572,0.0,0.0,1,0.001,1
Z,84,0.0,0.002536092610769723,0.002536092610769723,0.0,0.002536092610769723,0.0,0.0027831802295246316,-0.0002470876187549084,0.0027831802295246316,0.0030670984605636886,0.0,0.0,1,0.001,1
Z,84,0.25,0.002536092610769723,0.002536092610769723,0.0,0.002536092610769723,0.0,0.0027831802295246316,-0.0002470876187549084,0.0027831802295246316,0.0030670984605636886,0.0,0.0,1,0.001,1
Z,84,0.5,0.002536092610769723,0.002536092610769723,0.0,0.002536092610769723,0.0,0.0027831802295246316,-0.0002470876187549084,0.0027831802295246316,0.0030670984605636886,0.0,0.0,1,0.001,1
Z,84,0.75,0.002536092610769723,0.002536092610769723,0.0,0.002536092610769723,0.0,0.0027831802295246316,-0.0002470876187549084,0.0027831802295246316,0.0030670984605636886,0.0,0.0,1,0.001,1
Z,84,1.0,0.002536092610769723,0.002536092610769723,0.0,0.002536092610769723,0.0,0.0027831802295246316,-0.0002470876187549084,0.0027831802295246316,0.0030670984605636886,0.0,0.0,1,0.001,1
Z,88,0.0,0.002857110641351447,0.002857110641351447,0.0,0.002857110641351447,0.0,0.00311670871278958,-0.00025959807143813296,0.00311670871278958,0.003434078300791059,0.24999999999999994,0.49999999999999994,1,0.001,1
Z,88,0.25,0.002857110641351447,0.002857110641351447,0.0,0.002857110641351447,0.0,0.00311670871278958,-0.00025959807143813296,0.00311670871278958,0.003434078300791059,0.24999999999999994,0.49999999999999994,1,0.001,1
Z,88,0.5,0.002857110641351447,0.002857110641351447,0.0,0.002857110641351447,0.0,0.00311670871278958,-0.00025959807143813296,0.00311670871278958,0.003434078300791059,0.24999999999999994,0.49999999999999994,1,0.001,1
Z,88,0.75,0.002857110641351447,0.002857110641351447,0.0,0.002857110641351447,0.0,0.00311670871278958,-0.00025959807143813296,0.00311670871278958,0.003434078300791059,0.24999999999999994,0.49999999999999994,1,0.001,1
Z,88,1.0,0.002857110641351447,0.002857110641351447,0.0,0.002857110641351447,0.0,0.00311670871278958,-0.00025959807143813296,0.00311670871278958,0.003434078300791059,0.24999999999999994,0.49999999999999994,1,0.001,1
Z,92,0.0,0.003535930126015295,0.003535930126015295,0.0,0.003535930126015295,0.0,0.004024034763927695,-0.0004881046379123996,0.004024034763927695,0.004570474503562863,0.0,0.0,1,0.001,1
Z,92,0.25,0.003535930126015295,0.003535930126015295,0.0,0.003535930126015295,0.0,0.004024034763927695,-0.0004881046379123996,0.004024034763927695,0.004570474503562863,0.0,0.0,1,0.001,1
Z,92,0.5,0.003535930126015295,0.003535930126015295,0.0,0.003535930126015295,0.0,0.004024034763927695,-0.0004881046379123996,0.004024034763927695,0.004570474503562863,0.0,0.0,1,0.001,1
Z,92,0.75,0.003535930126015295,0.003535930126015295,0.0,0.003535930126015295,0.0,0.004024034763927695,-0.0004881046379123996,0.004024034763927695,0.004570474503562863,0.0,0.0,1,0.001,1
Z,92,1.0,0.003535930126015295,0.003535930126015295,0.0,0.003535930126015295,0.0,0.004024034763927695,-0.0004881046379123996,0.004024034763927695,0.004570474503562863,0.0,0.0,1,0.001,1
Z,96,0.0,0.00508992070617139,0.00508992070617139,0.0,0.00508992070617139,0.0,0.0056054642255009834,-0.0005155435193295935,0.0056054642255009834,0.006181348023713819,0.0,0.0,1,0.001,1
Z,96,0.25,0.00508992070617139,0.00508992070617139,0.0,0.00508992070617139,0.0,0.0056054642255009834,-0.0005155435193295935,0.0056054642255009834,0.006181348023713819,0.0,0.0,1,0.001,1
Z,96,0.5,0.00508992070617139,0.00508992070617139,0.0,0.00508992070617139,0.0,0.0056054642255009834,-0.0005155435193295935,0.0056054642255009834,0.006181348023713819,0.0,0.0,1,0.001,1
Z,96,0.75,0.00508992070617139,0.00508992070617139,0.0,0.00508992070617139,0.0,0.0056054642255009834,-0.0005155435193295935,0.0056054642255009834,0.006181348023713819,0.0,0.0,1,0.001,1
Z,96,1.0,0.00508992070617139,0.00508992070617139,0.0,0.00508992070617139,0.0,0.0056054642255009834,-0.0005155435193295935,0.0056054642255009834,0.006181348023713819,0.0,0.0,1,0.001,1
H,4,0.0,0.002090148227521578,0.002090148227521578,0.0,0.002090148227521578,0.0,0.00244898477082426,-0.0003588365433026819,0.00244898477082426,0.0028443621330482283,0.0,0.0,1,0.001,1
H,4,0.25,0.002090148227521578,0.002090148227521578,0.0,0.002090148227521578,0.0,0.00244898477082426,-0.0003588365433026819,0.00244898477082426,0.0028443621330482283,0.0,0.0,1,0.001,1
H,4,0.5,0.002090148227521578,0.002090148227521578,0.0,0.002090148227521578,0.0,0.00244898477082426,-0.0003588365433026819,0.00244898477082426,0.0028443621330482283,0.0,0.0,1,0.001,1
H,4,0.75,0.002090148227521578,0.002090148227521578,0.0,0.002090148227521578,0.0,0.00244898477082426,-0.0003588365433026819,0.00244898477082426,0.0028443621330482283,0.0,0.0,1,0.001,1
H,4,1.0,0.002090148227521578,0.002090148227521578,0.0,0.002090148227521578,0.0,0.00244898477082426,-0.0003588365433026819,0.00244898477082426,0.0028443621330482283,0.0,0.0,1,0.001,1
H,8,0.0,0.0028743557997629107,0.0028743557997629107,0.0,0.0028743557997629107,0.0,0.0032427455427495658,-0.00036838974298665506,0.0032427455427495658,0.0035894902515148375,0.0,0.0,1,0.001,1
H,8,0.25,0.0028743557997629107,0.0028743557997629107,0.0,0.0028743557997629107,0.0,0.0032427455427495658,-0.00036838974298665506,0.0032427455427495658,0.0035894902515148375,0.0,0.0,1,0.001,1
H,8,0.5,0.0028743557997629107,0.0028743557997629107,0.0,0.0028743557997629107,0.0,0.0032427455427495658,-0.00036838974298665506,0.0032427455427495658,0.0035894902515148375,0.0,0.0,1,0.001,1
H,8,0.75,0.0028743557997629107,0.0028743557997629107,0.0,0.0028743557997629107,0.0,0.0032427455427495658,-0.00036838974298665506,0.0032427455427495658,0.0035894902515148375,0.0,0.0,1,0.001,1
H,8,1.0,0.0028743557997629107,0.0028743557997629107,0.0,0.0028743557997629107,0.0,0.0032427455427495658,-0.00036838974298665506,0.0032427455427495658,0.0035894902515148375,0.0,0.0,1,0.001,1
H,12,0.0,0.003192340493067519,0.003192340493067519,0.0,0.003192340493067519,0.0,0.0034432970304862642,-0.000250956537418745,0.0034432970304862642,0.0038276601729118204,0.0,0.0,1,0.001,1
H,12,0.25,0.003192340493067519,0.003192340493067519,0.0,0.003192340493067519,0.0,0.0034432970304862642,-0.000250956537418745,0.0034432970304862642,0.0038276601729118204,0.0,0.0,1,0.001,1
H,12,0.5,0.003192340493067519,0.003192340493067519,0.0,0.003192340493067519,0.0,0.0034432970304862642,-0.000250956537418745,0.0034432970304862642,0.0038276601729118204,0.0,0.0,1,0.001,1
