task,step,beta,previous_terminal_phi,tail_phi,tail_phi_abs_error,g_terminal,terminal_availability,best_successor_g,best_g_margin,best_successor_phi,best_successor_best_next_phi,best_fallback_norm,best_fallback_amp,terminal_outside_residual,residual_threshold,g_nonnegative
H,12,0.75,0.003192340493067519,0.003192340493067519,0.0,0.003192340493067519,0.0,0.0034432970304862642,-0.000250956537418745,0.0034432970304862642,0.0038276601729118204,0.0,0.0,1,0.001,1
H,12,1.0,0.003192340493067519,0.003192340493067519,0.0,0.003192340493067519,0.0,0.0034432970304862642,-0.000250956537418745,0.0034432970304862642,0.0038276601729118204,0.0,0.0,1,0.001,1
H,16,0.0,0.0026665270080821965,0.0026665270080821965,0.0,0.0026665270080821965,0.0,0.0028055014983266943,-0.00013897449024449782,0.0028055014983266943,0.0030136887006341415,0.0,0.0,1,0.001,1
H,16,0.25,0.0026665270080821965,0.0026665270080821965,0.0,0.0026665270080821965,0.0,0.0028055014983266943,-0.00013897449024449782,0.0028055014983266943,0.0030136887006341415,0.0,0.0,1,0.001,1
H,16,0.5,0.0026665270080821965,0.0026665270080821965,0.0,0.0026665270080821965,0.0,0.0028055014983266943,-0.00013897449024449782,0.0028055014983266943,0.0030136887006341415,0.0,0.0,1,0.001,1
H,16,0.75,0.0026665270080821965,0.0026665270080821965,0.0,0.0026665270080821965,0.0,0.0028055014983266943,-0.00013897449024449782,0.0028055014983266943,0.0030136887006341415,0.0,0.0,1,0.001,1
H,16,1.0,0.0026665270080821965,0.0026665270080821965,0.0,0.0026665270080821965,0.0,0.0028055014983266943,-0.00013897449024449782,0.0028055014983266943,0.0030136887006341415,0.0,0.0,1,0.001,1
H,20,0.0,0.0024684146753591527,0.0024684146753591527,0.0,0.0024684146753591527,0.0,0.0027209748546395685,-0.0002525601792804158,0.0027209748546395685,0.003030118767492568,0.0,0.0,1,0.001,1
H,20,0.25,0.0024684146753591527,0.0024684146753591527,0.0,0.0024684146753591527,0.0,0.0027209748546395685,-0.0002525601792804158,0.0027209748546395685,0.003030118767492568,0.0,0.0,1,0.001,1
H,20,0.5,0.0024684146753591527,0.0024684146753591527,0.0,0.0024684146753591527,0.0,0.0027209748546395685,-0.0002525601792804158,0.0027209748546395685,0.003030118767492568,0.0,0.0,1,0.001,1
H,20,0.75,0.0024684146753591527,0.0024684146753591527,0.0,0.0024684146753591527,0.0,0.0027209748546395685,-0.0002525601792804158,0.0027209748546395685,0.003030118767492568,0.0,0.0,1,0.001,1
H,20,1.0,0.0024684146753591527,0.0024684146753591527,0.0,0.0024684146753591527,0.0,0.0027209748546395685,-0.0002525601792804158,0.0027209748546395685,0.003030118767492568,0.0,0.0,1,0.001,1
H,24,0.0,0.0032559728318891437,0.0032559728318891437,0.0,0.0032559728318891437,0.0,0.0036602149918708513,-0.00040424215998170754,0.0036602149918708513,0.0042024733871285705,0.25,0.5,1,0.001,1
H,24,0.25,0.0032559728318891437,0.0032559728318891437,0.0,0.0032559728318891437,0.0,0.0036602149918708513,-0.00040424215998170754,0.0036602149918708513,0.0042024733871285705,0.25,0.5,1,0.001,1
H,24,0.5,0.0032559728318891437,0.0032559728318891437,0.0,0.0032559728318891437,0.0,0.0036602149918708513,-0.00040424215998170754,0.0036602149918708513,0.0042024733871285705,0.25,0.5,1,0.001,1
H,24,0.75,0.0032559728318891437,0.0032559728318891437,0.0,0.0032559728318891437,0.0,0.0036602149918708513,-0.00040424215998170754,0.0036602149918708513,0.0042024733871285705,0.25,0.5,1,0.001,1
H,24,1.0,0.0032559728318891437,0.0032559728318891437,0.0,0.0032559728318891437,0.0,0.0036602149918708513,-0.00040424215998170754,0.0036602149918708513,0.0042024733871285705,0.25,0.5,1,0.001,1
H,28,0.0,0.003602945182315173,0.003602945182315173,0.0,0.003602945182315173,0.0,0.0040734946968756375,-0.00047054951456046434,0.0040734946968756375,0.004622241548451589,0.0,0.0,1,0.001,1
H,28,0.25,0.003602945182315173,0.003602945182315173,0.0,0.003602945182315173,0.0,0.0040734946968756375,-0.00047054951456046434,0.0040734946968756375,0.004622241548451589,0.0,0.0,1,0.001,1
H,28,0.5,0.003602945182315173,0.003602945182315173,0.0,0.003602945182315173,0.0,0.0040734946968756375,-0.00047054951456046434,0.0040734946968756375,0.004622241548451589,0.0,0.0,1,0.001,1
H,28,0.75,0.003602945182315173,0.003602945182315173,0.0,0.003602945182315173,0.0,0.0040734946968756375,-0.00047054951456046434,0.0040734946968756375,0.004622241548451589,0.0,0.0,1,0.001,1
H,28,1.0,0.003602945182315173,0.003602945182315173,0.0,0.003602945182315173,0.0,0.0040734946968756375,-0.00047054951456046434,0.0040734946968756375,0.004622241548451589,0.0,0.0,1,0.001,1
H,32,0.0,0.0022767663069654318,0.0022767663069654318,0.0,0.0022767663069654318,0.0,0.0023343938919838797,-5.7627585018447947e-05,0.0023343938919838797,0.002488926598095513,0.0,0.0,1,0.001,1
H,32,0.25,0.0022767663069654318,0.0022767663069654318,0.0,0.0022767663069654318,0.0,0.0023343938919838797,-5.7627585018447947e-05,0.0023343938919838797,0.002488926598095513,0.0,0.0,1,0.001,1
H,32,0.5,0.0022767663069654318,0.0022767663069654318,0.0,0.0022767663069654318,0.0,0.0023343938919838797,-5.7627585018447947e-05,0.0023343938919838797,0.002488926598095513,0.0,0.0,1,0.001,1
H,32,0.75,0.0022767663069654318,0.0022767663069654318,0.0,0.0022767663069654318,0.0,0.0023343938919838797,-5.7627585018447947e-05,0.0023343938919838797,0.002488926598095513,0.0,0.0,1,0.001,1
H,32,1.0,0.0022767663069654318,0.0022767663069654318,0.0,0.0022767663069654318,0.0,0.00230516251471017,-2.8396207744738056e-05,0.007920220930230273,0.00230516251471017,4.0,2.0,1,0.001,1
H,36,0.0,0.0005383862094744951,0.0005383862094744951,0.0,0.0005383862094744951,5.3704965189721454e-05,0.00048468124428477366,5.3704965189721454e-05,0.00048468124428477366,0.0005212510153152355,0.0,0.0,0,0.001,1
H,36,0.25,0.0005383862094744951,0.0005383862094744951,0.0,0.0005249599681770648,5.3704965189721454e-05,0.00048468124428477366,4.027872389229109e-05,0.00048468124428477366,0.0005212510153152355,0.0,0.0,0,0.001,1
H,36,0.5,0.0005383862094744951,0.0005383862094744951,0.0,0.0005115337268796344,5.3704965189721454e-05,0.00048468124428477366,2.6852482594860727e-05,0.00048468124428477366,0.0005212510153152355,0.0,0.0,0,0.001,1
H,36,0.75,0.0005383862094744951,0.0005383862094744951,0.0,0.000498107485582204,5.3704965189721454e-05,0.00048468124428477366,1.3426241297430364e-05,0.00048468124428477366,0.0005212510153152355,0.0,0.0,0,0.001,1
H,36,1.0,0.0005383862094744951,0.0005383862094744951,0.0,0.00048468124428477366,5.3704965189721454e-05,0.00048468124428477366,0.0,0.00048468124428477366,0.0005212510153152355,0.0,0.0,0,0.001,1
H,40,0.0,0.0007163572882430413,0.0007163572882430413,0.0,0.0007163572882430413,0.0,0.0009093636286839832,-0.00019300634044094184,0.0009093636286839832,0.001157663583960862,0.0,0.0,0,0.001,1
H,40,0.25,0.0007163572882430413,0.0007163572882430413,0.0,0.0007163572882430413,0.0,0.0009093636286839832,-0.00019300634044094184,0.0009093636286839832,0.001157663583960862,0.0,0.0,0,0.001,1
H,40,0.5,0.0007163572882430413,0.0007163572882430413,0.0,0.0007163572882430413,0.0,0.0009093636286839832,-0.00019300634044094184,0.0009093636286839832,0.001157663583960862,0.0,0.0,0,0.001,1
H,40,0.75,0.0007163572882430413,0.0007163572882430413,0.0,0.0007163572882430413,0.0,0.0009093636286839832,-0.00019300634044094184,0.0009093636286839832,0.001157663583960862,0.0,0.0,0,0.001,1
H,40,1.0,0.0007163572882430413,0.0007163572882430413,0.0,0.0007163572882430413,0.0,0.0009093636286839832,-0.00019300634044094184,0.0009093636286839832,0.001157663583960862,0.0,0.0,0,0.001,1
H,44,0.0,0.0015827777620372602,0.0015827777620372602,0.0,0.0015827777620372602,0.0,0.001840113479584904,-0.00025733571754764373,0.001840113479584904,0.0021157095142202292,4.0,2.0,1,0.001,1
H,44,0.25,0.0015827777620372602,0.0015827777620372602,0.0,0.0015827777620372602,0.0,0.001840113479584904,-0.00025733571754764373,0.001840113479584904,0.0021157095142202292,4.0,2.0,1,0.001,1
H,44,0.5,0.0015827777620372602,0.0015827777620372602,0.0,0.0015827777620372602,0.0,0.001840113479584904,-0.00025733571754764373,0.001840113479584904,0.0021157095142202292,4.0,2.0,1,0.001,1
H,44,0.75,0.0015827777620372602,0.0015827777620372602,0.0,0.0015827777620372602,0.0,0.001840113479584904,-0.00025733571754764373,0.001840113479584904,0.0021157095142202292,4.0,2.0,1,0.001,1
H,44,1.0,0.0015827777620372602,0.0015827777620372602,0.0,0.0015827777620372602,0.0,0.001840113479584904,-0.00025733571754764373,0.001840113479584904,0.0021157095142202292,4.0,2.0,1,0.001,1
H,48,0.0,0.0018010443037402013,0.0018010443037402013,0.0,0.0018010443037402013,0.0,0.001999997146158443,-0.00019895284241824157,0.001999997146158443,0.0022233100577139647,0.0,0.0,1,0.001,1
H,48,0.25,0.0018010443037402013,0.0018010443037402013,0.0,0.0018010443037402013,0.0,0.001999997146158443,-0.00019895284241824157,0.001999997146158443,0.0022233100577139647,0.0,0.0,1,0.001,1
H,48,0.5,0.0018010443037402013,0.0018010443037402013,0.0,0.0018010443037402013,0.0,0.001999997146158443,-0.00019895284241824157,0.001999997146158443,0.0022233100577139647,0.0,0.0,1,0.001,1
H,48,0.75,0.0018010443037402013,0.0018010443037402013,0.0,0.0018010443037402013,0.0,0.001999997146158443,-0.00019895284241824157,0.001999997146158443,0.0022233100577139647,0.0,0.0,1,0.001,1
H,48,1.0,0.0018010443037402013,0.0018010443037402013,0.0,0.0018010443037402013,0.0,0.001999997146158443,-0.00019895284241824157,0.001999997146158443,0.0022233100577139647,0.0,0.0,1,0.001,1
H,52,0.0,0.0024917847762973705,0.0024917847762973705,0.0,0.0024917847762973705,0.0,0.002860169668953333,-0.0003683848926559624,0.002860169668953333,0.0033108047741384483,0.0,0.0,1,0.001,1
H,52,0.25,0.0024917847762973705,0.0024917847762973705,0.0,0.0024917847762973705,0.0,0.002860169668953333,-0.0003683848926559624,0.002860169668953333,0.0033108047741384483,0.0,0.0,1,0.001,1
H,52,0.5,0.0024917847762973705,0.0024917847762973705,0.0,0.0024917847762973705,0.0,0.002860169668953333,-0.0003683848926559624,0.002860169668953333,0.0033108047741384483,0.0,0.0,1,0.001,1
H,52,0.75,0.0024917847762973705,0.0024917847762973705,0.0,0.0024917847762973705,0.0,0.002860169668953333,-0.0003683848926559624,0.002860169668953333,0.0033108047741384483,0.0,0.0,1,0.001,1
H,52,1.0,0.0024917847762973705,0.0024917847762973705,0.0,0.0024917847762973705,0.0,0.002860169668953333,-0.0003683848926559624,0.002860169668953333,0.0033108047741384483,0.0,0.0,1,0.001,1
H,56,0.0,0.003267179317727298,0.003267179317727298,0.0,0.003267179317727298,0.0,0.0034713219392027844,-0.00020414262147548656,0.0034713219392027844,0.0037745315127634405,0.0,0.0,1,0.001,1
H,56,0.25,0.003267179317727298,0.003267179317727298,0.0,0.003267179317727298,0.0,0.0034713219392027844,-0.00020414262147548656,0.0034713219392027844,0.0037745315127634405,0.0,0.0,1,0.001,1
H,56,0.5,0.003267179317727298,0.003267179317727298,0.0,0.003267179317727298,0.0,0.0034713219392027844,-0.00020414262147548656,0.0034713219392027844,0.0037745315127634405,0.0,0.0,1,0.001,1
H,56,0.75,0.003267179317727298,0.003267179317727298,0.0,0.003267179317727298,0.0,0.0034713219392027844,-0.00020414262147548656,0.0034713219392027844,0.0037745315127634405,0.0,0.0,1,0.001,1
H,56,1.0,0.003267179317727298,0.003267179317727298,0.0,0.003267179317727298,0.0,0.0034713219392027844,-0.00020414262147548656,0.0034713219392027844,0.0037745315127634405,0.0,0.0,1,0.001,1
H,60,0.0,0.0031674159010478264,0.0031674159010478264,0.0,0.0031674159010478264,0.0,0.003324837719154067,-0.00015742181810624034,0.003324837719154067,0.0035446020292018154,0.0,0.0,1,0.001,1
H,60,0.25,0.0031674159010478264,0.0031674159010478264,0.0,0.0031674159010478264,0.0,0.003324837719154067,-0.00015742181810624034,0.003324837719154067,0.0035446020292018154,0.0,0.0,1,0.001,1
H,60,0.5,0.0031674159010478264,0.0031674159010478264,0.0,0.0031674159010478264,0.0,0.003324837719154067,-0.00015742181810624034,0.003324837719154067,0.0035446020292018154,0.0,0.0,1,0.001,1
H,60,0.75,0.0031674159010478264,0.0031674159010478264,0.0,0.0031674159010478264,0.0,0.003324837719154067,-0.00015742181810624034,0.003324837719154067,0.0035446020292018154,0.0,0.0,1,0.001,1
H,60,1.0,0.0031674159010478264,0.0031674159010478264,0.0,0.0031674159010478264,0.0,0.003324837719154067,-0.00015742181810624034,0.003324837719154067,0.0035446020292018154,0.0,0.0,1,0.001,1
H,64,0.0,0.0034267862317033243,0.0034267862317033243,0.0,0.0034267862317033243,0.0,0.0037003737479548715,-0.0002735875162515472,0.0037003737479548715,0.003998138136967824,9.0,3.0,1,0.001,1
H,64,0.25,0.0034267862317033243,0.0034267862317033243,0.0,0.0034267862317033243,0.0,0.0037003737479548715,-0.0002735875162515472,0.0037003737479548715,0.003998138136967824,9.0,3.0,1,0.001,1
H,64,0.5,0.0034267862317033243,0.0034267862317033243,0.0,0.0034267862317033243,0.0,0.0037003737479548715,-0.0002735875162515472,0.0037003737479548715,0.003998138136967824,9.0,3.0,1,0.001,1
H,64,0.75,0.0034267862317033243,0.0034267862317033243,0.0,0.0034267862317033243,0.0,0.0037003737479548715,-0.0002735875162515472,0.0037003737479548715,0.003998138136967824,9.0,3.0,1,0.001,1
H,64,1.0,0.0034267862317033243,0.0034267862317033243,0.0,0.0034267862317033243,0.0,0.0037003737479548715,-0.0002735875162515472,0.0037003737479548715,0.003998138136967824,9.0,3.0,1,0.001,1
H,68,0.0,0.004256569003680467,0.004256569003680467,0.0,0.004256569003680467,0.0,0.004775130217620764,-0.0005185612139402968,0.004775130217620764,0.005390696862841313,0.0,0.0,1,0.001,1
H,68,0.25,0.004256569003680467,0.004256569003680467,0.0,0.004256569003680467,0.0,0.004775130217620764,-0.0005185612139402968,0.004775130217620764,0.005390696862841313,0.0,0.0,1,0.001,1
H,68,0.5,0.004256569003680467,0.004256569003680467,0.0,0.004256569003680467,0.0,0.004775130217620764,-0.0005185612139402968,0.004775130217620764,0.005390696862841313,0.0,0.0,1,0.001,1
H,68,0.75,0.004256569003680467,0.004256569003680467,0.0,0.004256569003680467,0.0,0.004775130217620764,-0.0005185612139402968,0.004775130217620764,0.005390696862841313,0.0,0.0,1,0.001,1
H,68,1.0,0.004256569003680467,0.004256569003680467,0.0,0.004256569003680467,0.0,0.004644868723781802,-0.0003882997201013344,0.0068583373876915585,0.004644868723781802,15.999999999999996,3.9999999999999996,1,0.001,1
H,72,0.0,0.005048834765932798,0.005048834765932798,0.0,0.005048834765932798,0.0,0.005342994848389605,-0.0002941600824568069,0.005342994848389605,0.005774018690397412,0.0,0.0,1,0.001,1
H,72,0.25,0.005048834765932798,0.005048834765932798,0.0,0.005048834765932798,0.0,0.005342994848389605,-0.0002941600824568069,0.005342994848389605,0.005774018690397412,0.0,0.0,1,0.001,1
H,72,0.5,0.005048834765932798,0.005048834765932798,0.0,0.005048834765932798,0.0,0.005342994848389605,-0.0002941600824568069,0.005342994848389605,0.005774018690397412,0.0,0.0,1,0.001,1
H,72,0.75,0.005048834765932798,0.005048834765932798,0.0,0.005048834765932798,0.0,0.005342994848389605,-0.0002941600824568069,0.005342994848389605,0.005774018690397412,0.0,0.0,1,0.001,1
H,72,1.0,0.005048834765932798,0.005048834765932798,0.0,0.005048834765932798,0.0,0.0051012530068533304,-5.2418240920532044e-05,0.008918126698031083,0.0051012530068533304,4.0,2.0,1,0.001,1
H,76,0.0,0.003920708478382599,0.003920708478382599,0.0,0.003920708478382599,0.00015578358362951933,0.00376492489475308,0.00015578358362951933,0.00376492489475308,0.003599178427695922,0.0,0.0,1,0.001,1
H,76,0.25,0.003920708478382599,0.003920708478382599,0.0,0.0038817625824752195,0.00015578358362951933,0.0037234882779887905,0.00015827430448642904,0.00376492489475308,0.003599178427695922,0.0,0.0,1,0.001,1
H,76,0.5,0.003920708478382599,0.003920708478382599,0.0,0.0038428166865678397,0.00015578358362951933,0.003682051661224501,0.00016076502534333875,0.00376492489475308,0.003599178427695922,0.0,0.0,1,0.001,1
H,76,0.75,0.003920708478382599,0.003920708478382599,0.0,0.00380387079066046,0.00015578358362951933,0.003639918683997658,0.00016395210666280205,0.0038227857748351912,0.0035789629870518133,0.24999999999999994,0.49999999999999994,1,0.001,1
H,76,1.0,0.003920708478382599,0.003920708478382599,0.0,0.00376492489475308,0.00015578358362951933,0.00325176789356324,0.0005131570011898401,0.012664672951671029,0.00325176789356324,0.9999999999999998,0.9999999999999999,1,0.001,1
H,80,0.0,0.0029938612704395323,0.0029938612704395323,0.0,0.0029938612704395323,0.00011751960242793735,0.002876341668011595,0.00011751960242793735,0.002876341668011595,0.002833017948371923,0.0,0.0,1,0.001,1
H,80,0.25,0.0029938612704395323,0.0029938612704395323,0.0,0.002964481369832548,0.00011751960242793735,0.002865510738101677,9.897063173087105e-05,0.002876341668011595,0.002833017948371923,0.0,0.0,1,0.001,1
H,80,0.5,0.0029938612704395323,0.0029938612704395323,0.0,0.0029351014692255636,0.00011751960242793735,0.002854679808191759,8.042166103380474e-05,0.002876341668011595,0.002833017948371923,0.0,0.0,1,0.001,1
H,80,0.75,0.0029938612704395323,0.0029938612704395323,0.0,0.0029057215686185793,0.00011751960242793735,0.002843848878281841,6.187269033673844e-05,0.002876341668011595,0.002833017948371923,0.0,0.0,1,0.001,1
H,80,1.0,0.0029938612704395323,0.0029938612704395323,0.0,0.002876341668011595,0.00011751960242793735,0.002564731175987968,0.00031161049202362706,0.011904563331054108,0.002564731175987968,4.0,2.0,1,0.001,1
H,84,0.0,0.002051168001456105,0.002051168001456105,0.0,0.002051168001456105,0.0,0.0022424981071053965,-0.00019133010564929137,0.0022424981071053965,0.002526539195955496,0.0,0.0,1,0.001,1
H,84,0.25,0.002051168001456105,0.002051168001456105,0.0,0.002051168001456105,0.0,0.0022424981071053965,-0.00019133010564929137,0.0022424981071053965,0.002526539195955496,0.0,0.0,1,0.001,1
H,84,0.5,0.002051168001456105,0.002051168001456105,0.0,0.002051168001456105,0.0,0.0022424981071053965,-0.00019133010564929137,0.0022424981071053965,0.002526539195955496,0.0,0.0,1,0.001,1
H,84,0.75,0.002051168001456105,0.002051168001456105,0.0,0.002051168001456105,0.0,0.0022424981071053965,-0.00019133010564929137,0.0022424981071053965,0.002526539195955496,0.0,0.0,1,0.001,1
H,84,1.0,0.002051168001456105,0.002051168001456105,0.0,0.002051168001456105,0.0,0.0022424981071053965,-0.00019133010564929137,0.0022424981071053965,0.002526539195955496,0.0,0.0,1,0.001,1
H,88,0.0,0.0030091121457701334,0.0030091121457701334,0.0,0.0030091121457701334,0.0,0.0035149359828136745,-0.0005058238370435411,0.0035149359828136745,0.004109072430545535,0.0,0.0,1,0.001,1
H,88,0.25,0.0030091121457701334,0.0030091121457701334,0.0,0.0030091121457701334,0.0,0.0035149359828136745,-0.0005058238370435411,0.0035149359828136745,0.004109072430545535,0.0,0.0,1,0.001,1
H,88,0.5,0.0030091121457701334,0.0030091121457701334,0.0,0.0030091121457701334,0.0,0.0035149359828136745,-0.0005058238370435411,0.0035149359828136745,0.004109072430545535,0.0,0.0,1,0.001,1
H,88,0.75,0.0030091121457701334,0.0030091121457701334,0.0,0.0030091121457701334,0.0,0.0035149359828136745,-0.0005058238370435411,0.0035149359828136745,0.004109072430545535,0.0,0.0,1,0.001,1
H,88,1.0,0.0030091121457701334,0.0030091121457701334,0.0,0.0030091121457701334,0.0,0.0035149359828136745,-0.0005058238370435411,0.0035149359828136745,0.004109072430545535,0.0,0.0,1,0.001,1
H,92,0.0,0.0037639828117880594,0.0037639828117880594,0.0,0.0037639828117880594,0.0,0.004124961970196933,-0.0003609791584088737,0.004124961970196933,0.004489083041957928,0.25,0.5,1,0.001,1
H,92,0.25,0.0037639828117880594,0.0037639828117880594,0.0,0.0037639828117880594,0.0,0.004124961970196933,-0.0003609791584088737,0.004124961970196933,0.004489083041957928,0.25,0.5,1,0.001,1
H,92,0.5,0.0037639828117880594,0.0037639828117880594,0.0,0.0037639828117880594,0.0,0.004124961970196933,-0.0003609791584088737,0.004124961970196933,0.004489083041957928,0.25,0.5,1,0.001,1
H,92,0.75,0.0037639828117880594,0.0037639828117880594,0.0,0.0037639828117880594,0.0,0.004124961970196933,-0.0003609791584088737,0.004124961970196933,0.004489083041957928,0.25,0.5,1,0.001,1
H,92,1.0,0.0037639828117880594,0.0037639828117880594,0.0,0.0037639828117880594,0.0,0.0036898134910509778,7.416932073708166e-05,0.008708576012381175,0.0036898134910509778,16.0,4.0,1,0.001,1
H,96,0.0,0.002437296939859314,0.002437296939859314,0.0,0.002437296939859314,0.0,0.0024715173700283963,-3.422043016908238e-05,0.0024715173700283963,0.0025725379638741885,0.0,0.0,1,0.001,1
H,96,0.25,0.002437296939859314,0.002437296939859314,0.0,0.002437296939859314,0.0,0.0024715173700283963,-3.422043016908238e-05,0.0024715173700283963,0.0025725379638741885,0.0,0.0,1,0.001,1
H,96,0.5,0.002437296939859314,0.002437296939859314,0.0,0.002437296939859314,0.0,0.0024715173700283963,-3.422043016908238e-05,0.0024715173700283963,0.0025725379638741885,0.0,0.0,1,0.001,1
H,96,0.75,0.002437296939859314,0.002437296939859314,0.0,0.002437296939859314,0.0,0.0024715173700283963,-3.422043016908238e-05,0.0024715173700283963,0.0025725379638741885,0.0,0.0,1,0.001,1
H,96,1.0,0.002437296939859314,0.002437296939859314,0.0,0.002437296939859314,0.0,0.0022102363942700584,0.00022706054558925548,0.010146220790729223,0.0022102363942700584,3.999999999999999,1.9999999999999998,1,0.001,1
