task,disorder_strength,seed,score_mode,train_points_per_axis,train_net_points,eval_points_per_axis,eval_net_points,final_fidelity,pulse_energy,shifted_selected_fraction,design_seconds
Z,0.0,40,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,41,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,42,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,43,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,44,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,45,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,46,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,47,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,48,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,49,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,50,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,51,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,52,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,53,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,54,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,55,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,56,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,57,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,58,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.0,59,max_net,13,2145,13,2145,0.9987033278466638,4.285,0.08080808080808081,146.04896258190274
Z,0.02,10,max_net,13,2145,13,2145,0.9991218033324012,4.285,0.08080808080808081,146.04896258190274
Z,0.02,11,max_net,13,2145,13,2145,0.9973488369709218,4.285,0.08080808080808081,146.04896258190274
Z,0.02,12,max_net,13,2145,13,2145,0.9974307667134827,4.285,0.08080808080808081,146.04896258190274
Z,0.02,13,max_net,13,2145,13,2145,0.9988091047087355,4.285,0.08080808080808081,146.04896258190274
Z,0.02,14,max_net,13,2145,13,2145,0.9991279411367817,4.285,0.08080808080808081,146.04896258190274
Z,0.02,15,max_net,13,2145,13,2145,0.9986285714578975,4.285,0.08080808080808081,146.04896258190274
Z,0.02,16,max_net,13,2145,13,2145,0.9973825769511895,4.285,0.08080808080808081,146.04896258190274
Z,0.02,17,max_net,13,2145,13,2145,0.9986885340714939,4.285,0.08080808080808081,146.04896258190274
Z,0.02,18,max_net,13,2145,13,2145,0.9986027866254191,4.285,0.08080808080808081,146.04896258190274
Z,0.02,19,max_net,13,2145,13,2145,0.9976987962983607,4.285,0.08080808080808081,146.04896258190274
Z,0.02,20,max_net,13,2145,13,2145,0.9973057236431554,4.285,0.08080808080808081,146.04896258190274
Z,0.02,21,max_net,13,2145,13,2145,0.9989298151305382,4.285,0.08080808080808081,146.04896258190274
Z,0.02,22,max_net,13,2145,13,2145,0.9991646756296303,4.285,0.08080808080808081,146.04896258190274
Z,0.02,23,max_net,13,2145,13,2145,0.9984022673816524,4.285,0.08080808080808081,146.04896258190274
Z,0.02,24,max_net,13,2145,13,2145,0.9988540847526987,4.285,0.08080808080808081,146.04896258190274
Z,0.02,25,max_net,13,2145,13,2145,0.9990132167654125,4.285,0.08080808080808081,146.04896258190274
Z,0.02,26,max_net,13,2145,13,2145,0.9987288727337297,4.285,0.08080808080808081,146.04896258190274
Z,0.02,27,max_net,13,2145,13,2145,0.9977163107327673,4.285,0.08080808080808081,146.04896258190274
Z,0.02,28,max_net,13,2145,13,2145,0.9987107331580473,4.285,0.08080808080808081,146.04896258190274
Z,0.02,29,max_net,13,2145,13,2145,0.9988827883728914,4.285,0.08080808080808081,146.04896258190274
Z,0.02,30,max_net,13,2145,13,2145,0.9987054891327681,4.285,0.08080808080808081,146.04896258190274
Z,0.02,31,max_net,13,2145,13,2145,0.9974390952494224,4.285,0.08080808080808081,146.04896258190274
Z,0.02,32,max_net,13,2145,13,2145,0.9982233967138322,4.285,0.08080808080808081,146.04896258190274
Z,0.02,33,max_net,13,2145,13,2145,0.9983622871108455,4.285,0.08080808080808081,146.04896258190274
Z,0.02,34,max_net,13,2145,13,2145,0.997934164622051,4.285,0.08080808080808081,146.04896258190274
Z,0.02,35,max_net,13,2145,13,2145,0.9975765566992636,4.285,0.08080808080808081,146.04896258190274
Z,0.02,36,max_net,13,2145,13,2145,0.998869110759828,4.285,0.08080808080808081,146.04896258190274
Z,0.02,37,max_net,13,2145,13,2145,0.9990537291145623,4.285,0.08080808080808081,146.04896258190274
Z,0.02,38,max_net,13,2145,13,2145,0.9983007135696289,4.285,0.08080808080808081,146.04896258190274
Z,0.02,39,max_net,13,2145,13,2145,0.9974848118634092,4.285,0.08080808080808081,146.04896258190274
Z,0.02,40,max_net,13,2145,13,2145,0.9991216540591439,4.285,0.08080808080808081,146.04896258190274
Z,0.02,41,max_net,13,2145,13,2145,0.9984866381302178,4.285,0.08080808080808081,146.04896258190274
Z,0.02,42,max_net,13,2145,13,2145,0.9985461417139896,4.285,0.08080808080808081,146.04896258190274
Z,0.02,43,max_net,13,2145,13,2145,0.9987993190965871,4.285,0.08080808080808081,146.04896258190274
Z,0.02,44,max_net,13,2145,13,2145,0.9982824765208101,4.285,0.08080808080808081,146.04896258190274
Z,0.02,45,max_net,13,2145,13,2145,0.9988224695309785,4.285,0.08080808080808081,146.04896258190274
Z,0.02,46,max_net,13,2145,13,2145,0.9984084483634523,4.285,0.08080808080808081,146.04896258190274
Z,0.02,47,max_net,13,2145,13,2145,0.9991996685974864,4.285,0.08080808080808081,146.04896258190274
Z,0.02,48,max_net,13,2145,13,2145,0.9979547860089925,4.285,0.08080808080808081,146.04896258190274
Z,0.02,49,max_net,13,2145,13,2145,0.9979223809382899,4.285,0.08080808080808081,146.04896258190274
Z,0.02,50,max_net,13,2145,13,2145,0.9982253663054652,4.285,0.08080808080808081,146.04896258190274
Z,0.02,51,max_net,13,2145,13,2145,0.9988429434371966,4.285,0.08080808080808081,146.04896258190274
Z,0.02,52,max_net,13,2145,13,2145,0.9985307155654852,4.285,0.08080808080808081,146.04896258190274
Z,0.02,53,max_net,13,2145,13,2145,0.9982932248230245,4.285,0.08080808080808081,146.04896258190274
Z,0.02,54,max_net,13,2145,13,2145,0.9977789293492118,4.285,0.08080808080808081,146.04896258190274
Z,0.02,55,max_net,13,2145,13,2145,0.9990697352820568,4.285,0.08080808080808081,146.04896258190274
Z,0.02,56,max_net,13,2145,13,2145,0.9974346461989698,4.285,0.08080808080808081,146.04896258190274
Z,0.02,57,max_net,13,2145,13,2145,0.997317806795547,4.285,0.08080808080808081,146.04896258190274
Z,0.02,58,max_net,13,2145,13,2145,0.9991990309287685,4.285,0.08080808080808081,146.04896258190274
Z,0.02,59,max_net,13,2145,13,2145,0.9973764287182245,4.285,0.08080808080808081,146.04896258190274
Z,0.05,10,max_net,13,2145,13,2145,0.998720444472464,4.285,0.08080808080808081,146.04896258190274
Z,0.05,11,max_net,13,2145,13,2145,0.9936885638556594,4.285,0.08080808080808081,146.04896258190274
Z,0.05,12,max_net,13,2145,13,2145,0.9940236674089711,4.285,0.08080808080808081,146.04896258190274
Z,0.05,13,max_net,13,2145,13,2145,0.9988305378934823,4.285,0.08080808080808081,146.04896258190274
Z,0.05,14,max_net,13,2145,13,2145,0.9979300713661332,4.285,0.08080808080808081,146.04896258190274
Z,0.05,15,max_net,13,2145,13,2145,0.9978889486365026,4.285,0.08080808080808081,146.04896258190274
Z,0.05,16,max_net,13,2145,13,2145,0.9936826169027171,4.285,0.08080808080808081,146.04896258190274
Z,0.05,17,max_net,13,2145,13,2145,0.9978441869859405,4.285,0.08080808080808081,146.04896258190274
Z,0.05,18,max_net,13,2145,13,2145,0.9981635853865773,4.285,0.08080808080808081,146.04896258190274
Z,0.05,19,max_net,13,2145,13,2145,0.995039403172785,4.285,0.08080808080808081,146.04896258190274
Z,0.05,20,max_net,13,2145,13,2145,0.9934594402192681,4.285,0.08080808080808081,146.04896258190274
Z,0.05,21,max_net,13,2145,13,2145,0.9988584017345448,4.285,0.08080808080808081,146.04896258190274
Z,0.05,22,max_net,13,2145,13,2145,0.9986773248378433,4.285,0.08080808080808081,146.04896258190274
Z,0.05,23,max_net,13,2145,13,2145,0.9972896132441402,4.285,0.08080808080808081,146.04896258190274
Z,0.05,24,max_net,13,2145,13,2145,0.9980184875959619,4.285,0.08080808080808081,146.04896258190274
Z,0.05,25,max_net,13,2145,13,2145,0.9979994404077877,4.285,0.08080808080808081,146.04896258190274
Z,0.05,26,max_net,13,2145,13,2145,0.9983707898441465,4.285,0.08080808080808081,146.04896258190274
Z,0.05,27,max_net,13,2145,13,2145,0.9951478322868965,4.285,0.08080808080808081,146.04896258190274
Z,0.05,28,max_net,13,2145,13,2145,0.9981571115509034,4.285,0.08080808080808081,146.04896258190274
Z,0.05,29,max_net,13,2145,13,2145,0.9986351462166283,4.285,0.08080808080808081,146.04896258190274
Z,0.05,30,max_net,13,2145,13,2145,0.9979256922944071,4.285,0.08080808080808081,146.04896258190274
Z,0.05,31,max_net,13,2145,13,2145,0.9938739056661442,4.285,0.08080808080808081,146.04896258190274
Z,0.05,32,max_net,13,2145,13,2145,0.9968599834196274,4.285,0.08080808080808081,146.04896258190274
Z,0.05,33,max_net,13,2145,13,2145,0.9975992439140384,4.285,0.08080808080808081,146.04896258190274
Z,0.05,34,max_net,13,2145,13,2145,0.9959790602342449,4.285,0.08080808080808081,146.04896258190274
Z,0.05,35,max_net,13,2145,13,2145,0.9943818938091659,4.285,0.08080808080808081,146.04896258190274
Z,0.05,36,max_net,13,2145,13,2145,0.9984235969005166,4.285,0.08080808080808081,146.04896258190274
Z,0.05,37,max_net,13,2145,13,2145,0.9978933390739582,4.285,0.08080808080808081,146.04896258190274
Z,0.05,38,max_net,13,2145,13,2145,0.997078237176855,4.285,0.08080808080808081,146.04896258190274
Z,0.05,39,max_net,13,2145,13,2145,0.9942559403146702,4.285,0.08080808080808081,146.04896258190274
Z,0.05,40,max_net,13,2145,13,2145,0.9987161655717348,4.285,0.08080808080808081,146.04896258190274
Z,0.05,41,max_net,13,2145,13,2145,0.9975161801702233,4.285,0.08080808080808081,146.04896258190274
Z,0.05,42,max_net,13,2145,13,2145,0.9981862308661187,4.285,0.08080808080808081,146.04896258190274
Z,0.05,43,max_net,13,2145,13,2145,0.998610308429096,4.285,0.08080808080808081,146.04896258190274
Z,0.05,44,max_net,13,2145,13,2145,0.997039039112504,4.285,0.08080808080808081,146.04896258190274
Z,0.05,45,max_net,13,2145,13,2145,0.9985256732187728,4.285,0.08080808080808081,146.04896258190274
Z,0.05,46,max_net,13,2145,13,2145,0.9977047993470161,4.285,0.08080808080808081,146.04896258190274
Z,0.05,47,max_net,13,2145,13,2145,0.9988207481275272,4.285,0.08080808080808081,146.04896258190274
Z,0.05,48,max_net,13,2145,13,2145,0.9960780876353728,4.285,0.08080808080808081,146.04896258190274
Z,0.05,49,max_net,13,2145,13,2145,0.9959587738222799,4.285,0.08080808080808081,146.04896258190274
Z,0.05,50,max_net,13,2145,13,2145,0.99711996655297,4.285,0.08080808080808081,146.04896258190274
Z,0.05,51,max_net,13,2145,13,2145,0.9984922198960298,4.285,0.08080808080808081,146.04896258190274
Z,0.05,52,max_net,13,2145,13,2145,0.9976957452729743,4.285,0.08080808080808081,146.04896258190274
Z,0.05,53,max_net,13,2145,13,2145,0.9973253790662947,4.285,0.08080808080808081,146.04896258190274
Z,0.05,54,max_net,13,2145,13,2145,0.9951439970602702,4.285,0.08080808080808081,146.04896258190274
Z,0.05,55,max_net,13,2145,13,2145,0.9990709460575886,4.285,0.08080808080808081,146.04896258190274
Z,0.05,56,max_net,13,2145,13,2145,0.993880508272271,4.285,0.08080808080808081,146.04896258190274
Z,0.05,57,max_net,13,2145,13,2145,0.9935712009602711,4.285,0.08080808080808081,146.04896258190274
Z,0.05,58,max_net,13,2145,13,2145,0.9987421701773094,4.285,0.08080808080808081,146.04896258190274
Z,0.05,59,max_net,13,2145,13,2145,0.9936915671375267,4.285,0.08080808080808081,146.04896258190274
Z,0.08,10,max_net,13,2145,13,2145,0.9970102434703675,4.285,0.08080808080808081,146.04896258190274
Z,0.08,11,max_net,13,2145,13,2145,0.98797967264731,4.285,0.08080808080808081,146.04896258190274
Z,0.08,12,max_net,13,2145,13,2145,0.9887111439034824,4.285,0.08080808080808081,146.04896258190274
Z,0.08,13,max_net,13,2145,13,2145,0.9987088642371638,4.285,0.08080808080808081,146.04896258190274
Z,0.08,14,max_net,13,2145,13,2145,0.9943997796145274,4.285,0.08080808080808081,146.04896258190274
Z,0.08,15,max_net,13,2145,13,2145,0.9963723880677697,4.285,0.08080808080808081,146.04896258190274
Z,0.08,16,max_net,13,2145,13,2145,0.9878800023136511,4.285,0.08080808080808081,146.04896258190274
Z,0.08,17,max_net,13,2145,13,2145,0.9960065399965421,4.285,0.08080808080808081,146.04896258190274
Z,0.08,18,max_net,13,2145,13,2145,0.9973874861510603,4.285,0.08080808080808081,146.04896258190274
Z,0.08,19,max_net,13,2145,13,2145,0.9908584096775002,4.285,0.08080808080808081,146.04896258190274
Z,0.08,20,max_net,13,2145,13,2145,0.9874454131459418,4.285,0.08080808080808081,146.04896258190274
Z,0.08,21,max_net,13,2145,13,2145,0.998355929746078,4.285,0.08080808080808081,146.04896258190274
Z,0.08,22,max_net,13,2145,13,2145,0.9966921494143834,4.285,0.08080808080808081,146.04896258190274
Z,0.08,23,max_net,13,2145,13,2145,0.9953545036227052,4.285,0.08080808080808081,146.04896258190274
Z,0.08,24,max_net,13,2145,13,2145,0.9958907314828642,4.285,0.08080808080808081,146.04896258190274
Z,0.08,25,max_net,13,2145,13,2145,0.9951450429265296,4.285,0.08080808080808081,146.04896258190274
Z,0.08,26,max_net,13,2145,13,2145,0.9975534523935214,4.285,0.08080808080808081,146.04896258190274
Z,0.08,27,max_net,13,2145,13,2145,0.9911464907634706,4.285,0.08080808080808081,146.04896258190274
Z,0.08,28,max_net,13,2145,13,2145,0.996836563694181,4.285,0.08080808080808081,146.04896258190274
Z,0.08,29,max_net,13,2145,13,2145,0.9977068378369545,4.285,0.08080808080808081,146.04896258190274
Z,0.08,30,max_net,13,2145,13,2145,0.9962053132821376,4.285,0.08080808080808081,146.04896258190274
Z,0.08,31,max_net,13,2145,13,2145,0.9882801648654354,4.285,0.08080808080808081,146.04896258190274
Z,0.08,32,max_net,13,2145,13,2145,0.9946731817471919,4.285,0.08080808080808081,146.04896258190274
Z,0.08,33,max_net,13,2145,13,2145,0.9964372933187328,4.285,0.08080808080808081,146.04896258190274
Z,0.08,34,max_net,13,2145,13,2145,0.9929740088728644,4.285,0.08080808080808081,146.04896258190274
Z,0.08,35,max_net,13,2145,13,2145,0.9893248853322394,4.285,0.08080808080808081,146.04896258190274
Z,0.08,36,max_net,13,2145,13,2145,0.997071617758997,4.285,0.08080808080808081,146.04896258190274
Z,0.08,37,max_net,13,2145,13,2145,0.9946066588154319,4.285,0.08080808080808081,146.04896258190274
Z,0.08,38,max_net,13,2145,13,2145,0.9950521343757455,4.285,0.08080808080808081,146.04896258190274
Z,0.08,39,max_net,13,2145,13,2145,0.9892307907355743,4.285,0.08080808080808081,146.04896258190274
Z,0.08,40,max_net,13,2145,13,2145,0.9970024587265932,4.285,0.08080808080808081,146.04896258190274
Z,0.08,41,max_net,13,2145,13,2145,0.9956631122306343,4.285,0.08080808080808081,146.04896258190274
Z,0.08,42,max_net,13,2145,13,2145,0.9976368865821899,4.285,0.08080808080808081,146.04896258190274
Z,0.08,43,max_net,13,2145,13,2145,0.9980613349551142,4.285,0.08080808080808081,146.04896258190274
Z,0.08,44,max_net,13,2145,13,2145,0.9949935197294179,4.285,0.08080808080808081,146.04896258190274
Z,0.08,45,max_net,13,2145,13,2145,0.997668380258693,4.285,0.08080808080808081,146.04896258190274
Z,0.08,46,max_net,13,2145,13,2145,0.9965859793523892,4.285,0.08080808080808081,146.04896258190274
Z,0.08,47,max_net,13,2145,13,2145,0.9971009383823826,4.285,0.08080808080808081,146.04896258190274
Z,0.08,48,max_net,13,2145,13,2145,0.9931507632756089,4.285,0.08080808080808081,146.04896258190274
Z,0.08,49,max_net,13,2145,13,2145,0.9929388063129287,4.285,0.08080808080808081,146.04896258190274
Z,0.08,50,max_net,13,2145,13,2145,0.9954209114050463,4.285,0.08080808080808081,146.04896258190274
Z,0.08,51,max_net,13,2145,13,2145,0.9974634660252555,4.285,0.08080808080808081,146.04896258190274
Z,0.08,52,max_net,13,2145,13,2145,0.9960608084759803,4.285,0.08080808080808081,146.04896258190274
Z,0.08,53,max_net,13,2145,13,2145,0.9958610575308702,4.285,0.08080808080808081,146.04896258190274
Z,0.08,54,max_net,13,2145,13,2145,0.9910050443150833,4.285,0.08080808080808081,146.04896258190274
Z,0.08,55,max_net,13,2145,13,2145,0.9984715338997325,4.285,0.08080808080808081,146.04896258190274
Z,0.08,56,max_net,13,2145,13,2145,0.9883334361139531,4.285,0.08080808080808081,146.04896258190274
Z,0.08,57,max_net,13,2145,13,2145,0.9877225387047662,4.285,0.08080808080808081,146.04896258190274
Z,0.08,58,max_net,13,2145,13,2145,0.9968448743900515,4.285,0.08080808080808081,146.04896258190274
Z,0.08,59,max_net,13,2145,13,2145,0.9879115065414178,4.285,0.08080808080808081,146.04896258190274
H,0.0,10,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,11,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,12,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,13,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,14,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,15,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,16,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,17,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,18,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,19,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,20,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,21,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,22,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,23,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,24,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,25,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,26,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,27,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,28,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,29,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,30,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,31,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,32,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,33,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,34,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,35,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,36,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,37,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,38,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,39,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,40,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,41,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,42,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,43,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,44,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,45,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,46,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,47,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,48,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,49,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,50,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,51,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,52,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,53,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,54,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,55,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,56,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,57,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,58,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.0,59,max_net,13,2145,13,2145,0.9995912152463926,5.0475,0.1717171717171717,170.90949474694207
H,0.02,10,max_net,13,2145,13,2145,0.9996641812660305,5.0475,0.1717171717171717,170.90949474694207
H,0.02,11,max_net,13,2145,13,2145,0.9993732362056105,5.0475,0.1717171717171717,170.90949474694207
H,0.02,12,max_net,13,2145,13,2145,0.9993647802194996,5.0475,0.1717171717171717,170.90949474694207
H,0.02,13,max_net,13,2145,13,2145,0.9995112500351948,5.0475,0.1717171717171717,170.90949474694207
H,0.02,14,max_net,13,2145,13,2145,0.9996110317273416,5.0475,0.1717171717171717,170.90949474694207
H,0.02,15,max_net,13,2145,13,2145,0.9996435751629011,5.0475,0.1717171717171717,170.90949474694207
H,0.02,16,max_net,13,2145,13,2145,0.9994548879437788,5.0475,0.1717171717171717,170.90949474694207
H,0.02,17,max_net,13,2145,13,2145,0.9995436782858376,5.0475,0.1717171717171717,170.90949474694207
H,0.02,18,max_net,13,2145,13,2145,0.9995863023598919,5.0475,0.1717171717171717,170.90949474694207
H,0.02,19,max_net,13,2145,13,2145,0.9993828290109092,5.0475,0.1717171717171717,170.90949474694207
H,0.02,20,max_net,13,2145,13,2145,0.9994016657339793,5.0475,0.1717171717171717,170.90949474694207
