task,disorder_strength,seed,score_mode,train_points_per_axis,train_net_points,eval_points_per_axis,eval_net_points,final_fidelity,pulse_energy,shifted_selected_fraction,design_seconds
Z,0.0,10,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,11,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,12,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,13,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,14,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,15,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,16,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,17,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,18,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,19,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,20,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,21,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,22,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,23,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,24,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,25,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,26,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,27,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,28,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,29,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,30,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,31,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,32,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,33,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,34,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,35,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,36,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,37,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,38,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,39,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,40,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,41,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,42,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,43,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,44,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,45,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,46,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,47,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,48,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,49,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,50,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,51,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,52,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,53,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,54,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,55,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,56,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,57,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,58,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.0,59,max_net,7,335,13,2145,0.9991984733239592,4.4275,0.1111111111111111,22.16213319101371
Z,0.02,10,max_net,7,335,13,2145,0.9989585229899898,4.4275,0.1111111111111111,22.16213319101371
Z,0.02,11,max_net,7,335,13,2145,0.99917256856491,4.4275,0.1111111111111111,22.16213319101371
Z,0.02,12,max_net,7,335,13,2145,0.9992007021969098,4.4275,0.1111111111111111,22.16213319101371
Z,0.02,13,max_net,7,335,13,2145,0.9988839078386655,4.4275,0.1111111111111111,22.16213319101371
Z,0.02,14,max_net,7,335,13,2145,0.9991948787872611,4.4275,0.1111111111111111,22.16213319101371
Z,0.02,15,max_net,7,335,13,2145,0.9988725073570957,4.4275,0.1111111111111111,22.16213319101371
Z,0.02,16,max_net,7,335,13,2145,0.9991363209515468,4.4275,0.1111111111111111,22.16213319101371
Z,0.02,17,max_net,7,335,13,2145,0.9991784789080962,4.4275,0.1111111111111111,22.16213319101371
Z,0.02,18,max_net,7,335,13,2145,0.9987622035300439,4.4275,0.1111111111111111,22.16213319101371
