task,controller,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,horizon_steps,beam_width,reference_objective,reference_restart_seed,reference_iterations,reference_success,reference_seconds,horizon_seconds
Z,seeded_process_horizon,0.08,52,0.9976387022153925,0.9965979949203443,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,53,0.9998100060019681,0.9966603642036468,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,54,0.9993758233031574,0.98929743128496,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,55,0.9981480355081804,0.9973075998557271,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,56,0.9989546482140136,0.9889431312640546,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,57,0.9992756604349048,0.9944145777102578,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,58,0.9998619737049015,0.9936409470629891,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
Z,seeded_process_horizon,0.08,59,0.9977645395577828,0.9919828070403044,1.4060044801311025,60,4,6,0.006992642949236226,22,13,True,39.94746181194205,14.037209179019555
H,process_grape_reference,0.08,10,0.9995527499102954,0.9996778574615143,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,11,0.9999612923298737,0.9999432869592648,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,12,0.9999381467211593,0.9999097362274197,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,13,0.9998609880439759,0.9998850373908699,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,14,0.9996991978812533,0.9997632261772619,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,15,0.9996306124983338,0.999544269002628,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,16,0.9998197911741282,0.9997002019436411,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,17,0.9998629736709381,0.9998029491730795,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,18,0.9997956462459836,0.9998075319344855,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,19,0.9997659606066556,0.9996245445770612,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,20,0.9999128245631022,0.9998558557281161,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,21,0.999895135625154,0.9999282874446925,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,22,0.9995531546167894,0.9996929056337044,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,23,0.9998435786071034,0.9997602814172456,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,24,0.9998684078727036,0.9998273282022877,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,25,0.9997518757893162,0.9997614392936137,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,26,0.9997490762828661,0.9997223181084424,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,27,0.9999168368048763,0.9998299159968019,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,28,0.999498528405647,0.9994340794265062,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,29,0.9994676713195371,0.9995136956795637,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,30,0.999910832132394,0.9998582262568537,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,31,0.9997915040221073,0.9996636246583898,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,32,0.9999397272227752,0.9998914838898206,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
