task,method,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,design_seconds,resource_profile
H,beam_horizon,0.04,37,0.9995202767474668,0.000479723252533204,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.04,50,0.9977707966132537,0.002229203386746259,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.045,10,0.9994642650835293,0.0005357349164707426,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.045,13,0.9977506038982819,0.0022493961017181485,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.045,20,0.9988404263384968,0.0011595736615032104,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.045,37,0.9995417056747862,0.00045829432521382607,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.045,50,0.9975012185405361,0.002498781459463917,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.05,10,0.9994706001535671,0.0005293998464328542,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.05,13,0.9974865395418748,0.002513460458125172,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.05,20,0.9987791740016745,0.0012208259983255143,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.05,37,0.9995608184590061,0.0004391815409938715,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.05,50,0.9972116646205555,0.002788335379444451,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.055,10,0.9994733098265651,0.0005266901734348739,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.055,13,0.9972002652495107,0.0027997347504893355,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.055,20,0.9987149374462804,0.0012850625537196292,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.055,37,0.9995777585905334,0.00042224140946656163,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.055,50,0.9969017901562365,0.003098209843763522,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.06,10,0.9994723809725289,0.0005276190274711157,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.06,13,0.9968910222977013,0.0031089777022986764,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.06,20,0.998647769267947,0.0013522307320530391,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.06,37,0.9995926653252822,0.0004073346747177631,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.06,50,0.9965712410287086,0.003428758971291357,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.065,10,0.9994678022647429,0.000532197735257145,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.065,13,0.9965580386258163,0.003441961374183733,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.065,20,0.9985777177186996,0.0014222822813003688,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.065,37,0.9996056737341116,0.0003943262658884228,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.065,50,0.9962196534298957,0.003780346570104287,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.07,10,0.9994595644672833,0.0005404355327166543,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.07,13,0.9962005285100394,0.0037994714899606263,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.07,20,0.9985048265344149,0.0014951734655851423,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.07,37,0.9996169147357887,0.0003830852642112692,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.07,50,0.9958466536131221,0.004153346386877921,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.075,10,0.9994476607176886,0.0005523392823113538,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.075,13,0.995817692257484,0.004182307742516045,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.075,20,0.9984291347569054,0.0015708652430945769,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.075,37,0.9996265151127046,0.0003734848872953833,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.075,50,0.9954518576630925,0.004548142336907479,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.08,10,0.99943208680442,0.0005679131955800276,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.08,13,0.9954087159235616,0.004591284076438384,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.08,20,0.9983506765509156,0.0016493234490844166,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.08,37,0.9996345975085495,0.00036540249145045056,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.08,50,0.9950348712865118,0.004965128713488198,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.085,10,0.9994128414387149,0.000587158561285106,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.085,13,0.9949727710556291,0.0050272289443709095,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.085,20,0.9982694810163685,0.0017305189836315238,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.085,37,0.999641280407178,0.00035871959282196553,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.085,50,0.99459528962458,0.005404710375420008,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.09,10,0.9993899265204749,0.0006100734795251306,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.09,13,0.9945090144658907,0.005490985534109316,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.09,20,0.9981855719961619,0.001814428003838131,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.09,37,0.9996466780918489,0.0003533219081510719,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.09,50,0.9941326970885688,0.005867302911431227,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.095,10,0.9993633473976965,0.0006366526023035002,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.095,13,0.9940165880364459,0.005983411963554119,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.095,20,0.9980989678798489,0.001901032120151136,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.095,37,0.999650900584055,0.0003490994159449645,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.095,50,0.9936466672196189,0.006353332780381082,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.1,10,0.999333113119047,0.0006668868809529549,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.1,13,0.9934946185592961,0.006505381440703895,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.1,20,0.9980096814035239,0.001990318596476137,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.1,37,0.9996540535611257,0.00034594643887431165,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.1,50,0.9931367625738605,0.006863237426139479,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.105,10,0.9992992366790501,0.0007007633209499264,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.105,13,0.9929422176140266,0.007057782385973432,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.105,20,0.9979177194462607,0.0020822805537392686,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.105,37,0.9996562382517966,0.0003437617482033861,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.105,50,0.99260253463391,0.007397465366089984,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.11,10,0.9992617352554172,0.0007382647445828283,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.11,13,0.9923584814858102,0.007641518514189816,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.11,20,0.997823082823429,0.0021769171765709805,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.11,37,0.999657551308924,0.00034244869107602494,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.11,50,0.9920435237477443,0.007956476252255706,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.115,10,0.9992206304379309,0.0007793695620691432,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.115,13,0.991742491126234,0.008257508873765973,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.115,20,0.9977257660772434,0.0022742339227566077,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.115,37,0.9996580846585243,0.0003419153414756515,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.115,50,0.9914592590959004,0.00854074090409962,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.12,10,0.9991759484483413,0.0008240515516586555,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.12,13,0.9910933121593828,0.008906687840617211,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.12,20,0.9976257572649005,0.002374242735099452,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.12,37,0.9996579253243232,0.0003420746756768178,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
H,beam_horizon,0.12,50,0.9908492586878881,0.00915074131211191,5.6075,129.82849633693695,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam
