task,step,fallback_spec,block_steps,beam_width,candidate_count,expanded_count,previous_terminal_phi,shift_tail_phi,tail_phi_abs_error,best_block_phi,raw_terminal_margin,energy_adjusted_margin,best_block_energy_mean,best_block_first_norm,terminal_outside_residual,residual_threshold
H,2,two_step_beam8,2,8,41,369,0.0015292750135441485,0.0015292750135441485,0.0,0.002080540648220719,-0.0005512656346765704,-0.0005512656346765704,0.24999999999999997,0.24999999999999994,1,0.001
H,2,three_step_beam8,3,8,41,697,0.0015292750135441485,0.0015292750135441485,0.0,0.002396210692234793,-0.0008669356786906446,-0.0008669356786906446,0.16666666666666666,0.24999999999999994,1,0.001
H,4,one_step_exhaustive,1,41,41,41,0.002090148227521578,0.002090148227521578,0.0,0.00244898477082426,-0.0003588365433026819,-0.0003588365433026819,0.0,0.0,1,0.001
H,4,two_step_beam8,2,8,41,369,0.002090148227521578,0.002090148227521578,0.0,0.002775630808376499,-0.0006854825808549209,-0.0006854825808549209,5.0,1.0,1,0.001
H,4,three_step_beam8,3,8,41,697,0.002090148227521578,0.002090148227521578,0.0,0.0030639584081926033,-0.0009738101806710253,-0.0009738101806710253,5.666666666666667,1.0,1,0.001
H,6,one_step_exhaustive,1,41,41,41,0.0027198595251786764,0.0027198595251786764,0.0,0.003053099409463904,-0.00033323988428522744,-0.00033323988428522744,0.0,0.0,1,0.001
H,6,two_step_beam8,2,8,41,369,0.0027198595251786764,0.0027198595251786764,0.0,0.003405331239126848,-0.0006854717139481714,-0.0006854717139481714,0.625,1.0,1,0.001
H,6,three_step_beam8,3,8,41,697,0.0027198595251786764,0.0027198595251786764,0.0,0.0038522354105256854,-0.001132375885347009,-0.001132375885347009,0.4166666666666667,1.0,1,0.001
H,8,one_step_exhaustive,1,41,41,41,0.0028743557997629107,0.0028743557997629107,0.0,0.0032427455427495658,-0.00036838974298665506,-0.00036838974298665506,0.0,0.0,1,0.001
H,8,two_step_beam8,2,8,41,369,0.0028743557997629107,0.0028743557997629107,0.0,0.0034965329025065175,-0.0006221771027436068,-0.0006221771027436068,0.6249999999999999,0.9999999999999998,1,0.001
H,8,three_step_beam8,3,8,41,697,0.0028743557997629107,0.0028743557997629107,0.0,0.003844725210362415,-0.0009703694105995045,-0.0009703694105995045,0.7499999999999999,0.9999999999999998,1,0.001
H,10,one_step_exhaustive,1,41,41,41,0.0031299852094118785,0.0031299852094118785,0.0,0.003475214838370849,-0.0003452296289589707,-0.0003452296289589707,0.9999999999999998,0.9999999999999998,1,0.001
H,10,two_step_beam8,2,8,41,369,0.0031299852094118785,0.0031299852094118785,0.0,0.0037476522502449677,-0.0006176670408330892,-0.0006176670408330892,4.624999999999999,8.999999999999998,1,0.001
H,10,three_step_beam8,3,8,41,697,0.0031299852094118785,0.0031299852094118785,0.0,0.004212660823651293,-0.0010826756142394145,-0.0010826756142394145,3.0833333333333326,8.999999999999998,1,0.001
H,12,one_step_exhaustive,1,41,41,41,0.003192340493067519,0.003192340493067519,0.0,0.0034432970304862642,-0.000250956537418745,-0.000250956537418745,0.0,0.0,1,0.001
H,12,two_step_beam8,2,8,41,369,0.003192340493067519,0.003192340493067519,0.0,0.003827493905537341,-0.0006351534124698216,-0.0006351534124698216,0.625,0.24999999999999994,1,0.001
H,12,three_step_beam8,3,8,41,697,0.003192340493067519,0.003192340493067519,0.0,0.0040943050047636265,-0.0009019645116961073,-0.0009019645116961073,0.5,1.0,1,0.001
H,14,one_step_exhaustive,1,41,41,41,0.0029482791619422632,0.0029482791619422632,0.0,0.0032015563196540267,-0.00025327715771176346,-0.00025327715771176346,0.0,0.0,1,0.001
H,14,two_step_beam8,2,8,41,369,0.0029482791619422632,0.0029482791619422632,0.0,0.0031556147760211165,-0.0002073356140788532,-0.0002073356140788532,10.0,4.0,1,0.001
H,14,three_step_beam8,3,8,41,697,0.0029482791619422632,0.0029482791619422632,0.0,0.003074168156021663,-0.00012588899407939974,-0.00012588899407939974,6.666666666666667,4.0,1,0.001
H,16,one_step_exhaustive,1,41,41,41,0.0026665270080821965,0.0026665270080821965,0.0,0.0028055014983266943,-0.00013897449024449782,-0.00013897449024449782,0.0,0.0,1,0.001
H,16,two_step_beam8,2,8,41,369,0.0026665270080821965,0.0026665270080821965,0.0,0.002940486142999778,-0.0002739591349175813,-0.0002739591349175813,0.24999999999999997,0.25,1,0.001
H,16,three_step_beam8,3,8,41,697,0.0026665270080821965,0.0026665270080821965,0.0,0.0031389751134480656,-0.0004724481053658691,-0.0004724481053658691,0.5,1.0,1,0.001
H,18,one_step_exhaustive,1,41,41,41,0.0025109715698557467,0.0025109715698557467,0.0,0.0027239141432609595,-0.0002129425734052129,-0.0002129425734052129,0.0,0.0,1,0.001
H,18,two_step_beam8,2,8,41,369,0.0025109715698557467,0.0025109715698557467,0.0,0.0028853958878081037,-0.0003744243179523571,-0.0003744243179523571,0.6249999999999999,0.9999999999999998,1,0.001
H,18,three_step_beam8,3,8,41,697,0.0025109715698557467,0.0025109715698557467,0.0,0.003105333209576594,-0.0005943616397208473,-0.0005943616397208473,1.7499999999999998,0.9999999999999998,1,0.001
H,20,one_step_exhaustive,1,41,41,41,0.0024684146753591527,0.0024684146753591527,0.0,0.0027209748546395685,-0.0002525601792804158,-0.0002525601792804158,0.0,0.0,1,0.001
H,20,two_step_beam8,2,8,41,369,0.0024684146753591527,0.0024684146753591527,0.0,0.002954294146921027,-0.00048587947156187444,-0.00048587947156187444,4.999999999999999,8.999999999999998,1,0.001
H,20,three_step_beam8,3,8,41,697,0.0024684146753591527,0.0024684146753591527,0.0,0.003252385854650784,-0.0007839711792916315,-0.0007839711792916315,3.3333333333333326,8.999999999999998,1,0.001
H,22,one_step_exhaustive,1,41,41,41,0.002749676852660088,0.002749676852660088,0.0,0.003024779393464447,-0.0002751025408043589,-0.0002751025408043589,0.0,0.0,1,0.001
H,22,two_step_beam8,2,8,41,369,0.002749676852660088,0.002749676852660088,0.0,0.0032343174483651232,-0.00048464059570503537,-0.00048464059570503537,0.625,1.0,1,0.001
H,22,three_step_beam8,3,8,41,697,0.002749676852660088,0.002749676852660088,0.0,0.003656796421895002,-0.000907119569234914,-0.000907119569234914,0.24999999999999997,0.24999999999999994,1,0.001
H,24,one_step_exhaustive,1,41,41,41,0.0032559728318891437,0.0032559728318891437,0.0,0.0036602149918708513,-0.00040424215998170754,-0.00040424215998170754,0.25,0.25,1,0.001
H,24,two_step_beam8,2,8,41,369,0.0032559728318891437,0.0032559728318891437,0.0,0.004187171134161914,-0.0009311983022727705,-0.0009311983022727705,0.625,1.0,1,0.001
H,24,three_step_beam8,3,8,41,697,0.0032559728318891437,0.0032559728318891437,0.0,0.004706917931856125,-0.0014509450999669812,-0.0014509450999669812,1.6666666666666667,4.0,1,0.001
H,26,one_step_exhaustive,1,41,41,41,0.0029853543632143223,0.0029853543632143223,0.0,0.003312206132066335,-0.00032685176885201284,-0.00032685176885201284,0.0,0.0,1,0.001
H,26,two_step_beam8,2,8,41,369,0.0029853543632143223,0.0029853543632143223,0.0,0.003581380368456545,-0.0005960260052422228,-0.0005960260052422228,0.625,1.0,1,0.001
H,26,three_step_beam8,3,8,41,697,0.0029853543632143223,0.0029853543632143223,0.0,0.003884043994871862,-0.0008986896316575399,-0.0008986896316575399,0.5,1.0,1,0.001
H,28,one_step_exhaustive,1,41,41,41,0.003602945182315173,0.003602945182315173,0.0,0.0040734946968756375,-0.00047054951456046434,-0.00047054951456046434,0.0,0.0,1,0.001
H,28,two_step_beam8,2,8,41,369,0.003602945182315173,0.003602945182315173,0.0,0.004224717894512876,-0.0006217727121977032,-0.0006217727121977032,8.124999999999998,0.25,1,0.001
H,28,three_step_beam8,3,8,41,697,0.003602945182315173,0.003602945182315173,0.0,0.004456987543738439,-0.0008540423614232656,-0.0008540423614232656,5.416666666666665,0.25,1,0.001
H,30,one_step_exhaustive,1,41,41,41,0.0028539415808631063,0.0028539415808631063,0.0,0.002995747839975006,-0.00014180625911189987,-0.00014180625911189987,0.0,0.0,1,0.001
H,30,two_step_beam8,2,8,41,369,0.0028539415808631063,0.0028539415808631063,0.0,0.002963973792249268,-0.00011003221138616154,-0.00011003221138616154,4.999999999999999,8.999999999999998,1,0.001
H,30,three_step_beam8,3,8,41,697,0.0028539415808631063,0.0028539415808631063,0.0,0.002997195452049718,-0.00014325387118661187,-0.00014325387118661187,3.0833333333333326,8.999999999999998,1,0.001
H,32,one_step_exhaustive,1,41,41,41,0.0022767663069654318,0.0022767663069654318,0.0,0.0023343938919838797,-5.7627585018447947e-05,-5.7627585018447947e-05,0.0,0.0,1,0.001
H,32,two_step_beam8,2,8,41,369,0.0022767663069654318,0.0022767663069654318,0.0,0.002321288301141769,-4.452199417633723e-05,-4.452199417633723e-05,0.625,1.0,1,0.001
H,32,three_step_beam8,3,8,41,697,0.0022767663069654318,0.0022767663069654318,0.0,0.0023345024581441776,-5.773615117874581e-05,-5.773615117874581e-05,1.75,1.0,1,0.001
H,34,one_step_exhaustive,1,41,41,41,0.0012068767523358212,0.0012068767523358212,0.0,0.0011030611671832419,0.00010381558515257933,0.00010381558515257933,1.0,1.0,1,0.001
H,34,two_step_beam8,2,8,41,369,0.0012068767523358212,0.0012068767523358212,0.0,0.0009109213513486397,0.0002959554009871815,0.0002959554009871815,8.5,16.0,1,0.001
H,34,three_step_beam8,3,8,41,697,0.0012068767523358212,0.0012068767523358212,0.0,0.0007765320951509461,0.00043034465718487513,0.00043034465718487513,5.666666666666667,16.0,1,0.001
H,36,one_step_exhaustive,1,41,41,41,0.0005383862094744951,0.0005383862094744951,0.0,0.00048468124428477366,5.3704965189721454e-05,5.3704965189721454e-05,0.0,0.0,0,0.001
H,36,two_step_beam8,2,8,41,369,0.0005383862094744951,0.0005383862094744951,0.0,0.0005022719315217195,3.6114277952775664e-05,3.6114277952775664e-05,0.24999999999999997,0.24999999999999994,0,0.001
H,36,three_step_beam8,3,8,41,697,0.0005383862094744951,0.0005383862094744951,0.0,0.0005864310060331585,-4.804479655866334e-05,-4.804479655866334e-05,0.16666666666666666,0.24999999999999994,0,0.001
H,38,one_step_exhaustive,1,41,41,41,0.00047856444822972494,0.00047856444822972494,0.0,0.0005706738041506496,-9.210935592092462e-05,-9.210935592092462e-05,0.0,0.0,0,0.001
H,38,two_step_beam8,2,8,41,369,0.00047856444822972494,0.00047856444822972494,0.0,0.0007163572882430413,-0.0002377928400133164,-0.0002377928400133164,0.12499999999999997,0.0,0,0.001
H,38,three_step_beam8,3,8,41,697,0.00047856444822972494,0.00047856444822972494,0.0,0.0008854607281589683,-0.0004068962799292433,-0.0004068962799292433,5.499999999999999,0.24999999999999994,0,0.001
H,40,one_step_exhaustive,1,41,41,41,0.0007163572882430413,0.0007163572882430413,0.0,0.0009093636286839832,-0.00019300634044094184,-0.00019300634044094184,0.0,0.0,0,0.001
H,40,two_step_beam8,2,8,41,369,0.0007163572882430413,0.0007163572882430413,0.0,0.0011289141077486242,-0.00041255681950558287,-0.00041255681950558287,0.6249999999999999,0.9999999999999998,0,0.001
H,40,three_step_beam8,3,8,41,697,0.0007163572882430413,0.0007163572882430413,0.0,0.00138592490954164,-0.0006695676212985988,-0.0006695676212985988,1.6666666666666663,3.999999999999999,0,0.001
H,42,one_step_exhaustive,1,41,41,41,0.0011195083784193774,0.0011195083784193774,0.0,0.00139568490491275,-0.0002761765264933727,-0.0002761765264933727,0.0,0.0,1,0.001
H,42,two_step_beam8,2,8,41,369,0.0011195083784193774,0.0011195083784193774,0.0,0.0016690985224074167,-0.0005495901439880393,-0.0005495901439880393,2.5,1.0,1,0.001
H,42,three_step_beam8,3,8,41,697,0.0011195083784193774,0.0011195083784193774,0.0,0.00188290541844309,-0.0007633970400237125,-0.0007633970400237125,5.75,1.0,1,0.001
H,44,one_step_exhaustive,1,41,41,41,0.0015827777620372602,0.0015827777620372602,0.0,0.001840113479584904,-0.00025733571754764373,-0.00025733571754764373,4.0,4.0,1,0.001
H,44,two_step_beam8,2,8,41,369,0.0015827777620372602,0.0015827777620372602,0.0,0.0019801458391355414,-0.00039736807709828126,-0.00039736807709828126,8.0,16.0,1,0.001
H,44,three_step_beam8,3,8,41,697,0.0015827777620372602,0.0015827777620372602,0.0,0.0022269704379627928,-0.0006441926759255326,-0.0006441926759255326,5.333333333333333,16.0,1,0.001
H,46,one_step_exhaustive,1,41,41,41,0.0017196762139164712,0.0017196762139164712,0.0,0.0018561212079288916,-0.00013644499401242044,-0.00013644499401242044,0.0,0.0,1,0.001
H,46,two_step_beam8,2,8,41,369,0.0017196762139164712,0.0017196762139164712,0.0,0.0020360784025064624,-0.0003164021885899912,-0.0003164021885899912,0.24999999999999997,0.25,1,0.001
H,46,three_step_beam8,3,8,41,697,0.0017196762139164712,0.0017196762139164712,0.0,0.002283977242393001,-0.0005643010284765299,-0.0005643010284765299,0.16666666666666666,0.25,1,0.001
H,48,one_step_exhaustive,1,41,41,41,0.0018010443037402013,0.0018010443037402013,0.0,0.001999997146158443,-0.00019895284241824157,-0.00019895284241824157,0.0,0.0,1,0.001
H,48,two_step_beam8,2,8,41,369,0.0018010443037402013,0.0018010443037402013,0.0,0.0022233100577139647,-0.0004222657539737634,-0.0004222657539737634,7.999999999999998,0.0,1,0.001
H,48,three_step_beam8,3,8,41,697,0.0018010443037402013,0.0018010443037402013,0.0,0.002393439175941571,-0.0005923948722013697,-0.0005923948722013697,5.499999999999999,0.24999999999999994,1,0.001
H,50,one_step_exhaustive,1,41,41,41,0.0022233100577139647,0.0022233100577139647,0.0,0.002476300957572765,-0.00025299089985880013,-0.00025299089985880013,0.0,0.0,1,0.001
H,50,two_step_beam8,2,8,41,369,0.0022233100577139647,0.0022233100577139647,0.0,0.002760362429794626,-0.0005370523720806611,-0.0005370523720806611,0.6249999999999999,0.25,1,0.001
H,50,three_step_beam8,3,8,41,697,0.0022233100577139647,0.0022233100577139647,0.0,0.003126393989544736,-0.0009030839318307712,-0.0009030839318307712,0.4166666666666666,0.25,1,0.001
H,52,one_step_exhaustive,1,41,41,41,0.0024917847762973705,0.0024917847762973705,0.0,0.002860169668953333,-0.0003683848926559624,-0.0003683848926559624,0.0,0.0,1,0.001
H,52,two_step_beam8,2,8,41,369,0.0024917847762973705,0.0024917847762973705,0.0,0.0032144047403231124,-0.0007226199640257419,-0.0007226199640257419,0.24999999999999994,0.24999999999999994,1,0.001
H,52,three_step_beam8,3,8,41,697,0.0024917847762973705,0.0024917847762973705,0.0,0.0034559711110726046,-0.0009641863347752341,-0.0009641863347752341,5.75,1.0,1,0.001
H,54,one_step_exhaustive,1,41,41,41,0.0030865309573208446,0.0030865309573208446,0.0,0.003465152137876494,-0.0003786211805556494,-0.0003786211805556494,4.0,4.0,1,0.001
H,54,two_step_beam8,2,8,41,369,0.0030865309573208446,0.0030865309573208446,0.0,0.0037434965996885824,-0.0006569656423677378,-0.0006569656423677378,8.0,16.0,1,0.001
H,54,three_step_beam8,3,8,41,697,0.0030865309573208446,0.0030865309573208446,0.0,0.004115109353494371,-0.0010285783961735268,-0.0010285783961735268,5.333333333333333,16.0,1,0.001
H,56,one_step_exhaustive,1,41,41,41,0.003267179317727298,0.003267179317727298,0.0,0.0034713219392027844,-0.00020414262147548656,-0.00020414262147548656,0.0,0.0,1,0.001
H,56,two_step_beam8,2,8,41,369,0.003267179317727298,0.003267179317727298,0.0,0.003647759477351499,-0.00038058015962420116,-0.00038058015962420116,0.6249999999999999,0.9999999999999998,1,0.001
H,56,three_step_beam8,3,8,41,697,0.003267179317727298,0.003267179317727298,0.0,0.0038885537579383053,-0.0006213744402110075,-0.0006213744402110075,0.6666666666666666,0.9999999999999998,1,0.001
H,58,one_step_exhaustive,1,41,41,41,0.0029188238136924616,0.0029188238136924616,0.0,0.0031212575589779426,-0.00020243374528548103,-0.00020243374528548103,0.24999999999999994,0.24999999999999994,1,0.001
H,58,two_step_beam8,2,8,41,369,0.0029188238136924616,0.0029188238136924616,0.0,0.003318985144979192,-0.00040016133128673026,-0.00040016133128673026,7.999999999999998,0.0,1,0.001
H,58,three_step_beam8,3,8,41,697,0.0029188238136924616,0.0029188238136924616,0.0,0.003491947412339852,-0.0005731235986473904,-0.0005731235986473904,5.333333333333332,0.0,1,0.001
H,60,one_step_exhaustive,1,41,41,41,0.0031674159010478264,0.0031674159010478264,0.0,0.003324837719154067,-0.00015742181810624034,-0.00015742181810624034,0.0,0.0,1,0.001
H,60,two_step_beam8,2,8,41,369,0.0031674159010478264,0.0031674159010478264,0.0,0.003405876927425909,-0.00023846102637808259,-0.00023846102637808259,0.6249999999999999,0.25,1,0.001
H,60,three_step_beam8,3,8,41,697,0.0031674159010478264,0.0031674159010478264,0.0,0.003627688039672526,-0.0004602721386246997,-0.0004602721386246997,0.4166666666666666,0.25,1,0.001
H,62,one_step_exhaustive,1,41,41,41,0.0030418722714088686,0.0030418722714088686,0.0,0.0032681529934409995,-0.00022628072203213084,-0.00022628072203213084,0.0,0.0,1,0.001
H,62,two_step_beam8,2,8,41,369,0.0030418722714088686,0.0030418722714088686,0.0,0.0034068513908551423,-0.0003649791194462737,-0.0003649791194462737,0.625,1.0,1,0.001
H,62,three_step_beam8,3,8,41,697,0.0030418722714088686,0.0030418722714088686,0.0,0.0036918800798591625,-0.0006500078084502939,-0.0006500078084502939,5.75,1.0,1,0.001
H,64,one_step_exhaustive,1,41,41,41,0.0034267862317033243,0.0034267862317033243,0.0,0.0037003737479548715,-0.0002735875162515472,-0.0002735875162515472,9.0,9.0,1,0.001
H,64,two_step_beam8,2,8,41,369,0.0034267862317033243,0.0034267862317033243,0.0,0.003998138136967824,-0.0005713519052645,-0.0005713519052645,4.5,9.0,1,0.001
H,64,three_step_beam8,3,8,41,697,0.0034267862317033243,0.0034267862317033243,0.0,0.004390866265179365,-0.0009640800334760405,-0.0009640800334760405,3.0,9.0,1,0.001
H,66,one_step_exhaustive,1,41,41,41,0.0037515672803088013,0.0037515672803088013,0.0,0.004101478675531435,-0.00034991139522263376,-0.00034991139522263376,0.0,0.0,1,0.001
H,66,two_step_beam8,2,8,41,369,0.0037515672803088013,0.0037515672803088013,0.0,0.004307615968029033,-0.0005560486877202314,-0.0005560486877202314,0.9999999999999999,0.9999999999999998,1,0.001
H,66,three_step_beam8,3,8,41,697,0.0037515672803088013,0.0037515672803088013,0.0,0.0046713353548942585,-0.0009197680745854572,-0.0009197680745854572,0.7499999999999999,0.9999999999999998,1,0.001
H,68,one_step_exhaustive,1,41,41,41,0.004256569003680467,0.004256569003680467,0.0,0.004775130217620764,-0.0005185612139402968,-0.0005185612139402968,0.0,0.0,1,0.001
H,68,two_step_beam8,2,8,41,369,0.004256569003680467,0.004256569003680467,0.0,0.004756497005937194,-0.0004999280022567262,-0.0004999280022567262,9.999999999999998,3.999999999999999,1,0.001
H,68,three_step_beam8,3,8,41,697,0.004256569003680467,0.004256569003680467,0.0,0.004985481069489789,-0.0007289120658093215,-0.0007289120658093215,6.749999999999999,3.999999999999999,1,0.001
H,70,one_step_exhaustive,1,41,41,41,0.005323603634182057,0.005323603634182057,0.0,0.0059467838911422335,-0.0006231802569601763,-0.0006231802569601763,0.0,0.0,1,0.001
H,70,two_step_beam8,2,8,41,369,0.005323603634182057,0.005323603634182057,0.0,0.006702823509189035,-0.0013792198750069776,-0.0013792198750069776,0.6249999999999999,0.9999999999999998,1,0.001
H,70,three_step_beam8,3,8,41,697,0.005323603634182057,0.005323603634182057,0.0,0.007363208688873607,-0.00203960505469155,-0.00203960505469155,0.25,0.25,1,0.001
H,72,one_step_exhaustive,1,41,41,41,0.005048834765932798,0.005048834765932798,0.0,0.005342994848389605,-0.0002941600824568069,-0.0002941600824568069,0.0,0.0,1,0.001
H,72,two_step_beam8,2,8,41,369,0.005048834765932798,0.005048834765932798,0.0,0.005382493542951491,-0.000333658777018693,-0.000333658777018693,0.625,1.0,1,0.001
H,72,three_step_beam8,3,8,41,697,0.005048834765932798,0.005048834765932798,0.0,0.005767713271414086,-0.000718878505481288,-0.000718878505481288,0.4166666666666667,1.0,1,0.001
H,74,one_step_exhaustive,1,41,41,41,0.004621946620878899,0.004621946620878899,0.0,0.004864508169563887,-0.00024256154868498858,-0.00024256154868498858,0.0,0.0,1,0.001
H,74,two_step_beam8,2,8,41,369,0.004621946620878899,0.004621946620878899,0.0,0.004894265153297377,-0.0002723185324184779,-0.0002723185324184779,5.0,9.0,1,0.001
H,74,three_step_beam8,3,8,41,697,0.004621946620878899,0.004621946620878899,0.0,0.004884097146751039,-0.00026215052587214016,-0.00026215052587214016,5.416666666666667,16.0,1,0.001
H,76,one_step_exhaustive,1,41,41,41,0.003920708478382599,0.003920708478382599,0.0,0.00376492489475308,0.00015578358362951933,0.00015578358362951933,0.0,0.0,1,0.001
H,76,two_step_beam8,2,8,41,369,0.003920708478382599,0.003920708478382599,0.0,0.0033857173638830243,0.000534991114499575,0.000534991114499575,0.6249999999999999,0.9999999999999998,1,0.001
H,76,three_step_beam8,3,8,41,697,0.003920708478382599,0.003920708478382599,0.0,0.003220357299495921,0.0007003511788866781,0.0007003511788866781,0.4166666666666666,0.9999999999999998,1,0.001
H,78,one_step_exhaustive,1,41,41,41,0.0035120737037256863,0.0035120737037256863,0.0,0.0034298073004932206,8.226640323246576e-05,8.226640323246576e-05,0.0,0.0,1,0.001
H,78,two_step_beam8,2,8,41,369,0.0035120737037256863,0.0035120737037256863,0.0,0.002740926192610023,0.0007711475111156635,0.0007711475111156635,6.499999999999998,3.999999999999999,1,0.001
H,78,three_step_beam8,3,8,41,697,0.0035120737037256863,0.0035120737037256863,0.0,0.0025008229944461988,0.0010112507092794876,0.0010112507092794876,6.749999999999999,3.999999999999999,1,0.001
H,80,one_step_exhaustive,1,41,41,41,0.0029938612704395323,0.0029938612704395323,0.0,0.002876341668011595,0.00011751960242793735,0.00011751960242793735,0.0,0.0,1,0.001
H,80,two_step_beam8,2,8,41,369,0.0029938612704395323,0.0029938612704395323,0.0,0.0027256858292735026,0.00026817544116602976,0.00026817544116602976,0.24999999999999997,0.25,1,0.001
H,80,three_step_beam8,3,8,41,697,0.0029938612704395323,0.0029938612704395323,0.0,0.0027713356944954123,0.00022252557594411998,0.00022252557594411998,0.16666666666666666,0.25,1,0.001
H,82,one_step_exhaustive,1,41,41,41,0.002536824947226679,0.002536824947226679,0.0,0.0025542674786881436,-1.7442531461464572e-05,-1.7442531461464572e-05,0.0,0.0,1,0.001
H,82,two_step_beam8,2,8,41,369,0.002536824947226679,0.002536824947226679,0.0,0.0026806035897314756,-0.00014377864250479655,-0.00014377864250479655,0.125,0.0,1,0.001
H,82,three_step_beam8,3,8,41,697,0.002536824947226679,0.002536824947226679,0.0,0.0028194124313779753,-0.00028258748415129625,-0.00028258748415129625,0.4166666666666667,0.0,1,0.001
H,84,one_step_exhaustive,1,41,41,41,0.002051168001456105,0.002051168001456105,0.0,0.0022424981071053965,-0.00019133010564929137,-0.00019133010564929137,0.0,0.0,1,0.001
H,84,two_step_beam8,2,8,41,369,0.002051168001456105,0.002051168001456105,0.0,0.002509558440096489,-0.0004583904386403839,-0.0004583904386403839,5.0,9.0,1,0.001
H,84,three_step_beam8,3,8,41,697,0.002051168001456105,0.002051168001456105,0.0,0.0027913062435706015,-0.0007401382421144964,-0.0007401382421144964,3.3333333333333335,9.0,1,0.001
H,86,one_step_exhaustive,1,41,41,41,0.002325124596837265,0.002325124596837265,0.0,0.002649236808453387,-0.00032411221161612186,-0.00032411221161612186,0.0,0.0,1,0.001
H,86,two_step_beam8,2,8,41,369,0.002325124596837265,0.002325124596837265,0.0,0.003034756771508898,-0.000709632174671633,-0.000709632174671633,0.6249999999999999,0.25,1,0.001
H,86,three_step_beam8,3,8,41,697,0.002325124596837265,0.002325124596837265,0.0,0.003455158644263559,-0.001130034047426294,-0.001130034047426294,0.7499999999999999,0.9999999999999998,1,0.001
H,88,one_step_exhaustive,1,41,41,41,0.0030091121457701334,0.0030091121457701334,0.0,0.0035149359828136745,-0.0005058238370435411,-0.0005058238370435411,0.0,0.0,1,0.001
H,88,two_step_beam8,2,8,41,369,0.0030091121457701334,0.0030091121457701334,0.0,0.003910389602525412,-0.0009012774567552784,-0.0009012774567552784,2.4999999999999996,3.999999999999999,1,0.001
H,88,three_step_beam8,3,8,41,697,0.0030091121457701334,0.0030091121457701334,0.0,0.004286811786299534,-0.0012776996405294005,-0.0012776996405294005,4.333333333333332,8.999999999999998,1,0.001
H,90,one_step_exhaustive,1,41,41,41,0.0035328819717818927,0.0035328819717818927,0.0,0.003950713885869275,-0.00041783191408738263,-0.00041783191408738263,0.0,0.0,1,0.001
H,90,two_step_beam8,2,8,41,369,0.0035328819717818927,0.0035328819717818927,0.0,0.004313386597087639,-0.000780504625305746,-0.000780504625305746,0.24999999999999997,0.25,1,0.001
H,90,three_step_beam8,3,8,41,697,0.0035328819717818927,0.0035328819717818927,0.0,0.004805261155470308,-0.0012723791836884157,-0.0012723791836884157,0.16666666666666666,0.25,1,0.001
H,92,one_step_exhaustive,1,41,41,41,0.0037639828117880594,0.0037639828117880594,0.0,0.004124961970196933,-0.0003609791584088737,-0.0003609791584088737,0.25,0.25,1,0.001
H,92,two_step_beam8,2,8,41,369,0.0037639828117880594,0.0037639828117880594,0.0,0.004028625143353309,-0.0002646423315652499,-0.0002646423315652499,2.125,4.0,1,0.001
H,92,three_step_beam8,3,8,41,697,0.0037639828117880594,0.0037639828117880594,0.0,0.004300715283775139,-0.0005367324719870795,-0.0005367324719870795,1.5,4.0,1,0.001
H,94,one_step_exhaustive,1,41,41,41,0.003057177512151038,0.003057177512151038,0.0,0.002986607590172108,7.05699219789302e-05,7.05699219789302e-05,0.25,0.25,1,0.001
H,94,two_step_beam8,2,8,41,369,0.003057177512151038,0.003057177512151038,0.0,0.002892670178603632,0.0001645073335474062,0.0001645073335474062,2.125,4.0,1,0.001
H,94,three_step_beam8,3,8,41,697,0.003057177512151038,0.003057177512151038,0.0,0.002900339328584904,0.00015683818356613394,0.00015683818356613394,1.5,4.0,1,0.001
H,96,one_step_exhaustive,1,41,41,41,0.002437296939859314,0.002437296939859314,0.0,0.0024715173700283963,-3.422043016908238e-05,-3.422043016908238e-05,0.0,0.0,1,0.001
H,96,two_step_beam8,2,8,41,369,0.002437296939859314,0.002437296939859314,0.0,0.002473870869978821,-3.657393011950727e-05,-3.657393011950727e-05,0.625,0.24999999999999994,1,0.001
H,96,three_step_beam8,3,8,41,697,0.002437296939859314,0.002437296939859314,0.0,0.0025061257012919114,-6.882876143259747e-05,-6.882876143259747e-05,0.4166666666666667,0.24999999999999994,1,0.001
H,98,one_step_exhaustive,1,41,41,41,0.0018573347677362587,0.0018573347677362587,0.0,0.0018487934916134943,8.54127612276434e-06,8.54127612276434e-06,0.0,0.0,1,0.001
H,98,two_step_beam8,2,8,41,369,0.0018573347677362587,0.0018573347677362587,0.0,0.0018656867982891137,-8.35203055285505e-06,-8.35203055285505e-06,0.24999999999999997,0.24999999999999994,1,0.001
H,98,three_step_beam8,3,8,41,697,0.0018573347677362587,0.0018573347677362587,0.0,0.0019696317427408683,-0.00011229697500460961,-0.00011229697500460961,0.16666666666666666,0.24999999999999994,1,0.001
