task,step,fallback_spec,block_steps,beam_width,candidate_count,expanded_count,previous_terminal_phi,shift_tail_phi,tail_phi_abs_error,best_block_phi,raw_terminal_margin,energy_adjusted_margin,best_block_energy_mean,best_block_first_norm,terminal_outside_residual,residual_threshold
Z,20,three_step_beam8,3,8,41,697,0.004881731079065886,0.004881731079065886,0.0,0.005509473942153072,-0.0006277428630871856,-0.0006277428630871856,3.0833333333333326,8.999999999999998,1,0.001
Z,22,one_step_exhaustive,1,41,41,41,0.004701739725409604,0.004701739725409604,0.0,0.00490465052343457,-0.00020291079802496614,-0.00020291079802496614,0.0,0.0,1,0.001
Z,22,two_step_beam8,2,8,41,369,0.004701739725409604,0.004701739725409604,0.0,0.005089157884945787,-0.00038741815953618336,-0.00038741815953618336,0.625,1.0,1,0.001
Z,22,three_step_beam8,3,8,41,697,0.004701739725409604,0.004701739725409604,0.0,0.005259417401367324,-0.0005576776759577198,-0.0005576776759577198,0.5,1.0,1,0.001
Z,24,one_step_exhaustive,1,41,41,41,0.004855861042766446,0.004855861042766446,0.0,0.005108999304988059,-0.00025313826222161245,-0.00025313826222161245,0.25,0.25,1,0.001
Z,24,two_step_beam8,2,8,41,369,0.004855861042766446,0.004855861042766446,0.0,0.005115940331686275,-0.0002600792889198289,-0.0002600792889198289,9.0,9.0,1,0.001
Z,24,three_step_beam8,3,8,41,697,0.004855861042766446,0.004855861042766446,0.0,0.005204749512709626,-0.0003488884699431802,-0.0003488884699431802,6.0,9.0,1,0.001
Z,26,one_step_exhaustive,1,41,41,41,0.00467001573059516,0.00467001573059516,0.0,0.005027478569877966,-0.0003574628392828058,-0.0003574628392828058,0.0,0.0,1,0.001
Z,26,two_step_beam8,2,8,41,369,0.00467001573059516,0.00467001573059516,0.0,0.005380881632553833,-0.0007108659019586724,-0.0007108659019586724,0.24999999999999997,0.24999999999999994,1,0.001
Z,26,three_step_beam8,3,8,41,697,0.00467001573059516,0.00467001573059516,0.0,0.005896954059871243,-0.0012269383292760824,-0.0012269383292760824,0.16666666666666666,0.24999999999999994,1,0.001
Z,28,one_step_exhaustive,1,41,41,41,0.0051619721348036135,0.0051619721348036135,0.0,0.005693982907959992,-0.0005320107731563786,-0.0005320107731563786,0.0,0.0,1,0.001
Z,28,two_step_beam8,2,8,41,369,0.0051619721348036135,0.0051619721348036135,0.0,0.0063186973024508125,-0.001156725167647199,-0.001156725167647199,0.12499999999999997,0.0,1,0.001
Z,28,three_step_beam8,3,8,41,697,0.0051619721348036135,0.0051619721348036135,0.0,0.006933346832084845,-0.001771374697281232,-0.001771374697281232,0.7499999999999999,0.9999999999999998,1,0.001
Z,30,one_step_exhaustive,1,41,41,41,0.005999031781424108,0.005999031781424108,0.0,0.006725505034277067,-0.0007264732528529591,-0.0007264732528529591,0.0,0.0,1,0.001
Z,30,two_step_beam8,2,8,41,369,0.005999031781424108,0.005999031781424108,0.0,0.007553575990101431,-0.0015545442086773234,-0.0015545442086773234,0.0,0.0,1,0.001
Z,30,three_step_beam8,3,8,41,697,0.005999031781424108,0.005999031781424108,0.0,0.008476550101878942,-0.0024775183204548343,-0.0024775183204548343,0.0,0.0,1,0.001
Z,32,one_step_exhaustive,1,41,41,41,0.007235077884662079,0.007235077884662079,0.0,0.008115249126055192,-0.0008801712413931129,-0.0008801712413931129,0.0,0.0,1,0.001
Z,32,two_step_beam8,2,8,41,369,0.007235077884662079,0.007235077884662079,0.0,0.00905107239507627,-0.0018159945104141914,-0.0018159945104141914,0.625,0.25,1,0.001
Z,32,three_step_beam8,3,8,41,697,0.007235077884662079,0.007235077884662079,0.0,0.009941547821442,-0.0027064699367799205,-0.0027064699367799205,0.75,1.0,1,0.001
Z,34,one_step_exhaustive,1,41,41,41,0.00821560531072496,0.00821560531072496,0.0,0.009077438278864605,-0.0008618329681396447,-0.0008618329681396447,0.0,0.0,1,0.001
Z,34,two_step_beam8,2,8,41,369,0.00821560531072496,0.00821560531072496,0.0,0.009449494231156721,-0.001233888920431761,-0.001233888920431761,6.5,9.0,1,0.001
Z,34,three_step_beam8,3,8,41,697,0.00821560531072496,0.00821560531072496,0.0,0.009519891562309223,-0.001304286251584262,-0.001304286251584262,6.083333333333333,9.0,1,0.001
Z,36,one_step_exhaustive,1,41,41,41,0.006799122493903874,0.006799122493903874,0.0,0.006699662645676355,9.945984822751913e-05,9.945984822751913e-05,0.0,0.0,1,0.001
Z,36,two_step_beam8,2,8,41,369,0.006799122493903874,0.006799122493903874,0.0,0.006549620038009657,0.0002495024558942169,0.0002495024558942169,0.24999999999999997,0.24999999999999994,1,0.001
Z,36,three_step_beam8,3,8,41,697,0.006799122493903874,0.006799122493903874,0.0,0.006531633424288565,0.00026748906961530927,0.00026748906961530927,0.16666666666666666,0.24999999999999994,1,0.001
Z,38,one_step_exhaustive,1,41,41,41,0.006709228372303554,0.006709228372303554,0.0,0.00681233378463221,-0.0001031054123286565,-0.0001031054123286565,0.0,0.0,1,0.001
Z,38,two_step_beam8,2,8,41,369,0.006709228372303554,0.006709228372303554,0.0,0.006552076741177082,0.00015715163112647174,0.00015715163112647174,2.1249999999999996,3.999999999999999,1,0.001
Z,38,three_step_beam8,3,8,41,697,0.006709228372303554,0.006709228372303554,0.0,0.006465455055390715,0.00024377331691283893,0.00024377331691283893,1.4999999999999998,3.999999999999999,1,0.001
Z,40,one_step_exhaustive,1,41,41,41,0.00606115499530064,0.00606115499530064,0.0,0.005907100437502012,0.00015405455779862742,0.00015405455779862742,0.0,0.0,1,0.001
Z,40,two_step_beam8,2,8,41,369,0.00606115499530064,0.00606115499530064,0.0,0.005696788990629469,0.0003643660046711711,0.0003643660046711711,0.6249999999999999,0.25,1,0.001
Z,40,three_step_beam8,3,8,41,697,0.00606115499530064,0.00606115499530064,0.0,0.005669324603091774,0.00039183039220886534,0.00039183039220886534,0.4166666666666666,0.25,1,0.001
Z,42,one_step_exhaustive,1,41,41,41,0.005568057708460528,0.005568057708460528,0.0,0.00556066853888075,7.3891695797773105e-06,7.3891695797773105e-06,0.0,0.0,1,0.001
Z,42,two_step_beam8,2,8,41,369,0.005568057708460528,0.005568057708460528,0.0,0.00545585437224861,0.00011220333621191764,0.00011220333621191764,0.625,1.0,1,0.001
Z,42,three_step_beam8,3,8,41,697,0.005568057708460528,0.005568057708460528,0.0,0.005572977715933146,-4.920007472618282e-06,-4.920007472618282e-06,0.5,1.0,1,0.001
Z,44,one_step_exhaustive,1,41,41,41,0.005575308535733153,0.005575308535733153,0.0,0.005659218767797729,-8.391023206457543e-05,-8.391023206457543e-05,4.0,4.0,1,0.001
Z,44,two_step_beam8,2,8,41,369,0.005575308535733153,0.005575308535733153,0.0,0.005885804318311247,-0.0003104957825780935,-0.0003104957825780935,8.125,16.0,1,0.001
Z,44,three_step_beam8,3,8,41,697,0.005575308535733153,0.005575308535733153,0.0,0.006153175544516644,-0.0005778670087834906,-0.0005778670087834906,5.416666666666667,16.0,1,0.001
Z,46,one_step_exhaustive,1,41,41,41,0.005679584473923971,0.005679584473923971,0.0,0.00598937397034021,-0.00030978949641623926,-0.00030978949641623926,0.0,0.0,1,0.001
Z,46,two_step_beam8,2,8,41,369,0.005679584473923971,0.005679584473923971,0.0,0.00639976906716528,-0.000720184593241309,-0.000720184593241309,0.24999999999999997,0.24999999999999994,1,0.001
Z,46,three_step_beam8,3,8,41,697,0.005679584473923971,0.005679584473923971,0.0,0.0069649546000340665,-0.0012853701261100955,-0.0012853701261100955,0.16666666666666666,0.24999999999999994,1,0.001
Z,48,one_step_exhaustive,1,41,41,41,0.006155870273861164,0.006155870273861164,0.0,0.006606739042555286,-0.00045086876869412235,-0.00045086876869412235,0.0,0.0,1,0.001
Z,48,two_step_beam8,2,8,41,369,0.006155870273861164,0.006155870273861164,0.0,0.007077406881794916,-0.0009215366079337525,-0.0009215366079337525,7.999999999999998,0.0,1,0.001
Z,48,three_step_beam8,3,8,41,697,0.006155870273861164,0.006155870273861164,0.0,0.007504224258854317,-0.001348353984993153,-0.001348353984993153,5.416666666666665,0.0,1,0.001
Z,50,one_step_exhaustive,1,41,41,41,0.007077406881794916,0.007077406881794916,0.0,0.007504224258854317,-0.00042681737705940054,-0.00042681737705940054,0.24999999999999994,0.24999999999999994,1,0.001
Z,50,two_step_beam8,2,8,41,369,0.007077406881794916,0.007077406881794916,0.0,0.007770791709865575,-0.0006933848280706589,-0.0006933848280706589,2.4999999999999996,3.999999999999999,1,0.001
Z,50,three_step_beam8,3,8,41,697,0.007077406881794916,0.007077406881794916,0.0,0.007993676714730495,-0.000916269832935579,-0.000916269832935579,3.416666666666666,8.999999999999998,1,0.001
Z,52,one_step_exhaustive,1,41,41,41,0.006415730322728817,0.006415730322728817,0.0,0.006523483466140359,-0.00010775314341154169,-0.00010775314341154169,0.0,0.0,1,0.001
Z,52,two_step_beam8,2,8,41,369,0.006415730322728817,0.006415730322728817,0.0,0.006479943562926194,-6.421324019737634e-05,-6.421324019737634e-05,0.625,0.24999999999999994,1,0.001
Z,52,three_step_beam8,3,8,41,697,0.006415730322728817,0.006415730322728817,0.0,0.006286970466492209,0.00012875985623660852,0.00012875985623660852,5.75,0.9999999999999998,1,0.001
Z,54,one_step_exhaustive,1,41,41,41,0.005894165063018521,0.005894165063018521,0.0,0.005554225594515204,0.0003399394685033169,0.0003399394685033169,16.0,16.0,1,0.001
Z,54,two_step_beam8,2,8,41,369,0.005894165063018521,0.005894165063018521,0.0,0.0052688657080592685,0.0006252993549592523,0.0006252993549592523,8.0,16.0,1,0.001
Z,54,three_step_beam8,3,8,41,697,0.005894165063018521,0.005894165063018521,0.0,0.005269710614894708,0.0006244544481238123,0.0006244544481238123,5.416666666666667,16.0,1,0.001
Z,56,one_step_exhaustive,1,41,41,41,0.0052688657080592685,0.0052688657080592685,0.0,0.00530645571205602,-3.7590003996751387e-05,-3.7590003996751387e-05,0.0,0.0,1,0.001
Z,56,two_step_beam8,2,8,41,369,0.0052688657080592685,0.0052688657080592685,0.0,0.005019946481931117,0.00024891922612815115,0.00024891922612815115,0.9999999999999999,0.9999999999999998,1,0.001
Z,56,three_step_beam8,3,8,41,697,0.0052688657080592685,0.0052688657080592685,0.0,0.005096542148968652,0.00017232355909061609,0.00017232355909061609,0.6666666666666666,0.9999999999999998,1,0.001
Z,58,one_step_exhaustive,1,41,41,41,0.004934895816565928,0.004934895816565928,0.0,0.0050985969196686715,-0.00016370110310274383,-0.00016370110310274383,0.0,0.0,1,0.001
Z,58,two_step_beam8,2,8,41,369,0.004934895816565928,0.004934895816565928,0.0,0.004968360149332038,-3.3464332766110216e-05,-3.3464332766110216e-05,2.1249999999999996,3.999999999999999,1,0.001
Z,58,three_step_beam8,3,8,41,697,0.004934895816565928,0.004934895816565928,0.0,0.004838408602195324,9.648721437060387e-05,9.648721437060387e-05,5.749999999999999,0.9999999999999998,1,0.001
Z,60,one_step_exhaustive,1,41,41,41,0.004332642697693519,0.004332642697693519,0.0,0.004439478896101155,-0.00010683619840763658,-0.00010683619840763658,0.0,0.0,1,0.001
Z,60,two_step_beam8,2,8,41,369,0.004332642697693519,0.004332642697693519,0.0,0.004596006309874771,-0.0002633636121812527,-0.0002633636121812527,0.6249999999999999,0.9999999999999998,1,0.001
Z,60,three_step_beam8,3,8,41,697,0.004332642697693519,0.004332642697693519,0.0,0.004893467035692135,-0.0005608243379986166,-0.0005608243379986166,0.4166666666666666,0.9999999999999998,1,0.001
Z,62,one_step_exhaustive,1,41,41,41,0.004315247985084529,0.004315247985084529,0.0,0.004555899290624589,-0.00024065130554005998,-0.00024065130554005998,0.0,0.0,1,0.001
Z,62,two_step_beam8,2,8,41,369,0.004315247985084529,0.004315247985084529,0.0,0.004823621623444227,-0.0005083736383596979,-0.0005083736383596979,2.5,1.0,1,0.001
Z,62,three_step_beam8,3,8,41,697,0.004315247985084529,0.004315247985084529,0.0,0.005214486128971747,-0.0008992381438872182,-0.0008992381438872182,0.75,1.0,1,0.001
Z,64,one_step_exhaustive,1,41,41,41,0.004683530625814149,0.004683530625814149,0.0,0.005070437123319803,-0.0003869064975056541,-0.0003869064975056541,0.0,0.0,1,0.001
Z,64,two_step_beam8,2,8,41,369,0.004683530625814149,0.004683530625814149,0.0,0.005368259041423615,-0.000684728415609466,-0.000684728415609466,4.625,9.0,1,0.001
Z,64,three_step_beam8,3,8,41,697,0.004683530625814149,0.004683530625814149,0.0,0.0056475322149603865,-0.0009640015891462378,-0.0009640015891462378,3.1666666666666665,9.0,1,0.001
Z,66,one_step_exhaustive,1,41,41,41,0.004797502665384021,0.004797502665384021,0.0,0.004997881232311853,-0.00020037856692783212,-0.00020037856692783212,0.0,0.0,1,0.001
Z,66,two_step_beam8,2,8,41,369,0.004797502665384021,0.004797502665384021,0.0,0.005170473328819862,-0.00037297066343584123,-0.00037297066343584123,0.6249999999999999,0.25,1,0.001
Z,66,three_step_beam8,3,8,41,697,0.004797502665384021,0.004797502665384021,0.0,0.005319271586006286,-0.0005217689206222648,-0.0005217689206222648,0.4166666666666666,0.25,1,0.001
Z,68,one_step_exhaustive,1,41,41,41,0.004177090293189696,0.004177090293189696,0.0,0.004099560118225508,7.753017496418824e-05,7.753017496418824e-05,0.0,0.0,1,0.001
Z,68,two_step_beam8,2,8,41,369,0.004177090293189696,0.004177090293189696,0.0,0.003913796626499266,0.0002632936666904298,0.0002632936666904298,3.999999999999999,3.999999999999999,1,0.001
Z,68,three_step_beam8,3,8,41,697,0.004177090293189696,0.004177090293189696,0.0,0.0036464452390771174,0.0005306450541125787,0.0005306450541125787,4.333333333333332,3.999999999999999,1,0.001
Z,70,one_step_exhaustive,1,41,41,41,0.0038326895183158766,0.0038326895183158766,0.0,0.0037453934875894823,8.729603072639425e-05,8.729603072639425e-05,0.0,0.0,1,0.001
Z,70,two_step_beam8,2,8,41,369,0.0038326895183158766,0.0038326895183158766,0.0,0.003484278787963639,0.0003484107303522374,0.0003484107303522374,0.6249999999999999,0.9999999999999998,1,0.001
Z,70,three_step_beam8,3,8,41,697,0.0038326895183158766,0.0038326895183158766,0.0,0.003361448237270581,0.0004712412810452954,0.0004712412810452954,0.49999999999999994,0.9999999999999998,1,0.001
Z,72,one_step_exhaustive,1,41,41,41,0.0029383512274058082,0.0029383512274058082,0.0,0.0028769677697243617,6.138345768144648e-05,6.138345768144648e-05,0.0,0.0,1,0.001
Z,72,two_step_beam8,2,8,41,369,0.0029383512274058082,0.0029383512274058082,0.0,0.0025000882934247057,0.00043826293398110255,0.00043826293398110255,8.125,0.24999999999999994,1,0.001
Z,72,three_step_beam8,3,8,41,697,0.0029383512274058082,0.0029383512274058082,0.0,0.0022181801838488946,0.0007201710435569136,0.0007201710435569136,5.5,0.24999999999999994,1,0.001
Z,74,one_step_exhaustive,1,41,41,41,0.0015256332333190917,0.0015256332333190917,0.0,0.001395765958651013,0.00012986727466807874,0.00012986727466807874,0.0,0.0,1,0.001
Z,74,two_step_beam8,2,8,41,369,0.0015256332333190917,0.0015256332333190917,0.0,0.0013529893515146565,0.00017264388180443513,0.00017264388180443513,2.125,4.0,1,0.001
Z,74,three_step_beam8,3,8,41,697,0.0015256332333190917,0.0015256332333190917,0.0,0.0013780955497383826,0.00014753768358070907,0.00014753768358070907,1.6666666666666667,4.0,1,0.001
Z,76,one_step_exhaustive,1,41,41,41,0.0012748431580721711,0.0012748431580721711,0.0,0.0013505501379404358,-7.570697986826469e-05,-7.570697986826469e-05,0.0,0.0,1,0.001
Z,76,two_step_beam8,2,8,41,369,0.0012748431580721711,0.0012748431580721711,0.0,0.0014072497936160472,-0.00013240663554387605,-0.00013240663554387605,0.24999999999999994,0.24999999999999994,1,0.001
Z,76,three_step_beam8,3,8,41,697,0.0012748431580721711,0.0012748431580721711,0.0,0.0015920141510555458,-0.00031717099298337464,-0.00031717099298337464,0.7499999999999999,0.25,1,0.001
Z,78,one_step_exhaustive,1,41,41,41,0.0013725516370194576,0.0013725516370194576,0.0,0.001519155992658644,-0.00014660435563918633,-0.00014660435563918633,0.24999999999999994,0.24999999999999994,1,0.001
Z,78,two_step_beam8,2,8,41,369,0.0013725516370194576,0.0013725516370194576,0.0,0.0017575954703236488,-0.0003850438333041911,-0.0003850438333041911,0.6249999999999999,0.24999999999999994,1,0.001
Z,78,three_step_beam8,3,8,41,697,0.0013725516370194576,0.0013725516370194576,0.0,0.0020260717756750007,-0.0006535201386555431,-0.0006535201386555431,0.6666666666666665,0.9999999999999998,1,0.001
Z,80,one_step_exhaustive,1,41,41,41,0.0017535732154342482,0.0017535732154342482,0.0,0.002034092412689169,-0.00028051919725492064,-0.00028051919725492064,0.0,0.0,1,0.001
Z,80,two_step_beam8,2,8,41,369,0.0017535732154342482,0.0017535732154342482,0.0,0.002350112292168721,-0.000596539076734473,-0.000596539076734473,0.24999999999999997,0.25,1,0.001
Z,80,three_step_beam8,3,8,41,697,0.0017535732154342482,0.0017535732154342482,0.0,0.0026268278199071057,-0.0008732546044728576,-0.0008732546044728576,0.49999999999999994,0.9999999999999998,1,0.001
Z,82,one_step_exhaustive,1,41,41,41,0.002329353783913621,0.002329353783913621,0.0,0.0026611600155673695,-0.00033180623165374873,-0.00033180623165374873,0.0,0.0,1,0.001
Z,82,two_step_beam8,2,8,41,369,0.002329353783913621,0.002329353783913621,0.0,0.0030064672031459364,-0.0006771134192323155,-0.0006771134192323155,4.625,0.25,1,0.001
Z,82,three_step_beam8,3,8,41,697,0.002329353783913621,0.002329353783913621,0.0,0.003291720926499278,-0.0009623671425856573,-0.0009623671425856573,5.666666666666667,1.0,1,0.001
Z,84,one_step_exhaustive,1,41,41,41,0.002536092610769723,0.002536092610769723,0.0,0.0027831802295246316,-0.0002470876187549084,-0.0002470876187549084,0.0,0.0,1,0.001
Z,84,two_step_beam8,2,8,41,369,0.002536092610769723,0.002536092610769723,0.0,0.0028223052377739574,-0.0002862126270042342,-0.0002862126270042342,4.625,9.0,1,0.001
Z,84,three_step_beam8,3,8,41,697,0.002536092610769723,0.002536092610769723,0.0,0.0029638807201288753,-0.00042778810935915207,-0.00042778810935915207,3.0833333333333335,9.0,1,0.001
Z,86,one_step_exhaustive,1,41,41,41,0.002711916509481299,0.002711916509481299,0.0,0.0029748692021731513,-0.0002629526926918521,-0.0002629526926918521,0.0,0.0,1,0.001
Z,86,two_step_beam8,2,8,41,369,0.002711916509481299,0.002711916509481299,0.0,0.0031925461113009035,-0.00048062960181960435,-0.00048062960181960435,0.6249999999999999,0.25,1,0.001
Z,86,three_step_beam8,3,8,41,697,0.002711916509481299,0.002711916509481299,0.0,0.003405170359286787,-0.0006932538498054877,-0.0006932538498054877,1.7499999999999998,0.25,1,0.001
Z,88,one_step_exhaustive,1,41,41,41,0.002857110641351447,0.002857110641351447,0.0,0.00311670871278958,-0.00025959807143813296,-0.00025959807143813296,0.24999999999999994,0.24999999999999994,1,0.001
Z,88,two_step_beam8,2,8,41,369,0.002857110641351447,0.002857110641351447,0.0,0.003255087871684992,-0.00039797723033354465,-0.00039797723033354465,4.999999999999999,8.999999999999998,1,0.001
Z,88,three_step_beam8,3,8,41,697,0.002857110641351447,0.002857110641351447,0.0,0.0035768456874809493,-0.0007197350461295021,-0.0007197350461295021,3.3333333333333326,8.999999999999998,1,0.001
Z,90,one_step_exhaustive,1,41,41,41,0.0029773276981741245,0.0029773276981741245,0.0,0.0033120387462500372,-0.00033471104807591273,-0.00033471104807591273,0.0,0.0,1,0.001
Z,90,two_step_beam8,2,8,41,369,0.0029773276981741245,0.0029773276981741245,0.0,0.003661526127772312,-0.0006841984295981873,-0.0006841984295981873,0.6249999999999999,0.25,1,0.001
Z,90,three_step_beam8,3,8,41,697,0.0029773276981741245,0.0029773276981741245,0.0,0.004142254381763605,-0.0011649266835894803,-0.0011649266835894803,0.4166666666666666,0.25,1,0.001
Z,92,one_step_exhaustive,1,41,41,41,0.003535930126015295,0.003535930126015295,0.0,0.004024034763927695,-0.0004881046379123996,-0.0004881046379123996,0.0,0.0,1,0.001
Z,92,two_step_beam8,2,8,41,369,0.003535930126015295,0.003535930126015295,0.0,0.004397818384143645,-0.0008618882581283502,-0.0008618882581283502,2.125,4.0,1,0.001
Z,92,three_step_beam8,3,8,41,697,0.003535930126015295,0.003535930126015295,0.0,0.004973803287378065,-0.0014378731613627696,-0.0014378731613627696,1.4166666666666667,4.0,1,0.001
Z,94,one_step_exhaustive,1,41,41,41,0.004247522191998018,0.004247522191998018,0.0,0.0048354957108337,-0.0005879735188356813,-0.0005879735188356813,0.0,0.0,1,0.001
Z,94,two_step_beam8,2,8,41,369,0.004247522191998018,0.004247522191998018,0.0,0.005421770071171672,-0.0011742478791736538,-0.0011742478791736538,2.125,4.0,1,0.001
Z,94,three_step_beam8,3,8,41,697,0.004247522191998018,0.004247522191998018,0.0,0.006052178699790203,-0.001804656507792185,-0.001804656507792185,1.4166666666666667,4.0,1,0.001
Z,96,one_step_exhaustive,1,41,41,41,0.00508992070617139,0.00508992070617139,0.0,0.0056054642255009834,-0.0005155435193295935,-0.0005155435193295935,0.0,0.0,1,0.001
Z,96,two_step_beam8,2,8,41,369,0.00508992070617139,0.00508992070617139,0.0,0.006120699321167572,-0.001030778614996182,-0.001030778614996182,1.0,1.0,1,0.001
Z,96,three_step_beam8,3,8,41,697,0.00508992070617139,0.00508992070617139,0.0,0.0068222770511914554,-0.0017323563450200655,-0.0017323563450200655,0.6666666666666666,1.0,1,0.001
Z,98,one_step_exhaustive,1,41,41,41,0.005948974989240914,0.005948974989240914,0.0,0.006494388637867311,-0.0005454136486263972,-0.0005454136486263972,0.0,0.0,1,0.001
Z,98,two_step_beam8,2,8,41,369,0.005948974989240914,0.005948974989240914,0.0,0.007026048461824634,-0.00107707347258372,-0.00107707347258372,1.0,1.0,1,0.001
Z,98,three_step_beam8,3,8,41,697,0.005948974989240914,0.005948974989240914,0.0,0.007716683662966753,-0.0017677086737258388,-0.0017677086737258388,0.4166666666666667,0.24999999999999994,1,0.001
H,2,one_step_exhaustive,1,41,41,41,0.0015292750135441485,0.0015292750135441485,0.0,0.0017920963625300823,-0.0002628213489859338,-0.0002628213489859338,0.0,0.0,1,0.001
