task,step,fallback_spec,candidate_count,previous_terminal_phi,best_margin,best_fallback_phi,best_fallback_norm,terminal_outside_residual,residual_threshold
Z,87,midpoint_inrange,65,0.0028404304160447383,-0.0002233993043110269,0.003063829720355765,0.24999999999999994,1,0.001
Z,87,dense_inrange,97,0.0028404304160447383,-0.00022070037424616606,0.0030611307902909043,0.062499999999999986,1,0.001
Z,88,default,41,0.002857110641351447,-0.00025959807143813296,0.00311670871278958,0.24999999999999994,1,0.001
Z,88,midpoint_inrange,65,0.002857110641351447,-0.00025959807143813296,0.00311670871278958,0.24999999999999994,1,0.001
Z,88,dense_inrange,97,0.002857110641351447,-0.00025959807143813296,0.00311670871278958,0.24999999999999994,1,0.001
Z,89,default,41,0.0027907815253554735,-0.00029032995216181356,0.003081111477517287,0.0,1,0.001
Z,89,midpoint_inrange,65,0.0027907815253554735,-0.00029032995216181356,0.003081111477517287,0.0,1,0.001
Z,89,dense_inrange,97,0.0027907815253554735,-0.00029032995216181356,0.003081111477517287,0.0,1,0.001
Z,90,default,41,0.0029773276981741245,-0.00033471104807591273,0.0033120387462500372,0.0,1,0.001
Z,90,midpoint_inrange,65,0.0029773276981741245,-0.00033471104807591273,0.0033120387462500372,0.0,1,0.001
Z,90,dense_inrange,97,0.0029773276981741245,-0.00033471104807591273,0.0033120387462500372,0.0,1,0.001
Z,91,default,41,0.0031393621392014834,-0.00039656798681381167,0.003535930126015295,0.0,1,0.001
Z,91,midpoint_inrange,65,0.0031393621392014834,-0.00039656798681381167,0.003535930126015295,0.0,1,0.001
Z,91,dense_inrange,97,0.0031393621392014834,-0.00039656798681381167,0.003535930126015295,0.0,1,0.001
Z,92,default,41,0.003535930126015295,-0.0004881046379123996,0.004024034763927695,0.0,1,0.001
Z,92,midpoint_inrange,65,0.003535930126015295,-0.0004881046379123996,0.004024034763927695,0.0,1,0.001
Z,92,dense_inrange,97,0.003535930126015295,-0.0004881046379123996,0.004024034763927695,0.0,1,0.001
Z,93,default,41,0.004024034763927695,-0.0005464397396351683,0.004570474503562863,0.0,1,0.001
Z,93,midpoint_inrange,65,0.004024034763927695,-0.0005464397396351683,0.004570474503562863,0.0,1,0.001
Z,93,dense_inrange,97,0.004024034763927695,-0.0005419184981021452,0.00456595326202984,0.0625,1,0.001
Z,94,default,41,0.004247522191998018,-0.0005879735188356813,0.0048354957108337,0.0,1,0.001
Z,94,midpoint_inrange,65,0.004247522191998018,-0.0005879735188356813,0.0048354957108337,0.0,1,0.001
Z,94,dense_inrange,97,0.004247522191998018,-0.0005879735188356813,0.0048354957108337,0.0,1,0.001
Z,95,default,41,0.004757241938814841,-0.00054044961288853,0.005297691551703371,0.0,1,0.001
Z,95,midpoint_inrange,65,0.004757241938814841,-0.00054044961288853,0.005297691551703371,0.0,1,0.001
Z,95,dense_inrange,97,0.004757241938814841,-0.00054044961288853,0.005297691551703371,0.0,1,0.001
Z,96,default,41,0.00508992070617139,-0.0005155435193295935,0.0056054642255009834,0.0,1,0.001
Z,96,midpoint_inrange,65,0.00508992070617139,-0.0005155435193295935,0.0056054642255009834,0.0,1,0.001
Z,96,dense_inrange,97,0.00508992070617139,-0.0005155435193295935,0.0056054642255009834,0.0,1,0.001
Z,97,default,41,0.0056054642255009834,-0.0005758837982128354,0.006181348023713819,0.0,1,0.001
Z,97,midpoint_inrange,65,0.0056054642255009834,-0.0005758837982128354,0.006181348023713819,0.0,1,0.001
Z,97,dense_inrange,97,0.0056054642255009834,-0.0005758837982128354,0.006181348023713819,0.0,1,0.001
Z,98,default,41,0.005948974989240914,-0.0005454136486263972,0.006494388637867311,0.0,1,0.001
Z,98,midpoint_inrange,65,0.005948974989240914,-0.0005454136486263972,0.006494388637867311,0.0,1,0.001
Z,98,dense_inrange,97,0.005948974989240914,-0.0005454136486263972,0.006494388637867311,0.0,1,0.001
Z,99,default,41,0.006494388637867311,-0.0006060149810409726,0.007100403618908284,0.0,1,0.001
Z,99,midpoint_inrange,65,0.006494388637867311,-0.0006060149810409726,0.007100403618908284,0.0,1,0.001
Z,99,dense_inrange,97,0.006494388637867311,-0.0006060149810409726,0.007100403618908284,0.0,1,0.001
H,1,default,41,0.001362620597661908,-0.0003261672727086634,0.0016887878703705714,0.0,1,0.001
H,1,midpoint_inrange,65,0.001362620597661908,-0.0003261672727086634,0.0016887878703705714,0.0,1,0.001
H,1,dense_inrange,97,0.001362620597661908,-0.0003261672727086634,0.0016887878703705714,0.0,1,0.001
H,2,default,41,0.0015292750135441485,-0.0002628213489859338,0.0017920963625300823,0.0,1,0.001
H,2,midpoint_inrange,65,0.0015292750135441485,-0.0002628213489859338,0.0017920963625300823,0.0,1,0.001
H,2,dense_inrange,97,0.0015292750135441485,-0.0002628213489859338,0.0017920963625300823,0.0,1,0.001
H,3,default,41,0.0017920963625300823,-0.00029805186499149566,0.002090148227521578,0.0,1,0.001
H,3,midpoint_inrange,65,0.0017920963625300823,-0.00029805186499149566,0.002090148227521578,0.0,1,0.001
H,3,dense_inrange,97,0.0017920963625300823,-0.00029805186499149566,0.002090148227521578,0.0,1,0.001
H,4,default,41,0.002090148227521578,-0.0003588365433026819,0.00244898477082426,0.0,1,0.001
H,4,midpoint_inrange,65,0.002090148227521578,-0.0003588365433026819,0.00244898477082426,0.0,1,0.001
H,4,dense_inrange,97,0.002090148227521578,-0.0003588365433026819,0.00244898477082426,0.0,1,0.001
H,5,default,41,0.002376640662202903,-0.00038769280884765056,0.0027643334710505535,0.25,1,0.001
H,5,midpoint_inrange,65,0.002376640662202903,-0.00038769280884765056,0.0027643334710505535,0.25,1,0.001
H,5,dense_inrange,97,0.002376640662202903,-0.00038574699498379605,0.002762387657186699,0.0625,1,0.001
H,6,default,41,0.0027198595251786764,-0.00033323988428522744,0.003053099409463904,0.0,1,0.001
H,6,midpoint_inrange,65,0.0027198595251786764,-0.00033323988428522744,0.003053099409463904,0.0,1,0.001
H,6,dense_inrange,97,0.0027198595251786764,-0.00033323988428522744,0.003053099409463904,0.0,1,0.001
H,7,default,41,0.00290791565890601,-0.0002933033428363166,0.0032012190017423267,0.0,1,0.001
H,7,midpoint_inrange,65,0.00290791565890601,-0.0002933033428363166,0.0032012190017423267,0.0,1,0.001
H,7,dense_inrange,97,0.00290791565890601,-0.0002933033428363166,0.0032012190017423267,0.0,1,0.001
H,8,default,41,0.0028743557997629107,-0.00036838974298665506,0.0032427455427495658,0.0,1,0.001
H,8,midpoint_inrange,65,0.0028743557997629107,-0.00036838974298665506,0.0032427455427495658,0.0,1,0.001
H,8,dense_inrange,97,0.0028743557997629107,-0.00036838974298665506,0.0032427455427495658,0.0,1,0.001
H,9,default,41,0.0032427455427495658,-0.0003467447087652717,0.0035894902515148375,0.24999999999999994,1,0.001
H,9,midpoint_inrange,65,0.0032427455427495658,-0.0003467447087652717,0.0035894902515148375,0.24999999999999994,1,0.001
H,9,dense_inrange,97,0.0032427455427495658,-0.0003467447087652717,0.0035894902515148375,0.24999999999999994,1,0.001
H,10,default,41,0.0031299852094118785,-0.0003452296289589707,0.003475214838370849,0.9999999999999998,1,0.001
H,10,midpoint_inrange,65,0.0031299852094118785,-0.0003452296289589707,0.003475214838370849,0.9999999999999998,1,0.001
H,10,dense_inrange,97,0.0031299852094118785,-0.00032564969828472595,0.0034556349076966045,0.5624999999999999,1,0.001
H,11,default,41,0.0032978774200627184,-0.00038570378606676836,0.0036835812061294868,0.0,1,0.001
H,11,midpoint_inrange,65,0.0032978774200627184,-0.00038570378606676836,0.0036835812061294868,0.0,1,0.001
H,11,dense_inrange,97,0.0032978774200627184,-0.00032587465566518564,0.003623752075727904,0.062499999999999986,1,0.001
H,12,default,41,0.003192340493067519,-0.000250956537418745,0.0034432970304862642,0.0,1,0.001
H,12,midpoint_inrange,65,0.003192340493067519,-0.000250956537418745,0.0034432970304862642,0.0,1,0.001
H,12,dense_inrange,97,0.003192340493067519,-0.000250956537418745,0.0034432970304862642,0.0,1,0.001
H,13,default,41,0.00334727045019257,-0.00034797848541565785,0.003695248935608228,0.0,1,0.001
H,13,midpoint_inrange,65,0.00334727045019257,-0.00034797848541565785,0.003695248935608228,0.0,1,0.001
H,13,dense_inrange,97,0.00334727045019257,-0.0003408887943632602,0.0036881592445558303,0.0625,1,0.001
H,14,default,41,0.0029482791619422632,-0.00025327715771176346,0.0032015563196540267,0.0,1,0.001
H,14,midpoint_inrange,65,0.0029482791619422632,-0.00025327715771176346,0.0032015563196540267,0.0,1,0.001
H,14,dense_inrange,97,0.0029482791619422632,-0.00025327715771176346,0.0032015563196540267,0.0,1,0.001
H,15,default,41,0.002692108776397556,-0.00010613755363834271,0.0027982463300358987,1.0,1,0.001
H,15,midpoint_inrange,65,0.002692108776397556,-0.00010613755363834271,0.0027982463300358987,1.0,1,0.001
H,15,dense_inrange,97,0.002692108776397556,-0.00010613755363834271,0.0027982463300358987,1.0,1,0.001
H,16,default,41,0.0026665270080821965,-0.00013897449024449782,0.0028055014983266943,0.0,1,0.001
H,16,midpoint_inrange,65,0.0026665270080821965,-0.00013897449024449782,0.0028055014983266943,0.0,1,0.001
H,16,dense_inrange,97,0.0026665270080821965,-9.84161042675083e-05,0.002764943112349705,0.0625,1,0.001
H,17,default,41,0.002438367905550874,-0.00012351552085128337,0.0025618834264021575,0.0,1,0.001
H,17,midpoint_inrange,65,0.002438367905550874,-0.00012351552085128337,0.0025618834264021575,0.0,1,0.001
H,17,dense_inrange,97,0.002438367905550874,-0.00012351552085128337,0.0025618834264021575,0.0,1,0.001
H,18,default,41,0.0025109715698557467,-0.0002129425734052129,0.0027239141432609595,0.0,1,0.001
H,18,midpoint_inrange,65,0.0025109715698557467,-0.0002129425734052129,0.0027239141432609595,0.0,1,0.001
H,18,dense_inrange,97,0.0025109715698557467,-0.0002129425734052129,0.0027239141432609595,0.0,1,0.001
H,19,default,41,0.0027239141432609595,-0.00025985370166545924,0.0029837678449264188,0.24999999999999994,1,0.001
H,19,midpoint_inrange,65,0.0027239141432609595,-0.00025985370166545924,0.0029837678449264188,0.24999999999999994,1,0.001
H,19,dense_inrange,97,0.0027239141432609595,-0.00025985370166545924,0.0029837678449264188,0.24999999999999994,1,0.001
H,20,default,41,0.0024684146753591527,-0.0002525601792804158,0.0027209748546395685,0.0,1,0.001
H,20,midpoint_inrange,65,0.0024684146753591527,-0.0002525601792804158,0.0027209748546395685,0.0,1,0.001
H,20,dense_inrange,97,0.0024684146753591527,-0.0002525601792804158,0.0027209748546395685,0.0,1,0.001
H,21,default,41,0.002665734579231839,-0.0002640010813530491,0.002929735660584888,0.0,1,0.001
H,21,midpoint_inrange,65,0.002665734579231839,-0.0002640010813530491,0.002929735660584888,0.0,1,0.001
H,21,dense_inrange,97,0.002665734579231839,-0.00026226860305079286,0.002928003182282632,0.062499999999999986,1,0.001
H,22,default,41,0.002749676852660088,-0.0002751025408043589,0.003024779393464447,0.0,1,0.001
H,22,midpoint_inrange,65,0.002749676852660088,-0.0002751025408043589,0.003024779393464447,0.0,1,0.001
H,22,dense_inrange,97,0.002749676852660088,-0.00023688635291153198,0.00298656320557162,0.0625,1,0.001
H,23,default,41,0.0029521126206860093,-0.0003038602112031344,0.0032559728318891437,0.25,1,0.001
H,23,midpoint_inrange,65,0.0029521126206860093,-0.0003038602112031344,0.0032559728318891437,0.25,1,0.001
H,23,dense_inrange,97,0.0029521126206860093,-0.0002943936649688825,0.003246506285654892,0.0625,1,0.001
H,24,default,41,0.0032559728318891437,-0.00040424215998170754,0.0036602149918708513,0.25,1,0.001
H,24,midpoint_inrange,65,0.0032559728318891437,-0.00040424215998170754,0.0036602149918708513,0.25,1,0.001
H,24,dense_inrange,97,0.0032559728318891437,-0.00040424215998170754,0.0036602149918708513,0.25,1,0.001
H,25,default,41,0.0031916933849076776,-0.0003437483218852039,0.0035354417067928814,0.25,1,0.001
H,25,midpoint_inrange,65,0.0031916933849076776,-0.0003437483218852039,0.0035354417067928814,0.25,1,0.001
H,25,dense_inrange,97,0.0031916933849076776,-0.0003432386139298957,0.0035349319988375733,0.0625,1,0.001
H,26,default,41,0.0029853543632143223,-0.00032685176885201284,0.003312206132066335,0.0,1,0.001
H,26,midpoint_inrange,65,0.0029853543632143223,-0.00032685176885201284,0.003312206132066335,0.0,1,0.001
H,26,dense_inrange,97,0.0029853543632143223,-0.00032685176885201284,0.003312206132066335,0.0,1,0.001
H,27,default,41,0.0032387979720159346,-0.0003641472102992385,0.003602945182315173,0.0,1,0.001
H,27,midpoint_inrange,65,0.0032387979720159346,-0.0003641472102992385,0.003602945182315173,0.0,1,0.001
H,27,dense_inrange,97,0.0032387979720159346,-0.0003641472102992385,0.003602945182315173,0.0,1,0.001
H,28,default,41,0.003602945182315173,-0.00047054951456046434,0.0040734946968756375,0.0,1,0.001
H,28,midpoint_inrange,65,0.003602945182315173,-0.00047054951456046434,0.0040734946968756375,0.0,1,0.001
H,28,dense_inrange,97,0.003602945182315173,-0.00047054951456046434,0.0040734946968756375,0.0,1,0.001
H,29,default,41,0.003035235779247872,-0.00018996518305656324,0.003225200962304435,0.9999999999999998,1,0.001
H,29,midpoint_inrange,65,0.003035235779247872,-0.00018996518305656324,0.003225200962304435,0.9999999999999998,1,0.001
H,29,dense_inrange,97,0.003035235779247872,-0.00018996518305656324,0.003225200962304435,0.9999999999999998,1,0.001
H,30,default,41,0.0028539415808631063,-0.00014180625911189987,0.002995747839975006,0.0,1,0.001
H,30,midpoint_inrange,65,0.0028539415808631063,-0.00014180625911189987,0.002995747839975006,0.0,1,0.001
H,30,dense_inrange,97,0.0028539415808631063,-0.00014180625911189987,0.002995747839975006,0.0,1,0.001
H,31,default,41,0.0023924397454716806,-9.74205944270154e-05,0.002489860339898696,0.0,1,0.001
H,31,midpoint_inrange,65,0.0023924397454716806,-9.74205944270154e-05,0.002489860339898696,0.0,1,0.001
H,31,dense_inrange,97,0.0023924397454716806,-9.74205944270154e-05,0.002489860339898696,0.0,1,0.001
H,32,default,41,0.0022767663069654318,-5.7627585018447947e-05,0.0023343938919838797,0.0,1,0.001
H,32,midpoint_inrange,65,0.0022767663069654318,-5.7627585018447947e-05,0.0023343938919838797,0.0,1,0.001
H,32,dense_inrange,97,0.0022767663069654318,-5.7627585018447947e-05,0.0023343938919838797,0.0,1,0.001
H,33,default,41,0.0013511430618538822,9.903783253414206e-05,0.0012521052293197402,0.0,1,0.001
H,33,midpoint_inrange,65,0.0013511430618538822,9.903783253414206e-05,0.0012521052293197402,0.0,1,0.001
H,33,dense_inrange,97,0.0013511430618538822,9.903783253414206e-05,0.0012521052293197402,0.0,1,0.001
H,34,default,41,0.0012068767523358212,0.00010381558515257933,0.0011030611671832419,1.0,1,0.001
H,34,midpoint_inrange,65,0.0012068767523358212,0.00010635618227095717,0.001100520570064864,2.25,1,0.001
H,34,dense_inrange,97,0.0012068767523358212,0.00010635618227095717,0.001100520570064864,2.25,1,0.001
H,35,default,41,0.0010289491708403292,8.369107444900631e-05,0.0009452580963913229,0.25,1,0.001
H,35,midpoint_inrange,65,0.0010289491708403292,8.369107444900631e-05,0.0009452580963913229,0.25,1,0.001
H,35,dense_inrange,97,0.0010289491708403292,8.369107444900631e-05,0.0009452580963913229,0.25,1,0.001
H,36,default,41,0.0005383862094744951,5.3704965189721454e-05,0.00048468124428477366,0.0,0,0.001
H,36,midpoint_inrange,65,0.0005383862094744951,5.3704965189721454e-05,0.00048468124428477366,0.0,0,0.001
H,36,dense_inrange,97,0.0005383862094744951,5.3704965189721454e-05,0.00048468124428477366,0.0,0,0.001
H,37,default,41,0.00044877479604865655,-2.9789652181068382e-05,0.00047856444822972494,0.0,0,0.001
H,37,midpoint_inrange,65,0.00044877479604865655,-2.9789652181068382e-05,0.00047856444822972494,0.0,0,0.001
H,37,dense_inrange,97,0.00044877479604865655,-2.9789652181068382e-05,0.00047856444822972494,0.0,0,0.001
H,38,default,41,0.00047856444822972494,-9.210935592092462e-05,0.0005706738041506496,0.0,0,0.001
H,38,midpoint_inrange,65,0.00047856444822972494,-9.210935592092462e-05,0.0005706738041506496,0.0,0,0.001
H,38,dense_inrange,97,0.00047856444822972494,-9.210935592092462e-05,0.0005706738041506496,0.0,0,0.001
H,39,default,41,0.0005706738041506496,-0.0001456834840923918,0.0007163572882430413,0.24999999999999994,0,0.001
H,39,midpoint_inrange,65,0.0005706738041506496,-0.0001456834840923918,0.0007163572882430413,0.24999999999999994,0,0.001
H,39,dense_inrange,97,0.0005706738041506496,-0.00014451109207168356,0.0007151848962223331,0.062499999999999986,0,0.001
H,40,default,41,0.0007163572882430413,-0.00019300634044094184,0.0009093636286839832,0.0,0,0.001
H,40,midpoint_inrange,65,0.0007163572882430413,-0.00019300634044094184,0.0009093636286839832,0.0,0,0.001
H,40,dense_inrange,97,0.0007163572882430413,-0.00019300634044094184,0.0009093636286839832,0.0,0,0.001
H,41,default,41,0.0008974842875410158,-0.00022824958089943947,0.0011257338684404553,0.0,0,0.001
H,41,midpoint_inrange,65,0.0008974842875410158,-0.00022824958089943947,0.0011257338684404553,0.0,0,0.001
H,41,dense_inrange,97,0.0008974842875410158,-0.00022824958089943947,0.0011257338684404553,0.0,0,0.001
H,42,default,41,0.0011195083784193774,-0.0002761765264933727,0.00139568490491275,0.0,1,0.001
H,42,midpoint_inrange,65,0.0011195083784193774,-0.0002761765264933727,0.00139568490491275,0.0,1,0.001
H,42,dense_inrange,97,0.0011195083784193774,-0.0002761765264933727,0.00139568490491275,0.0,1,0.001
H,43,default,41,0.00139568490491275,-0.0003064656387415862,0.0017021505436543363,0.25,1,0.001
H,43,midpoint_inrange,65,0.00139568490491275,-0.0003064656387415862,0.0017021505436543363,0.25,1,0.001
H,43,dense_inrange,97,0.00139568490491275,-0.0002645186413234926,0.0016602035462362427,0.0625,1,0.001
H,44,default,41,0.0015827777620372602,-0.00025733571754764373,0.001840113479584904,4.0,1,0.001
H,44,midpoint_inrange,65,0.0015827777620372602,-0.00025733571754764373,0.001840113479584904,4.0,1,0.001
H,44,dense_inrange,97,0.0015827777620372602,-0.00025451992930183853,0.0018372976913390987,3.0625,1,0.001
H,45,default,41,0.001748641476692063,-0.00021089063899467492,0.001959532115686738,0.0,1,0.001
H,45,midpoint_inrange,65,0.001748641476692063,-0.00021089063899467492,0.001959532115686738,0.0,1,0.001
H,45,dense_inrange,97,0.001748641476692063,-0.00016213571995113418,0.0019107771966431972,0.0625,1,0.001
H,46,default,41,0.0017196762139164712,-0.00013644499401242044,0.0018561212079288916,0.0,1,0.001
H,46,midpoint_inrange,65,0.0017196762139164712,-0.00013644499401242044,0.0018561212079288916,0.0,1,0.001
H,46,dense_inrange,97,0.0017196762139164712,-0.00013644499401242044,0.0018561212079288916,0.0,1,0.001
H,47,default,41,0.001831625943361656,-0.00023448263767162497,0.002066108581033281,0.0,1,0.001
H,47,midpoint_inrange,65,0.001831625943361656,-0.00023448263767162497,0.002066108581033281,0.0,1,0.001
H,47,dense_inrange,97,0.001831625943361656,-0.00023448263767162497,0.002066108581033281,0.0,1,0.001
H,48,default,41,0.0018010443037402013,-0.00019895284241824157,0.001999997146158443,0.0,1,0.001
H,48,midpoint_inrange,65,0.0018010443037402013,-0.00019895284241824157,0.001999997146158443,0.0,1,0.001
H,48,dense_inrange,97,0.0018010443037402013,-0.00019191101888056672,0.001992955322620768,0.062499999999999986,1,0.001
H,49,default,41,0.001999997146158443,-0.00022331291155552185,0.0022233100577139647,15.999999999999996,1,0.001
H,49,midpoint_inrange,65,0.001999997146158443,-0.00022331291155552185,0.0022233100577139647,15.999999999999996,1,0.001
H,49,dense_inrange,97,0.001999997146158443,-0.00022331291155552185,0.0022233100577139647,15.999999999999996,1,0.001
H,50,default,41,0.0022233100577139647,-0.00025299089985880013,0.002476300957572765,0.0,1,0.001
H,50,midpoint_inrange,65,0.0022233100577139647,-0.00025299089985880013,0.002476300957572765,0.0,1,0.001
H,50,dense_inrange,97,0.0022233100577139647,-0.00025299089985880013,0.002476300957572765,0.0,1,0.001
H,51,default,41,0.0023215867448687436,-0.000294376370713334,0.0026159631155820776,0.0,1,0.001
H,51,midpoint_inrange,65,0.0023215867448687436,-0.000294376370713334,0.0026159631155820776,0.0,1,0.001
H,51,dense_inrange,97,0.0023215867448687436,-0.0002895240761009582,0.0026111108209697018,0.062499999999999986,1,0.001
H,52,default,41,0.0024917847762973705,-0.0003683848926559624,0.002860169668953333,0.0,1,0.001
H,52,midpoint_inrange,65,0.0024917847762973705,-0.0003683848926559624,0.002860169668953333,0.0,1,0.001
H,52,dense_inrange,97,0.0024917847762973705,-0.0003683848926559624,0.002860169668953333,0.0,1,0.001
H,53,default,41,0.0026730899493994514,-0.0004134410079213932,0.0030865309573208446,0.0,1,0.001
H,53,midpoint_inrange,65,0.0026730899493994514,-0.0004134410079213932,0.0030865309573208446,0.0,1,0.001
H,53,dense_inrange,97,0.0026730899493994514,-0.0004134410079213932,0.0030865309573208446,0.0,1,0.001
H,54,default,41,0.0030865309573208446,-0.0003786211805556494,0.003465152137876494,4.0,1,0.001
H,54,midpoint_inrange,65,0.0030865309573208446,-0.0003786211805556494,0.003465152137876494,4.0,1,0.001
H,54,dense_inrange,97,0.0030865309573208446,-0.0003786211805556494,0.003465152137876494,4.0,1,0.001
H,55,default,41,0.0033433668807421185,-0.0002168599595782847,0.003560226840320403,0.0,1,0.001
H,55,midpoint_inrange,65,0.0033433668807421185,-0.0002168599595782847,0.003560226840320403,0.0,1,0.001
H,55,dense_inrange,97,0.0033433668807421185,-0.0002168599595782847,0.003560226840320403,0.0,1,0.001
H,56,default,41,0.003267179317727298,-0.00020414262147548656,0.0034713219392027844,0.0,1,0.001
H,56,midpoint_inrange,65,0.003267179317727298,-0.00020414262147548656,0.0034713219392027844,0.0,1,0.001
H,56,dense_inrange,97,0.003267179317727298,-0.00020414262147548656,0.0034713219392027844,0.0,1,0.001
H,57,default,41,0.0030231799239374274,-0.0002433042238842581,0.0032664841478216855,0.0,1,0.001
H,57,midpoint_inrange,65,0.0030231799239374274,-0.0002433042238842581,0.0032664841478216855,0.0,1,0.001
H,57,dense_inrange,97,0.0030231799239374274,-0.0002312266765573459,0.0032544066004947733,0.062499999999999986,1,0.001
H,58,default,41,0.0029188238136924616,-0.00020243374528548103,0.0031212575589779426,0.24999999999999994,1,0.001
H,58,midpoint_inrange,65,0.0029188238136924616,-0.00020243374528548103,0.0031212575589779426,0.24999999999999994,1,0.001
H,58,dense_inrange,97,0.0029188238136924616,-0.00020243374528548103,0.0031212575589779426,0.24999999999999994,1,0.001
H,59,default,41,0.003016608787292631,-0.0003094252297522679,0.0033260340170448988,0.0,1,0.001
H,59,midpoint_inrange,65,0.003016608787292631,-0.0003094252297522679,0.0033260340170448988,0.0,1,0.001
H,59,dense_inrange,97,0.003016608787292631,-0.00030926631742184824,0.003325875104714479,0.062499999999999986,1,0.001
H,60,default,41,0.0031674159010478264,-0.00015742181810624034,0.003324837719154067,0.0,1,0.001
H,60,midpoint_inrange,65,0.0031674159010478264,-0.00015742181810624034,0.003324837719154067,0.0,1,0.001
H,60,dense_inrange,97,0.0031674159010478264,-0.00015742181810624034,0.003324837719154067,0.0,1,0.001
H,61,default,41,0.003086952867298799,-0.00016039551910872196,0.003247348386407521,0.0,1,0.001
H,61,midpoint_inrange,65,0.003086952867298799,-0.00016039551910872196,0.003247348386407521,0.0,1,0.001
H,61,dense_inrange,97,0.003086952867298799,-0.00016039551910872196,0.003247348386407521,0.0,1,0.001
H,62,default,41,0.0030418722714088686,-0.00022628072203213084,0.0032681529934409995,0.0,1,0.001
H,62,midpoint_inrange,65,0.0030418722714088686,-0.00022628072203213084,0.0032681529934409995,0.0,1,0.001
H,62,dense_inrange,97,0.0030418722714088686,-0.00022628072203213084,0.0032681529934409995,0.0,1,0.001
H,63,default,41,0.003223283299180549,-0.00020350293252277551,0.0034267862317033243,0.25,1,0.001
H,63,midpoint_inrange,65,0.003223283299180549,-0.00020350293252277551,0.0034267862317033243,0.25,1,0.001
H,63,dense_inrange,97,0.003223283299180549,-0.00020350293252277551,0.0034267862317033243,0.25,1,0.001
H,64,default,41,0.0034267862317033243,-0.0002735875162515472,0.0037003737479548715,9.0,1,0.001
H,64,midpoint_inrange,65,0.0034267862317033243,-0.0002735875162515472,0.0037003737479548715,9.0,1,0.001
H,64,dense_inrange,97,0.0034267862317033243,-0.0002735875162515472,0.0037003737479548715,9.0,1,0.001
H,65,default,41,0.003561732138253268,-0.00028166520070664613,0.003843397338959914,0.0,1,0.001
H,65,midpoint_inrange,65,0.003561732138253268,-0.00028166520070664613,0.003843397338959914,0.0,1,0.001
H,65,dense_inrange,97,0.003561732138253268,-0.00024384801121342392,0.003805580149466692,0.0625,1,0.001
H,66,default,41,0.0037515672803088013,-0.00034991139522263376,0.004101478675531435,0.0,1,0.001
H,66,midpoint_inrange,65,0.0037515672803088013,-0.00034991139522263376,0.004101478675531435,0.0,1,0.001
H,66,dense_inrange,97,0.0037515672803088013,-0.00034991139522263376,0.004101478675531435,0.0,1,0.001
H,67,default,41,0.0039039893435419484,-0.0004143400761250568,0.004318329419667005,0.0,1,0.001
H,67,midpoint_inrange,65,0.0039039893435419484,-0.0004143400761250568,0.004318329419667005,0.0,1,0.001
H,67,dense_inrange,97,0.0039039893435419484,-0.0004143400761250568,0.004318329419667005,0.0,1,0.001
H,68,default,41,0.004256569003680467,-0.0005185612139402968,0.004775130217620764,0.0,1,0.001
H,68,midpoint_inrange,65,0.004256569003680467,-0.0005185612139402968,0.004775130217620764,0.0,1,0.001
H,68,dense_inrange,97,0.004256569003680467,-0.0005185612139402968,0.004775130217620764,0.0,1,0.001
H,69,default,41,0.004775130217620764,-0.0006155666452205485,0.005390696862841313,0.0,1,0.001
H,69,midpoint_inrange,65,0.004775130217620764,-0.0006155666452205485,0.005390696862841313,0.0,1,0.001
H,69,dense_inrange,97,0.004775130217620764,-0.0006155666452205485,0.005390696862841313,0.0,1,0.001
H,70,default,41,0.005323603634182057,-0.0006231802569601763,0.0059467838911422335,0.0,1,0.001
H,70,midpoint_inrange,65,0.005323603634182057,-0.0006231802569601763,0.0059467838911422335,0.0,1,0.001
H,70,dense_inrange,97,0.005323603634182057,-0.0006231802569601763,0.0059467838911422335,0.0,1,0.001
H,71,default,41,0.005504730150488142,-0.0005783042429007776,0.00608303439338892,0.0,1,0.001
H,71,midpoint_inrange,65,0.005504730150488142,-0.0005783042429007776,0.00608303439338892,0.0,1,0.001
H,71,dense_inrange,97,0.005504730150488142,-0.0005550629451819902,0.006059793095670132,0.062499999999999986,1,0.001
H,72,default,41,0.005048834765932798,-0.0002941600824568069,0.005342994848389605,0.0,1,0.001
H,72,midpoint_inrange,65,0.005048834765932798,-0.0002941600824568069,0.005342994848389605,0.0,1,0.001
H,72,dense_inrange,97,0.005048834765932798,-0.0002941600824568069,0.005342994848389605,0.0,1,0.001
H,73,default,41,0.0052753345528010614,-0.00028352674649444187,0.005558861299295503,0.25,1,0.001
H,73,midpoint_inrange,65,0.0052753345528010614,-0.00028352674649444187,0.005558861299295503,0.25,1,0.001
H,73,dense_inrange,97,0.0052753345528010614,-0.00028352674649444187,0.005558861299295503,0.25,1,0.001
H,74,default,41,0.004621946620878899,-0.00024256154868498858,0.004864508169563887,0.0,1,0.001
H,74,midpoint_inrange,65,0.004621946620878899,-0.00024256154868498858,0.004864508169563887,0.0,1,0.001
H,74,dense_inrange,97,0.004621946620878899,-0.00024256154868498858,0.004864508169563887,0.0,1,0.001
H,75,default,41,0.004738118172767647,-0.00020802970515480107,0.004946147877922448,0.0,1,0.001
H,75,midpoint_inrange,65,0.004738118172767647,-0.00020802970515480107,0.004946147877922448,0.0,1,0.001
H,75,dense_inrange,97,0.004738118172767647,-0.00020802970515480107,0.004946147877922448,0.0,1,0.001
