task,step,fallback_spec,candidate_count,previous_terminal_phi,best_margin,best_fallback_phi,best_fallback_norm,terminal_outside_residual,residual_threshold
Z,21,default,41,0.005096611515210944,-0.00025799801958963087,0.005354609534800575,0.0,1,0.001
Z,21,midpoint_inrange,65,0.005096611515210944,-0.00025799801958963087,0.005354609534800575,0.0,1,0.001
Z,21,dense_inrange,97,0.005096611515210944,-0.0002264837782533155,0.00532309529346426,0.062499999999999986,1,0.001
Z,22,default,41,0.004701739725409604,-0.00020291079802496614,0.00490465052343457,0.0,1,0.001
Z,22,midpoint_inrange,65,0.004701739725409604,-0.00020291079802496614,0.00490465052343457,0.0,1,0.001
Z,22,dense_inrange,97,0.004701739725409604,-0.00016231991271712515,0.004864059638126729,0.0625,1,0.001
Z,23,default,41,0.0048337679649592055,-0.00026532316551939467,0.0050990911304786,0.0,1,0.001
Z,23,midpoint_inrange,65,0.0048337679649592055,-0.00026532316551939467,0.0050990911304786,0.0,1,0.001
Z,23,dense_inrange,97,0.0048337679649592055,-0.00026532316551939467,0.0050990911304786,0.0,1,0.001
Z,24,default,41,0.004855861042766446,-0.00025313826222161245,0.005108999304988059,0.25,1,0.001
Z,24,midpoint_inrange,65,0.004855861042766446,-0.00025313826222161245,0.005108999304988059,0.25,1,0.001
Z,24,dense_inrange,97,0.004855861042766446,-0.00025313826222161245,0.005108999304988059,0.25,1,0.001
Z,25,default,41,0.0044562383512529655,-0.00028538068173143,0.0047416190329843955,0.0,1,0.001
Z,25,midpoint_inrange,65,0.0044562383512529655,-0.00028538068173143,0.0047416190329843955,0.0,1,0.001
Z,25,dense_inrange,97,0.0044562383512529655,-0.00028449376496225004,0.0047407321162152155,0.0625,1,0.001
Z,26,default,41,0.00467001573059516,-0.0003574628392828058,0.005027478569877966,0.0,1,0.001
Z,26,midpoint_inrange,65,0.00467001573059516,-0.0003574628392828058,0.005027478569877966,0.0,1,0.001
Z,26,dense_inrange,97,0.00467001573059516,-0.0003220712509456672,0.0049920869815408275,0.0625,1,0.001
Z,27,default,41,0.004937645576920696,-0.0004471055763157969,0.005384751153236493,0.0,1,0.001
Z,27,midpoint_inrange,65,0.004937645576920696,-0.0004471055763157969,0.005384751153236493,0.0,1,0.001
Z,27,dense_inrange,97,0.004937645576920696,-0.00043218752436528785,0.005369833101285984,0.0625,1,0.001
Z,28,default,41,0.0051619721348036135,-0.0005320107731563786,0.005693982907959992,0.0,1,0.001
Z,28,midpoint_inrange,65,0.0051619721348036135,-0.0005320107731563786,0.005693982907959992,0.0,1,0.001
Z,28,dense_inrange,97,0.0051619721348036135,-0.0005285347764868303,0.005690506911290444,0.062499999999999986,1,0.001
Z,29,default,41,0.005693982907959992,-0.0006247143944908204,0.0063186973024508125,0.24999999999999994,1,0.001
Z,29,midpoint_inrange,65,0.005693982907959992,-0.0006247143944908204,0.0063186973024508125,0.24999999999999994,1,0.001
Z,29,dense_inrange,97,0.005693982907959992,-0.0006247143944908204,0.0063186973024508125,0.24999999999999994,1,0.001
Z,30,default,41,0.005999031781424108,-0.0007264732528529591,0.006725505034277067,0.0,1,0.001
Z,30,midpoint_inrange,65,0.005999031781424108,-0.0007264732528529591,0.006725505034277067,0.0,1,0.001
Z,30,dense_inrange,97,0.005999031781424108,-0.0007264732528529591,0.006725505034277067,0.0,1,0.001
Z,31,default,41,0.006630645481194353,-0.0008101548201174119,0.007440800301311765,0.0,1,0.001
Z,31,midpoint_inrange,65,0.006630645481194353,-0.0008101548201174119,0.007440800301311765,0.0,1,0.001
Z,31,dense_inrange,97,0.006630645481194353,-0.0008101548201174119,0.007440800301311765,0.0,1,0.001
Z,32,default,41,0.007235077884662079,-0.0008801712413931129,0.008115249126055192,0.0,1,0.001
Z,32,midpoint_inrange,65,0.007235077884662079,-0.0008801712413931129,0.008115249126055192,0.0,1,0.001
Z,32,dense_inrange,97,0.007235077884662079,-0.0008801712413931129,0.008115249126055192,0.0,1,0.001
Z,33,default,41,0.007773961662153987,-0.0008570248658265125,0.0086309865279805,0.0,1,0.001
Z,33,midpoint_inrange,65,0.007773961662153987,-0.0008570248658265125,0.0086309865279805,0.0,1,0.001
Z,33,dense_inrange,97,0.007773961662153987,-0.0008570248658265125,0.0086309865279805,0.0,1,0.001
Z,34,default,41,0.00821560531072496,-0.0008618329681396447,0.009077438278864605,0.0,1,0.001
Z,34,midpoint_inrange,65,0.00821560531072496,-0.0008618329681396447,0.009077438278864605,0.0,1,0.001
Z,34,dense_inrange,97,0.00821560531072496,-0.0008405270056146205,0.009056132316339581,0.0625,1,0.001
Z,35,default,41,0.0074207486152537555,-0.0004167550819299745,0.00783750369718373,1.0,1,0.001
Z,35,midpoint_inrange,65,0.0074207486152537555,-0.0004167550819299745,0.00783750369718373,1.0,1,0.001
Z,35,dense_inrange,97,0.0074207486152537555,-0.0004165940211454666,0.007837342636399222,1.5625,1,0.001
Z,36,default,41,0.006799122493903874,9.945984822751913e-05,0.006699662645676355,0.0,1,0.001
Z,36,midpoint_inrange,65,0.006799122493903874,9.945984822751913e-05,0.006699662645676355,0.0,1,0.001
Z,36,dense_inrange,97,0.006799122493903874,9.945984822751913e-05,0.006699662645676355,0.0,1,0.001
Z,37,default,41,0.006699662645676355,-9.565726627198956e-06,0.006709228372303554,0.0,1,0.001
Z,37,midpoint_inrange,65,0.006699662645676355,-9.565726627198956e-06,0.006709228372303554,0.0,1,0.001
Z,37,dense_inrange,97,0.006699662645676355,-9.565726627198956e-06,0.006709228372303554,0.0,1,0.001
Z,38,default,41,0.006709228372303554,-0.0001031054123286565,0.00681233378463221,0.0,1,0.001
Z,38,midpoint_inrange,65,0.006709228372303554,-0.0001031054123286565,0.00681233378463221,0.0,1,0.001
Z,38,dense_inrange,97,0.006709228372303554,-0.0001031054123286565,0.00681233378463221,0.0,1,0.001
Z,39,default,41,0.006193847468242399,9.948903015862681e-05,0.006094358438083772,0.24999999999999994,1,0.001
Z,39,midpoint_inrange,65,0.006193847468242399,9.948903015862681e-05,0.006094358438083772,0.24999999999999994,1,0.001
Z,39,dense_inrange,97,0.006193847468242399,0.00010015074649305511,0.0060936967217493435,0.062499999999999986,1,0.001
Z,40,default,41,0.00606115499530064,0.00015405455779862742,0.005907100437502012,0.0,1,0.001
Z,40,midpoint_inrange,65,0.00606115499530064,0.00015405455779862742,0.005907100437502012,0.0,1,0.001
Z,40,dense_inrange,97,0.00606115499530064,0.00015405455779862742,0.005907100437502012,0.0,1,0.001
Z,41,default,41,0.005832370855754256,0.00015361570721468543,0.00567875514853957,0.0,1,0.001
Z,41,midpoint_inrange,65,0.005832370855754256,0.00015361570721468543,0.00567875514853957,0.0,1,0.001
Z,41,dense_inrange,97,0.005832370855754256,0.00015361570721468543,0.00567875514853957,0.0,1,0.001
Z,42,default,41,0.005568057708460528,7.3891695797773105e-06,0.00556066853888075,0.0,1,0.001
Z,42,midpoint_inrange,65,0.005568057708460528,7.3891695797773105e-06,0.00556066853888075,0.0,1,0.001
Z,42,dense_inrange,97,0.005568057708460528,7.3891695797773105e-06,0.00556066853888075,0.0,1,0.001
Z,43,default,41,0.00556066853888075,-9.586328557289331e-05,0.005656531824453644,0.0,1,0.001
Z,43,midpoint_inrange,65,0.00556066853888075,-9.586328557289331e-05,0.005656531824453644,0.0,1,0.001
Z,43,dense_inrange,97,0.00556066853888075,-5.6951209981080664e-05,0.005617619748861831,0.0625,1,0.001
Z,44,default,41,0.005575308535733153,-8.391023206457543e-05,0.005659218767797729,4.0,1,0.001
Z,44,midpoint_inrange,65,0.005575308535733153,-8.391023206457543e-05,0.005659218767797729,4.0,1,0.001
Z,44,dense_inrange,97,0.005575308535733153,-8.391023206457543e-05,0.005659218767797729,4.0,1,0.001
Z,45,default,41,0.005659218767797729,-0.0002353648526584387,0.0058945836204561675,0.0,1,0.001
Z,45,midpoint_inrange,65,0.005659218767797729,-0.0002353648526584387,0.0058945836204561675,0.0,1,0.001
Z,45,dense_inrange,97,0.005659218767797729,-0.0002353648526584387,0.0058945836204561675,0.0,1,0.001
Z,46,default,41,0.005679584473923971,-0.00030978949641623926,0.00598937397034021,0.0,1,0.001
Z,46,midpoint_inrange,65,0.005679584473923971,-0.00030978949641623926,0.00598937397034021,0.0,1,0.001
Z,46,dense_inrange,97,0.005679584473923971,-0.00030978949641623926,0.00598937397034021,0.0,1,0.001
Z,47,default,41,0.00598937397034021,-0.0004540219588303543,0.0064433959291705645,0.0,1,0.001
Z,47,midpoint_inrange,65,0.00598937397034021,-0.0004540219588303543,0.0064433959291705645,0.0,1,0.001
Z,47,dense_inrange,97,0.00598937397034021,-0.0004540219588303543,0.0064433959291705645,0.0,1,0.001
Z,48,default,41,0.006155870273861164,-0.00045086876869412235,0.006606739042555286,0.0,1,0.001
Z,48,midpoint_inrange,65,0.006155870273861164,-0.00045086876869412235,0.006606739042555286,0.0,1,0.001
Z,48,dense_inrange,97,0.006155870273861164,-0.00045086876869412235,0.006606739042555286,0.0,1,0.001
Z,49,default,41,0.006606739042555286,-0.0004706678392396302,0.007077406881794916,15.999999999999996,1,0.001
Z,49,midpoint_inrange,65,0.006606739042555286,-0.0004706678392396302,0.007077406881794916,15.999999999999996,1,0.001
Z,49,dense_inrange,97,0.006606739042555286,-0.0004706678392396302,0.007077406881794916,15.999999999999996,1,0.001
Z,50,default,41,0.007077406881794916,-0.00042681737705940054,0.007504224258854317,0.24999999999999994,1,0.001
Z,50,midpoint_inrange,65,0.007077406881794916,-0.00042681737705940054,0.007504224258854317,0.24999999999999994,1,0.001
Z,50,dense_inrange,97,0.007077406881794916,-0.00035596489800807096,0.007433371779802987,0.062499999999999986,1,0.001
Z,51,default,41,0.00677114601225514,-0.0003258791942876704,0.0070970252065428105,0.0,1,0.001
Z,51,midpoint_inrange,65,0.00677114601225514,-0.0003258791942876704,0.0070970252065428105,0.0,1,0.001
Z,51,dense_inrange,97,0.00677114601225514,-0.00031498164536405276,0.007086127657619193,0.062499999999999986,1,0.001
Z,52,default,41,0.006415730322728817,-0.00010775314341154169,0.006523483466140359,0.0,1,0.001
Z,52,midpoint_inrange,65,0.006415730322728817,-0.00010775314341154169,0.006523483466140359,0.0,1,0.001
Z,52,dense_inrange,97,0.006415730322728817,-4.241790612687091e-05,0.006458148228855688,0.0625,1,0.001
Z,53,default,41,0.006005721029311295,4.0191992462031145e-05,0.005965529036849264,0.0,1,0.001
Z,53,midpoint_inrange,65,0.006005721029311295,4.0191992462031145e-05,0.005965529036849264,0.0,1,0.001
Z,53,dense_inrange,97,0.006005721029311295,4.330461988769768e-05,0.005962416409423597,0.0625,1,0.001
Z,54,default,41,0.005894165063018521,0.0003399394685033169,0.005554225594515204,16.0,1,0.001
Z,54,midpoint_inrange,65,0.005894165063018521,0.0003399394685033169,0.005554225594515204,16.0,1,0.001
Z,54,dense_inrange,97,0.005894165063018521,0.0003399394685033169,0.005554225594515204,16.0,1,0.001
Z,55,default,41,0.005554225594515204,0.00028535988645593535,0.0052688657080592685,0.0,1,0.001
Z,55,midpoint_inrange,65,0.005554225594515204,0.00028535988645593535,0.0052688657080592685,0.0,1,0.001
Z,55,dense_inrange,97,0.005554225594515204,0.00028535988645593535,0.0052688657080592685,0.0,1,0.001
Z,56,default,41,0.0052688657080592685,-3.7590003996751387e-05,0.00530645571205602,0.0,1,0.001
Z,56,midpoint_inrange,65,0.0052688657080592685,-3.7590003996751387e-05,0.00530645571205602,0.0,1,0.001
Z,56,dense_inrange,97,0.0052688657080592685,-1.9543347459856364e-05,0.005288409055519125,0.0625,1,0.001
Z,57,default,41,0.005047614256399352,-5.8416915963400984e-05,0.005106031172362753,0.0,1,0.001
Z,57,midpoint_inrange,65,0.005047614256399352,-5.8416915963400984e-05,0.005106031172362753,0.0,1,0.001
Z,57,dense_inrange,97,0.005047614256399352,-3.71741894972244e-05,0.005084788445896576,0.062499999999999986,1,0.001
Z,58,default,41,0.004934895816565928,-0.00016370110310274383,0.0050985969196686715,0.0,1,0.001
Z,58,midpoint_inrange,65,0.004934895816565928,-0.00016370110310274383,0.0050985969196686715,0.0,1,0.001
Z,58,dense_inrange,97,0.004934895816565928,-0.00016222918383709123,0.005097125000403019,0.062499999999999986,1,0.001
Z,59,default,41,0.004320207997395277,-0.0001080755643810341,0.004428283561776311,0.9999999999999998,1,0.001
Z,59,midpoint_inrange,65,0.004320207997395277,-0.0001080755643810341,0.004428283561776311,0.9999999999999998,1,0.001
Z,59,dense_inrange,97,0.004320207997395277,-0.00010733790240458757,0.004427545899799865,1.5624999999999998,1,0.001
Z,60,default,41,0.004332642697693519,-0.00010683619840763658,0.004439478896101155,0.0,1,0.001
Z,60,midpoint_inrange,65,0.004332642697693519,-0.00010683619840763658,0.004439478896101155,0.0,1,0.001
Z,60,dense_inrange,97,0.004332642697693519,-0.00010683619840763658,0.004439478896101155,0.0,1,0.001
Z,61,default,41,0.004420700369955587,-0.00016741192756805634,0.004588112297523643,0.0,1,0.001
Z,61,midpoint_inrange,65,0.004420700369955587,-0.00016741192756805634,0.004588112297523643,0.0,1,0.001
Z,61,dense_inrange,97,0.004420700369955587,-0.00016741192756805634,0.004588112297523643,0.0,1,0.001
Z,62,default,41,0.004315247985084529,-0.00024065130554005998,0.004555899290624589,0.0,1,0.001
Z,62,midpoint_inrange,65,0.004315247985084529,-0.00024065130554005998,0.004555899290624589,0.0,1,0.001
Z,62,dense_inrange,97,0.004315247985084529,-0.00024065130554005998,0.004555899290624589,0.0,1,0.001
Z,63,default,41,0.004555899290624589,-0.00033230736910715153,0.004888206659731741,0.25,1,0.001
Z,63,midpoint_inrange,65,0.004555899290624589,-0.00033230736910715153,0.004888206659731741,0.25,1,0.001
Z,63,dense_inrange,97,0.004555899290624589,-0.0002802187412588378,0.004836118031883427,0.0625,1,0.001
Z,64,default,41,0.004683530625814149,-0.0003869064975056541,0.005070437123319803,0.0,1,0.001
Z,64,midpoint_inrange,65,0.004683530625814149,-0.0003869064975056541,0.005070437123319803,0.0,1,0.001
Z,64,dense_inrange,97,0.004683530625814149,-0.00037178290766839983,0.005055313533482549,0.0625,1,0.001
Z,65,default,41,0.005001828673700817,-0.000335723257085592,0.005337551930786409,0.0,1,0.001
Z,65,midpoint_inrange,65,0.005001828673700817,-0.000335723257085592,0.005337551930786409,0.0,1,0.001
Z,65,dense_inrange,97,0.005001828673700817,-0.000335723257085592,0.005337551930786409,0.0,1,0.001
Z,66,default,41,0.004797502665384021,-0.00020037856692783212,0.004997881232311853,0.0,1,0.001
Z,66,midpoint_inrange,65,0.004797502665384021,-0.00020037856692783212,0.004997881232311853,0.0,1,0.001
Z,66,dense_inrange,97,0.004797502665384021,-0.00020037856692783212,0.004997881232311853,0.0,1,0.001
Z,67,default,41,0.004997881232311853,-0.000263034724107325,0.005260915956419178,0.0,1,0.001
Z,67,midpoint_inrange,65,0.004997881232311853,-0.000263034724107325,0.005260915956419178,0.0,1,0.001
Z,67,dense_inrange,97,0.004997881232311853,-0.000263034724107325,0.005260915956419178,0.0,1,0.001
Z,68,default,41,0.004177090293189696,7.753017496418824e-05,0.004099560118225508,0.0,1,0.001
Z,68,midpoint_inrange,65,0.004177090293189696,7.753017496418824e-05,0.004099560118225508,0.0,1,0.001
Z,68,dense_inrange,97,0.004177090293189696,7.753017496418824e-05,0.004099560118225508,0.0,1,0.001
Z,69,default,41,0.003999960271134709,7.316029460856244e-05,0.003926799976526146,0.24999999999999994,1,0.001
Z,69,midpoint_inrange,65,0.003999960271134709,7.316029460856244e-05,0.003926799976526146,0.24999999999999994,1,0.001
Z,69,dense_inrange,97,0.003999960271134709,7.316029460856244e-05,0.003926799976526146,0.24999999999999994,1,0.001
Z,70,default,41,0.0038326895183158766,8.729603072639425e-05,0.0037453934875894823,0.0,1,0.001
Z,70,midpoint_inrange,65,0.0038326895183158766,8.729603072639425e-05,0.0037453934875894823,0.0,1,0.001
Z,70,dense_inrange,97,0.0038326895183158766,8.729603072639425e-05,0.0037453934875894823,0.0,1,0.001
Z,71,default,41,0.003068970729021528,0.00013061950161571967,0.0029383512274058082,0.0,1,0.001
Z,71,midpoint_inrange,65,0.003068970729021528,0.00013061950161571967,0.0029383512274058082,0.0,1,0.001
Z,71,dense_inrange,97,0.003068970729021528,0.00013061950161571967,0.0029383512274058082,0.0,1,0.001
Z,72,default,41,0.0029383512274058082,6.138345768144648e-05,0.0028769677697243617,0.0,1,0.001
Z,72,midpoint_inrange,65,0.0029383512274058082,6.138345768144648e-05,0.0028769677697243617,0.0,1,0.001
Z,72,dense_inrange,97,0.0029383512274058082,6.455768520598898e-05,0.0028737935421998193,0.0625,1,0.001
Z,73,default,41,0.0018975132623689703,0.00019313934747896416,0.0017043739148900061,0.25,1,0.001
Z,73,midpoint_inrange,65,0.0018975132623689703,0.00019313934747896416,0.0017043739148900061,0.25,1,0.001
Z,73,dense_inrange,97,0.0018975132623689703,0.00020668839988936122,0.001690824862479609,0.0625,1,0.001
Z,74,default,41,0.0015256332333190917,0.00012986727466807874,0.001395765958651013,0.0,1,0.001
Z,74,midpoint_inrange,65,0.0015256332333190917,0.00012986727466807874,0.001395765958651013,0.0,1,0.001
Z,74,dense_inrange,97,0.0015256332333190917,0.00012986727466807874,0.001395765958651013,0.0,1,0.001
Z,75,default,41,0.0013564083439032912,6.878838290928779e-05,0.0012876199609940034,0.0,1,0.001
Z,75,midpoint_inrange,65,0.0013564083439032912,6.878838290928779e-05,0.0012876199609940034,0.0,1,0.001
Z,75,dense_inrange,97,0.0013564083439032912,6.878838290928779e-05,0.0012876199609940034,0.0,1,0.001
Z,76,default,41,0.0012748431580721711,-7.570697986826469e-05,0.0013505501379404358,0.0,1,0.001
Z,76,midpoint_inrange,65,0.0012748431580721711,-7.570697986826469e-05,0.0013505501379404358,0.0,1,0.001
Z,76,dense_inrange,97,0.0012748431580721711,-5.734910902926993e-05,0.001332192267101441,0.062499999999999986,1,0.001
Z,77,default,41,0.0012998158370976995,-0.0001705442624275605,0.00147036009952526,0.0,1,0.001
Z,77,midpoint_inrange,65,0.0012998158370976995,-0.0001705442624275605,0.00147036009952526,0.0,1,0.001
Z,77,dense_inrange,97,0.0012998158370976995,-0.00013541976566978225,0.0014352356027674817,0.062499999999999986,1,0.001
Z,78,default,41,0.0013725516370194576,-0.00014660435563918633,0.001519155992658644,0.24999999999999994,1,0.001
Z,78,midpoint_inrange,65,0.0013725516370194576,-0.00014660435563918633,0.001519155992658644,0.24999999999999994,1,0.001
Z,78,dense_inrange,97,0.0013725516370194576,-0.00014660435563918633,0.001519155992658644,0.24999999999999994,1,0.001
Z,79,default,41,0.001519155992658644,-0.00024002784688470502,0.001759183839543349,0.0,1,0.001
Z,79,midpoint_inrange,65,0.001519155992658644,-0.00024002784688470502,0.001759183839543349,0.0,1,0.001
Z,79,dense_inrange,97,0.001519155992658644,-0.00024002784688470502,0.001759183839543349,0.0,1,0.001
Z,80,default,41,0.0017535732154342482,-0.00028051919725492064,0.002034092412689169,0.0,1,0.001
Z,80,midpoint_inrange,65,0.0017535732154342482,-0.00028051919725492064,0.002034092412689169,0.0,1,0.001
Z,80,dense_inrange,97,0.0017535732154342482,-0.00028051919725492064,0.002034092412689169,0.0,1,0.001
Z,81,default,41,0.002034092412689169,-0.0003242375202504033,0.002358329932939572,0.0,1,0.001
Z,81,midpoint_inrange,65,0.002034092412689169,-0.0003242375202504033,0.002358329932939572,0.0,1,0.001
Z,81,dense_inrange,97,0.002034092412689169,-0.0003242375202504033,0.002358329932939572,0.0,1,0.001
Z,82,default,41,0.002329353783913621,-0.00033180623165374873,0.0026611600155673695,0.0,1,0.001
Z,82,midpoint_inrange,65,0.002329353783913621,-0.00033180623165374873,0.0026611600155673695,0.0,1,0.001
Z,82,dense_inrange,97,0.002329353783913621,-0.00033180623165374873,0.0026611600155673695,0.0,1,0.001
Z,83,default,41,0.0025262036703329535,-0.00032925633540738936,0.002855460005740343,1.0,1,0.001
Z,83,midpoint_inrange,65,0.0025262036703329535,-0.00032925633540738936,0.002855460005740343,1.0,1,0.001
Z,83,dense_inrange,97,0.0025262036703329535,-0.00032925633540738936,0.002855460005740343,1.0,1,0.001
Z,84,default,41,0.002536092610769723,-0.0002470876187549084,0.0027831802295246316,0.0,1,0.001
Z,84,midpoint_inrange,65,0.002536092610769723,-0.0002470876187549084,0.0027831802295246316,0.0,1,0.001
Z,84,dense_inrange,97,0.002536092610769723,-0.0002470876187549084,0.0027831802295246316,0.0,1,0.001
Z,85,default,41,0.0026844447819236936,-0.00027060467886614453,0.002955049460789838,0.0,1,0.001
Z,85,midpoint_inrange,65,0.0026844447819236936,-0.00027060467886614453,0.002955049460789838,0.0,1,0.001
Z,85,dense_inrange,97,0.0026844447819236936,-0.00027060467886614453,0.002955049460789838,0.0,1,0.001
Z,86,default,41,0.002711916509481299,-0.0002629526926918521,0.0029748692021731513,0.0,1,0.001
Z,86,midpoint_inrange,65,0.002711916509481299,-0.0002629526926918521,0.0029748692021731513,0.0,1,0.001
Z,86,dense_inrange,97,0.002711916509481299,-0.00023710482288881451,0.0029490213323701137,0.062499999999999986,1,0.001
Z,87,default,41,0.0028404304160447383,-0.0002233993043110269,0.003063829720355765,0.24999999999999994,1,0.001
