task,design_label,step,score_mode,worst_weight,train_net_points,base_train_points,hard_points_requested,hard_points_used,eval_net_points,train_points_per_axis,eval_points_per_axis,train_covering_radius,eval_covering_radius,beam_width,residual_threshold,train_phi,eval_phi,train_outside_residual,eval_outside_residual,train_scheduled_margin,eval_scheduled_margin,shifted_selected_fraction
Z,coarse,41,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014659151112416446,0.01466732726172637,1,1,0.013659151112416446,0.01366732726172637,0.1
Z,coarse,42,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01491541008693087,0.01493409520602429,1,1,0.013915410086930868,0.013934095206024288,0.0975609756097561
Z,coarse,43,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014716963086541579,0.014855536269024694,1,1,0.013716963086541578,0.013855536269024693,0.09523809523809523
Z,coarse,44,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014679295653041269,0.014786440633741682,1,1,0.013679295653041268,0.013786440633741681,0.09302325581395349
Z,coarse,45,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013771693872805413,0.013771693872805413,1,1,0.012771693872805412,0.012771693872805412,0.09090909090909091
Z,coarse,46,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012588720439830503,0.012588720439830503,1,1,0.011588720439830502,0.011588720439830502,0.08888888888888889
Z,coarse,47,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01241625441631844,0.012429094332360613,1,1,0.011416254416318439,0.011429094332360612,0.10869565217391304
Z,coarse,48,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012220454158237248,0.012328834126589028,1,1,0.011220454158237247,0.011328834126589027,0.10638297872340426
Z,coarse,49,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012402024885171059,0.012440700320339282,1,1,0.011402024885171058,0.011440700320339281,0.10416666666666667
Z,coarse,50,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01264469133722157,0.012688354726834605,1,1,0.011644691337221569,0.011688354726834604,0.10204081632653061
Z,coarse,51,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010919553578566887,0.010919553578566887,1,1,0.009919553578566886,0.009919553578566886,0.1
Z,coarse,52,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009525528573066211,0.009596972235890844,1,1,0.00852552857306621,0.008596972235890843,0.09803921568627451
Z,coarse,53,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009065892525820796,0.009117479716412635,1,1,0.008065892525820795,0.008117479716412634,0.09615384615384616
Z,coarse,54,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009027988206821602,0.009083349059784696,1,1,0.008027988206821601,0.008083349059784695,0.09433962264150944
Z,coarse,55,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00882495818305129,0.00892443481105476,1,1,0.00782495818305129,0.007924434811054759,0.09259259259259259
Z,coarse,56,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007940395233460906,0.007976495155193719,1,1,0.006940395233460906,0.006976495155193719,0.09090909090909091
Z,coarse,57,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00784431340361802,0.007890159773104921,1,1,0.0068443134036180195,0.006890159773104921,0.08928571428571429
Z,coarse,58,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007935657420960918,0.008051586941413058,1,1,0.006935657420960918,0.007051586941413058,0.10526315789473684
Z,coarse,59,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008403275198597182,0.008431316910952447,1,1,0.007403275198597182,0.007431316910952447,0.10344827586206896
Z,coarse,60,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008410575052628988,0.008511094726771251,1,1,0.007410575052628988,0.007511094726771251,0.1016949152542373
Z,coarse,61,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008325503455184569,0.008362643414955295,1,1,0.0073255034551845686,0.007362643414955295,0.1
Z,coarse,62,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00818026578663944,0.008219464304876078,1,1,0.00718026578663944,0.0072194643048760785,0.09836065573770492
Z,coarse,63,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008652514535246292,0.008679200434777323,1,1,0.007652514535246292,0.007679200434777323,0.0967741935483871
Z,coarse,64,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009456139680723341,0.009498299625482765,1,1,0.00845613968072334,0.008498299625482764,0.1111111111111111
Z,coarse,65,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009924863829569919,0.010019295906822046,1,1,0.008924863829569918,0.009019295906822045,0.125
Z,coarse,66,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009287220761288628,0.009312231509518432,1,1,0.008287220761288627,0.00831223150951843,0.12307692307692308
Z,coarse,67,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008278418330536885,0.008396638132316725,1,1,0.007278418330536885,0.007396638132316725,0.12121212121212122
Z,coarse,68,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.00880946829785001,0.008860526254705459,1,1,0.007809468297850009,0.007860526254705458,0.13432835820895522
Z,coarse,69,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007973957887549288,0.007997471379967869,1,1,0.006973957887549288,0.006997471379967869,0.1323529411764706
Z,coarse,70,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008228113189462927,0.008242312916184158,1,1,0.007228113189462927,0.007242312916184158,0.13043478260869565
Z,coarse,71,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007573978149228111,0.007602184347768159,1,1,0.006573978149228111,0.006602184347768159,0.12857142857142856
Z,coarse,72,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006560038074302055,0.006659959754954703,1,1,0.005560038074302055,0.005659959754954703,0.1267605633802817
Z,coarse,73,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006517864558720388,0.006588894751985652,1,1,0.005517864558720388,0.005588894751985652,0.1388888888888889
Z,coarse,74,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004458310221151729,0.0044729538758556675,1,1,0.003458310221151729,0.0034729538758556675,0.136986301369863
Z,coarse,75,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004305999684059203,0.004305999684059203,1,1,0.003305999684059203,0.003305999684059203,0.13513513513513514
Z,coarse,76,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0037298547785883374,0.003773510346791409,1,1,0.0027298547785883373,0.002773510346791409,0.13333333333333333
Z,coarse,77,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0029710781011182963,0.00301530571642894,1,1,0.0019710781011182963,0.00201530571642894,0.13157894736842105
Z,coarse,78,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0018157496854401822,0.0018286787309498287,1,1,0.0008157496854401822,0.0008286787309498287,0.12987012987012986
Z,coarse,79,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0014695305822303162,0.0014798957448662886,1,1,0.00046953058223031616,0.0004798957448662886,0.1282051282051282
Z,coarse,80,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0011912876875173062,0.001193884419062985,1,1,0.00019128768751730616,0.0001938844190629849,0.12658227848101267
Z,coarse,81,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0010312675124056758,0.0010312675124056758,1,1,3.12675124056758e-05,3.12675124056758e-05,0.125
Z,coarse,82,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.001109261020303065,0.001109261020303065,1,1,0.00010926102030306504,0.00010926102030306504,0.12345679012345678
Z,coarse,83,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0012406800837087006,0.0012447677856306516,1,1,0.00024068008370870062,0.0002447677856306516,0.12195121951219512
Z,coarse,84,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0014279606009801604,0.0014302642400222387,1,1,0.0004279606009801604,0.0004302642400222387,0.12048192771084337
Z,coarse,85,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0016457369201809957,0.0016535199115839117,1,1,0.0006457369201809957,0.0006535199115839116,0.11904761904761904
Z,coarse,86,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.001896110689838082,0.0019169496874693603,1,1,0.0008961106898380819,0.0009169496874693603,0.11764705882352941
Z,coarse,87,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002249694001837832,0.002257464809545029,1,1,0.001249694001837832,0.001257464809545029,0.12790697674418605
Z,coarse,88,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0026493289783854346,0.0026750862509387074,1,1,0.0016493289783854346,0.0016750862509387074,0.12643678160919541
Z,coarse,89,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002966076689724151,0.002966076689724151,1,1,0.001966076689724151,0.001966076689724151,0.125
Z,coarse,90,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.003247770299975472,0.003247770299975472,1,1,0.002247770299975472,0.002247770299975472,0.12359550561797752
Z,coarse,91,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.003717521123611567,0.0037241710903084257,1,1,0.002717521123611567,0.0027241710903084257,0.12222222222222222
Z,coarse,92,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004047543204516835,0.004047543204516835,1,1,0.0030475432045168347,0.0030475432045168347,0.12087912087912088
Z,coarse,93,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004506259121390022,0.004517089527925511,1,1,0.0035062591213900216,0.0035170895279255108,0.11956521739130435
Z,coarse,94,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005055405148548742,0.005062089367611322,1,1,0.004055405148548742,0.004062089367611322,0.11827956989247312
Z,coarse,95,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005771454686836153,0.0058025593446136,1,1,0.004771454686836153,0.0048025593446136,0.11702127659574468
Z,coarse,96,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006595679477352734,0.006662508406136913,1,1,0.005595679477352734,0.005662508406136913,0.11578947368421053
Z,coarse,97,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0074174274096745485,0.00749393353585881,1,1,0.0064174274096745485,0.00649393353585881,0.11458333333333333
Z,coarse,98,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008162192080433561,0.008184064209903807,1,1,0.007162192080433561,0.007184064209903807,0.1134020618556701
Z,coarse,99,max_net,0.25,335,335,256,0,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.009200939762491478,0.009217000220543059,1,1,0.008200939762491477,0.008217000220543058,0.11224489795918367
Z,hard_augmented,1,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.002722611722688728,0.002722611722688728,1,1,0.001722611722688728,0.001722611722688728,0.0
Z,hard_augmented,2,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0028331672684500653,0.002840058764402187,1,1,0.0018331672684500653,0.0018400587644021868,0.0
Z,hard_augmented,3,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0033562738778822876,0.003371800739029762,1,1,0.0023562738778822876,0.002371800739029762,0.0
Z,hard_augmented,4,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.003775644022884217,0.003797403174912173,1,1,0.002775644022884217,0.002797403174912173,0.0
Z,hard_augmented,5,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004278758552681117,0.004323409474498829,1,1,0.0032787585526811167,0.0033234094744988294,0.0
Z,hard_augmented,6,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.004865045757837416,0.004898679286958529,1,1,0.003865045757837416,0.0038986792869585294,0.0
Z,hard_augmented,7,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005361205158601723,0.005410926584163311,1,1,0.004361205158601723,0.004410926584163311,0.0
Z,hard_augmented,8,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.005909527950117788,0.0059762006294391545,1,1,0.004909527950117788,0.0049762006294391545,0.0
Z,hard_augmented,9,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006543784881560044,0.006543784881560044,1,1,0.005543784881560044,0.005543784881560044,0.0
Z,hard_augmented,10,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006330475282780301,0.0063615804311107915,1,1,0.005330475282780301,0.0053615804311107915,0.0
Z,hard_augmented,11,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.006825596327161287,0.006903216728703088,1,1,0.005825596327161287,0.005903216728703088,0.0
Z,hard_augmented,12,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.007019137651784857,0.007049475105736613,1,1,0.006019137651784857,0.006049475105736613,0.0
Z,hard_augmented,13,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008009654216329931,0.008050215571039798,1,1,0.007009654216329931,0.007050215571039798,0.0
Z,hard_augmented,14,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.008942953345199789,0.008942953345199789,1,1,0.007942953345199788,0.007942953345199788,0.0
Z,hard_augmented,15,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.010103635573715852,0.010103635573715852,1,1,0.009103635573715851,0.009103635573715851,0.0
Z,hard_augmented,16,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01112387671708559,0.01116236705533824,1,1,0.01012387671708559,0.01016236705533824,0.0
Z,hard_augmented,17,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.012130646889571883,0.01214775603735796,1,1,0.011130646889571882,0.011147756037357959,0.0
Z,hard_augmented,18,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013402811827734729,0.01340875816106979,1,1,0.012402811827734728,0.012408758161069788,0.0
Z,hard_augmented,19,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014776643683425572,0.014776643683425572,1,1,0.013776643683425571,0.013776643683425571,0.0
Z,hard_augmented,20,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.014561505939169161,0.014561505939169161,1,1,0.01356150593916916,0.01356150593916916,0.0
Z,hard_augmented,21,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.015072038411116706,0.015122002079282826,1,1,0.014072038411116705,0.014122002079282825,0.0
Z,hard_augmented,22,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.015930612181571657,0.01595169680870523,1,1,0.014930612181571656,0.014951696808705228,0.0
Z,hard_augmented,23,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01650588657199825,0.01656654508947475,1,1,0.01550588657199825,0.015566545089474748,0.0
Z,hard_augmented,24,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01659930830313061,0.01659930830313061,1,1,0.01559930830313061,0.01559930830313061,0.0
Z,hard_augmented,25,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.01301544758111195,0.013138434166186652,1,1,0.012015447581111949,0.012138434166186651,0.0
Z,hard_augmented,26,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013076579412707567,0.013141133633043145,1,1,0.012076579412707567,0.012141133633043144,0.0
Z,hard_augmented,27,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013064059993055377,0.013145310055141857,1,1,0.012064059993055376,0.012145310055141856,0.038461538461538464
Z,hard_augmented,28,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013052829520187048,0.01327182602103194,1,1,0.012052829520187047,0.01227182602103194,0.07407407407407407
Z,hard_augmented,29,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013427021173463727,0.013536496246835839,1,1,0.012427021173463726,0.012536496246835838,0.07142857142857142
Z,hard_augmented,30,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013324351716226146,0.013568971622456738,1,1,0.012324351716226145,0.012568971622456737,0.06896551724137931
Z,hard_augmented,31,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.0125689777206075,0.01267582490846586,1,1,0.011568977720607498,0.01167582490846586,0.06666666666666667
Z,hard_augmented,32,max_net,0.25,545,335,256,210,2145,7,13,0.023094010767585035,0.011547005383792518,6,0.001,0.013307697542837449,0.013437456225179112,1,1,0.012307697542837448,0.012437456225179111,0.0967741935483871
