task,controller,step,value_depth,stage_discount,terminal_weight,control_stage_weight,audit_stride,candidate_count,beam_width,residual_threshold,terminal_outside_residual,tail_phi,phi,current_value,best_fixed_successor_value,best_fixed_depth_margin,best_fallback_norm,best_fallback_amp,best_fallback_index,scheduled_stage_margin
Z,terminal_value_shifted,28,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0051619721348036135,0.0051619721348036135,0.00985595504276339,0.01101268021041054,-0.0011567251676471504,0.0,0.0,0,0.0041619721348036135
Z,terminal_value_shifted,29,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005693982907959992,0.005693982907959992,0.01101268021041054,0.012362334523167845,-0.001349654312757305,0.24999999999999994,0.49999999999999994,7,0.004693982907959992
Z,terminal_value_shifted,30,1,1.0,1.0,0.0,1,41,6,0.001,1,0.006004117145252542,0.006004117145252542,0.01172116733918891,0.013253755967277965,-0.0015325886280890544,0.0,0.0,0,0.005004117145252542
Z,terminal_value_shifted,31,1,1.0,1.0,0.0,1,41,6,0.001,1,0.006630645481194353,0.006630645481194353,0.013071445782505901,0.014776493089352895,-0.0017050473068469935,0.0,0.0,0,0.005630645481194353
Z,terminal_value_shifted,32,1,1.0,1.0,0.0,1,41,6,0.001,1,0.007235077884662079,0.007235077884662079,0.014350327010716979,0.016199551030196845,-0.0018492240194798656,0.0,0.0,0,0.006235077884662079
Z,terminal_value_shifted,33,1,1.0,1.0,0.0,1,41,6,0.001,1,0.007773961662153987,0.007773961662153987,0.015404948190134236,0.017194532745866527,-0.0017895845557322904,0.0,0.0,0,0.006773961662153987
Z,terminal_value_shifted,34,1,1.0,1.0,0.0,1,41,6,0.001,1,0.00821560531072496,0.00821560531072496,0.016293043589589253,0.017845292962532032,-0.0015522493729427794,4.0,2.0,17,0.0072156053107249605
Z,terminal_value_shifted,35,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0074334251363070356,0.0074334251363070356,0.013965263939770337,0.014288841039194485,-0.000323577099424148,4.0,2.0,17,0.0064334251363070355
Z,terminal_value_shifted,36,1,1.0,1.0,0.0,1,41,6,0.001,1,0.006799122493903874,0.006799122493903874,0.012498785139580033,0.012408891017979692,8.989412160034099e-05,0.0,0.0,0,0.005799122493903874
Z,terminal_value_shifted,37,1,1.0,1.0,0.0,1,41,6,0.001,1,0.006699662645676355,0.006699662645676355,0.01240889101797965,0.012521562156935444,-0.000112671138955793,0.0,0.0,0,0.005699662645676355
Z,terminal_value_shifted,38,1,1.0,1.0,0.0,1,41,6,0.001,1,0.006709228372303554,0.006709228372303554,0.012521562156935541,0.012724970304744176,-0.00020340814780863553,0.0,0.0,0,0.005709228372303554
Z,terminal_value_shifted,39,1,1.0,1.0,0.0,1,41,6,0.001,1,0.006193847468242399,0.006193847468242399,0.011288205906325975,0.010795816861410831,0.0004923890449151438,15.999999999999996,3.9999999999999996,37,0.0051938474682423985
Z,terminal_value_shifted,40,1,1.0,1.0,0.0,1,41,6,0.001,1,0.006322628416410944,0.006322628416410944,0.010795816861410713,0.009711629944273617,0.0010841869171370963,0.9999999999999998,0.9999999999999999,13,0.005322628416410944
Z,terminal_value_shifted,41,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005473188445000006,0.005473188445000006,0.009711629944273721,0.009359869815881827,0.0003517601283918939,0.0,0.0,0,0.004473188445000006
Z,terminal_value_shifted,42,1,1.0,1.0,0.0,1,41,6,0.001,1,0.00523844149927398,0.00523844149927398,0.00935986981588182,0.009243575080074229,0.00011629473580759137,0.0,0.0,0,0.00423844149927398
Z,terminal_value_shifted,43,1,1.0,1.0,0.0,1,41,6,0.001,1,0.00512142831660807,0.00512142831660807,0.009243575080074222,0.009217909857315444,2.5665222758777806e-05,0.0,0.0,0,0.00412142831660807
Z,terminal_value_shifted,44,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005122146763466312,0.005122146763466312,0.009217909857315444,0.009385832266646792,-0.0001679224093313475,9.0,3.0,27,0.004122146763466312
Z,terminal_value_shifted,45,1,1.0,1.0,0.0,1,41,6,0.001,1,0.00509576309384932,0.00509576309384932,0.009385832266646764,0.009896678048983629,-0.0005108457823368648,0.0,0.0,0,0.00409576309384932
Z,terminal_value_shifted,46,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0051947538038035965,0.0051947538038035965,0.009601410086759639,0.010140368324423644,-0.0005389582376640056,0.0,0.0,0,0.0041947538038035964
Z,terminal_value_shifted,47,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005133711522086734,0.005133711522086734,0.00947302442169616,0.009985218679680129,-0.0005121942579839681,0.0,0.0,0,0.004133711522086734
Z,terminal_value_shifted,48,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005213793786165176,0.005213793786165176,0.009782210632250134,0.010466450372257068,-0.0006842397400069339,0.0,0.0,0,0.004213793786165176
Z,terminal_value_shifted,49,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005470750658424096,0.005470750658424096,0.01024080281899184,0.010508728175784597,-0.00026792535679275725,15.999999999999996,3.9999999999999996,39,0.004470750658424096
Z,terminal_value_shifted,50,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005752835471305749,0.005752835471305749,0.010469020648424886,0.01052378528816527,-5.476463974038448e-05,0.9999999999999998,0.9999999999999999,15,0.004752835471305749
Z,terminal_value_shifted,51,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005364645327401815,0.005364645327401815,0.009763183974449287,0.009898168106292883,-0.00013498413184359626,0.0,0.0,0,0.004364645327401815
Z,terminal_value_shifted,52,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004703375851557397,0.004703375851557397,0.008378790466055844,0.008609721735329506,-0.0002309312692736626,0.0,0.0,0,0.0037033758515573967
Z,terminal_value_shifted,53,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004675414614498698,0.004675414614498698,0.008609721735329492,0.00892708564532365,-0.0003173639099941575,0.25,0.5,2,0.0036754146144986977
Z,terminal_value_shifted,54,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0049650185576457645,0.0049650185576457645,0.008927085645323657,0.008799244529472186,0.00012784111585147084,16.0,4.0,34,0.0039650185576457645
Z,terminal_value_shifted,55,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004520577739986133,0.004520577739986133,0.007766263100187695,0.007449319689542781,0.000316943410644914,0.25,0.5,2,0.0035205777399861327
Z,terminal_value_shifted,56,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004245685360201798,0.004245685360201798,0.007449319689542795,0.007484722597094485,-3.54029075516904e-05,0.0,0.0,0,0.003245685360201798
Z,terminal_value_shifted,57,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004203634329341281,0.004203634329341281,0.007484722597094471,0.007735840766558145,-0.0002511181694636738,0.0,0.0,0,0.003203634329341281
Z,terminal_value_shifted,58,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004281088267753468,0.004281088267753468,0.007735840766558138,0.008131719726453455,-0.0003958789598953174,0.24999999999999994,0.49999999999999994,8,0.0032810882677534675
Z,terminal_value_shifted,59,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004532422618874946,0.004532422618874946,0.008131719726453435,0.008411617605884915,-0.0002798978794314802,3.999999999999999,1.9999999999999998,24,0.0035324226188749456
Z,terminal_value_shifted,60,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004591344431382732,0.004591344431382732,0.008368438932335867,0.008878723340210878,-0.0005102844078750113,0.0,0.0,0,0.0035913444313827323
Z,terminal_value_shifted,61,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004789363797990748,0.004789363797990748,0.008864875540729296,0.009529282448082606,-0.0006644069073533099,0.0,0.0,0,0.0037893637979907477
Z,terminal_value_shifted,62,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004614282928684418,0.004614282928684418,0.008513679624086334,0.009114156268640067,-0.0006004766445537324,0.0,0.0,0,0.0036142829286844183
Z,terminal_value_shifted,63,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004807475345441396,0.004807475345441396,0.008856894291949524,0.009412003461653308,-0.0005551091697037838,0.25,0.5,4,0.0038074753454413962
Z,terminal_value_shifted,64,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004147198687086774,0.004147198687086774,0.007499545240450136,0.007981779097520812,-0.00048223385707067603,0.0,0.0,0,0.003147198687086774
Z,terminal_value_shifted,65,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004278166282549817,0.004278166282549817,0.007616809677418916,0.007800739142321191,-0.00018392946490227574,0.0,0.0,0,0.0032781662825498168
Z,terminal_value_shifted,66,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004170723638270535,0.004170723638270535,0.007382150703418266,0.007523209330727623,-0.0001410586273093567,0.0,0.0,0,0.003170723638270535
Z,terminal_value_shifted,67,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0035427718938872074,0.0035427718938872074,0.00598889794931444,0.005796640090041897,0.00019225785927254324,0.24999999999999994,0.49999999999999994,6,0.0025427718938872074
Z,terminal_value_shifted,68,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0031398620129010416,0.0031398620129010416,0.005240587317733616,0.004947116461904718,0.00029347085582889787,3.999999999999999,1.9999999999999998,22,0.0021398620129010415
Z,terminal_value_shifted,69,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0022574730835584617,0.0022574730835584617,0.003241632945820785,0.0027922926161741144,0.00044934032964667053,0.9999999999999998,0.9999999999999999,14,0.0012574730835584616
Z,terminal_value_shifted,70,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0019948374770690364,0.0019948374770690364,0.0027777070967847104,0.002435028119789303,0.0003426789769954072,0.0,0.0,0,0.0009948374770690363
Z,terminal_value_shifted,71,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0017004859623024893,0.0017004859623024893,0.0022524061723513547,0.002029791543230617,0.0002226146291207376,0.0,0.0,0,0.0007004859623024893
Z,terminal_value_shifted,72,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0013819932500060625,0.0013819932500060625,0.001688656461689011,0.001598770296189802,8.988616549920891e-05,0.0,0.0,0,0.00038199325000606247
Z,terminal_value_shifted,73,1,1.0,1.0,0.0,1,41,6,0.001,1,0.001270174523683422,0.001270174523683422,0.0015060384079042958,0.0014972847117035873,8.753696200708427e-06,1.0,1.0,9,0.0002701745236834219
Z,terminal_value_shifted,74,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0011160042155037575,0.0011160042155037575,0.001287168329281733,0.0014812819878012523,-0.0001941136585195194,0.25,0.5,2,0.00011600421550375748
Z,terminal_value_shifted,75,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0011686268427119825,0.0011686268427119825,0.0014783697620862285,0.0018294452432085087,-0.0003510754811222802,0.0,0.0,0,0.0001686268427119825
Z,terminal_value_shifted,76,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0013080808798401553,0.0013080808798401553,0.0018231019773986218,0.0023004555283418155,-0.00047735355094319365,0.0,0.0,0,0.00030808087984015523
Z,terminal_value_shifted,77,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0015140564819680555,0.0015140564819680555,0.0022991804166310756,0.002891053691987577,-0.0005918732753565012,0.0,0.0,0,0.0005140564819680555
Z,terminal_value_shifted,78,1,1.0,1.0,0.0,1,41,6,0.001,1,0.001776232809718059,0.001776232809718059,0.002876580829551675,0.00357145084293379,-0.0006948700133821151,0.0,0.0,0,0.0007762328097180591
Z,terminal_value_shifted,79,1,1.0,1.0,0.0,1,41,6,0.001,1,0.002083456330030424,0.002083456330030424,0.0035259256385670188,0.004249581902485083,-0.0007236562639180641,0.24999999999999994,0.49999999999999994,8,0.001083456330030424
Z,terminal_value_shifted,80,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0024200467471505865,0.0024200467471505865,0.004187447873279863,0.004955849550087891,-0.0007684016768080282,0.0,0.0,0,0.0014200467471505865
Z,terminal_value_shifted,81,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0027178372018588706,0.0027178372018588706,0.004798523480042124,0.005547448669726237,-0.0007489251896841131,0.0,0.0,0,0.0017178372018588706
Z,terminal_value_shifted,82,1,1.0,1.0,0.0,1,41,6,0.001,1,0.00308441585796429,0.00308441585796429,0.005542939174745119,0.006364177584774069,-0.0008212384100289502,0.0,0.0,0,0.00208441585796429
Z,terminal_value_shifted,83,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0033487618349457224,0.0033487618349457224,0.00604637165891208,0.006796976430069054,-0.0007506047711569735,1.0,1.0,12,0.0023487618349457224
Z,terminal_value_shifted,84,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0034161522954851836,0.0034161522954851836,0.0061875394325100344,0.006952103237576287,-0.0007645638050662526,0.0,0.0,0,0.0024161522954851836
Z,terminal_value_shifted,85,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0036544306301049614,0.0036544306301049614,0.0066693562069461984,0.007449338920869728,-0.0007799827139235299,0.0,0.0,0,0.0026544306301049614
Z,terminal_value_shifted,86,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0038092473297758056,0.0038092473297758056,0.006984417009895897,0.007764639245928435,-0.0007802222360325378,0.0,0.0,0,0.0028092473297758056
Z,terminal_value_shifted,87,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004069678415378822,0.004069678415378822,0.0075350782535554,0.008387308894830602,-0.0008522306412752012,0.0,0.0,0,0.0030696784153788218
Z,terminal_value_shifted,88,1,1.0,1.0,0.0,1,41,6,0.001,1,0.0043668286222293545,0.0043668286222293545,0.008178683146802236,0.009046048700962803,-0.0008673655541605665,15.999999999999996,3.9999999999999996,38,0.0033668286222293545
Z,terminal_value_shifted,89,1,1.0,1.0,0.0,1,41,6,0.001,1,0.00410539286200462,0.00410539286200462,0.007647279122331007,0.008567963981219978,-0.000920684858888971,0.24999999999999994,0.49999999999999994,6,0.00310539286200462
Z,terminal_value_shifted,90,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004397373380915691,0.004397373380915691,0.008293861185977677,0.009377760061146677,-0.0010838988751689996,0.0,0.0,0,0.003397373380915691
Z,terminal_value_shifted,91,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004533670585031277,0.004533670585031277,0.008585006098038153,0.009702766420963807,-0.0011177603229256539,0.0,0.0,0,0.003533670585031277
Z,terminal_value_shifted,92,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004789804028013614,0.004789804028013614,0.009126288081668002,0.010286646880056462,-0.0011603587983884597,0.25,0.5,2,0.003789804028013614
Z,terminal_value_shifted,93,1,1.0,1.0,0.0,1,41,6,0.001,1,0.00511703939120009,0.00511703939120009,0.009800962828549073,0.010518379162235206,-0.0007174163336861328,16.0,4.0,33,0.00411703939120009
Z,terminal_value_shifted,94,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004678445280377454,0.004678445280377454,0.008408063319359296,0.008743443388365829,-0.00033538006900653283,0.25,0.5,1,0.0036784452803774537
Z,terminal_value_shifted,95,1,1.0,1.0,0.0,1,41,6,0.001,1,0.004729618038982114,0.004729618038982114,0.008743443388365836,0.009367957024925669,-0.0006245136365598328,0.0,0.0,0,0.003729618038982114
Z,terminal_value_shifted,96,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005013825349383938,0.005013825349383938,0.009367957024925655,0.010104618737350031,-0.000736661712424376,0.0,0.0,0,0.004013825349383938
Z,terminal_value_shifted,97,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005306940880392352,0.005306940880392352,0.010078831693648226,0.011071100966418362,-0.0009922692727701368,0.0,0.0,0,0.004306940880392352
Z,terminal_value_shifted,98,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005065386986525228,0.005065386986525228,0.009233994376398602,0.009668732896697306,-0.0004347385202987039,0.25,0.5,1,0.004065386986525228
Z,terminal_value_shifted,99,1,1.0,1.0,0.0,1,41,6,0.001,1,0.005168607389873674,0.005168607389873674,0.009668732896697313,0.010358430528454234,-0.0006896976317569206,0.0,0.0,0,0.004168607389873674
H,terminal_value_shifted,1,1,1.0,1.0,0.0,1,41,8,0.001,1,0.001367427189272477,0.001367427189272477,0.0020486121354141512,0.002700055747974898,-0.0006514436125607467,0.0,0.0,0,0.00036742718927247706
H,terminal_value_shifted,2,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0015292750135441485,0.0015292750135441485,0.0023213713760739463,0.0028822445900514174,-0.0005608732139774711,0.0,0.0,0,0.0005292750135441485
H,terminal_value_shifted,3,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0017920963625300823,0.0017920963625300823,0.002882244590051445,0.0035391329983456158,-0.0006568884082941706,0.0,0.0,0,0.0007920963625300823
H,terminal_value_shifted,4,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0021223440623878015,0.0021223440623878015,0.003498984724590406,0.004140974133253255,-0.0006419894086628491,0.25,0.5,3,0.0011223440623878015
H,terminal_value_shifted,5,1,1.0,1.0,0.0,1,41,8,0.001,1,0.002376640662202903,0.002376640662202903,0.004140974133253269,0.004964875142445598,-0.0008239010091923293,0.25,0.5,3,0.001376640662202903
H,terminal_value_shifted,6,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0027198595251786764,0.0027198595251786764,0.004772958934642358,0.005509354938087866,-0.000736396003445508,0.0,0.0,0,0.0017198595251786764
H,terminal_value_shifted,7,1,1.0,1.0,0.0,1,41,8,0.001,1,0.00290791565890601,0.00290791565890601,0.005109134660648136,0.005773432692731417,-0.0006642980320832811,0.0,0.0,0,0.00190791565890601
H,terminal_value_shifted,8,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0028743557997629107,0.0028743557997629107,0.005117101342512338,0.005832235794264244,-0.0007151344517519059,0.0,0.0,0,0.0018743557997629107
H,terminal_value_shifted,9,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0032427455427495658,0.0032427455427495658,0.005832235794264188,0.006664911397340622,-0.000832675603076434,0.24999999999999994,0.49999999999999994,7,0.0022427455427495658
H,terminal_value_shifted,10,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0031299852094118785,0.0031299852094118785,0.0056052000477825265,0.006335948290288087,-0.0007307482425055606,0.9999999999999998,0.9999999999999999,14,0.0021299852094118785
H,terminal_value_shifted,11,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0033185853221440118,0.0033185853221440118,0.005871381751720043,0.006520587106490263,-0.0006492053547702201,0.0,0.0,0,0.0023185853221440117
H,terminal_value_shifted,12,1,1.0,1.0,0.0,1,41,8,0.001,1,0.003192340493067519,0.003192340493067519,0.005635637523553513,0.006270957203397793,-0.0006353196798442803,0.0,0.0,0,0.002192340493067519
H,terminal_value_shifted,13,1,1.0,1.0,0.0,1,41,8,0.001,1,0.00334727045019257,0.00334727045019257,0.006042519385800548,0.006775446023469149,-0.0007329266376686003,0.0,0.0,0,0.00234727045019257
H,terminal_value_shifted,14,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0029482791619422632,0.0029482791619422632,0.005149835481596103,0.005727177421711465,-0.0005773419401153626,0.0,0.0,0,0.0019482791619422632
H,terminal_value_shifted,15,1,1.0,1.0,0.0,1,41,8,0.001,1,0.002718208291129995,0.002718208291129995,0.004384735299211886,0.004413768350003664,-2.903305079177826e-05,4.0,2.0,17,0.0017182082911299948
H,terminal_value_shifted,16,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0027078695245449924,0.0027078695245449924,0.0044137683500035255,0.00457188361222348,-0.00015811526221995442,0.25,0.5,2,0.0017078695245449924
H,terminal_value_shifted,17,1,1.0,1.0,0.0,1,41,8,0.001,1,0.002438367905550874,0.002438367905550874,0.0040002513319528305,0.004351002222028951,-0.0003507508900761208,0.0,0.0,0,0.0014383679055508742
H,terminal_value_shifted,18,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0025109715698557467,0.0025109715698557467,0.004234885713116505,0.00470768198818717,-0.0004727962750706652,0.0,0.0,0,0.0015109715698557466
H,terminal_value_shifted,19,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0027239141432609595,0.0027239141432609595,0.004707681988187198,0.005055523018951403,-0.0003478410307642052,3.999999999999999,1.9999999999999998,21,0.0017239141432609595
H,terminal_value_shifted,20,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0024796918965813083,0.0024796918965813083,0.0041454264758129045,0.0045753296926038045,-0.00042990321679090004,3.999999999999999,1.9999999999999998,21,0.0014796918965813083
H,terminal_value_shifted,21,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0026919602291885017,0.0026919602291885017,0.004575329692603846,0.005062310125078671,-0.00048698043247482475,0.24999999999999994,0.49999999999999994,8,0.0016919602291885017
H,terminal_value_shifted,22,1,1.0,1.0,0.0,1,41,8,0.001,1,0.002749676852660088,0.002749676852660088,0.004774456246124271,0.0053333762370264695,-0.0005589199909021986,0.0,0.0,0,0.0017496768526600879
H,terminal_value_shifted,23,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0029521126206860093,0.0029521126206860093,0.005208085452574855,0.0059161878237597035,-0.0007081023711848489,0.25,0.5,3,0.0019521126206860093
H,terminal_value_shifted,24,1,1.0,1.0,0.0,1,41,8,0.001,1,0.0032559728318891437,0.0032559728318891437,0.0059161878237597035,0.006861519610096977,-0.0009453317863372737,0.0,0.0,0,0.0022559728318891437
