task,baseline,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,basis_count,segments,refreshes,frequency_seed_path,training_objective,optimizer_success_all,optimization_seconds
Z,dcrab,0.08,36,0.9988541807994816,0.001145819200518372,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,37,0.9999080889031137,9.191109688633237e-05,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,38,0.9994004331320279,0.0005995668679721344,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,39,0.9999889017806564,1.1098219343641524e-05,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,40,0.9995146916583348,0.00048530834166515824,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,41,0.9988640966006448,0.0011359033993552092,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,42,0.9999444833638107,5.551663618930114e-05,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,43,0.9998152600665353,0.00018473993346468376,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,44,0.9994020954441617,0.0005979045558383023,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,45,0.9997697898908011,0.00023021010919888063,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,46,0.9996716691615578,0.00032833083844219235,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,47,0.9991293711374626,0.0008706288625374148,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,48,0.9999216183277225,7.838167227747217e-05,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,49,0.9999622422794181,3.775772058189908e-05,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,50,0.9999748964051123,2.510359488772096e-05,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,51,0.9997467683294116,0.00025323167058843854,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,52,0.9987718716709508,0.0012281283290491718,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,53,0.9998792914991601,0.00012070850083989448,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,54,0.9996076039375893,0.0003923960624107048,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,55,0.9999675824069274,3.241759307259784e-05,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,56,0.9996832970294631,0.00031670297053687513,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,57,0.9999891370247356,1.0862975264425145e-05,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,58,0.9992463208165887,0.0007536791834112933,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
Z,dcrab,0.08,59,0.9998156220234652,0.0001843779765348108,8.651955026722808,3,40,3,"31,43,59",0.0017585057030439003,False,38.753890642663464
H,dcrab,0.05,10,0.999641988309376,0.00035801169062399385,5.140156985906014,3,40,3,"31,43,59",0.0010323398135331364,False,48.13288228586316
H,dcrab,0.05,11,0.9996239811996417,0.00037601880035831314,5.140156985906014,3,40,3,"31,43,59",0.0010323398135331364,False,48.13288228586316
H,dcrab,0.05,12,0.9996367906108043,0.00036320938919565116,5.140156985906014,3,40,3,"31,43,59",0.0010323398135331364,False,48.13288228586316
