system,controller,disorder_strength,seed,tail_infidelity_mean,tail_infidelity_std,tail_stability_range,final_fidelity,response_time,control_energy
qubit_Z,nominal,0.05,2,0.44629009280400306,0.3402945556427804,0.9782457891100497,0.26455971723740535,1.33,14.085210767630866
qubit_Z,nominal,0.05,3,0.5189537416097038,0.328563055911498,0.9120016084091224,0.2902832676897795,1.2600000000000002,25.23769656135495
qubit_Z,nominal,0.05,4,0.4811777452866422,0.35034173228367693,0.9778327647338139,0.28099017401883086,1.1900000000000002,14.502318210688536
qubit_Z,nominal,0.05,5,0.4898315983709714,0.3415698602661022,0.9492430184226313,0.9561444291314015,1.2600000000000002,21.020688263219125
qubit_Z,disorder_dressed,0.0,0,0.5003319988579539,0.16940581277452407,0.5232337265160745,0.6353783657322885,1.54,124.2229933423894
qubit_Z,disorder_dressed,0.0,1,0.5003319988579539,0.16940581277452407,0.5232337265160745,0.6353783657322885,1.54,124.2229933423894
qubit_Z,disorder_dressed,0.0,2,0.5003319988579539,0.16940581277452407,0.5232337265160745,0.6353783657322885,1.54,124.2229933423894
qubit_Z,disorder_dressed,0.0,3,0.5003319988579539,0.16940581277452407,0.5232337265160745,0.6353783657322885,1.54,124.2229933423894
qubit_Z,disorder_dressed,0.0,4,0.5003319988579539,0.16940581277452407,0.5232337265160745,0.6353783657322885,1.54,124.2229933423894
qubit_Z,disorder_dressed,0.0,5,0.5003319988579539,0.16940581277452407,0.5232337265160745,0.6353783657322885,1.54,124.2229933423894
qubit_Z,disorder_dressed,0.02,0,0.5028377281936358,0.1881500642470465,0.6349219278122822,0.7344050647556419,1.54,118.55631248022175
qubit_Z,disorder_dressed,0.02,1,0.5002392383205132,0.1668880734683148,0.5048986719421277,0.381030737801405,1.54,121.97269249382015
qubit_Z,disorder_dressed,0.02,2,0.5025878279789338,0.168969248344149,0.5268974982604576,0.7352760467717369,1.54,121.67139703914722
qubit_Z,disorder_dressed,0.02,3,0.49992967471348804,0.16987403014998384,0.5511012802407259,0.6744165812909766,1.54,121.37082075885203
qubit_Z,disorder_dressed,0.02,4,0.4992779417581132,0.16764272770412195,0.5093742757945807,0.7364369485667849,1.54,120.2176196722944
qubit_Z,disorder_dressed,0.02,5,0.49931090601752603,0.16687746755973024,0.5011807604374404,0.7264775589694836,1.54,118.82133711836943
qubit_Z,disorder_dressed,0.05,0,0.5009533455492853,0.16095398888718054,0.4533147879313506,0.2745949450057033,1.4700000000000002,124.69424553209677
qubit_Z,disorder_dressed,0.05,1,0.4975045198898611,0.18130557791192334,0.5673337253128076,0.28565666410359647,1.54,119.85994489869023
qubit_Z,disorder_dressed,0.05,2,0.49142211913562184,0.18235451472664985,0.5633829583707836,0.29539497232019307,1.61,122.99191321554497
qubit_Z,disorder_dressed,0.05,3,0.49451694276110064,0.1541645858152943,0.4712173773809103,0.718631618707615,1.54,125.5609849941902
qubit_Z,disorder_dressed,0.05,4,0.501560825908894,0.1740450336326778,0.518217752193035,0.2502418785689161,1.4700000000000002,123.04007176676944
qubit_Z,disorder_dressed,0.05,5,0.4992188314461679,0.15623458563841322,0.46888391902802473,0.33344768472236186,1.54,123.20482447812407
qubit_H,nominal,0.0,0,0.4697339225973756,0.3488021002125502,0.9994895088002262,0.989428654183813,4.62,6.526144104154431
qubit_H,nominal,0.0,1,0.4697339225973756,0.3488021002125502,0.9994895088002262,0.989428654183813,4.62,6.526144104154431
qubit_H,nominal,0.0,2,0.4697339225973756,0.3488021002125502,0.9994895088002262,0.989428654183813,4.62,6.526144104154431
qubit_H,nominal,0.0,3,0.4697339225973756,0.3488021002125502,0.9994895088002262,0.989428654183813,4.62,6.526144104154431
qubit_H,nominal,0.0,4,0.4697339225973756,0.3488021002125502,0.9994895088002262,0.989428654183813,4.62,6.526144104154431
qubit_H,nominal,0.0,5,0.4697339225973756,0.3488021002125502,0.9994895088002262,0.989428654183813,4.62,6.526144104154431
qubit_H,nominal,0.02,0,0.5506940430751772,0.35487589401313385,0.9988685744374535,0.04671121999163333,4.48,9.26099271079426
qubit_H,nominal,0.02,1,0.48819965034693924,0.35825091929287367,0.9960419570096042,0.9975058373246775,4.48,12.777384046413932
qubit_H,nominal,0.02,2,0.5462237123650244,0.35402866184615905,0.99656353780653,0.022720842090439952,4.550000000000001,11.538966284199326
qubit_H,nominal,0.02,3,0.5519672592048483,0.34351946087377894,0.9860315091270588,0.5455069689120505,4.48,18.445997152565447
qubit_H,nominal,0.02,4,0.4942324553586104,0.35171191491909665,0.9948133358639023,0.030098820151759326,2.3800000000000003,8.652596141487644
qubit_H,nominal,0.02,5,0.5306963520934143,0.35419419884899317,0.9927929289277985,0.049582748710373964,2.45,10.97287623198801
qubit_H,nominal,0.05,0,0.5394272834485565,0.3531909693413647,0.9937429922155725,0.15835630007634183,4.340000000000001,14.400818642073832
qubit_H,nominal,0.05,1,0.4908722544427296,0.35813686937012446,0.9790274624142143,0.07862238461836085,4.340000000000001,20.85617980041135
qubit_H,nominal,0.05,2,0.5478799776024387,0.34178274676341547,0.9792930606171325,0.4975834144651817,4.62,20.808933313593016
qubit_H,nominal,0.05,3,0.46715096948835183,0.33025183735439245,0.9104263411219239,0.8338486916833343,10.64,31.76370239233376
qubit_H,nominal,0.05,4,0.517966706634111,0.3463962528293191,0.9770693887193844,0.7897888552302949,2.3800000000000003,15.999651076394972
qubit_H,nominal,0.05,5,0.49737649768550024,0.3376788060851998,0.949498607632626,0.408457619827567,2.45,20.905660523536532
qubit_H,disorder_dressed,0.0,0,0.501387022354536,0.18382954741956842,0.5668771108560757,0.6681734640359964,nan,122.54461787555049
