task,noise_case,disorder_strength,gamma_phi,gamma_relax,seed,final_fidelity,final_infidelity,final_purity,pulse_energy
H,relax_0.002,0.08,0.0,0.002,20,0.9944413686999587,0.005558631300041306,0.9914423810226582,5.6075
H,relax_0.002,0.08,0.0,0.002,21,0.9940999860125975,0.005900013987402475,0.9903973243820177,5.6075
H,relax_0.002,0.08,0.0,0.002,22,0.9949825600730632,0.0050174399269368175,0.9906927538631978,5.6075
H,relax_0.002,0.08,0.0,0.002,23,0.9946832210260939,0.005316778973906144,0.9909103308903899,5.6075
H,relax_0.002,0.08,0.0,0.002,24,0.994984829611242,0.0050151703887579835,0.9905365935474977,5.6075
H,relax_0.002,0.08,0.0,0.002,25,0.9951230617360394,0.0048769382639606285,0.9904332657193743,5.6075
H,relax_0.002,0.08,0.0,0.002,26,0.9928512590150083,0.007148740984991742,0.9913095892358784,5.6075
H,relax_0.002,0.08,0.0,0.002,27,0.9940855397645303,0.0059144602354697096,0.9913780807316128,5.6075
H,relax_0.002,0.08,0.0,0.002,28,0.9953674029510559,0.004632597048944143,0.9908360172725968,5.6075
H,relax_0.002,0.08,0.0,0.002,29,0.9953248970263904,0.004675102973609624,0.990708998119647,5.6075
H,relax_0.002,0.08,0.0,0.002,30,0.9948060694493157,0.005193930550684289,0.9906216853015422,5.6075
H,relax_0.002,0.08,0.0,0.002,31,0.9940591488813046,0.005940851118695356,0.9914790204431904,5.6075
H,relax_0.002,0.08,0.0,0.002,32,0.9946442931546005,0.005355706845399544,0.9909330867517956,5.6075
H,relax_0.002,0.08,0.0,0.002,33,0.990898900819451,0.009101099180549022,0.9915314972477007,5.6075
H,relax_0.002,0.08,0.0,0.002,34,0.9913460219942228,0.008653978005777163,0.9916718296934677,5.6075
H,relax_0.002,0.08,0.0,0.002,35,0.9945318549264353,0.005468145073564745,0.9913576063985224,5.6075
H,relax_0.002,0.08,0.0,0.002,36,0.995232503346075,0.004767496653924952,0.990870703971406,5.6075
H,relax_0.002,0.08,0.0,0.002,37,0.9951759953280337,0.004824004671966309,0.9905003761047209,5.6075
H,relax_0.002,0.08,0.0,0.002,38,0.9940509635620508,0.0059490364379491956,0.9911471549466775,5.6075
H,relax_0.002,0.08,0.0,0.002,39,0.9947985645011066,0.005201435498893403,0.9912857932657319,5.6075
H,relax_0.002,0.08,0.0,0.002,40,0.9948145235224571,0.005185476477542861,0.9907966669104178,5.6075
H,relax_0.002,0.08,0.0,0.002,41,0.99532271132151,0.004677288678490044,0.9909358925170487,5.6075
H,relax_0.002,0.08,0.0,0.002,42,0.9907916769440219,0.009208323055978074,0.9914898242136374,5.6075
H,relax_0.002,0.08,0.0,0.002,43,0.9941142281396611,0.005885771860338895,0.9904706193699195,5.6075
H,relax_0.002,0.08,0.0,0.002,44,0.9939337629135978,0.006066237086402193,0.9911770697849331,5.6075
H,relax_0.002,0.08,0.0,0.002,45,0.9933411611686371,0.006658838831362868,0.9912196042465036,5.6075
H,relax_0.002,0.08,0.0,0.002,46,0.9947858996961029,0.005214100303897129,0.9907332115465843,5.6075
H,relax_0.002,0.08,0.0,0.002,47,0.9947883857969637,0.0052116142030362855,0.9903641005381179,5.6075
H,relax_0.002,0.08,0.0,0.002,48,0.9949690605592388,0.005030939440761162,0.9909709699130493,5.6075
H,relax_0.002,0.08,0.0,0.002,49,0.9947223974769791,0.005277602523020897,0.991024390678997,5.6075
H,relax_0.002,0.08,0.0,0.002,50,0.9911276227855007,0.008872377214499294,0.9915580869886542,5.6075
H,relax_0.002,0.08,0.0,0.002,51,0.9938120534512868,0.006187946548713241,0.9911584054384011,5.6075
H,relax_0.002,0.08,0.0,0.002,52,0.9953494166325565,0.004650583367443506,0.9908815413046757,5.6075
H,relax_0.002,0.08,0.0,0.002,53,0.9909093009037759,0.009090699096224064,0.9915897089294484,5.6075
H,relax_0.002,0.08,0.0,0.002,54,0.9933007332344657,0.00669926676553434,0.9915279596618345,5.6075
H,relax_0.002,0.08,0.0,0.002,55,0.9923040998519941,0.007695900148005919,0.9910620652090292,5.6075
H,relax_0.002,0.08,0.0,0.002,56,0.9934230382569254,0.00657696174307465,0.9915794027650373,5.6075
H,relax_0.002,0.08,0.0,0.002,57,0.9931762551292286,0.00682374487077142,0.9916479742805793,5.6075
H,relax_0.002,0.08,0.0,0.002,58,0.9947778335488795,0.005222166451120502,0.990350073446149,5.6075
H,relax_0.002,0.08,0.0,0.002,59,0.994497988295537,0.005502011704462961,0.9914093247090539,5.6075
H,combined,0.08,0.005,0.002,10,0.9575901896283231,0.042409810371676904,0.9192197730406733,5.6075
H,combined,0.08,0.005,0.002,11,0.957130396704676,0.042869603295323966,0.9198400780999889,5.6075
H,combined,0.08,0.005,0.002,12,0.9572923803802604,0.04270761961973957,0.9197659762311998,5.6075
H,combined,0.08,0.005,0.002,13,0.9541758426898603,0.04582415731013967,0.9197716968706249,5.6075
H,combined,0.08,0.005,0.002,14,0.9575438936449391,0.04245610635506092,0.9190916270924728,5.6075
H,combined,0.08,0.005,0.002,15,0.9567349433003383,0.04326505669966174,0.9197061296925132,5.6075
H,combined,0.08,0.005,0.002,16,0.9568098622146823,0.04319013778531766,0.9199657866707799,5.6075
H,combined,0.08,0.005,0.002,17,0.9574517285535542,0.042548271446445796,0.9192373528027624,5.6075
H,combined,0.08,0.005,0.002,18,0.954715631651218,0.04528436834878202,0.9199483531072917,5.6075
H,combined,0.08,0.005,0.002,19,0.9575536646252056,0.042446335374794364,0.9196142221259098,5.6075
H,combined,0.08,0.005,0.002,20,0.9569843238367475,0.043015676163252525,0.9199140874430027,5.6075
H,combined,0.08,0.005,0.002,21,0.9567404106375805,0.04325958936241947,0.9190328453486635,5.6075
H,combined,0.08,0.005,0.002,22,0.9575172871789568,0.04248271282104321,0.9191904367546171,5.6075
H,combined,0.08,0.005,0.002,23,0.9572489763451897,0.042751023654810316,0.9194015130196478,5.6075
H,combined,0.08,0.005,0.002,24,0.9575430109650588,0.04245698903494122,0.9191337791562851,5.6075
H,combined,0.08,0.005,0.002,25,0.9576681462814428,0.04233185371855719,0.9190478975455978,5.6075
H,combined,0.08,0.005,0.002,26,0.9555682114792627,0.04443178852073726,0.9198077229841322,5.6075
H,combined,0.08,0.005,0.002,27,0.9566681795617966,0.04333182043820338,0.9197852433856168,5.6075
H,combined,0.08,0.005,0.002,28,0.957861094614718,0.04213890538528198,0.9193416419262286,5.6075
H,combined,0.08,0.005,0.002,29,0.9578261849339148,0.042173815066085196,0.9192207462480826,5.6075
H,combined,0.08,0.005,0.002,30,0.9573777370409731,0.042622262959026935,0.9192000726091414,5.6075
H,combined,0.08,0.005,0.002,31,0.9566343720225186,0.04336562797748145,0.9200028018529651,5.6075
H,combined,0.08,0.005,0.002,32,0.9572133808522316,0.04278661914776838,0.9194206779719343,5.6075
H,combined,0.08,0.005,0.002,33,0.9537621349015055,0.04623786509849448,0.9200330905823502,5.6075
H,combined,0.08,0.005,0.002,34,0.954168083826867,0.04583191617313298,0.920216799127066,5.6075
H,combined,0.08,0.005,0.002,35,0.9570708771136153,0.04292912288638473,0.9198770897189351,5.6075
H,combined,0.08,0.005,0.002,36,0.9577397634137219,0.04226023658627809,0.9193614690818376,5.6075
H,combined,0.08,0.005,0.002,37,0.9577149634722117,0.042285036527788256,0.9190808421302757,5.6075
H,combined,0.08,0.005,0.002,38,0.9566553625121287,0.04334463748787132,0.9195868538707521,5.6075
H,combined,0.08,0.005,0.002,39,0.9573262684400294,0.04267373155997056,0.9197254351210297,5.6075
H,combined,0.08,0.005,0.002,40,0.9573644900820761,0.042635509917923864,0.9192810350538366,5.6075
H,combined,0.08,0.005,0.002,41,0.9578163086238194,0.04218369137618061,0.9194457147881505,5.6075
H,combined,0.08,0.005,0.002,42,0.9536712164870136,0.046328783512986416,0.9200038401381295,5.6075
H,combined,0.08,0.005,0.002,43,0.9567559823583647,0.043244017641635324,0.9190918431493622,5.6075
H,combined,0.08,0.005,0.002,44,0.9565462757812286,0.04345372421877136,0.919612951839786,5.6075
H,combined,0.08,0.005,0.002,45,0.9560176960072628,0.04398230399273717,0.9197066297293325,5.6075
H,combined,0.08,0.005,0.002,46,0.9573585396953821,0.042641460304617906,0.9192629766930995,5.6075
H,combined,0.08,0.005,0.002,47,0.9573444618877741,0.04265553811222589,0.9189557031827752,5.6075
H,combined,0.08,0.005,0.002,48,0.9575101304852073,0.04248986951479272,0.9194598100004725,5.6075
H,combined,0.08,0.005,0.002,49,0.9572822933098064,0.04271770669019359,0.9194898695082592,5.6075
H,combined,0.08,0.005,0.002,50,0.9539672545646568,0.04603274543534319,0.9200501838846369,5.6075
H,combined,0.08,0.005,0.002,51,0.9564479498144329,0.04355205018556707,0.919641095433415,5.6075
H,combined,0.08,0.005,0.002,52,0.957843321500383,0.04215667849961702,0.9193928677912455,5.6075
H,combined,0.08,0.005,0.002,53,0.9537755911239721,0.046224408876027856,0.9201223822533345,5.6075
H,combined,0.08,0.005,0.002,54,0.9559529524393697,0.04404704756063027,0.9200773812072078,5.6075
H,combined,0.08,0.005,0.002,55,0.9550711429781055,0.04492885702189453,0.9195456532963951,5.6075
H,combined,0.08,0.005,0.002,56,0.956053255773184,0.04394674422681599,0.9201157249293462,5.6075
H,combined,0.08,0.005,0.002,57,0.9558218413839124,0.04417815861608765,0.9201147102938434,5.6075
H,combined,0.08,0.005,0.002,58,0.9573358751820038,0.042664124817996196,0.9189495253067815,5.6075
H,combined,0.08,0.005,0.002,59,0.9570370513303198,0.0429629486696802,0.9199015023840496,5.6075
