task,controller,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,horizon_steps,reference_objective,reference_restart_seed,reference_iterations,reference_success,reference_seconds,horizon_objective,horizon_iterations,horizon_success,horizon_seconds
H,adjoint_process_horizon,0.08,15,0.9996208182069639,0.999499299401041,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,16,0.9999127040762668,0.9997849501416821,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,17,0.9998839634677358,0.9997569832943881,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,18,0.9997749900718275,0.9997687667082009,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,19,0.9998649957449292,0.9997348482464364,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,20,0.9999442208451141,0.999899434313643,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,21,0.9998774658272339,0.9998972225128276,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,22,0.999283393303796,0.9995143875715834,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,23,0.9997838159188281,0.9996674634197387,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,24,0.9999078202629094,0.9997896981562997,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,25,0.9997651123640781,0.9997053455762783,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,26,0.9997097803554117,0.9996603352857547,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,27,0.9997319782672632,0.999673408069989,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,28,0.9995269069106203,0.9994573764524466,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,29,0.9994253121936911,0.9994974193372279,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,30,0.9999221938272396,0.9998069769584458,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,31,0.999896263656163,0.9997505218207747,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,32,0.9998455103345503,0.9997869533602618,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,33,0.9998570004849596,0.999864630629902,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,34,0.9999328750631775,0.999954812863602,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,35,0.9998314205234479,0.9996049057738867,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,36,0.9994673086040889,0.9994879215271347,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,37,0.9997627594270723,0.9997284843497961,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,38,0.9996591203739427,0.9995297858223585,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,39,0.9999259532308604,0.999935454417089,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,40,0.9994434106546333,0.9995939096962765,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,41,0.9996049789781596,0.9994026858965785,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,42,0.9998818453388431,0.9999199338594623,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,43,0.9999745414898545,0.9999673341388838,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,44,0.9996507054653292,0.9995222945520646,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,45,0.9996911231458319,0.9996363499461355,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,46,0.9998580221504526,0.9997632324831668,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,47,0.9989563068878153,0.9992609430343441,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,48,0.9998720030550777,0.9997844067539093,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,49,0.9999113682422158,0.9999384982132424,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,50,0.9998262537301081,0.9998118379092201,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,51,0.9996591153435872,0.9996006684758324,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,52,0.9996068219055706,0.9994286358758216,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,53,0.9998985767847849,0.9999323635002466,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,54,0.9998265507389157,0.9996961831746539,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,55,0.9999742488336103,0.999982468971533,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,56,0.9999307079045269,0.9998478985330355,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,57,0.9998933466441401,0.9999149690285319,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,58,0.9989723588301401,0.9992582712557269,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
H,adjoint_process_horizon,0.08,59,0.9999157221387032,0.9998009716502025,3.026810472491932,60,4,0.00025582952860636295,22,120,False,125.94216444704216,0.03921361666586861,479,False,15.261787808034569
