system,disorder_strength,seed,tail_infidelity_mean,tail_stability_range,final_fidelity,pulse_energy
ensemble_lyapunov_H,0.05,29,0.1407364779014148,0.05347198162878497,0.8330177267486174,0.06960928115287543
ensemble_lyapunov_H,0.05,30,0.27078709173920607,0.10973340937573628,0.6727839853122277,0.06960928115287543
ensemble_lyapunov_H,0.05,31,0.6186101565320656,0.19034781450910154,0.2884369753763426,0.06960928115287543
ensemble_lyapunov_H,0.05,32,0.0006537542264248525,0.0008510749781801552,0.9987796033984748,0.06960928115287543
ensemble_lyapunov_H,0.05,33,0.4455171868536119,0.1618533485248812,0.4731669010104455,0.06960928115287543
ensemble_lyapunov_H,0.05,34,0.7162432346469847,0.20091662487224893,0.187130740666582,0.06960928115287543
ensemble_lyapunov_H,0.05,35,0.4674334727872129,0.16140702419234199,0.45208696010085475,0.06960928115287543
ensemble_lyapunov_H,0.05,36,0.04101553120214664,0.017283024464815555,0.9539754276139873,0.06960928115287543
ensemble_lyapunov_H,0.05,37,0.6056287290385083,0.19353364797304062,0.2987239091573937,0.06960928115287543
ensemble_lyapunov_H,0.05,38,0.04085988863090352,0.017623402752355077,0.9500541296128847,0.06960928115287543
ensemble_lyapunov_H,0.05,39,0.32544924269371006,0.12330733157519469,0.6122338708943176,0.06960928115287543
ensemble_lyapunov_H,0.05,40,0.1875570409658497,0.07325913697425435,0.7768111523063459,0.06960928115287543
ensemble_lyapunov_H,0.05,41,0.005721226273066746,0.008808696053421494,0.996328783088287,0.06960928115287543
ensemble_lyapunov_H,0.05,42,0.3665207952908044,0.14017210450352924,0.5626915830117312,0.06960928115287543
ensemble_lyapunov_H,0.05,43,0.41213226171116596,0.1531964775357062,0.5100793529089187,0.06960928115287543
ensemble_lyapunov_H,0.05,44,0.05898364632883659,0.02531682570376359,0.9279813339409074,0.06960928115287543
ensemble_lyapunov_H,0.05,45,0.05734011715599595,0.02432610279843994,0.931362784547739,0.06960928115287543
ensemble_lyapunov_H,0.05,46,0.03643521923642026,0.013305892740437919,0.9561542486945531,0.06960928115287543
ensemble_lyapunov_H,0.05,47,0.7426830575028256,0.19737180924233866,0.16380890111083127,0.06960928115287543
ensemble_lyapunov_H,0.05,48,0.036207059812759894,0.012329921965915425,0.9569947257930128,0.06960928115287543
ensemble_lyapunov_H,0.05,49,0.037051914822090797,0.01510967501068472,0.9550159193663326,0.06960928115287543
ensemble_lyapunov_H,0.05,50,0.49858510718353516,0.1743280034129817,0.4142976602933971,0.06960928115287543
ensemble_lyapunov_H,0.05,51,0.025670589394718685,0.013502328273764408,0.9706569369681062,0.06960928115287543
ensemble_lyapunov_H,0.05,52,0.003852326601069687,0.008420669395737712,0.9986431461144762,0.06960928115287543
ensemble_lyapunov_H,0.05,53,0.5514887448504674,0.1853823368062929,0.35658475911696835,0.06960928115287543
ensemble_lyapunov_H,0.05,54,0.6161777211376493,0.19132970276964312,0.29029308675932985,0.06960928115287543
ensemble_lyapunov_H,0.05,55,0.008735660722813813,0.004463451413591724,0.9900595358993133,0.06960928115287543
ensemble_lyapunov_H,0.05,56,0.7196847212494512,0.19758191255375435,0.18584236012922897,0.06960928115287543
ensemble_lyapunov_H,0.05,57,0.749105790613977,0.19898420962398566,0.15627091315769864,0.06960928115287543
ensemble_lyapunov_H,0.05,58,0.7657397021346516,0.1963140674325533,0.14182478003467003,0.06960928115287543
ensemble_lyapunov_H,0.05,59,0.5358136202089547,0.17716852061118238,0.3765654486013544,0.06960928115287543
