system,disorder_strength,seed,tail_infidelity_mean,tail_stability_range,final_fidelity,pulse_energy,task,config,horizon_steps,beam_width,segments,n_train_strengths,n_train_seeds
horizon_lyapunov_Z,0.08,52,0.008533230052529091,0.008751151151924375,0.9942110301208209,2.11,Z,q2_b2,2,2,100,2,8
horizon_lyapunov_Z,0.08,53,0.0024615101235828237,0.005030174165138623,0.997533537415607,2.11,Z,q2_b2,2,2,100,2,8
horizon_lyapunov_Z,0.08,54,0.002890773700171751,0.005211656741290982,0.9937715879494691,2.11,Z,q2_b2,2,2,100,2,8
horizon_lyapunov_Z,0.08,55,0.003976215194139038,0.0063351243943367,0.9952042555893998,2.11,Z,q2_b2,2,2,100,2,8
horizon_lyapunov_Z,0.08,56,0.0032840391641873706,0.0054638190908895545,0.9933623017283013,2.11,Z,q2_b2,2,2,100,2,8
horizon_lyapunov_Z,0.08,57,0.003938152372880104,0.005566526418157136,0.9930651589915271,2.11,Z,q2_b2,2,2,100,2,8
horizon_lyapunov_Z,0.08,58,0.006982049934656713,0.01566603412012957,0.9978526837496193,2.11,Z,q2_b2,2,2,100,2,8
horizon_lyapunov_Z,0.08,59,0.004392691454753818,0.006765298568704781,0.9916711772005555,2.11,Z,q2_b2,2,2,100,2,8
horizon_lyapunov_Z,0.08,10,0.0051069783797273215,0.010347624818359047,0.9892075331182295,3.18,Z,q4_b4,4,4,100,2,8
horizon_lyapunov_Z,0.08,11,0.004799517961718519,0.009219510969506794,0.9896340086579557,3.18,Z,q4_b4,4,4,100,2,8
horizon_lyapunov_Z,0.08,12,0.004611515940621565,0.009198217646780416,0.9896999181869922,3.18,Z,q4_b4,4,4,100,2,8
horizon_lyapunov_Z,0.08,13,0.003250349641932345,0.003026358084768699,0.9967709177951117,3.18,Z,q4_b4,4,4,100,2,8
horizon_lyapunov_Z,0.08,14,0.0034247297964330407,0.006739261557068499,0.9923660315950367,3.18,Z,q4_b4,4,4,100,2,8
