task,step,score_mode,train_net_points,eval_net_points,train_points_per_axis,eval_points_per_axis,train_covering_radius,eval_covering_radius,beam_width,residual_threshold,train_phi,eval_phi,train_outside_residual,eval_outside_residual,train_scheduled_margin,eval_scheduled_margin,shifted_selected_fraction
Z,11,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.006903216728703088,0.006903216728703088,1,1,0.005903216728703088,0.005903216728703088,0.0
Z,12,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007049475105736613,0.007049475105736613,1,1,0.006049475105736613,0.006049475105736613,0.0
Z,13,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008050215571039798,0.008050215571039798,1,1,0.007050215571039798,0.007050215571039798,0.0
Z,14,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008942953345199789,0.008942953345199789,1,1,0.007942953345199788,0.007942953345199788,0.0
Z,15,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.010103635573715852,0.010103635573715852,1,1,0.009103635573715851,0.009103635573715851,0.0
Z,16,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.011116859091954367,0.011116859091954367,1,1,0.010116859091954367,0.010116859091954367,0.0
Z,17,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.012313769599350488,0.012313769599350488,1,1,0.011313769599350487,0.011313769599350487,0.0
Z,18,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.013153689476622654,0.013153689476622654,1,1,0.012153689476622653,0.012153689476622653,0.0
Z,19,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.014543303923911233,0.014543303923911233,1,1,0.013543303923911232,0.013543303923911232,0.0
Z,20,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.01437312182374495,0.01437312182374495,1,1,0.013373121823744949,0.013373121823744949,0.0
Z,21,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.01500305281221126,0.01500305281221126,1,1,0.014003052812211259,0.014003052812211259,0.0
Z,22,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.01588721305923735,0.01588721305923735,1,1,0.014887213059237348,0.014887213059237348,0.0
Z,23,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.016585099961210492,0.016585099961210492,1,1,0.015585099961210491,0.015585099961210491,0.0
Z,24,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.014491447833010707,0.014491447833010707,1,1,0.013491447833010706,0.013491447833010706,0.0
Z,25,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.013743448548311776,0.013743448548311776,1,1,0.012743448548311775,0.012743448548311775,0.0
Z,26,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.013288700235298712,0.013288700235298712,1,1,0.01228870023529871,0.01228870023529871,0.0
Z,27,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.012760563837298733,0.012760563837298733,1,1,0.011760563837298732,0.011760563837298732,0.0
Z,28,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.01292990861908927,0.01292990861908927,1,1,0.011929908619089269,0.011929908619089269,0.0
Z,29,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.013407687167954818,0.013407687167954818,1,1,0.012407687167954817,0.012407687167954817,0.0
Z,30,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.013645516845308014,0.013645516845308014,1,1,0.012645516845308014,0.012645516845308014,0.0
Z,31,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.013359897625821127,0.013359897625821127,1,1,0.012359897625821126,0.012359897625821126,0.0
Z,32,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.013840104279790655,0.013840104279790655,1,1,0.012840104279790654,0.012840104279790654,0.03225806451612903
Z,33,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.014217034960274488,0.014217034960274488,1,1,0.013217034960274487,0.013217034960274487,0.03125
Z,34,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.015440551886256593,0.015440551886256593,1,1,0.014440551886256592,0.014440551886256592,0.030303030303030304
Z,35,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.015229281249957372,0.015229281249957372,1,1,0.01422928124995737,0.01422928124995737,0.029411764705882353
Z,36,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.01526521423526761,0.01526521423526761,1,1,0.01426521423526761,0.01426521423526761,0.02857142857142857
Z,37,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.015201637956559821,0.015201637956559821,1,1,0.01420163795655982,0.01420163795655982,0.027777777777777776
Z,38,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.01579790010633131,0.01579790010633131,1,1,0.014797900106331308,0.014797900106331308,0.05405405405405406
Z,39,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.016400789912379032,0.016400789912379032,1,1,0.015400789912379031,0.015400789912379031,0.05263157894736842
Z,40,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.015976949187618494,0.015976949187618494,1,1,0.014976949187618493,0.014976949187618493,0.05128205128205128
Z,41,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.014058588691606588,0.014058588691606588,1,1,0.013058588691606587,0.013058588691606587,0.05
Z,42,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0138869722365762,0.0138869722365762,1,1,0.0128869722365762,0.0128869722365762,0.07317073170731707
Z,43,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.013643562425683209,0.013643562425683209,1,1,0.012643562425683208,0.012643562425683208,0.07142857142857142
Z,44,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.012479388462241614,0.012479388462241614,1,1,0.011479388462241613,0.011479388462241613,0.06976744186046512
Z,45,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.01193761951897332,0.01193761951897332,1,1,0.010937619518973318,0.010937619518973318,0.06818181818181818
Z,46,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.010746217218235987,0.010746217218235987,1,1,0.009746217218235986,0.009746217218235986,0.06666666666666667
Z,47,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.010531731718572357,0.010531731718572357,1,1,0.009531731718572356,0.009531731718572356,0.08695652173913043
Z,48,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.010520405589209858,0.010520405589209858,1,1,0.009520405589209857,0.009520405589209857,0.10638297872340426
Z,49,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.010458418904255806,0.010458418904255806,1,1,0.009458418904255805,0.009458418904255805,0.10416666666666667
Z,50,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.010240923260524504,0.010240923260524504,1,1,0.009240923260524503,0.009240923260524503,0.10204081632653061
Z,51,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009106474470872428,0.009106474470872428,1,1,0.008106474470872427,0.008106474470872427,0.1
Z,52,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.00833272027935339,0.00833272027935339,1,1,0.007332720279353389,0.007332720279353389,0.09803921568627451
Z,53,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008247360847747132,0.008247360847747132,1,1,0.007247360847747132,0.007247360847747132,0.09615384615384616
Z,54,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008275752715084295,0.008275752715084295,1,1,0.007275752715084295,0.007275752715084295,0.09433962264150944
Z,55,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008167691807085875,0.008167691807085875,1,1,0.007167691807085875,0.007167691807085875,0.09259259259259259
Z,56,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007931994419347443,0.007931994419347443,1,1,0.006931994419347443,0.006931994419347443,0.10909090909090909
Z,57,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007861660063630316,0.007861660063630316,1,1,0.006861660063630316,0.006861660063630316,0.10714285714285714
Z,58,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008029958423146022,0.008029958423146022,1,1,0.007029958423146022,0.007029958423146022,0.10526315789473684
Z,59,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008482756996158636,0.008482756996158636,1,1,0.007482756996158636,0.007482756996158636,0.10344827586206896
Z,60,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.00839238608075532,0.00839238608075532,1,1,0.007392386080755321,0.007392386080755321,0.1016949152542373
Z,61,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007866684905700527,0.007866684905700527,1,1,0.006866684905700527,0.006866684905700527,0.1
Z,62,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007618351663368772,0.007618351663368772,1,1,0.006618351663368772,0.006618351663368772,0.09836065573770492
Z,63,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007929406309928,0.007929406309928,1,1,0.006929406309928,0.006929406309928,0.0967741935483871
Z,64,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007304816741126596,0.007304816741126596,1,1,0.006304816741126596,0.006304816741126596,0.09523809523809523
Z,65,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0076812567700230705,0.0076812567700230705,1,1,0.0066812567700230705,0.0066812567700230705,0.09375
Z,66,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007166584715331492,0.007166584715331492,1,1,0.006166584715331492,0.006166584715331492,0.09230769230769231
Z,67,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.006811568852081118,0.006811568852081118,1,1,0.005811568852081118,0.005811568852081118,0.09090909090909091
Z,68,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.00710457973908496,0.00710457973908496,1,1,0.00610457973908496,0.00610457973908496,0.1044776119402985
Z,69,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.005172749954872713,0.005172749954872713,1,1,0.004172749954872713,0.004172749954872713,0.10294117647058823
Z,70,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0052872500953335955,0.0052872500953335955,1,1,0.0042872500953335954,0.0042872500953335954,0.10144927536231885
Z,71,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.004342346102729655,0.004342346102729655,1,1,0.003342346102729655,0.003342346102729655,0.1
Z,72,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.004500474446516023,0.004500474446516023,1,1,0.003500474446516023,0.003500474446516023,0.09859154929577464
Z,73,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.003760363687826729,0.003760363687826729,1,1,0.002760363687826729,0.002760363687826729,0.09722222222222222
Z,74,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0020523208883928,0.0020523208883928,1,1,0.0010523208883928001,0.0010523208883928001,0.0958904109589041
Z,75,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.001791476227896771,0.001791476227896771,1,1,0.0007914762278967711,0.0007914762278967711,0.0945945945945946
Z,76,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0013266521047581303,0.0013266521047581303,1,1,0.0003266521047581303,0.0003266521047581303,0.09333333333333334
Z,77,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0011825697439296068,0.0011825697439296068,1,1,0.00018256974392960677,0.00018256974392960677,0.09210526315789473
Z,78,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.001130309224394943,0.001130309224394943,1,1,0.00013030922439494306,0.00013030922439494306,0.09090909090909091
Z,79,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0010722654346955185,0.0010722654346955185,1,1,7.226543469551847e-05,7.226543469551847e-05,0.08974358974358974
Z,80,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0010488998255067106,0.0010488998255067106,1,1,4.889982550671055e-05,4.889982550671055e-05,0.08860759493670886
Z,81,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.001195467708860587,0.001195467708860587,1,1,0.00019546770886058693,0.00019546770886058693,0.1
Z,82,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0014817940096993887,0.0014817940096993887,1,1,0.00048179400969938866,0.00048179400969938866,0.09876543209876543
Z,83,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0017813897664591405,0.0017813897664591405,1,1,0.0007813897664591405,0.0007813897664591405,0.0975609756097561
Z,84,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.002175017574233884,0.002175017574233884,1,1,0.001175017574233884,0.001175017574233884,0.0963855421686747
Z,85,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.002575184033440925,0.002575184033440925,1,1,0.0015751840334409248,0.0015751840334409248,0.09523809523809523
Z,86,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0031150355849955957,0.0031150355849955957,1,1,0.0021150355849955957,0.0021150355849955957,0.09411764705882353
Z,87,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0037554273095632418,0.0037554273095632418,1,1,0.0027554273095632418,0.0027554273095632418,0.09302325581395349
Z,88,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.004477122634809927,0.004477122634809927,1,1,0.003477122634809927,0.003477122634809927,0.09195402298850575
Z,89,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.005166075140913051,0.005166075140913051,1,1,0.004166075140913051,0.004166075140913051,0.09090909090909091
Z,90,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.005860736808860789,0.005860736808860789,1,1,0.004860736808860789,0.004860736808860789,0.0898876404494382
Z,91,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.006512879820626649,0.006512879820626649,1,1,0.005512879820626649,0.005512879820626649,0.08888888888888889
Z,92,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.007488207141932435,0.007488207141932435,1,1,0.006488207141932435,0.006488207141932435,0.08791208791208792
Z,93,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.008213183665742196,0.008213183665742196,1,1,0.007213183665742196,0.007213183665742196,0.08695652173913043
Z,94,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009263490459404555,0.009263490459404555,1,1,0.008263490459404554,0.008263490459404554,0.08602150537634409
Z,95,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.009955255974760213,0.009955255974760213,1,1,0.008955255974760212,0.008955255974760212,0.0851063829787234
Z,96,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.0110331484348839,0.0110331484348839,1,1,0.010033148434883898,0.010033148434883898,0.08421052631578947
Z,97,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.011678336977461012,0.011678336977461012,1,1,0.010678336977461012,0.010678336977461012,0.08333333333333333
Z,98,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.012133864682510986,0.012133864682510986,1,1,0.011133864682510985,0.011133864682510985,0.08247422680412371
Z,99,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,6,0.001,0.013292396655871563,0.013292396655871563,1,1,0.012292396655871562,0.012292396655871562,0.08163265306122448
H,1,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0017439891151210807,0.0017439891151210807,1,1,0.0007439891151210807,0.0007439891151210807,0.0
H,2,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.002126782643379732,0.002126782643379732,1,1,0.001126782643379732,0.001126782643379732,0.0
H,3,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0025980374711978005,0.0025980374711978005,1,1,0.0015980374711978005,0.0015980374711978005,0.5
H,4,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.003137490612417304,0.003137490612417304,1,1,0.002137490612417304,0.002137490612417304,0.3333333333333333
H,5,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0037068095887565766,0.0037068095887565766,1,1,0.0027068095887565766,0.0027068095887565766,0.25
H,6,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.004251540826198719,0.004251540826198719,1,1,0.0032515408261987186,0.0032515408261987186,0.2
H,7,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.004658378410319464,0.004658378410319464,1,1,0.0036583784103194636,0.0036583784103194636,0.16666666666666666
H,8,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005246082475686031,0.005246082475686031,1,1,0.004246082475686031,0.004246082475686031,0.14285714285714285
H,9,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.004803115936178659,0.004803115936178659,1,1,0.003803115936178659,0.003803115936178659,0.125
H,10,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.004759242035507927,0.004759242035507927,1,1,0.0037592420355079268,0.0037592420355079268,0.1111111111111111
H,11,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005358220059415331,0.005358220059415331,1,1,0.004358220059415331,0.004358220059415331,0.1
H,12,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005910788727729099,0.005910788727729099,1,1,0.004910788727729099,0.004910788727729099,0.09090909090909091
H,13,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005998289817800373,0.005998289817800373,1,1,0.004998289817800373,0.004998289817800373,0.08333333333333333
H,14,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005987117759399863,0.005987117759399863,1,1,0.0049871177593998626,0.0049871177593998626,0.07692307692307693
H,15,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.00495560377559201,0.00495560377559201,1,1,0.00395560377559201,0.00395560377559201,0.07142857142857142
H,16,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005523026985280621,0.005523026985280621,1,1,0.004523026985280621,0.004523026985280621,0.06666666666666667
H,17,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005790415700065665,0.005790415700065665,1,1,0.004790415700065665,0.004790415700065665,0.0625
H,18,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.006097369978561362,0.006097369978561362,1,1,0.005097369978561362,0.005097369978561362,0.058823529411764705
H,19,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.00553875879383503,0.00553875879383503,1,1,0.00453875879383503,0.00453875879383503,0.05555555555555555
H,20,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005286287437941128,0.005286287437941128,1,1,0.004286287437941128,0.004286287437941128,0.05263157894736842
H,21,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0058801154486261,0.0058801154486261,1,1,0.0048801154486261,0.0048801154486261,0.1
H,22,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005648315693197459,0.005648315693197459,1,1,0.004648315693197459,0.004648315693197459,0.14285714285714285
H,23,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.006092747835419798,0.006092747835419798,1,1,0.005092747835419798,0.005092747835419798,0.18181818181818182
H,24,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0060524920439017915,0.0060524920439017915,1,1,0.0050524920439017915,0.0050524920439017915,0.17391304347826086
H,25,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.006622555745794734,0.006622555745794734,1,1,0.005622555745794734,0.005622555745794734,0.16666666666666666
H,26,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.006789458610317656,0.006789458610317656,1,1,0.005789458610317656,0.005789458610317656,0.16
H,27,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.006072838469947661,0.006072838469947661,1,1,0.005072838469947661,0.005072838469947661,0.15384615384615385
H,28,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.006521845408723803,0.006521845408723803,1,1,0.005521845408723803,0.005521845408723803,0.18518518518518517
H,29,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.00582716438673947,0.00582716438673947,1,1,0.0048271643867394695,0.0048271643867394695,0.17857142857142858
H,30,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.006225906492055344,0.006225906492055344,1,1,0.005225906492055344,0.005225906492055344,0.1724137931034483
H,31,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.005699677140918569,0.005699677140918569,1,1,0.004699677140918569,0.004699677140918569,0.16666666666666666
H,32,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.004563482672129249,0.004563482672129249,1,1,0.0035634826721292487,0.0035634826721292487,0.16129032258064516
H,33,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.004602489334583182,0.004602489334583182,1,1,0.003602489334583182,0.003602489334583182,0.1875
H,34,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0038318166451476454,0.0038318166451476454,1,1,0.0028318166451476454,0.0028318166451476454,0.18181818181818182
H,35,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.004228115413969613,0.004228115413969613,1,1,0.003228115413969613,0.003228115413969613,0.20588235294117646
H,36,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0028915372466312705,0.0028915372466312705,1,1,0.0018915372466312705,0.0018915372466312705,0.2
H,37,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.002123790429456429,0.002123790429456429,1,1,0.0011237904294564291,0.0011237904294564291,0.19444444444444445
H,38,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0019341357002458093,0.0019341357002458093,1,1,0.0009341357002458093,0.0009341357002458093,0.21621621621621623
H,39,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0018679704181130408,0.0018679704181130408,1,1,0.0008679704181130407,0.0008679704181130407,0.23684210526315788
H,40,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0017435980355928749,0.0017435980355928749,1,1,0.0007435980355928748,0.0007435980355928748,0.23076923076923078
H,41,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0016298706278234931,0.0016298706278234931,1,1,0.0006298706278234931,0.0006298706278234931,0.225
H,42,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0015568191248145347,0.0015568191248145347,1,1,0.0005568191248145346,0.0005568191248145346,0.21951219512195122
H,43,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0018459062953868344,0.0018459062953868344,1,1,0.0008459062953868344,0.0008459062953868344,0.23809523809523808
H,44,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0021134454276319214,0.0021134454276319214,1,1,0.0011134454276319214,0.0011134454276319214,0.23255813953488372
H,45,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0024041547597886126,0.0024041547597886126,1,1,0.0014041547597886126,0.0014041547597886126,0.22727272727272727
H,46,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0024533853282180385,0.0024533853282180385,1,1,0.0014533853282180384,0.0014533853282180384,0.2222222222222222
H,47,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0028196764196939395,0.0028196764196939395,1,1,0.0018196764196939394,0.0018196764196939394,0.2391304347826087
H,48,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0033228800170072015,0.0033228800170072015,1,1,0.0023228800170072015,0.0023228800170072015,0.2553191489361702
H,49,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.0037803474921964675,0.0037803474921964675,1,1,0.0027803474921964675,0.0027803474921964675,0.25
H,50,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.004206050148623852,0.004206050148623852,1,1,0.003206050148623852,0.003206050148623852,0.24489795918367346
H,51,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.003943874217091192,0.003943874217091192,1,1,0.002943874217091192,0.002943874217091192,0.24
H,52,max_net,2145,2145,13,13,0.011547005383792518,0.011547005383792518,8,0.001,0.003476483570082456,0.003476483570082456,1,1,0.002476483570082456,0.002476483570082456,0.23529411764705882
