task,baseline,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,basis_count,segments,frequency_seed,restart_seed,training_objective,optimizer_iterations,optimizer_success,optimization_seconds
H,crab,0.05,48,0.9992800137112094,0.0007199862887905528,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,49,0.999987279188194,1.2720811806032906e-05,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,50,0.9999982670444195,1.7329555804801444e-06,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,51,0.9978703966074214,0.002129603392578616,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,52,0.9967294084478486,0.0032705915521513695,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,53,0.9997297802047542,0.0002702197952457741,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,54,0.9978418969535658,0.0021581030464341566,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,55,0.9998777572169392,0.00012224278306083303,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,56,0.9984363676432513,0.0015636323567487231,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,57,0.9998216452080498,0.0001783547919501638,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,58,0.9986199819552761,0.0013800180447238741,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.05,59,0.9986942663043871,0.0013057336956129317,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,10,0.9952703421148195,0.004729657885180538,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,11,0.9994720803830405,0.0005279196169595268,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,12,0.999467280853367,0.0005327191466329984,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,13,0.999880994552126,0.00011900544787402101,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,14,0.9996313008079026,0.0003686991920973659,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,15,0.9945993309536967,0.005400669046303319,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,16,0.9966735566566463,0.0033264433433537466,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,17,0.9993903050866458,0.000609694913354164,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,18,0.9982933725922284,0.0017066274077716104,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,19,0.998229828299327,0.0017701717006729512,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,20,0.9984508429989377,0.0015491570010622846,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,21,0.999445252502223,0.0005547474977769529,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,22,0.995900079806069,0.004099920193931017,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,23,0.9988560742422918,0.001143925757708164,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,24,0.999751016765941,0.0002489832340589748,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
