task,step,method,previous_terminal_phi,shift_tail_phi,tail_phi_abs_error,best_margin,best_fallback_phi,best_fallback_norm,terminal_outside_residual,residual_threshold,gradient_norm,line_radius
Z,20,default_alphabet,0.004881731079065886,0.004881731079065886,0.0,-0.00030581804585793487,0.005187549124923821,0.24999999999999994,1,0.001,nan,nan
Z,20,fine_adaptive_gradient_line,0.004881731079065886,0.004881731079065886,0.0,-0.00029686776711015245,0.0051785988461760385,0.0025,1,0.001,0.0022450851882129014,0.05
Z,21,default_alphabet,0.005096611515210944,0.005096611515210944,0.0,-0.00025799801958963087,0.005354609534800575,0.0,1,0.001,nan,nan
Z,21,fine_adaptive_gradient_line,0.005096611515210944,0.005096611515210944,0.0,-0.00023249525240642832,0.0053291067676173726,0.0025,1,0.001,0.0009064392685433485,0.05
Z,22,default_alphabet,0.004701739725409604,0.004701739725409604,0.0,-0.00020291079802496614,0.00490465052343457,0.0,1,0.001,nan,nan
Z,22,fine_adaptive_gradient_line,0.004701739725409604,0.004701739725409604,0.0,-0.00014546182343353614,0.00484720154884314,0.004900000000000002,1,0.001,0.0014051244828901107,0.07
Z,23,default_alphabet,0.0048337679649592055,0.0048337679649592055,0.0,-0.00026532316551939467,0.0050990911304786,0.0,1,0.001,nan,nan
Z,23,fine_adaptive_gradient_line,0.0048337679649592055,0.0048337679649592055,0.0,-0.00026532316551939467,0.0050990911304786,0.0,1,0.001,5.660403280006547e-05,0.0
Z,24,default_alphabet,0.004855861042766446,0.004855861042766446,0.0,-0.00025313826222161245,0.005108999304988059,0.25,1,0.001,nan,nan
Z,24,fine_adaptive_gradient_line,0.004855861042766446,0.004855861042766446,0.0,-0.0002483687456580272,0.005104229788424473,0.0025,1,0.001,0.0008111432679256261,0.05
Z,25,default_alphabet,0.0044562383512529655,0.0044562383512529655,0.0,-0.00028538068173143,0.0047416190329843955,0.0,1,0.001,nan,nan
Z,25,fine_adaptive_gradient_line,0.0044562383512529655,0.0044562383512529655,0.0,-0.00028505448593798416,0.00474129283719095,9.999999999999999e-05,1,0.001,0.00011192127163698291,0.01
Z,26,default_alphabet,0.00467001573059516,0.00467001573059516,0.0,-0.0003574628392828058,0.005027478569877966,0.0,1,0.001,nan,nan
Z,26,fine_adaptive_gradient_line,0.00467001573059516,0.00467001573059516,0.0,-0.0003271556110152063,0.004997171341610367,0.0035999999999999995,1,0.001,0.0009813167380130336,0.06
Z,27,default_alphabet,0.004937645576920696,0.004937645576920696,0.0,-0.0004471055763157969,0.005384751153236493,0.0,1,0.001,nan,nan
Z,27,fine_adaptive_gradient_line,0.004937645576920696,0.004937645576920696,0.0,-0.0004228990209207348,0.005360544597841431,0.0035999999999999995,1,0.001,0.0008794951147158776,0.06
Z,28,default_alphabet,0.0051619721348036135,0.0051619721348036135,0.0,-0.0005320107731563786,0.005693982907959992,0.0,1,0.001,nan,nan
Z,28,fine_adaptive_gradient_line,0.0051619721348036135,0.0051619721348036135,0.0,-0.0005223732579675705,0.005684345392771184,0.0015999999999999999,1,0.001,0.0005581034492944286,0.04
Z,29,default_alphabet,0.005693982907959992,0.005693982907959992,0.0,-0.0006247143944908204,0.0063186973024508125,0.24999999999999994,1,0.001,nan,nan
Z,29,fine_adaptive_gradient_line,0.005693982907959992,0.005693982907959992,0.0,-0.0006211612057267363,0.006315144113686728,0.0015999999999999994,1,0.001,0.000674200782939045,0.04
Z,30,default_alphabet,0.005999031781424108,0.005999031781424108,0.0,-0.0007264732528529591,0.006725505034277067,0.0,1,0.001,nan,nan
Z,30,fine_adaptive_gradient_line,0.005999031781424108,0.005999031781424108,0.0,-0.0007264732528529591,0.006725505034277067,0.0,1,0.001,0.0011467484455952176,0.0
Z,31,default_alphabet,0.006630645481194353,0.006630645481194353,0.0,-0.0008101548201174119,0.007440800301311765,0.0,1,0.001,nan,nan
Z,31,fine_adaptive_gradient_line,0.006630645481194353,0.006630645481194353,0.0,-0.0007670339929498407,0.007397679474144193,9.999999999999999e-05,1,0.001,0.004391157693067134,0.01
Z,32,default_alphabet,0.007235077884662079,0.007235077884662079,0.0,-0.0008801712413931129,0.008115249126055192,0.0,1,0.001,nan,nan
Z,32,fine_adaptive_gradient_line,0.007235077884662079,0.007235077884662079,0.0,-0.0008363974518064976,0.008071475336468577,0.0004,1,0.001,0.0028220935726759994,0.02
Z,33,default_alphabet,0.007773961662153987,0.007773961662153987,0.0,-0.0008570248658265125,0.0086309865279805,0.0,1,0.001,nan,nan
Z,33,fine_adaptive_gradient_line,0.007773961662153987,0.007773961662153987,0.0,-0.0008570248658265125,0.0086309865279805,0.0,1,0.001,0.003847298993060163,0.0
Z,34,default_alphabet,0.00821560531072496,0.00821560531072496,0.0,-0.0008618329681396447,0.009077438278864605,0.0,1,0.001,nan,nan
Z,34,fine_adaptive_gradient_line,0.00821560531072496,0.00821560531072496,0.0,-0.0008339581993485612,0.009049563510073522,9.999999999999998e-05,1,0.001,0.0028663344695555853,0.01
Z,35,default_alphabet,0.0074207486152537555,0.0074207486152537555,0.0,-0.0004167550819299745,0.00783750369718373,1.0,1,0.001,nan,nan
Z,35,fine_adaptive_gradient_line,0.0074207486152537555,0.0074207486152537555,0.0,-0.0004779763126429165,0.007898724927896672,0.0015999999999999996,1,0.001,0.0005820468097672663,0.04
Z,36,default_alphabet,0.006799122493903874,0.006799122493903874,0.0,9.945984822751913e-05,0.006699662645676355,0.0,1,0.001,nan,nan
Z,36,fine_adaptive_gradient_line,0.006799122493903874,0.006799122493903874,0.0,0.00011858721055988536,0.0066805352833439885,9.999999999999999e-05,1,0.001,0.0026204724882504813,0.01
Z,37,default_alphabet,0.006699662645676355,0.006699662645676355,0.0,-9.565726627198956e-06,0.006709228372303554,0.0,1,0.001,nan,nan
Z,37,fine_adaptive_gradient_line,0.006699662645676355,0.006699662645676355,0.0,-7.566610307326027e-06,0.006707229255983681,0.00010000000000000002,1,0.001,0.00027375822137449136,0.01
Z,38,default_alphabet,0.006709228372303554,0.006709228372303554,0.0,-0.0001031054123286565,0.00681233378463221,0.0,1,0.001,nan,nan
Z,38,fine_adaptive_gradient_line,0.006709228372303554,0.006709228372303554,0.0,-0.00010264759512088051,0.006811875967424434,9.999999999999998e-05,1,0.001,8.650578878735835e-05,0.01
Z,39,default_alphabet,0.006193847468242399,0.006193847468242399,0.0,9.948903015862681e-05,0.006094358438083772,0.24999999999999994,1,0.001,nan,nan
Z,39,fine_adaptive_gradient_line,0.006193847468242399,0.006193847468242399,0.0,0.0001372629565273703,0.006056584511715028,0.0009,1,0.001,0.0015258816557065355,0.03
Z,40,default_alphabet,0.00606115499530064,0.00606115499530064,0.0,0.00015405455779862742,0.005907100437502012,0.0,1,0.001,nan,nan
Z,40,fine_adaptive_gradient_line,0.00606115499530064,0.00606115499530064,0.0,0.00015405455779862742,0.005907100437502012,0.0,1,0.001,0.0017863379887474123,0.0
Z,41,default_alphabet,0.005832370855754256,0.005832370855754256,0.0,0.00015361570721468543,0.00567875514853957,0.0,1,0.001,nan,nan
Z,41,fine_adaptive_gradient_line,0.005832370855754256,0.005832370855754256,0.0,0.00020318267906782594,0.00562918817668643,0.0003999999999999999,1,0.001,0.002636758437119435,0.02
Z,42,default_alphabet,0.005568057708460528,0.005568057708460528,0.0,7.3891695797773105e-06,0.00556066853888075,0.0,1,0.001,nan,nan
Z,42,fine_adaptive_gradient_line,0.005568057708460528,0.005568057708460528,0.0,4.1837453720987294e-05,0.00552622025473954,0.0004000000000000001,1,0.001,0.003323319496889343,0.02
Z,43,default_alphabet,0.00556066853888075,0.00556066853888075,0.0,-9.586328557289331e-05,0.005656531824453644,0.0,1,0.001,nan,nan
Z,43,fine_adaptive_gradient_line,0.00556066853888075,0.00556066853888075,0.0,-2.7414630372056548e-05,0.005588083169252807,0.0009,1,0.001,0.003529007015680176,0.03
Z,44,default_alphabet,0.005575308535733153,0.005575308535733153,0.0,-8.391023206457543e-05,0.005659218767797729,4.0,1,0.001,nan,nan
Z,44,fine_adaptive_gradient_line,0.005575308535733153,0.005575308535733153,0.0,-0.00012770340556027965,0.005703011941293433,0.0009000000000000001,1,0.001,0.003370521890846133,0.03
Z,45,default_alphabet,0.005659218767797729,0.005659218767797729,0.0,-0.0002353648526584387,0.0058945836204561675,0.0,1,0.001,nan,nan
Z,45,fine_adaptive_gradient_line,0.005659218767797729,0.005659218767797729,0.0,-0.0002353648526584387,0.0058945836204561675,0.0,1,0.001,0.003043513195958908,0.0
Z,46,default_alphabet,0.005679584473923971,0.005679584473923971,0.0,-0.00030978949641623926,0.00598937397034021,0.0,1,0.001,nan,nan
Z,46,fine_adaptive_gradient_line,0.005679584473923971,0.005679584473923971,0.0,-0.00029640170436310426,0.005975986178287075,0.00010000000000000002,1,0.001,0.0046551370485717804,0.01
Z,47,default_alphabet,0.00598937397034021,0.00598937397034021,0.0,-0.0004540219588303543,0.0064433959291705645,0.0,1,0.001,nan,nan
Z,47,fine_adaptive_gradient_line,0.00598937397034021,0.00598937397034021,0.0,-0.00040686205719842744,0.006396236027538638,9.999999999999999e-05,1,0.001,0.004795162359645618,0.01
Z,48,default_alphabet,0.006155870273861164,0.006155870273861164,0.0,-0.00045086876869412235,0.006606739042555286,0.0,1,0.001,nan,nan
Z,48,fine_adaptive_gradient_line,0.006155870273861164,0.006155870273861164,0.0,-0.00045086876869412235,0.006606739042555286,0.0,1,0.001,0.00329636363186365,0.0
Z,49,default_alphabet,0.006606739042555286,0.006606739042555286,0.0,-0.0004706678392396302,0.007077406881794916,15.999999999999996,1,0.001,nan,nan
Z,49,fine_adaptive_gradient_line,0.006606739042555286,0.006606739042555286,0.0,-0.0005963487940331483,0.007203087836588434,0.0,1,0.001,0.004845144858475534,0.0
Z,50,default_alphabet,0.007077406881794916,0.007077406881794916,0.0,-0.00042681737705940054,0.007504224258854317,0.24999999999999994,1,0.001,nan,nan
Z,50,fine_adaptive_gradient_line,0.007077406881794916,0.007077406881794916,0.0,-0.0003524578685939056,0.007429864750388822,0.0009,1,0.001,0.004806703247288337,0.03
Z,51,default_alphabet,0.00677114601225514,0.00677114601225514,0.0,-0.0003258791942876704,0.0070970252065428105,0.0,1,0.001,nan,nan
Z,51,fine_adaptive_gradient_line,0.00677114601225514,0.00677114601225514,0.0,-0.00025623431074611736,0.007027380323001257,0.0009,1,0.001,0.0034166588677648703,0.03
Z,52,default_alphabet,0.006415730322728817,0.006415730322728817,0.0,-0.00010775314341154169,0.006523483466140359,0.0,1,0.001,nan,nan
Z,52,fine_adaptive_gradient_line,0.006415730322728817,0.006415730322728817,0.0,-2.6750113525930708e-05,0.006442480436254748,0.006399999999999999,1,0.001,0.0017053423852671156,0.08
Z,53,default_alphabet,0.006005721029311295,0.006005721029311295,0.0,4.0191992462031145e-05,0.005965529036849264,0.0,1,0.001,nan,nan
Z,53,fine_adaptive_gradient_line,0.006005721029311295,0.006005721029311295,0.0,6.091499996865868e-05,0.005944806029342636,0.0024999999999999996,1,0.001,0.0008079790703441608,0.05
Z,54,default_alphabet,0.005894165063018521,0.005894165063018521,0.0,0.0003399394685033169,0.005554225594515204,16.0,1,0.001,nan,nan
Z,54,fine_adaptive_gradient_line,0.005894165063018521,0.005894165063018521,0.0,9.530865187466764e-05,0.005798856411143853,0.0004000000000000001,1,0.001,0.00026884330465233813,0.02
Z,55,default_alphabet,0.005554225594515204,0.005554225594515204,0.0,0.00028535988645593535,0.0052688657080592685,0.0,1,0.001,nan,nan
Z,55,fine_adaptive_gradient_line,0.005554225594515204,0.005554225594515204,0.0,0.00029447826950616124,0.005259747325009043,0.0001,1,0.001,0.0009908782471085937,0.01
Z,56,default_alphabet,0.0052688657080592685,0.0052688657080592685,0.0,-3.7590003996751387e-05,0.00530645571205602,0.0,1,0.001,nan,nan
Z,56,fine_adaptive_gradient_line,0.0052688657080592685,0.0052688657080592685,0.0,-1.3521473181413168e-05,0.005282387181240682,0.0036000000000000003,1,0.001,0.0008750942415564238,0.06
Z,57,default_alphabet,0.005047614256399352,0.005047614256399352,0.0,-5.8416915963400984e-05,0.005106031172362753,0.0,1,0.001,nan,nan
Z,57,fine_adaptive_gradient_line,0.005047614256399352,0.005047614256399352,0.0,1.3103991599310028e-05,0.005034510264800042,0.0016000000000000005,1,0.001,0.002105262934919383,0.04
Z,58,default_alphabet,0.004934895816565928,0.004934895816565928,0.0,-0.00016370110310274383,0.0050985969196686715,0.0,1,0.001,nan,nan
Z,58,fine_adaptive_gradient_line,0.004934895816565928,0.004934895816565928,0.0,-0.00015069501621367554,0.005085590832779603,0.0015999999999999999,1,0.001,0.0006410825216244634,0.04
Z,59,default_alphabet,0.004320207997395277,0.004320207997395277,0.0,-0.0001080755643810341,0.004428283561776311,0.9999999999999998,1,0.001,nan,nan
Z,59,fine_adaptive_gradient_line,0.004320207997395277,0.004320207997395277,0.0,-0.00013184600773776672,0.004452054005133044,0.0015999999999999999,1,0.001,0.0015119055698569815,0.04
Z,60,default_alphabet,0.004332642697693519,0.004332642697693519,0.0,-0.00010683619840763658,0.004439478896101155,0.0,1,0.001,nan,nan
Z,60,fine_adaptive_gradient_line,0.004332642697693519,0.004332642697693519,0.0,-9.139316373468764e-05,0.004424035861428206,0.0001,1,0.001,0.002225836644810562,0.01
Z,61,default_alphabet,0.004420700369955587,0.004420700369955587,0.0,-0.00016741192756805634,0.004588112297523643,0.0,1,0.001,nan,nan
Z,61,fine_adaptive_gradient_line,0.004420700369955587,0.004420700369955587,0.0,-0.00014793062892726888,0.0045686309988828555,9.999999999999999e-05,1,0.001,0.002848567603848232,0.01
Z,62,default_alphabet,0.004315247985084529,0.004315247985084529,0.0,-0.00024065130554005998,0.004555899290624589,0.0,1,0.001,nan,nan
Z,62,fine_adaptive_gradient_line,0.004315247985084529,0.004315247985084529,0.0,-0.00016328350769302669,0.004478531492777556,0.0015999999999999999,1,0.001,0.002290330644516927,0.04
Z,63,default_alphabet,0.004555899290624589,0.004555899290624589,0.0,-0.00033230736910715153,0.004888206659731741,0.25,1,0.001,nan,nan
Z,63,fine_adaptive_gradient_line,0.004555899290624589,0.004555899290624589,0.0,-0.0002793909099126565,0.0048352902005372456,0.0016000000000000007,1,0.001,0.0022768350118850486,0.04
Z,64,default_alphabet,0.004683530625814149,0.004683530625814149,0.0,-0.0003869064975056541,0.005070437123319803,0.0,1,0.001,nan,nan
Z,64,fine_adaptive_gradient_line,0.004683530625814149,0.004683530625814149,0.0,-0.0003752114035177126,0.005058742029331861,0.0001,1,0.001,0.002436512657703318,0.01
Z,65,default_alphabet,0.005001828673700817,0.005001828673700817,0.0,-0.000335723257085592,0.005337551930786409,0.0,1,0.001,nan,nan
Z,65,fine_adaptive_gradient_line,0.005001828673700817,0.005001828673700817,0.0,-0.000335723257085592,0.005337551930786409,0.0,1,0.001,0.001759194340047386,0.0
Z,66,default_alphabet,0.004797502665384021,0.004797502665384021,0.0,-0.00020037856692783212,0.004997881232311853,0.0,1,0.001,nan,nan
Z,66,fine_adaptive_gradient_line,0.004797502665384021,0.004797502665384021,0.0,-0.00019818189939407177,0.004995684564778093,0.00039999999999999996,1,0.001,0.00026346200361038343,0.02
Z,67,default_alphabet,0.004997881232311853,0.004997881232311853,0.0,-0.000263034724107325,0.005260915956419178,0.0,1,0.001,nan,nan
Z,67,fine_adaptive_gradient_line,0.004997881232311853,0.004997881232311853,0.0,-0.0002627185665553672,0.00526059979886722,0.0001,1,0.001,5.329508204874745e-05,0.01
Z,68,default_alphabet,0.004177090293189696,0.004177090293189696,0.0,7.753017496418824e-05,0.004099560118225508,0.0,1,0.001,nan,nan
Z,68,fine_adaptive_gradient_line,0.004177090293189696,0.004177090293189696,0.0,9.103545088640086e-05,0.004086054842303295,9.999999999999999e-05,1,0.001,0.001837347649113567,0.01
Z,69,default_alphabet,0.003999960271134709,0.003999960271134709,0.0,7.316029460856244e-05,0.003926799976526146,0.24999999999999994,1,0.001,nan,nan
Z,69,fine_adaptive_gradient_line,0.003999960271134709,0.003999960271134709,0.0,6.512403945626438e-05,0.003934836231678444,0.00010000000000000003,1,0.001,8.098784226964494e-05,0.01
Z,70,default_alphabet,0.0038326895183158766,0.0038326895183158766,0.0,8.729603072639425e-05,0.0037453934875894823,0.0,1,0.001,nan,nan
Z,70,fine_adaptive_gradient_line,0.0038326895183158766,0.0038326895183158766,0.0,8.77564816317844e-05,0.003744933036684092,0.00010000000000000002,1,0.001,0.00011185824501751368,0.01
Z,71,default_alphabet,0.003068970729021528,0.003068970729021528,0.0,0.00013061950161571967,0.0029383512274058082,0.0,1,0.001,nan,nan
Z,71,fine_adaptive_gradient_line,0.003068970729021528,0.003068970729021528,0.0,0.0001392236672466199,0.002929747061774908,0.0009000000000000001,1,0.001,0.0005239158748823088,0.03
Z,72,default_alphabet,0.0029383512274058082,0.0029383512274058082,0.0,6.138345768144648e-05,0.0028769677697243617,0.0,1,0.001,nan,nan
Z,72,fine_adaptive_gradient_line,0.0029383512274058082,0.0029383512274058082,0.0,6.470820150301926e-05,0.002873643025902789,0.00039999999999999996,1,0.001,0.0003228229676036604,0.02
Z,73,default_alphabet,0.0018975132623689703,0.0018975132623689703,0.0,0.00019313934747896416,0.0017043739148900061,0.25,1,0.001,nan,nan
Z,73,fine_adaptive_gradient_line,0.0018975132623689703,0.0018975132623689703,0.0,0.00020490001208180175,0.0016926132502871685,0.0009000000000000001,1,0.001,0.0016585610533349502,0.03
Z,74,default_alphabet,0.0015256332333190917,0.0015256332333190917,0.0,0.00012986727466807874,0.001395765958651013,0.0,1,0.001,nan,nan
Z,74,fine_adaptive_gradient_line,0.0015256332333190917,0.0015256332333190917,0.0,0.00012986727466807874,0.001395765958651013,0.0,1,0.001,0.0008961066602128651,0.0
Z,75,default_alphabet,0.0013564083439032912,0.0013564083439032912,0.0,6.878838290928779e-05,0.0012876199609940034,0.0,1,0.001,nan,nan
Z,75,fine_adaptive_gradient_line,0.0013564083439032912,0.0013564083439032912,0.0,6.878838290928779e-05,0.0012876199609940034,0.0,1,0.001,3.0463655348534357e-05,0.0
Z,76,default_alphabet,0.0012748431580721711,0.0012748431580721711,0.0,-7.570697986826469e-05,0.0013505501379404358,0.0,1,0.001,nan,nan
Z,76,fine_adaptive_gradient_line,0.0012748431580721711,0.0012748431580721711,0.0,-1.5343039143182746e-05,0.0012901861972153539,0.0025,1,0.001,0.001815555353537668,0.05
Z,77,default_alphabet,0.0012998158370976995,0.0012998158370976995,0.0,-0.0001705442624275605,0.00147036009952526,0.0,1,0.001,nan,nan
Z,77,fine_adaptive_gradient_line,0.0012998158370976995,0.0012998158370976995,0.0,-0.00012292225562896691,0.0014227380927266664,0.0016,1,0.001,0.0015098178705632858,0.04
Z,78,default_alphabet,0.0013725516370194576,0.0013725516370194576,0.0,-0.00014660435563918633,0.001519155992658644,0.24999999999999994,1,0.001,nan,nan
Z,78,fine_adaptive_gradient_line,0.0013725516370194576,0.0013725516370194576,0.0,-0.0001444094286015482,0.0015169610656210059,0.0008999999999999998,1,0.001,0.0013333457199434288,0.03
Z,79,default_alphabet,0.001519155992658644,0.001519155992658644,0.0,-0.00024002784688470502,0.001759183839543349,0.0,1,0.001,nan,nan
Z,79,fine_adaptive_gradient_line,0.001519155992658644,0.001519155992658644,0.0,-0.00023561788373452353,0.0017547738763931675,0.00010000000000000002,1,0.001,0.0015267878473698639,0.01
Z,80,default_alphabet,0.0017535732154342482,0.0017535732154342482,0.0,-0.00028051919725492064,0.002034092412689169,0.0,1,0.001,nan,nan
Z,80,fine_adaptive_gradient_line,0.0017535732154342482,0.0017535732154342482,0.0,-0.00027552538953416056,0.0020290986049684087,0.0004,1,0.001,0.00040920599975956474,0.02
Z,81,default_alphabet,0.002034092412689169,0.002034092412689169,0.0,-0.0003242375202504033,0.002358329932939572,0.0,1,0.001,nan,nan
Z,81,fine_adaptive_gradient_line,0.002034092412689169,0.002034092412689169,0.0,-0.00031953984859151713,0.002353632261280686,0.0004,1,0.001,0.00039432142768034496,0.02
Z,82,default_alphabet,0.002329353783913621,0.002329353783913621,0.0,-0.00033180623165374873,0.0026611600155673695,0.0,1,0.001,nan,nan
Z,82,fine_adaptive_gradient_line,0.002329353783913621,0.002329353783913621,0.0,-0.0003317934308442183,0.002661147214757839,0.00010000000000000002,1,0.001,8.011642563604045e-05,0.01
Z,83,default_alphabet,0.0025262036703329535,0.0025262036703329535,0.0,-0.00032925633540738936,0.002855460005740343,1.0,1,0.001,nan,nan
Z,83,fine_adaptive_gradient_line,0.0025262036703329535,0.0025262036703329535,0.0,-0.00034423853550578226,0.0028704422058387358,0.0008999999999999998,1,0.001,0.0004745939826394027,0.03
Z,84,default_alphabet,0.002536092610769723,0.002536092610769723,0.0,-0.0002470876187549084,0.0027831802295246316,0.0,1,0.001,nan,nan
Z,84,fine_adaptive_gradient_line,0.002536092610769723,0.002536092610769723,0.0,-0.00024230795364817148,0.0027784005644178947,0.0008999999999999999,1,0.001,0.0003974470742299176,0.03
Z,85,default_alphabet,0.0026844447819236936,0.0026844447819236936,0.0,-0.00027060467886614453,0.002955049460789838,0.0,1,0.001,nan,nan
Z,85,fine_adaptive_gradient_line,0.0026844447819236936,0.0026844447819236936,0.0,-0.00026963958278094363,0.002954084364704637,0.00010000000000000003,1,0.001,0.0001753204707392021,0.01
