task,method,net_index,coeff_x,coeff_y,coeff_z,coeff_norm,ball_radius,points_per_axis,grid_spacing,covering_radius,final_fidelity,final_infidelity,grad_x,grad_y,grad_z,gradient_norm,pulse_energy,design_seconds,time_horizon,score_mode,worst_weight,train_net_points,base_train_points,hard_points_requested,hard_points_used,design_points_per_axis,certificate_points_per_axis
Z,selected_hard_augmented_mean_worst,10,-0.07844645405527,0.0,-0.01568929081105,0.07999999999999553,0.08,21,0.007999999999999993,0.006928203230275503,0.9988807732702423,0.0011192267297577274,-0.0051264466386560376,-0.004418055238920138,-0.019151325744165504,0.02031189171377875,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,11,-0.07844645405527,0.0,0.01568929081105,0.07999999999999553,0.08,21,0.007999999999999993,0.006928203230275503,0.9991821987407105,0.0008178012592895412,-0.0021978464181587193,-0.004075130414721628,-0.00015949512923935094,0.004632780533443545,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,12,-0.07844645405527,0.01568929081105,0.0,0.07999999999999553,0.08,21,0.007999999999999993,0.006928203230275503,0.9990838653014051,0.0009161346985948615,-0.0018031595433062875,0.007185825039150107,-0.009543465099751514,0.012081605520048581,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,13,-0.07807200583588,-0.01561440116718,-0.00780720058359,0.07999999999999827,0.08,21,0.007999999999999993,0.006928203230275503,0.9988636924553154,0.0011363075446846338,-0.0056291392523062644,-0.014827100941966043,-0.014574500109207245,0.021539410031344578,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,14,-0.07807200583588,-0.01561440116718,0.00780720058359,0.07999999999999827,0.08,21,0.007999999999999993,0.006928203230275503,0.9990170329551817,0.0009829670448182615,-0.0039028786215470207,-0.01448715355835184,-0.005080999729937807,0.015840664064786653,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,15,-0.07807200583588,-0.00780720058359,-0.01561440116718,0.07999999999999827,0.08,21,0.007999999999999993,0.006928203230275503,0.9988284663068014,0.0011715336931985565,-0.005928172910845589,-0.009836054021134466,-0.019181216173172255,0.02235643635845221,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,16,-0.07807200583588,-0.00780720058359,0.01561440116718,0.07999999999999827,0.08,21,0.007999999999999993,0.006928203230275503,0.999130760953011,0.0008692390469889899,-0.002731691792589447,-0.009302882983989347,-0.0002563673871751049,0.009699046143858995,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,17,-0.07807200583588,0.00780720058359,-0.01561440116718,0.07999999999999827,0.08,21,0.007999999999999993,0.006928203230275503,0.9988960789428207,0.001103921057179269,-0.004137398830950281,0.0013507040136961357,-0.019007513433305034,0.019499436846643417,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,18,-0.07807200583588,0.00780720058359,0.01561440116718,0.07999999999999827,0.08,21,0.007999999999999993,0.006928203230275503,0.9991934316769404,0.0008065683230595866,-0.0015013936280885015,0.0014045636835712805,-0.00015336603902277313,0.0020616748311985604,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,19,-0.07807200583588,0.01561440116718,-0.00780720058359,0.07999999999999827,0.08,21,0.007999999999999993,0.006928203230275503,0.9989923309346911,0.0010076690653089138,-0.0024080912684826122,0.007238670138559722,-0.014251927016477484,0.016165230360722337,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,20,-0.07807200583588,0.01561440116718,0.00780720058359,0.07999999999999827,0.08,21,0.007999999999999993,0.006928203230275503,0.9991410343685754,0.0008589656314246241,-0.0012378295376011261,0.007103958738826355,-0.004829498835071611,0.008678854228817487,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,21,-0.07698003589195,-0.01539600717839,-0.01539600717839,0.0799999999999999,0.08,21,0.007999999999999993,0.006928203230275503,0.998745889630668,0.0012541103693319844,-0.006468147919345357,-0.014774160406652359,-0.0190591641118959,0.02496726837025241,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,22,-0.07698003589195,-0.01539600717839,0.01539600717839,0.0799999999999999,0.08,21,0.007999999999999993,0.006928203230275503,0.9990447383141922,0.00095526168580784,-0.003051764037262393,-0.0141552096262349,-0.0004074819560983822,0.014486174955671597,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,23,-0.07698003589195,0.01539600717839,-0.01539600717839,0.0799999999999999,0.08,21,0.007999999999999993,0.006928203230275503,0.9988715049884143,0.0011284950115857395,-0.003051785507072774,0.007284544057378439,-0.01879572528831497,0.02038767436513713,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,24,-0.07698003589195,0.01539600717839,0.01539600717839,0.0799999999999999,0.08,21,0.007999999999999993,0.006928203230275503,0.9991629125520143,0.0008370874479857182,-0.00070990833227004,0.006974265384947276,-0.0002642428370095429,0.007015281304182395,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,25,-0.07662610281769,-0.02298783084531,0.0,0.07999999999999866,0.08,21,0.007999999999999993,0.006928203230275503,0.9988411393185548,0.0011588606814452174,-0.0049282032237960155,-0.019154338781221913,-0.009815442651476936,0.022079827798361287,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,26,-0.07662610281769,0.0,-0.02298783084531,0.07999999999999866,0.08,21,0.007999999999999993,0.006928203230275503,0.998735441619991,0.001264558380009051,-0.005865340031230251,-0.004274975607614084,-0.02340683981848224,0.024506280427999128,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,27,-0.07662610281769,0.0,0.02298783084531,0.07999999999999866,0.08,21,0.007999999999999993,0.006928203230275503,0.9991705110675901,0.0008294889324098609,-0.001517462897038982,-0.0039027003303807595,0.0042734311817193005,0.005982973974332066,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,28,-0.07662610281769,0.02298783084531,0.0,0.07999999999999866,0.08,21,0.007999999999999993,0.006928203230275503,0.9990128048050732,0.0009871951949268487,-0.0008243740142325207,0.012967660090119126,-0.009524236523266616,0.016110582921773378,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,29,-0.07627700713965,-0.02288310214189,-0.00762770071396,0.08000000000000082,0.08,21,0.007999999999999993,0.006928203230275503,0.9987526518151283,0.0012473481848717105,-0.005829133379649215,-0.019247824312531137,-0.014405086865899086,0.024737907436521458,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,30,-0.07627700713965,-0.02288310214189,0.00762770071396,0.08000000000000082,0.08,21,0.007999999999999993,0.006928203230275503,0.9989017596380863,0.0010982403619137493,-0.004022453716518451,-0.018915496391571862,-0.005152267868375027,0.02001304579089827,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,31,-0.07627700713965,-0.00762770071396,-0.02288310214189,0.08000000000000082,0.08,21,0.007999999999999993,0.006928203230275503,0.9986868111639428,0.0013131888360572441,-0.006697786837216613,-0.009649894434117734,-0.023385303019951176,0.026169700197773496,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,32,-0.07627700713965,-0.00762770071396,0.02288310214189,0.08000000000000082,0.08,21,0.007999999999999993,0.006928203230275503,0.9991222600595874,0.0008777399404126252,-0.001971698118541962,-0.008997813650926612,0.0041931291771102885,0.010120799190943212,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,33,-0.07627700713965,0.00762770071396,-0.02288310214189,0.08000000000000082,0.08,21,0.007999999999999993,0.006928203230275503,0.9987506975086701,0.0012493024913299289,-0.0048452772669553695,0.0014489284340210573,-0.023275348516183847,0.023818437269275475,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,34,-0.07627700713965,0.00762770071396,0.02288310214189,0.08000000000000082,0.08,21,0.007999999999999993,0.006928203230275503,0.999181004849211,0.0008189951507889814,-0.0009134321443003551,0.0014073663328164066,0.004223590185782777,0.0045446399565231615,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,35,-0.07627700713965,0.02288310214189,-0.00762770071396,0.08000000000000082,0.08,21,0.007999999999999993,0.006928203230275503,0.9989244339558458,0.0010755660441541526,-0.0013645349204776946,0.01310136150845112,-0.01411225702697988,0.019304492412904068,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,36,-0.07627700713965,0.02288310214189,0.00762770071396,0.08000000000000082,0.08,21,0.007999999999999993,0.006928203230275503,0.9990694781534515,0.0009305218465485154,-0.0003357206760377929,0.012756974088039497,-0.004940360591741966,0.013684307035128504,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,37,-0.07525766947069,-0.02257730084121,-0.01505153389414,0.08000000000000358,0.08,21,0.007999999999999993,0.006928203230275503,0.9986417629170199,0.0013582370829801071,-0.006704035899820493,-0.01917393802296724,-0.0187659633498507,0.027654030033660747,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,38,-0.07525766947069,-0.02257730084121,0.01505153389414,0.08000000000000358,0.08,21,0.007999999999999993,0.006928203230275503,0.9989323600112939,0.0010676399887060706,-0.0031334922883582556,-0.01856131554191154,-0.000575823210803128,0.018832758187204205,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,39,-0.07525766947069,-0.01505153389414,-0.02257730084121,0.08000000000000358,0.08,21,0.007999999999999993,0.006928203230275503,0.9986110760868905,0.0013889239131095188,-0.00726833988940892,-0.01455157431123738,-0.023177710487219783,0.028315779048311816,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,40,-0.07525766947069,-0.01505153389414,0.02257730084121,0.08000000000000358,0.08,21,0.007999999999999993,0.006928203230275503,0.9990410922730816,0.0009589077269184232,-0.002233135408506129,-0.013762217928257547,0.004014193536620081,0.014508593515810542,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,41,-0.07525766947069,0.01505153389414,-0.02257730084121,0.08000000000000358,0.08,21,0.007999999999999993,0.006928203230275503,0.9987296461713391,0.0012703538286609195,-0.0037272236018137672,0.0073430207742222475,-0.023034973144477555,0.024462668244395976,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,42,-0.07525766947069,0.01505153389414,0.02257730084121,0.08000000000000358,0.08,21,0.007999999999999993,0.006928203230275503,0.9991525273896817,0.0008474726103182562,-0.00021749575788208853,0.006785689193461231,0.0040249359124711614,0.007892590913917514,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,43,-0.07525766947069,0.02257730084121,-0.01505153389414,0.08000000000000358,0.08,21,0.007999999999999993,0.006928203230275503,0.9988088851518361,0.001191114848163921,-0.0019576381302961188,0.013174129345814772,-0.018557836078761603,0.02284257671532774,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,44,-0.07525766947069,0.02257730084121,0.01505153389414,0.08000000000000358,0.08,21,0.007999999999999993,0.006928203230275503,0.9990936018304188,0.0009063981695811574,0.00010686981577626153,0.012460096529517184,-0.0005014362439219044,0.01247064011946174,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,45,-0.07427813527082,-0.02971125410833,0.0,0.07999999999999995,0.08,21,0.007999999999999993,0.006928203230275503,0.9987106011215655,0.001289398878434489,-0.0048079330130851305,-0.02306767349502148,-0.009672424096403065,0.025471347986157092,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,46,-0.07427813527082,0.0,-0.02971125410833,0.07999999999999995,0.08,21,0.007999999999999993,0.006928203230275503,0.9985798588551533,0.001420141144846676,-0.006582649183860839,-0.004015642053104396,-0.0272089189069063,0.028280415828962756,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,47,-0.07427813527082,0.0,0.02971125410833,0.07999999999999995,0.08,21,0.007999999999999993,0.006928203230275503,0.9991309153931585,0.0008690846068415414,-0.0008765751311228392,-0.003748625526788063,0.008325001829407097,0.009172035366276213,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,48,-0.07427813527082,0.02971125410833,0.0,0.07999999999999995,0.08,21,0.007999999999999993,0.006928203230275503,0.9989079338383344,0.0010920661616655725,0.00010016786480973594,0.018496425364797536,-0.009573456111499734,0.020827358132885644,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,49,-0.07396002616336,-0.02958401046535,-0.00739600261634,0.07999999999999839,0.08,21,0.007999999999999993,0.006928203230275503,0.9986273043221632,0.0013726956778368216,-0.005731847786784983,-0.02313739531006409,-0.014098946487750563,0.027694285201996127,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,50,-0.07396002616336,-0.02958401046535,0.00739600261634,0.07999999999999839,0.08,21,0.007999999999999993,0.006928203230275503,0.9987697695213481,0.0012302304786518947,-0.0038834271746819304,-0.022847801032833515,-0.005167778799785472,0.023744661639630044,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,51,-0.07396002616336,-0.00739600261634,-0.02958401046535,0.07999999999999839,0.08,21,0.007999999999999993,0.006928203230275503,0.9985360843604772,0.0014639156395227504,-0.007427361873666549,-0.009316627610876482,-0.027128707151087117,0.029629917416887728,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,52,-0.07396002616336,-0.00739600261634,0.02958401046535,0.07999999999999839,0.08,21,0.007999999999999993,0.006928203230275503,0.9990862402119904,0.0009137597880095605,-0.0012555694325257355,-0.008686878840865442,0.008268044076206238,0.012058145439571451,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,53,-0.07396002616336,0.00739600261634,-0.02958401046535,0.07999999999999839,0.08,21,0.007999999999999993,0.006928203230275503,0.9985942521083172,0.001405747891682796,-0.005551696283801047,0.001621418251220197,-0.02710861269322623,0.027718715896020627,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,54,-0.07396002616336,0.00739600261634,0.02958401046535,0.07999999999999839,0.08,21,0.007999999999999993,0.006928203230275503,0.999141052308981,0.0008589476910190186,-0.00036214543476505157,0.00136933452877247,0.008223195824205942,0.008344290019579122,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,55,-0.07396002616336,0.02958401046535,-0.00739600261634,0.07999999999999839,0.08,21,0.007999999999999993,0.006928203230275503,0.9988231649002483,0.0011768350997517496,-0.0003811345903781127,0.018714850107144937,-0.014009767949851593,0.023380857044119973,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,56,-0.07396002616336,0.02958401046535,0.00739600261634,0.07999999999999839,0.08,21,0.007999999999999993,0.006928203230275503,0.9989645620954348,0.001035437904565173,0.0005214100233995739,0.01815994528569337,-0.005146924655457963,0.01888243402214978,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,57,-0.07364596943187,-0.02209379082956,-0.02209379082956,0.08000000000000394,0.08,21,0.007999999999999993,0.006928203230275503,0.9985161506790955,0.0014838493209045067,-0.00753335993947539,-0.018923449006151838,-0.022771526706698852,0.030551446165771278,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,58,-0.07364596943187,-0.02209379082956,0.02209379082956,0.08000000000000394,0.08,21,0.007999999999999993,0.006928203230275503,0.9989342843314575,0.0010657156685425218,-0.0022817817186287087,-0.018124157355839554,0.003772988625964646,0.018652802761042635,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,59,-0.07364596943187,0.02209379082956,-0.02209379082956,0.08000000000000394,0.08,21,0.007999999999999993,0.006928203230275503,0.9986735448494364,0.0013264551505636213,-0.002598018782375172,0.01320458804490432,-0.022729748202267308,0.026415001426607534,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,60,-0.07364596943187,0.02209379082956,0.02209379082956,0.08000000000000394,0.08,21,0.007999999999999993,0.006928203230275503,0.9990878113517372,0.0009121886482628128,0.0005093276987939294,0.012077053846156038,0.0036762759727091976,0.012634462764012961,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,61,-0.07302967433402,-0.02921186973361,-0.0146059348668,0.07999999999999764,0.08,21,0.007999999999999993,0.006928203230275503,0.998524805322038,0.0014751946779619773,-0.006631894886190856,-0.023040189726411142,-0.018305876454537018,0.03016517006713668,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,62,-0.07302967433402,-0.02921186973361,0.0146059348668,0.07999999999999764,0.08,21,0.007999999999999993,0.006928203230275503,0.998802637783964,0.0011973622160359465,-0.0029813166488259213,-0.02250169029549054,-0.0007321930796419518,0.022710139185408252,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,63,-0.07302967433402,-0.0146059348668,-0.02921186973361,0.07999999999999764,0.08,21,0.007999999999999993,0.006928203230275503,0.9984685293703244,0.0015314706296756242,-0.008014324840650011,-0.014163890837176396,-0.026840973605692597,0.031389219015458096,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,64,-0.07302967433402,-0.0146059348668,0.02921186973361,0.07999999999999764,0.08,21,0.007999999999999993,0.006928203230275503,0.9990110771638409,0.0009889228361591451,-0.0014637110595921293,-0.013338980884687934,0.008078379027244453,0.015663047877596026,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,65,-0.07302967433402,0.0146059348668,-0.02921186973361,0.07999999999999764,0.08,21,0.007999999999999993,0.006928203230275503,0.9985764411082774,0.0014235588917226316,-0.004420317917947086,0.0074267319356939865,-0.026867667358043246,0.02822352045728604,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,66,-0.07302967433402,0.0146059348668,0.02921186973361,0.07999999999999764,0.08,21,0.007999999999999993,0.006928203230275503,0.9991157000258112,0.000884299974188818,0.00023933228237062176,0.006536518481736198,0.00795062242146033,0.010295423774283958,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,67,-0.07302967433402,0.02921186973361,-0.0146059348668,0.07999999999999764,0.08,21,0.007999999999999993,0.006928203230275503,0.9987142099853701,0.0012857900146299173,-0.0009251956955908802,0.01882499298248541,-0.018323754936441505,0.02628680929357021,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,68,-0.07302967433402,0.02921186973361,0.0146059348668,0.07999999999999764,0.08,21,0.007999999999999993,0.006928203230275503,0.9989921754779737,0.0010078245220263016,0.0008898359814979995,0.017705112866934075,-0.000856415759927176,0.01774813448390266,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,69,-0.072,-0.032,-0.008,0.07919595949289332,0.08,21,0.007999999999999993,0.006928203230275503,0.9985723007887946,0.0014276992112054465,-0.005613366459165672,-0.024520408159574958,-0.01423955764725815,0.028905454525169197,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,70,-0.072,-0.032,0.0,0.07879086241436883,0.08,21,0.007999999999999993,0.006928203230275503,0.998666976886685,0.0013330231133149573,-0.0045563521899016635,-0.024383370219169476,-0.009428380008797643,0.026536831727125936,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,71,-0.072,-0.032,0.008,0.07919595949289332,0.08,21,0.007999999999999993,0.006928203230275503,0.9987231657391759,0.0012768342608241445,-0.0035792707848197464,-0.02424063253999259,-0.004621276246802419,0.024935429401541736,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,72,-0.072,-0.024,-0.024,0.0795989949685296,0.08,21,0.007999999999999993,0.006928203230275503,0.9984473080098638,0.0015526919901361902,-0.007762393407340598,-0.020046668685373026,-0.02369340933548486,0.031992207218794415,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,73,-0.072,-0.024,-0.016,0.07756287771866126,0.08,21,0.007999999999999993,0.006928203230275503,0.9986177601323849,0.0013822398676150982,-0.006603739021416713,-0.019934072212321685,-0.01891297802248265,0.028260880058978154,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,74,-0.072,-0.024,-0.008,0.07631513611335565,0.08,21,0.007999999999999993,0.006928203230275503,0.9987498366057068,0.00125016339429318,-0.005527297027626915,-0.01980256720049639,-0.014102912395722922,0.024931602800526566,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,75,-0.072,-0.024,0.0,0.0758946638440411,0.08,21,0.007999999999999993,0.006928203230275503,0.998843382661524,0.0011566173384760514,-0.004528518192880193,-0.019660593562140116,-0.00928382472405398,0.022208913024861623,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,76,-0.072,-0.024,0.008,0.07631513611335565,0.08,21,0.007999999999999993,0.006928203230275503,0.9988984090274793,0.0011015909725207162,-0.003602964738433287,-0.019516127837012842,-0.004476444277312197,0.020344511643804634,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
Z,selected_hard_augmented_mean_worst,77,-0.072,-0.024,0.016,0.07756287771866126,0.08,21,0.007999999999999993,0.006928203230275503,0.9989150920839704,0.0010849079160295538,-0.00274633133846143,-0.01937667834870549,0.000298577498850372,0.01957261219593918,4.1775,32.963545409962535,8.0,mean_worst,0.25,547,335,256,212,13,21
