system,task,disorder_strength,seed,tail_infidelity_mean,tail_stability_range,final_fidelity,pulse_energy,shifted_available_steps,shifted_selected_steps,shifted_selected_fraction
shifted_fallback_Z,Z,0.0,10,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,11,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,12,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,13,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,14,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,15,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,16,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,17,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,18,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,19,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,20,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,21,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,22,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,23,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,24,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,25,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,26,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,27,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,28,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,29,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,30,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,31,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,32,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
shifted_fallback_Z,Z,0.0,33,0.0009672106082633247,0.0006735040412104709,0.9986374445989317,4.625,99,9,0.09090909090909091
