system,disorder_strength,seed,final_fidelity,final_infidelity,pulse_energy,training_objective
ensemble_H,0.05,35,0.994492692637827,0.005507307362172975,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,36,0.9838137742799178,0.016186225720082215,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,37,0.9911331270577499,0.008866872942250081,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,38,0.997222680387559,0.002777319612440987,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,39,0.9993821570259905,0.0006178429740094638,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,40,0.9854156491739359,0.01458435082606413,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,41,0.986740509193603,0.01325949080639699,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,42,0.9980210622781299,0.0019789377218700777,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,43,0.9912766553310302,0.008723344668969846,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,44,0.9971802922368675,0.0028197077631324508,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,45,0.9932868268957566,0.006713173104243353,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,46,0.9931721622414951,0.006827837758504929,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,47,0.978439456084572,0.021560543915428054,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,48,0.998040438333673,0.0019595616663270476,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,49,0.9997803023161715,0.000219697683828457,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,50,0.9965888754594724,0.0034111245405276103,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,51,0.9916606170115655,0.008339382988434507,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,52,0.986255579366639,0.01374442063336101,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,53,0.9963431178833916,0.0036568821166084176,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,54,0.9927311447682787,0.007268855231721272,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,55,0.9992582982206308,0.0007417017793691638,0.4321289150718163,0.003093588434498328
ensemble_H,0.05,56,0.9938179943165489,0.006182005683451064,0.4321289150718163,0.003093588434498328
